,what,do,red,algal,chloroplasts,have,that,green,chloroplasts,do,n't,?
they,0.4431931674480438,0.4667694866657257,0.22656431794166565,0.29981881380081177,0.37369829416275024,0.6542890071868896,0.5710820555686951,0.24414579570293427,0.37369829416275024,0.4667694866657257,-0.1964540183544159,0.2753053903579712
differ,0.35208603739738464,0.33889639377593994,0.09842060506343842,0.25943300127983093,0.2720135748386383,0.4247334897518158,0.3248766362667084,0.18584167957305908,0.2720135748386383,0.33889639377593994,-0.04337800666689873,0.18697237968444824
from,0.2737620174884796,0.20424067974090576,0.22512908279895782,0.18184466660022736,0.21740731596946716,0.30702701210975647,0.3477667272090912,0.1597699522972107,0.21740731596946716,0.20424067974090576,0.040466926991939545,0.19969791173934937
glaucophyte,0.24588492512702942,0.2763095200061798,0.255384624004364,0.5940096378326416,0.643695592880249,0.37550002336502075,0.28637808561325073,0.3485966920852661,0.643695592880249,0.2763095200061798,0.030659975484013557,0.21570050716400146
and,0.31309178471565247,0.276123583316803,0.20267853140830994,0.248569518327713,0.21511349081993103,0.4711785912513733,0.4731321930885315,0.24945476651191711,0.21511349081993103,0.276123583316803,-0.0602874718606472,0.20544172823429108
red,0.16784515976905823,0.19410714507102966,1.0000001192092896,0.2601113021373749,0.26118144392967224,0.2217920422554016,0.21787717938423157,0.3990335166454315,0.26118144392967224,0.19410714507102966,-0.066582091152668,0.1495664119720459
algal,0.19235531985759735,0.28390660881996155,0.2601113021373749,1.0,0.5980126261711121,0.31350716948509216,0.2880746126174927,0.31555867195129395,0.5980126261711121,0.28390660881996155,0.008172033354640007,0.18147486448287964
chloroplasts,0.2524593770503998,0.2621478736400604,0.26118144392967224,0.5980126261711121,0.9999999403953552,0.29091566801071167,0.3177454173564911,0.32718849182128906,0.9999999403953552,0.2621478736400604,-0.03901694342494011,0.13049766421318054
in,0.30808621644973755,0.23402775824069977,0.18753071129322052,0.22039514780044556,0.21141497790813446,0.36843645572662354,0.435920387506485,0.22731968760490417,0.21141497790813446,0.23402775824069977,-0.0012929976219311357,0.20430970191955566
that,0.6297725439071655,0.44533252716064453,0.21787717938423157,0.2880746126174927,0.3177454173564911,0.6182622313499451,1.0,0.18731415271759033,0.3177454173564911,0.44533252716064453,-0.130638986825943,0.32716336846351624
they,0.4431931674480438,0.4667694866657257,0.22656431794166565,0.29981881380081177,0.37369829416275024,0.6542890071868896,0.5710820555686951,0.24414579570293427,0.37369829416275024,0.4667694866657257,-0.1964540183544159,0.2753053903579712
have,0.39808809757232666,0.49831271171569824,0.2217920422554016,0.31350716948509216,0.29091566801071167,0.9999999403953552,0.6182622313499451,0.21818293631076813,0.29091566801071167,0.49831271171569824,-0.1346980780363083,0.32991164922714233
lost,0.198215052485466,0.18240030109882355,0.13801878690719604,0.1376211792230606,0.1645273119211197,0.2670711576938629,0.26059767603874207,0.1458994597196579,0.1645273119211197,0.18240030109882355,-0.10581565648317337,0.15261413156986237
their,0.35142919421195984,0.35424983501434326,0.1588587760925293,0.24960730969905853,0.2906811833381653,0.523270845413208,0.4266771972179413,0.1598123162984848,0.2906811833381653,0.35424983501434326,-0.18087446689605713,0.1898253709077835
phycobilisomes,0.28512340784072876,0.34902188181877136,0.24099750816822052,0.5440530180931091,0.7248318195343018,0.4452691078186035,0.37540870904922485,0.2692699134349823,0.7248318195343018,0.34902188181877136,-0.022023020312190056,0.2205180823802948
",",0.3087472915649414,0.3283645510673523,0.25953415036201477,0.28316205739974976,0.20794041454792023,0.3541618287563324,0.4137537479400635,0.2583938241004944,0.20794041454792023,0.3283645510673523,0.11016341298818588,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.20267853140830994,0.248569518327713,0.21511349081993103,0.4711785912513733,0.4731321930885315,0.24945476651191711,0.21511349081993103,0.276123583316803,-0.0602874718606472,0.20544172823429108
contain,0.1832355558872223,0.31365397572517395,0.2077721208333969,0.3177340626716614,0.3972540497779846,0.49726441502571106,0.36020758748054504,0.19625920057296753,0.3972540497779846,0.31365397572517395,-0.07105854898691177,0.18853069841861725
chlorophyll,0.23408083617687225,0.20705407857894897,0.3044220805168152,0.6107121109962463,0.8413407206535339,0.24365252256393433,0.2626972496509552,0.39410775899887085,0.8413407206535339,0.20705407857894897,0.012320454232394695,0.1099696233868599
b,0.13329443335533142,0.11020499467849731,0.11311693489551544,0.07573305070400238,0.11534582823514938,0.11620926111936569,0.09823787212371826,0.14657972753047943,0.11534582823514938,0.11020499467849731,0.21137255430221558,0.1975182741880417
instead,0.4104403555393219,0.36403313279151917,0.22705580294132233,0.17270024120807648,0.24632073938846588,0.3414740264415741,0.43556153774261475,0.1912214457988739,0.24632073938846588,0.36403313279151917,-0.14735299348831177,0.2942638397216797
.,0.3567904531955719,0.3613996207714081,0.27710169553756714,0.24002346396446228,0.23868323862552643,0.41614407300949097,0.4460422694683075,0.23737919330596924,0.23868323862552643,0.3613996207714081,0.01884327083826065,0.4130953550338745
