,what,network,uses,a,red,version,of,the,new,abc,logo,?
the,0.42745697498321533,0.27187061309814453,0.2830192744731903,0.5829201340675354,0.2817947566509247,0.27268242835998535,0.733189046382904,1.0,0.3845241069793701,0.2068762183189392,0.2806010842323303,0.22068053483963013
logo,0.21781428158283234,0.2670271396636963,0.23235835134983063,0.21248295903205872,0.23816972970962524,0.301392525434494,0.1528109908103943,0.2806010842323303,0.2146148532629013,0.23574566841125488,1.0000001192092896,0.23347119987010956
is,0.28837618231773376,0.2196272611618042,0.41359779238700867,0.658733606338501,0.22996017336845398,0.26673051714897156,0.4854315221309662,0.5823672413825989,0.2208656519651413,0.16037321090698242,0.1738443821668625,0.22961433231830597
displayed,0.22588716447353363,0.13722515106201172,0.2692016065120697,0.22292453050613403,0.2162664532661438,0.23027050495147705,0.22871877253055573,0.2887660264968872,0.1681593507528305,0.17162993550300598,0.3213784098625183,0.20322057604789734
on-air,0.2461182028055191,0.25135380029678345,0.1981523185968399,0.39702335000038147,0.15735718607902527,0.2554338872432709,0.2906193435192108,0.3116612732410431,0.21505869925022125,0.14554472267627716,0.1546841412782669,0.20872481167316437
",",0.3087472915649414,0.1932937651872635,0.28387847542762756,0.427140474319458,0.25953415036201477,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2097204476594925,0.20034073293209076,0.31091248989105225
online,0.14688250422477722,0.28509682416915894,0.13944479823112488,0.20674628019332886,0.03672831505537033,0.28788530826568604,0.19929544627666473,0.22717516124248505,0.21066810190677643,0.2452138066291809,0.1494005024433136,0.2474360167980194
and,0.31309178471565247,0.27591994404792786,0.2964407801628113,0.3739250600337982,0.20267853140830994,0.1978406310081482,0.5116966962814331,0.5171257257461548,0.31402453780174255,0.16453155875205994,0.146534726023674,0.20544172823429108
in,0.30808621644973755,0.19496823847293854,0.2516363263130188,0.539380669593811,0.18753071129322052,0.19599339365959167,0.5696388483047485,0.6662389636039734,0.3758552670478821,0.1697147786617279,0.1848117560148239,0.20430970191955566
print,0.2667001783847809,0.2045057713985443,0.17979897558689117,0.197515606880188,0.15730597078800201,0.27861741185188293,0.1431523710489273,0.1922312080860138,0.1938936710357666,0.22562679648399353,0.20624621212482452,0.19833904504776
advertising,0.2192491590976715,0.23388250172138214,0.142818883061409,0.23148924112319946,0.21080724895000458,0.23376138508319855,0.1315132975578308,0.2048189342021942,0.16880621016025543,0.1800631880760193,0.30638620257377625,0.23602379858493805
in,0.30808621644973755,0.19496823847293854,0.2516363263130188,0.539380669593811,0.18753071129322052,0.19599339365959167,0.5696388483047485,0.6662389636039734,0.3758552670478821,0.1697147786617279,0.1848117560148239,0.20430970191955566
four,0.18057085573673248,0.1791093647480011,0.16483168303966522,0.28236961364746094,0.15040871500968933,0.1683579832315445,0.36293646693229675,0.40344667434692383,0.25229623913764954,0.11602456867694855,0.12104370445013046,0.14532537758350372
variants,0.15992575883865356,0.13747546076774597,0.3265313506126404,0.2763238847255707,0.1839189976453781,0.37578290700912476,0.19064229726791382,0.18669377267360687,0.13161514699459076,0.16012467443943024,0.22489525377750397,0.19235283136367798
shading,0.31554731726646423,0.2060416042804718,0.30504727363586426,0.2836185693740845,0.21282018721103668,0.18891891837120056,0.24150870740413666,0.2809588313102722,0.18763644993305206,0.1632775217294693,0.22015269100666046,0.2639424800872803
the,0.42745697498321533,0.27187061309814453,0.2830192744731903,0.5829201340675354,0.2817947566509247,0.27268242835998535,0.733189046382904,1.0,0.3845241069793701,0.2068762183189392,0.2806010842323303,0.22068053483963013
respective,0.29216688871383667,0.1643299162387848,0.16923387348651886,0.23026332259178162,0.13775961101055145,0.21854542195796967,0.32108351588249207,0.3637433648109436,0.2197195440530777,0.117442786693573,0.2658540606498718,0.2512778639793396
color,0.2746529281139374,0.167613685131073,0.24121353030204773,0.1907898187637329,0.2868311405181885,0.13876812160015106,0.1876296103000641,0.21895472705364227,0.11856010556221008,0.1639925241470337,0.2415272295475006,0.21299609541893005
used,0.27546408772468567,0.25543278455734253,0.645188570022583,0.3864384889602661,0.1874547004699707,0.21223314106464386,0.3075267970561981,0.3718377649784088,0.154256209731102,0.16642345488071442,0.20441769063472748,0.22430120408535004
with,0.2464839518070221,0.2153671681880951,0.2903013229370117,0.3783375024795532,0.25620895624160767,0.2542000412940979,0.41827285289764404,0.4223487675189972,0.24325589835643768,0.17432008683681488,0.18333391845226288,0.2433311939239502
the,0.42745697498321533,0.27187061309814453,0.2830192744731903,0.5829201340675354,0.2817947566509247,0.27268242835998535,0.733189046382904,1.0,0.3845241069793701,0.2068762183189392,0.2806010842323303,0.22068053483963013
circle,0.13595280051231384,0.2204284518957138,0.14101117849349976,0.18641255795955658,0.19403037428855896,0.09527454525232315,0.2208588719367981,0.22970527410507202,0.18609718978405,0.0819765031337738,0.22424812614917755,0.08528484404087067
design,0.23893405497074127,0.1834171861410141,0.20050445199012756,0.25211480259895325,0.19400222599506378,0.25855475664138794,0.2522938847541809,0.27913451194763184,0.2420760542154312,0.131185382604599,0.3563442528247833,0.16351860761642456
's,0.02692362666130066,0.07819218933582306,-0.009076601825654507,0.04866964742541313,0.023180566728115082,-0.009124638512730598,-0.03817026689648628,-0.01540423184633255,-0.008355522528290749,0.06670809537172318,0.036982785910367966,-0.023395681753754616
native,0.19453833997249603,0.17182208597660065,0.21537572145462036,0.22733892500400543,0.13395795226097107,0.11322388797998428,0.2524676024913788,0.24374492466449738,0.22590424120426178,0.13189911842346191,0.18478834629058838,0.1457047313451767
black,0.12054000794887543,0.1725839078426361,0.1441011130809784,0.23173153400421143,0.341343492269516,0.08718011528253555,0.23966942727565765,0.28466513752937317,0.17988547682762146,0.19347289204597473,0.2171526551246643,0.15159966051578522
coloring,0.3164331018924713,0.17028413712978363,0.316184401512146,0.307433158159256,0.3146064281463623,0.1873522698879242,0.2355513870716095,0.26613783836364746,0.1725146472454071,0.16268689930438995,0.31587913632392883,0.22803331911563873
:,-0.12022944539785385,-0.06702782958745956,-0.14485827088356018,-0.0007584693375974894,0.01693502441048622,-0.06469511240720749,-0.08807745575904846,-0.03403344005346298,-0.1345057487487793,-0.06154730170965195,-0.033336009830236435,-0.07156077772378922
a,0.3320399522781372,0.17299489676952362,0.35566505789756775,1.0,0.293155312538147,0.27132871747016907,0.5052502155303955,0.5829201340675354,0.3214259147644043,0.21331243216991425,0.21248295903205872,0.23916715383529663
