,what,title,was,the,social,charter,set,to,be,included,into,the,maastricht,treaty,under,?
the,0.42745697498321533,0.27465343475341797,0.48711544275283813,1.0,0.21797899901866913,0.26436546444892883,0.2927955985069275,0.535392165184021,0.4248143136501312,0.3825419843196869,0.39493247866630554,1.0,0.2621105909347534,0.2690109610557556,0.3348022699356079,0.22068053483963013
uk,0.17163191735744476,0.14870630204677582,0.206756129860878,0.2143084555864334,0.17876560986042023,0.24749556183815002,0.1978084295988083,0.18409153819084167,0.17617523670196533,0.21144509315490723,0.08838342875242233,0.2143084555864334,0.24189689755439758,0.12230867147445679,0.13936901092529297,0.20222434401512146
subsequently,0.10897690057754517,0.09193047881126404,0.3486802279949188,0.2886511981487274,0.16295671463012695,0.17693792283535004,0.1448315978050232,0.29023027420043945,0.2655993700027466,0.2302977740764618,0.23395416140556335,0.2886511981487274,0.11665946245193481,0.12391921877861023,0.22147098183631897,0.005594457965344191
was,0.22111038863658905,0.19408874213695526,1.0000001192092896,0.48711544275283813,0.196878582239151,0.23359626531600952,0.22985222935676575,0.3636345863342285,0.42228707671165466,0.3148443400859833,0.2322220653295517,0.48711544275283813,0.2129037231206894,0.2409621626138687,0.2672741413116455,0.18412111699581146
the,0.42745697498321533,0.27465343475341797,0.48711544275283813,1.0,0.21797899901866913,0.26436546444892883,0.2927955985069275,0.535392165184021,0.4248143136501312,0.3825419843196869,0.39493247866630554,1.0,0.2621105909347534,0.2690109610557556,0.3348022699356079,0.22068053483963013
only,0.41415658593177795,0.22837284207344055,0.36249664425849915,0.5497692227363586,0.19334439933300018,0.1904987096786499,0.26687708497047424,0.5096819996833801,0.46042704582214355,0.3318852186203003,0.24060678482055664,0.5497692227363586,0.21777546405792236,0.19396792352199554,0.2947874963283539,0.2767370045185089
member,0.09932345896959305,0.12810835242271423,0.31559354066848755,0.2806392312049866,0.22893384099006653,0.2916165292263031,0.12145289033651352,0.19456195831298828,0.15509481728076935,0.21636879444122314,0.126095712184906,0.2806392312049866,0.18162447214126587,0.19731877744197845,0.15988416969776154,0.06826172769069672
state,0.24273863434791565,0.13459092378616333,0.22072885930538177,0.3097178041934967,0.20731864869594574,0.24389484524726868,0.21011394262313843,0.25557461380958557,0.22221757471561432,0.19858671724796295,0.13660210371017456,0.3097178041934967,0.11692321300506592,0.20049017667770386,0.18260222673416138,0.1160883978009224
to,0.455847829580307,0.24913249909877777,0.3636345863342285,0.535392165184021,0.19684761762619019,0.2440456748008728,0.320547491312027,1.0,0.4972836375236511,0.2322428971529007,0.38810545206069946,0.535392165184021,0.1718650460243225,0.1986158937215805,0.27177539467811584,0.29463258385658264
veto,0.2663957476615906,0.20413123071193695,0.16954950988292694,0.25482627749443054,0.17224621772766113,0.22654348611831665,0.2297278195619583,0.2647951543331146,0.2397332340478897,0.1861211657524109,0.1250646710395813,0.25482627749443054,0.12218687683343887,0.327290415763855,0.12138337641954422,0.2314452826976776
the,0.42745697498321533,0.27465343475341797,0.48711544275283813,1.0,0.21797899901866913,0.26436546444892883,0.2927955985069275,0.535392165184021,0.4248143136501312,0.3825419843196869,0.39493247866630554,1.0,0.2621105909347534,0.2690109610557556,0.3348022699356079,0.22068053483963013
social,0.22217629849910736,0.07514411211013794,0.196878582239151,0.21797899901866913,1.0,0.22358788549900055,0.1365528702735901,0.19684761762619019,0.1878766417503357,0.16811378300189972,0.12683343887329102,0.21797899901866913,0.23761314153671265,0.17468462884426117,0.156026691198349,0.1615191102027893
charter,0.13714581727981567,0.1595122367143631,0.23359626531600952,0.26436546444892883,0.22358788549900055,1.0000001192092896,0.1124468520283699,0.2440456748008728,0.12895840406417847,0.11527883261442184,0.1690167337656021,0.26436546444892883,0.36670270562171936,0.39000245928764343,0.1964678317308426,0.14220231771469116
being,0.3760843276977539,0.19150681793689728,0.5201660394668579,0.419739305973053,0.23748290538787842,0.23344597220420837,0.1785641312599182,0.4514104127883911,0.5586286783218384,0.19328391551971436,0.2783583104610443,0.419739305973053,0.1526980698108673,0.1414862871170044,0.2311614751815796,0.26743772625923157
included,0.2288810908794403,0.18725280463695526,0.3148443400859833,0.3825419843196869,0.16811378300189972,0.11527883261442184,0.25751274824142456,0.2322428971529007,0.24444355070590973,1.0,0.24413956701755524,0.3825419843196869,0.13423645496368408,0.16249537467956543,0.21450141072273254,0.14385655522346497
as,0.31749409437179565,0.2520829439163208,0.3677520453929901,0.48381632566452026,0.22664308547973633,0.23024281859397888,0.1714126169681549,0.42092081904411316,0.5230465531349182,0.34162476658821106,0.24094121158123016,0.48381632566452026,0.11812345683574677,0.21985258162021637,0.29018887877464294,0.27043893933296204
the,0.42745697498321533,0.27465343475341797,0.48711544275283813,1.0,0.21797899901866913,0.26436546444892883,0.2927955985069275,0.535392165184021,0.4248143136501312,0.3825419843196869,0.39493247866630554,1.0,0.2621105909347534,0.2690109610557556,0.3348022699356079,0.22068053483963013
``,0.008517155423760414,0.02549407258629799,-0.012679691426455975,0.029072100296616554,0.0685405433177948,-0.0005229103844612837,0.0015182674396783113,0.06720756739377975,0.07670000940561295,-0.003625095821917057,0.02736244536936283,0.029072100296616554,0.11137444525957108,0.16497017443180084,-0.001388426753692329,0.0685480609536171
social,0.22217629849910736,0.07514411211013794,0.196878582239151,0.21797899901866913,1.0,0.22358788549900055,0.1365528702735901,0.19684761762619019,0.1878766417503357,0.16811378300189972,0.12683343887329102,0.21797899901866913,0.23761314153671265,0.17468462884426117,0.156026691198349,0.1615191102027893
chapter,0.25136247277259827,0.3306363821029663,0.15535534918308258,0.29158273339271545,0.09733142703771591,0.16457092761993408,0.2241438776254654,0.17141442000865936,0.22788293659687042,0.21740494668483734,0.15193888545036316,0.29158273339271545,0.13098303973674774,0.13891063630580902,0.10737352073192596,0.20212359726428986
'',0.08143015950918198,0.05258110910654068,0.04456103965640068,0.041273195296525955,0.01732291281223297,0.03351861611008644,0.052956949919462204,-0.009905828163027763,0.08835477381944656,0.07290441542863846,-0.043979667127132416,0.041273195296525955,0.004178438801318407,0.07842288166284561,0.07581566274166107,0.018684765323996544
of,0.33290785551071167,0.18969319760799408,0.4069072902202606,0.733189046382904,0.2605111300945282,0.2438247799873352,0.20671486854553223,0.41548454761505127,0.33904364705085754,0.4391688108444214,0.32255905866622925,0.733189046382904,0.21534964442253113,0.2602092921733856,0.32766106724739075,0.1826142966747284
the,0.42745697498321533,0.27465343475341797,0.48711544275283813,1.0,0.21797899901866913,0.26436546444892883,0.2927955985069275,0.535392165184021,0.4248143136501312,0.3825419843196869,0.39493247866630554,1.0,0.2621105909347534,0.2690109610557556,0.3348022699356079,0.22068053483963013
1992,0.12803657352924347,0.04425676167011261,0.14268599450588226,0.12138951569795609,0.08435239642858505,0.24200785160064697,0.01908021979033947,0.1306968331336975,0.03494054451584816,0.010216563940048218,-0.006749340798705816,0.12138951569795609,0.11420989036560059,0.2532901465892792,0.06214619055390358,0.11522171646356583
maastricht,0.16686071455478668,0.07170501351356506,0.2129037231206894,0.2621105909347534,0.23761314153671265,0.36670270562171936,0.1276775449514389,0.1718650460243225,0.12968428432941437,0.13423645496368408,0.13967673480510712,0.2621105909347534,0.9999999403953552,0.31827980279922485,0.17786750197410583,0.1555221527814865
treaty,0.17237819731235504,0.14824987947940826,0.2409621626138687,0.2690109610557556,0.17468462884426117,0.39000245928764343,0.15854892134666443,0.1986158937215805,0.17763298749923706,0.16249537467956543,0.14437498152256012,0.2690109610557556,0.31827980279922485,1.0,0.24186494946479797,0.1174844279885292
-,0.13380742073059082,0.1890108436346054,0.21728090941905975,0.3207225501537323,0.16280287504196167,0.16015608608722687,0.16640359163284302,0.24889779090881348,0.17081406712532043,0.13565169274806976,0.1659432202577591,0.3207225501537323,0.1739286631345749,0.20973147451877594,0.18484072387218475,0.3336010277271271
instead,0.4104403555393219,0.23510921001434326,0.23083001375198364,0.3940567970275879,0.17573358118534088,0.2197224497795105,0.24278852343559265,0.457004189491272,0.4021901488304138,0.2341347485780716,0.34568893909454346,0.3940567970275879,0.12440476566553116,0.1570306420326233,0.20363464951515198,0.2942638397216797
",",0.3087472915649414,0.2202284336090088,0.45456063747406006,0.4933079481124878,0.2674078345298767,0.25566044449806213,0.24912182986736298,0.44245919585227966,0.39254459738731384,0.3679811954498291,0.2826121151447296,0.4933079481124878,0.2668982446193695,0.21270246803760529,0.24875585734844208,0.31091248989105225
an,0.2821882665157318,0.1704794317483902,0.3694365322589874,0.4207492768764496,0.1521279513835907,0.1787807196378708,0.19075638055801392,0.3138085603713989,0.33041056990623474,0.19380910694599152,0.2105669528245926,0.4207492768764496,0.13521762192249298,0.16682939231395721,0.16416478157043457,0.19793890416622162
agreement,0.2851087749004364,0.10177626460790634,0.23975293338298798,0.2490699142217636,0.219100221991539,0.3890380263328552,0.18644897639751434,0.2757699489593506,0.19491496682167053,0.12264401465654373,0.14065083861351013,0.2490699142217636,0.26735737919807434,0.6315374374389648,0.2669800817966461,0.15830197930335999
on,0.34226128458976746,0.16559039056301117,0.3909217119216919,0.5107308030128479,0.24255602061748505,0.22432076930999756,0.23748746514320374,0.41031414270401,0.37900757789611816,0.3028073012828827,0.30585673451423645,0.5107308030128479,0.20496369898319244,0.19638824462890625,0.3075410723686218,0.2714994251728058
social,0.22217629849910736,0.07514411211013794,0.196878582239151,0.21797899901866913,1.0,0.22358788549900055,0.1365528702735901,0.19684761762619019,0.1878766417503357,0.16811378300189972,0.12683343887329102,0.21797899901866913,0.23761314153671265,0.17468462884426117,0.156026691198349,0.1615191102027893
policy,0.3869883120059967,0.14784462749958038,0.1882478892803192,0.2358427494764328,0.2632748484611511,0.261464387178421,0.17009833455085754,0.26804789900779724,0.26498162746429443,0.13178439438343048,0.09159540385007858,0.2358427494764328,0.16635489463806152,0.33541345596313477,0.2958521246910095,0.30462446808815
