,who,were,temüjin,'s,three,full,brothers,?
temüjin,0.416724294424057,0.3361695408821106,1.0,-0.010023289360105991,0.19475048780441284,0.23276662826538086,0.28206151723861694,0.21090233325958252
had,0.36173108220100403,0.6150832772254944,0.4177429676055908,-0.004401352722197771,0.33429715037345886,0.19671596586704254,0.2563479244709015,0.20728366076946259
three,0.2491552233695984,0.38429051637649536,0.19475048780441284,0.03946888819336891,1.0,0.18729901313781738,0.2534666359424591,0.20928427577018738
brothers,0.31422024965286255,0.28252875804901123,0.28206151723861694,0.033226870000362396,0.2534666359424591,0.1818147450685501,1.0,0.11019307374954224
named,0.38541290163993835,0.20632974803447723,0.27967900037765503,-0.06022389233112335,0.294862300157547,0.13506317138671875,0.2068006992340088,0.1297498345375061
hasar,0.2418261468410492,0.20003235340118408,0.4130931794643402,-0.03499677777290344,0.15762606263160706,0.13279691338539124,0.2528643310070038,0.22579099237918854
",",0.3365725874900818,0.36755475401878357,0.3484273850917816,-0.0016132977325469255,0.3347506821155548,0.18524548411369324,0.24914874136447906,0.31091248989105225
hachiun,0.2850731313228607,0.23991772532463074,0.542439877986908,0.008228573016822338,0.16331149637699127,0.12259308993816376,0.2084621638059616,0.23598389327526093
",",0.3365725874900818,0.36755475401878357,0.3484273850917816,-0.0016132977325469255,0.3347506821155548,0.18524548411369324,0.24914874136447906,0.31091248989105225
and,0.41279885172843933,0.42175528407096863,0.3789469599723816,0.06895173341035843,0.3826501965522766,0.2361413836479187,0.28383347392082214,0.20544172823429108
temüge,0.34544333815574646,0.23933708667755127,0.7096407413482666,0.05404921621084213,0.21134419739246368,0.23230785131454468,0.29493629932403564,0.2333158403635025
",",0.3365725874900818,0.36755475401878357,0.3484273850917816,-0.0016132977325469255,0.3347506821155548,0.18524548411369324,0.24914874136447906,0.31091248989105225
and,0.41279885172843933,0.42175528407096863,0.3789469599723816,0.06895173341035843,0.3826501965522766,0.2361413836479187,0.28383347392082214,0.20544172823429108
one,0.40083858370780945,0.3453167676925659,0.30269449949264526,0.06913424283266068,0.5923700332641602,0.26006045937538147,0.26007285714149475,0.2673267424106598
sister,0.2822686433792114,0.18091163039207458,0.2312006801366806,0.019992811605334282,0.16713543236255646,0.11520324647426605,0.5063724517822266,0.15028199553489685
named,0.38541290163993835,0.20632974803447723,0.27967900037765503,-0.06022389233112335,0.294862300157547,0.13506317138671875,0.2068006992340088,0.1297498345375061
temülen,0.237089604139328,0.14698998630046844,0.5103743672370911,0.08322955667972565,0.20651651918888092,0.16918131709098816,0.23366521298885345,0.2085629552602768
",",0.3365725874900818,0.36755475401878357,0.3484273850917816,-0.0016132977325469255,0.3347506821155548,0.18524548411369324,0.24914874136447906,0.31091248989105225
as,0.3923053741455078,0.3025437891483307,0.32332390546798706,-0.05775856226682663,0.23234014213085175,0.25803524255752563,0.17149995267391205,0.27043893933296204
well,0.3480316996574402,0.37577003240585327,0.34619826078414917,-0.0049502006731927395,0.28658032417297363,0.2714816629886627,0.16722163558006287,0.24815571308135986
as,0.3923053741455078,0.3025437891483307,0.32332390546798706,-0.05775856226682663,0.23234014213085175,0.25803524255752563,0.17149995267391205,0.27043893933296204
two,0.2791741192340851,0.4493520259857178,0.24047213792800903,0.038143858313560486,0.8359169363975525,0.2210318148136139,0.3280423581600189,0.19645625352859497
half-brothers,0.40868836641311646,0.3559584319591522,0.33502504229545593,0.022828109562397003,0.33958908915519714,0.22909682989120483,0.9216508269309998,0.1800430417060852
named,0.38541290163993835,0.20632974803447723,0.27967900037765503,-0.06022389233112335,0.294862300157547,0.13506317138671875,0.2068006992340088,0.1297498345375061
begter,0.3782765865325928,0.2086203247308731,0.3692499101161957,0.04033765569329262,0.15917587280273438,0.23876188695430756,0.31587159633636475,0.22523251175880432
and,0.41279885172843933,0.42175528407096863,0.3789469599723816,0.06895173341035843,0.3826501965522766,0.2361413836479187,0.28383347392082214,0.20544172823429108
belgutei,0.241768479347229,0.19606143236160278,0.42093566060066223,-0.01814407855272293,0.1882464587688446,0.16634605824947357,0.19167184829711914,0.18873246014118195
.,0.3541337847709656,0.3378238379955292,0.31788840889930725,-0.003708066651597619,0.34968629479408264,0.23337839543819427,0.17513900995254517,0.4130953550338745
