,which,two,leading,roles,did,audra,mcdonald,perform,when,she,was,in,high,school,?
fresno,0.14756552875041962,0.17640221118927002,0.14933787286281586,0.15278945863246918,0.1545737385749817,0.2749117314815521,0.22642213106155396,0.08908140659332275,0.23177862167358398,0.2727152407169342,0.2749030292034149,0.26126348972320557,0.19340389966964722,0.2850938141345978,0.13224096596240997
native,0.17700780928134918,0.14677639305591583,0.09757465124130249,0.10330882668495178,0.15632417798042297,0.1716732680797577,0.16278068721294403,0.06768959015607834,0.20540748536586761,0.14138182997703552,0.1733950972557068,0.24378694593906403,0.16759106516838074,0.17878350615501404,0.1457047313451767
audra,0.1415424346923828,0.22960710525512695,0.14612136781215668,0.3169882297515869,0.17562557756900787,1.0000001192092896,0.31380409002304077,0.08841875940561295,0.10658519715070724,0.44470301270484924,0.2867110073566437,0.22983525693416595,0.14667455852031708,0.20937901735305786,0.19771777093410492
mcdonald,0.12107322365045547,0.18392324447631836,0.15235310792922974,0.21657919883728027,0.15166661143302917,0.31380409002304077,0.9999999403953552,0.0770452618598938,0.17643891274929047,0.23971258103847504,0.19870460033416748,0.18118390440940857,0.1257595717906952,0.1563984453678131,0.145951047539711
performed,0.25882503390312195,0.24453961849212646,0.16650153696537018,0.3034578561782837,0.2536868453025818,0.22406837344169617,0.1627277433872223,0.7712051868438721,0.19703203439712524,0.3174196779727936,0.30916687846183777,0.27994897961616516,0.11442291736602783,0.12313031405210495,0.14428307116031647
in,0.4840516746044159,0.36463531851768494,0.33273574709892273,0.22586841881275177,0.2593238651752472,0.22983525693416595,0.18118390440940857,0.22578492760658264,0.4431333839893341,0.39094278216362,0.45514053106307983,1.0,0.2652597725391388,0.26157811284065247,0.20430970191955566
the,0.6521818041801453,0.43858039379119873,0.3809107840061188,0.20862428843975067,0.34736719727516174,0.22464074194431305,0.24087385833263397,0.22443658113479614,0.5091903209686279,0.36308351159095764,0.48711544275283813,0.6662389636039734,0.28034812211990356,0.22953221201896667,0.22068053483963013
leading,0.28280946612358093,0.277151882648468,1.0,0.30670320987701416,0.20311816036701202,0.14612136781215668,0.15235310792922974,0.1618153303861618,0.23494918644428253,0.20393714308738708,0.27386704087257385,0.33273574709892273,0.130948007106781,0.1105538159608841,0.1360926628112793
roles,0.15475666522979736,0.1921725571155548,0.30670320987701416,1.0000001192092896,0.16566745936870575,0.3169882297515869,0.21657919883728027,0.2066545933485031,0.1867336630821228,0.3409678339958191,0.15320858359336853,0.22586841881275177,0.15143176913261414,0.13810770213603973,0.1763966977596283
of,0.5011631846427917,0.37726253271102905,0.29180192947387695,0.19068127870559692,0.2513895630836487,0.13850902020931244,0.16402986645698547,0.18957175314426422,0.3757161796092987,0.28080645203590393,0.4069072902202606,0.5696388483047485,0.2803038954734802,0.2391800880432129,0.1826142966747284
evita,0.17471762001514435,0.19490617513656616,0.2341931313276291,0.30400389432907104,0.2286873161792755,0.43164074420928955,0.19645120203495026,0.1942949891090393,0.13632771372795105,0.35946977138519287,0.2520255148410797,0.22659637033939362,0.19318152964115143,0.22063806653022766,0.1604526937007904
and,0.506277859210968,0.4671151638031006,0.34015700221061707,0.28516852855682373,0.34479495882987976,0.24947527050971985,0.24482187628746033,0.27043867111206055,0.4716290831565857,0.4178990125656128,0.3740963041782379,0.4954058527946472,0.2911888659000397,0.2752758264541626,0.20544172823429108
the,0.6521818041801453,0.43858039379119873,0.3809107840061188,0.20862428843975067,0.34736719727516174,0.22464074194431305,0.24087385833263397,0.22443658113479614,0.5091903209686279,0.36308351159095764,0.48711544275283813,0.6662389636039734,0.28034812211990356,0.22953221201896667,0.22068053483963013
wiz,0.18438464403152466,0.18628044426441193,0.15026748180389404,0.1702997088432312,0.19872142374515533,0.34277036786079407,0.2310086488723755,0.15993720293045044,0.09333408623933792,0.2751373052597046,0.22944974899291992,0.15410390496253967,0.1682082861661911,0.22694538533687592,0.23864276707172394
at,0.3286694884300232,0.32178381085395813,0.2263779640197754,0.11715783178806305,0.28390252590179443,0.14796321094036102,0.15712739527225494,0.21709223091602325,0.38876327872276306,0.30755123496055603,0.36707764863967896,0.4374977946281433,0.2874184250831604,0.3177914023399353,0.21978627145290375
the,0.6521818041801453,0.43858039379119873,0.3809107840061188,0.20862428843975067,0.34736719727516174,0.22464074194431305,0.24087385833263397,0.22443658113479614,0.5091903209686279,0.36308351159095764,0.48711544275283813,0.6662389636039734,0.28034812211990356,0.22953221201896667,0.22068053483963013
theater,0.1969236135482788,0.1753675490617752,0.16400258243083954,0.28394269943237305,0.21082048118114471,0.2375703603029251,0.21625344455242157,0.29526659846305847,0.19571197032928467,0.30568793416023254,0.3185870051383972,0.3081531822681427,0.1745888888835907,0.2940801680088043,0.12811817228794098
while,0.38669952750205994,0.3780401647090912,0.30638647079467773,0.18204109370708466,0.3330625295639038,0.09688074886798859,0.21071624755859375,0.29689210653305054,0.548916757106781,0.32907426357269287,0.3253832161426544,0.3399278521537781,0.19288918375968933,0.21811918914318085,0.21076419949531555
she,0.29686737060546875,0.22306258976459503,0.20393714308738708,0.3409678339958191,0.2624691426753998,0.44470301270484924,0.23971258103847504,0.2746298909187317,0.37498781085014343,1.0,0.42156049609184265,0.39094278216362,0.2011963129043579,0.28637343645095825,0.14223381876945496
was,0.2830964922904968,0.27166637778282166,0.27386704087257385,0.15320858359336853,0.41399896144866943,0.2867110073566437,0.19870460033416748,0.19602897763252258,0.37326499819755554,0.42156049609184265,1.0000001192092896,0.45514053106307983,0.19978567957878113,0.25740107893943787,0.18412111699581146
a,0.56894451379776,0.3289857804775238,0.26281067728996277,0.2052931785583496,0.2552328109741211,0.18987391889095306,0.16003504395484924,0.219420924782753,0.44397395849227905,0.3591071665287018,0.4508470594882965,0.539380669593811,0.22865821421146393,0.2245093584060669,0.23916715383529663
high,0.25426656007766724,0.1789831668138504,0.130948007106781,0.15143176913261414,0.15957149863243103,0.14667455852031708,0.1257595717906952,0.10017744451761246,0.20577524602413177,0.2011963129043579,0.19978567957878113,0.2652597725391388,1.0,0.5397339463233948,0.11137914657592773
school,0.19108018279075623,0.18459290266036987,0.1105538159608841,0.13810770213603973,0.19696208834648132,0.20937901735305786,0.1563984453678131,0.14743834733963013,0.21397973597049713,0.28637343645095825,0.25740107893943787,0.26157811284065247,0.5397339463233948,1.0,0.15091250836849213
student,0.19667746126651764,0.2351892590522766,0.18967093527317047,0.1389932781457901,0.17656166851520538,0.20287857949733734,0.08925311267375946,0.21195088326931,0.2584058940410614,0.3177897334098816,0.26442357897758484,0.254856139421463,0.23629002273082733,0.5531905293464661,0.13282090425491333
.,0.45942068099975586,0.3524959683418274,0.2186424434185028,0.2085149884223938,0.35288307070732117,0.2804393470287323,0.27379268407821655,0.20621563494205475,0.475719153881073,0.3206634521484375,0.40146201848983765,0.5591574311256409,0.24301011860370636,0.24214158952236176,0.4130953550338745
