,who,is,responsible,for,operating,the,electronic,voting,equipment,and,chamber,clocks,?
during,0.30551859736442566,0.2240111529827118,0.24724799394607544,0.3448435664176941,0.2028479278087616,0.4838213622570038,0.15272706747055054,0.14208199083805084,0.2267431914806366,0.36462149024009705,0.18701955676078796,0.2503558099269867,0.1325719803571701
debates,0.2411929816007614,0.21664585173130035,0.20040616393089294,0.27029141783714294,0.13202105462551117,0.2661968469619751,0.2454666793346405,0.38171616196632385,0.1455121487379074,0.2613394856452942,0.10289040207862854,0.1856849640607834,0.23877738416194916
",",0.3365725874900818,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.28136807680130005,0.4933079481124878,0.23918119072914124,0.2596084773540497,0.21909046173095703,0.6633074283599854,0.211589053273201,0.2206037938594818,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.28778329491615295,1.0,0.22479066252708435,0.26425203680992126,0.22635069489479065,0.5171257257461548,0.2594704031944275,0.25288715958595276,0.22068053483963013
presiding,0.24317249655723572,0.2072397768497467,0.2699236273765564,0.18266896903514862,0.13459563255310059,0.3267684876918793,0.05829699710011482,0.3472583293914795,0.0845988318324089,0.2103288769721985,0.15809614956378937,0.05848228186368942,0.177648663520813
officer,0.31437572836875916,0.19916827976703644,0.328684002161026,0.17035067081451416,0.29810622334480286,0.25777485966682434,0.16788430511951447,0.08632636070251465,0.3054809868335724,0.22929392755031586,0.1796741485595703,0.11389978229999542,0.119948610663414
(,0.2443375140428543,0.35393038392066956,0.1511021852493286,0.3357032239437103,0.23171056807041168,0.33289089798927307,0.1686497926712036,0.1999615579843521,0.12909448146820068,0.4862271547317505,0.1544434130191803,0.16831780970096588,0.40561532974243164
or,0.31144875288009644,0.41870999336242676,0.25135675072669983,0.4111599624156952,0.28001469373703003,0.4174870550632477,0.2237580418586731,0.2185002565383911,0.3284878730773926,0.4713204801082611,0.16341674327850342,0.2660399377346039,0.32389625906944275
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.28778329491615295,1.0,0.22479066252708435,0.26425203680992126,0.22635069489479065,0.5171257257461548,0.2594704031944275,0.25288715958595276,0.22068053483963013
deputy,0.24006639420986176,0.1354430913925171,0.33289048075675964,0.15870533883571625,0.20371265709400177,0.2075105756521225,0.14598359167575836,0.16968345642089844,0.15304885804653168,0.2353772670030594,0.18472221493721008,0.10689432173967361,0.08738585561513901
),0.2457384318113327,0.37732169032096863,0.1484149545431137,0.3639558255672455,0.23374906182289124,0.3456730246543884,0.1784716546535492,0.19123396277427673,0.12984225153923035,0.4961937665939331,0.19403496384620667,0.18019787967205048,0.42300865054130554
is,0.24293622374534607,1.0,0.24123810231685638,0.43268078565597534,0.24375157058238983,0.5823672413825989,0.2186720222234726,0.17713099718093872,0.15240977704524994,0.3859752118587494,0.18098223209381104,0.23628728091716766,0.22961433231830597
assisted,0.34165269136428833,0.12669740617275238,0.38778015971183777,0.2799960970878601,0.30213072896003723,0.22827282547950745,0.12580806016921997,0.15117157995700836,0.25697481632232666,0.2880154848098755,0.1335185319185257,0.15599696338176727,0.08560974150896072
by,0.39727845788002014,0.3899846076965332,0.3226776123046875,0.3248702883720398,0.18530799448490143,0.4408751428127289,0.23746666312217712,0.1886349767446518,0.19691988825798035,0.4289871156215668,0.16238753497600555,0.15542276203632355,0.17966607213020325
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.28778329491615295,1.0,0.22479066252708435,0.26425203680992126,0.22635069489479065,0.5171257257461548,0.2594704031944275,0.25288715958595276,0.22068053483963013
parliamentary,0.20465344190597534,0.1731702983379364,0.24923114478588104,0.242863729596138,0.20418784022331238,0.2708897888660431,0.1912468820810318,0.43823322653770447,0.13340133428573608,0.30461975932121277,0.2519800662994385,0.1523047536611557,0.1612216979265213
clerks,0.3585260212421417,0.18124420940876007,0.29271990060806274,0.2689012289047241,0.2763573229312897,0.31502270698547363,0.20604118704795837,0.20588570833206177,0.22617553174495697,0.36994266510009766,0.19193260371685028,0.27468064427375793,0.22096702456474304
",",0.3365725874900818,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.28136807680130005,0.4933079481124878,0.23918119072914124,0.2596084773540497,0.21909046173095703,0.6633074283599854,0.211589053273201,0.2206037938594818,0.31091248989105225
who,0.9999998807907104,0.24293622374534607,0.2545164227485657,0.37110671401023865,0.18843333423137665,0.3733934462070465,0.1629127860069275,0.25835874676704407,0.2219913750886917,0.41279885172843933,0.16918787360191345,0.17445284128189087,0.26220351457595825
give,0.28740519285202026,0.25632646679878235,0.14063088595867157,0.41813769936561584,0.15397486090660095,0.29086416959762573,0.1659686416387558,0.2661416530609131,0.2138594388961792,0.3040338158607483,0.1542229801416397,0.23350302875041962,0.2985610067844391
advice,0.3229794502258301,0.15759119391441345,0.2733047902584076,0.2694541811943054,0.20304535329341888,0.20341236889362335,0.11456126719713211,0.25068074464797974,0.2793447971343994,0.27470922470092773,0.13485492765903473,0.17214450240135193,0.17199933528900146
on,0.2340552806854248,0.3635730445384979,0.1621275097131729,0.36199691891670227,0.3017979860305786,0.5107308030128479,0.1899266391992569,0.23323959112167358,0.20764270424842834,0.4077630043029785,0.09333708882331848,0.2552702724933624,0.2714994251728058
how,0.4070430099964142,0.22544461488723755,0.212467223405838,0.3308170735836029,0.21919433772563934,0.33890387415885925,0.24669283628463745,0.2576615512371063,0.24301184713840485,0.33647966384887695,0.1688956767320633,0.2894414961338043,0.4024120569229126
to,0.42656609416007996,0.42745086550712585,0.19470079243183136,0.4451248347759247,0.27687832713127136,0.535392165184021,0.2405901402235031,0.2493610978126526,0.21870006620883942,0.48971283435821533,0.1609310358762741,0.22662366926670074,0.29463258385658264
interpret,0.27433305978775024,0.19216689467430115,0.22861826419830322,0.22365136444568634,0.2325657457113266,0.26474055647850037,0.18791867792606354,0.2595497965812683,0.1878710836172104,0.24294798076152802,0.18177367746829987,0.24255311489105225,0.26576000452041626
