,in,what,year,was,wisconsin,v.,yoder,decided,at,the,supreme,court,?
some,0.4010399878025055,0.4491020441055298,0.15327271819114685,0.21528802812099457,0.13085468113422394,0.0397786907851696,0.13567036390304565,0.2799387276172638,0.25582021474838257,0.4566698372364044,0.22980043292045593,0.1834004670381546,0.2562315762042999
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.19009578227996826,-0.02588406391441822,0.1381111443042755,0.2880963683128357,0.42558613419532776,0.733189046382904,0.2847438156604767,0.28835242986679077,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.21619275212287903,-0.028345759958028793,0.2737489640712738,0.37534645199775696,0.457212895154953,1.0,0.2583438754081726,0.2812081575393677,0.22068053483963013
most,0.41416558623313904,0.3219912350177765,0.26422736048698425,0.29933857917785645,0.1594487428665161,0.03004605509340763,0.13204717636108398,0.17170488834381104,0.22451047599315643,0.47635307908058167,0.2185947746038437,0.16737957298755646,0.2107497900724411
relevant,0.2808280289173126,0.41105255484580994,0.17190726101398468,0.1266806274652481,0.1704699844121933,-0.05853668600320816,0.12011094391345978,0.2306627780199051,0.18263891339302063,0.3216378390789032,0.2389872819185257,0.19645318388938904,0.37889617681503296
supreme,0.24678273499011993,0.25469252467155457,0.20458775758743286,0.26731494069099426,0.1680297702550888,-0.14399266242980957,0.14742685854434967,0.3087545335292816,0.14445289969444275,0.2583438754081726,1.0000001192092896,0.7224786877632141,0.20777292549610138
court,0.2793687880039215,0.23440583050251007,0.21609485149383545,0.2737988233566284,0.1639719307422638,-0.15588265657424927,0.10488411039113998,0.34278759360313416,0.22898134589195251,0.2812081575393677,0.7224786877632141,1.0,0.17100423574447632
case,0.2190418541431427,0.30770957469940186,0.195717453956604,0.18986068665981293,0.13163231313228607,-0.03772502392530441,0.15233935415744781,0.22364819049835205,0.20646144449710846,0.31022098660469055,0.4282354712486267,0.4225234091281891,0.33232852816581726
law,0.24850773811340332,0.2145031988620758,0.20950402319431305,0.21553055942058563,0.15233661234378815,-0.08402301371097565,0.1535235345363617,0.19463390111923218,0.1870616227388382,0.24548950791358948,0.3659942150115967,0.413828045129776,0.1528988480567932
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.3909217119216919,0.18695992231369019,-0.038737017661333084,0.18679486215114594,0.30952155590057373,0.4806317389011383,0.5107308030128479,0.21032093465328217,0.23630931973457336,0.2714994251728058
this,0.45205554366111755,0.5489566326141357,0.24877788126468658,0.3638818562030792,0.14619146287441254,0.04859299585223198,0.18481145799160004,0.32395023107528687,0.32544323801994324,0.6274310946464539,0.21005463600158691,0.22750873863697052,0.3155723512172699
is,0.5394441485404968,0.28837618231773376,0.2402215600013733,0.5810302495956421,0.18332251906394958,-0.05407535284757614,0.1949501633644104,0.20875857770442963,0.25906258821487427,0.5823672413825989,0.18667450547218323,0.20797641575336456,0.22961433231830597
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3677520453929901,0.21473270654678345,0.0032432398293167353,0.21721471846103668,0.24476851522922516,0.28092536330223083,0.48381632566452026,0.2209131121635437,0.17202796041965485,0.27043893933296204
follows,0.31313058733940125,0.28637656569480896,0.21310806274414062,0.15429966151714325,0.1887514442205429,-0.05075117573142052,0.2585233151912689,0.1429632604122162,0.17204691469669342,0.3630034327507019,0.13225719332695007,0.1429610401391983,0.16897420585155487
:,0.020521078258752823,-0.12022944539785385,0.05222936347126961,0.002802103292196989,-0.0398603193461895,-0.056508444249629974,-0.09174872189760208,-0.02010248973965645,-0.003970166202634573,-0.03403344005346298,-0.029670653864741325,0.0025773935485631227,-0.07156077772378922
runyon,0.32757568359375,0.23822322487831116,0.19166558980941772,0.3610447943210602,0.3219567537307739,-0.048037514090538025,0.3179381489753723,0.24621248245239258,0.2405271828174591,0.3165336549282074,0.1537066549062729,0.19766207039356232,0.14398083090782166
v.,-0.03806581720709801,0.017213884741067886,-0.039814308285713196,0.00570128345862031,-0.13513346016407013,1.0,0.013485969044268131,-0.023873593658208847,-0.02427096478641033,-0.028345759958028793,-0.14399266242980957,-0.15588265657424927,0.13179227709770203
mccrary,0.20004190504550934,0.2436600774526596,0.1299533247947693,0.2859562635421753,0.32324808835983276,-0.044088371098041534,0.4018455743789673,0.2273990958929062,0.1461590975522995,0.20319393277168274,0.23826277256011963,0.20776967704296112,0.2066931128501892
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.21062712371349335,0.011836257763206959,0.3164381682872772,0.2726382911205292,0.38314947485923767,0.4933079481124878,0.250044584274292,0.24410836398601532,0.31091248989105225
427,-0.20808935165405273,-0.12005113065242767,-0.14999359846115112,-0.20391857624053955,-0.19937589764595032,0.006074706092476845,-0.25302496552467346,-0.21531590819358826,-0.24733729660511017,-0.2638601064682007,-0.08226999640464783,-0.1655217409133911,-0.06483101099729538
u.s.,-0.003064807504415512,0.11178889125585556,0.1071796864271164,0.06837434321641922,0.050019603222608566,-0.00042049455805681646,0.15601101517677307,0.12399394065141678,0.06425906717777252,0.06592652946710587,-0.05965763330459595,0.007643367163836956,0.07886100560426712
160,0.05230235680937767,-0.2319744974374771,-0.011461582966148853,-0.014684366062283516,0.046094562858343124,-0.055585432797670364,0.02829109877347946,-0.1202651634812355,0.007387919817119837,-0.02510654367506504,-0.06582265347242355,-0.05644296109676361,-0.11823219805955887
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.15931376814842224,0.012761279009282589,0.3134912848472595,0.15056683123111725,0.23315078020095825,0.33289089798927307,0.18152138590812683,0.1977274864912033,0.40561532974243164
1976,0.05630391836166382,0.1609642058610916,0.06069868057966232,0.10813223570585251,0.06522268801927567,-0.030604349449276924,0.1949068307876587,0.09612372517585754,0.07669821381568909,0.05905425176024437,0.08514822274446487,0.02795235998928547,0.08586528897285461
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.15956783294677734,0.0044390130788087845,0.30173391103744507,0.15647068619728088,0.23338089883327484,0.3456730246543884,0.17275872826576233,0.19260099530220032,0.42300865054130554
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.0754367932677269,0.08533342182636261,-0.04147130250930786,0.04343441128730774,0.012335826642811298,0.00622112350538373,0.09152708947658539,0.06535115838050842,0.06491459906101227,0.10349778085947037
wisconsin,0.25824466347694397,0.1399248093366623,0.1512635499238968,0.18140320479869843,0.9999999403953552,-0.13513346016407013,0.24966773390769958,0.16300666332244873,0.22247609496116638,0.21619275212287903,0.1680297702550888,0.1639719307422638,0.05867835134267807
v.,-0.03806581720709801,0.017213884741067886,-0.039814308285713196,0.00570128345862031,-0.13513346016407013,1.0,0.013485969044268131,-0.023873593658208847,-0.02427096478641033,-0.028345759958028793,-0.14399266242980957,-0.15588265657424927,0.13179227709770203
yoder,0.18657277524471283,0.22653169929981232,0.1401301473379135,0.186412051320076,0.24966773390769958,0.013485969044268131,1.0,0.1475486010313034,0.21972738206386566,0.2737489640712738,0.14742685854434967,0.10488411039113998,0.2079811841249466
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.21062712371349335,0.011836257763206959,0.3164381682872772,0.2726382911205292,0.38314947485923767,0.4933079481124878,0.250044584274292,0.24410836398601532,0.31091248989105225
406,0.19755329191684723,0.06162160262465477,0.19879069924354553,0.2320677787065506,0.12901538610458374,-0.04903795197606087,0.095342718064785,0.13995638489723206,0.1721811294555664,0.0919000655412674,0.018182974308729172,0.05157146230340004,0.10126351565122604
u.s.,-0.003064807504415512,0.11178889125585556,0.1071796864271164,0.06837434321641922,0.050019603222608566,-0.00042049455805681646,0.15601101517677307,0.12399394065141678,0.06425906717777252,0.06592652946710587,-0.05965763330459595,0.007643367163836956,0.07886100560426712
205,0.08194456249475479,0.22776047885417938,0.2226542979478836,0.05956868454813957,-0.04322575777769089,0.1423834264278412,0.09367189556360245,0.12351997941732407,0.10650999844074249,0.06146814301609993,0.05778693035244942,0.05353633686900139,0.2766927182674408
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.15931376814842224,0.012761279009282589,0.3134912848472595,0.15056683123111725,0.23315078020095825,0.33289089798927307,0.18152138590812683,0.1977274864912033,0.40561532974243164
1972,0.07430855184793472,-0.19211961328983307,0.0691191628575325,0.09760324656963348,0.1908087581396103,-0.05186852812767029,0.0813979059457779,0.03836940601468086,-0.009556303732097149,0.017579182982444763,0.12603545188903809,0.11898240447044373,-0.13323214650154114
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.15956783294677734,0.0044390130788087845,0.30173391103744507,0.15647068619728088,0.23338089883327484,0.3456730246543884,0.17275872826576233,0.19260099530220032,0.42300865054130554
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.0754367932677269,0.08533342182636261,-0.04147130250930786,0.04343441128730774,0.012335826642811298,0.00622112350538373,0.09152708947658539,0.06535115838050842,0.06491459906101227,0.10349778085947037
pierce,0.23887629806995392,0.13912583887577057,0.140435129404068,0.24250786006450653,0.3285069763660431,-0.059682268649339676,0.2647057771682739,0.0933002382516861,0.1642215996980667,0.2549101412296295,0.20524589717388153,0.15138457715511322,0.16230438649654388
v.,-0.03806581720709801,0.017213884741067886,-0.039814308285713196,0.00570128345862031,-0.13513346016407013,1.0,0.013485969044268131,-0.023873593658208847,-0.02427096478641033,-0.028345759958028793,-0.14399266242980957,-0.15588265657424927,0.13179227709770203
society,0.21229879558086395,0.23231269419193268,0.1369493305683136,0.21627455949783325,0.1453663855791092,-0.022651439532637596,0.10890238732099533,0.1912911981344223,0.11969181150197983,0.2789285480976105,0.21378976106643677,0.24612748622894287,0.1373005360364914
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.19009578227996826,-0.02588406391441822,0.1381111443042755,0.2880963683128357,0.42558613419532776,0.733189046382904,0.2847438156604767,0.28835242986679077,0.1826142966747284
sisters,0.20626403391361237,0.1374872773885727,0.14044678211212158,0.21805666387081146,0.16162186861038208,-0.004155030474066734,0.22579199075698853,0.20891138911247253,0.21317380666732788,0.15165339410305023,0.14616401493549347,0.17933867871761322,0.12711647152900696
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.21062712371349335,0.011836257763206959,0.3164381682872772,0.2726382911205292,0.38314947485923767,0.4933079481124878,0.250044584274292,0.24410836398601532,0.31091248989105225
268,-0.06899017840623856,0.1758880615234375,-0.0388883501291275,-0.163605198264122,-0.12104201316833496,-0.020080575719475746,-0.1545376181602478,0.008294297382235527,0.005711925216019154,-0.03500863164663315,-0.1513635218143463,-0.11208628118038177,0.2116832286119461
u.s.,-0.003064807504415512,0.11178889125585556,0.1071796864271164,0.06837434321641922,0.050019603222608566,-0.00042049455805681646,0.15601101517677307,0.12399394065141678,0.06425906717777252,0.06592652946710587,-0.05965763330459595,0.007643367163836956,0.07886100560426712
510,0.22649411857128143,0.11724446713924408,0.014073356986045837,0.16527745127677917,0.0672169104218483,0.05751439183950424,0.06148934364318848,0.10672652721405029,0.09586954116821289,0.28801628947257996,0.138863205909729,0.08054729551076889,0.02240603417158127
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.15931376814842224,0.012761279009282589,0.3134912848472595,0.15056683123111725,0.23315078020095825,0.33289089798927307,0.18152138590812683,0.1977274864912033,0.40561532974243164
1925,-0.0710533931851387,-0.120728500187397,0.022469842806458473,-0.009818988852202892,0.05029221251606941,-0.052273940294981,0.044616397470235825,-0.053887978196144104,-0.14404325187206268,-0.10762115567922592,-0.0829150378704071,-0.0768328383564949,-0.044753383845090866
