,what,is,key,to,getting,the,skills,needed,for,high,demand,jobs,?
an,0.2821882665157318,0.4654068350791931,0.12719660997390747,0.3138085603713989,0.19769777357578278,0.4207492768764496,0.23611542582511902,0.27356213331222534,0.3236706852912903,0.13532011210918427,0.12681947648525238,0.175285205245018,0.19793890416622162
important,0.31164905428886414,0.350485235452652,0.31722700595855713,0.30913278460502625,0.2560231387615204,0.39348116517066956,0.27753421664237976,0.35497337579727173,0.3458578288555145,0.21263828873634338,0.18085983395576477,0.322822630405426,0.17812499403953552
factor,0.23239780962467194,0.2690885663032532,0.26914075016975403,0.23708900809288025,0.21714887022972107,0.2859867215156555,0.20463016629219055,0.3208563029766083,0.29209399223327637,0.26146888732910156,0.33975768089294434,0.2329690307378769,0.2154984176158905
in,0.30808621644973755,0.5394441485404968,0.21450091898441315,0.45010748505592346,0.2387998104095459,0.6662389636039734,0.17281371355056763,0.21117523312568665,0.4322226941585541,0.2652597725391388,0.22946900129318237,0.25891396403312683,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.2260027974843979,0.535392165184021,0.2930673360824585,1.0,0.20564566552639008,0.3064746856689453,0.4739971458911896,0.28034812211990356,0.27194610238075256,0.25216126441955566,0.22068053483963013
creation,0.2653278112411499,0.2773818373680115,0.08124157786369324,0.28549936413764954,0.1880284547805786,0.34625571966171265,0.20789536833763123,0.20342157781124115,0.26819050312042236,0.15688635408878326,0.18983693420886993,0.1769913285970688,0.2407430112361908
of,0.33290785551071167,0.4854315221309662,0.24036972224712372,0.41548454761505127,0.24251262843608856,0.733189046382904,0.1968628317117691,0.27215874195098877,0.4185989499092102,0.2803038954734802,0.2345065176486969,0.27215415239334106,0.1826142966747284
inequality,0.30072227120399475,0.1953488290309906,0.22399277985095978,0.24361056089401245,0.24476377665996552,0.23508106172084808,0.2863270938396454,0.29800987243652344,0.256974995136261,0.22487330436706543,0.3875901401042938,0.2813456952571869,0.23619021475315094
is,0.28837618231773376,1.0,0.23925143480300903,0.42745086550712585,0.25932952761650085,0.5823672413825989,0.15945598483085632,0.21605761349201202,0.43268078565597534,0.2383800595998764,0.20401930809020996,0.1791449338197708,0.22961433231830597
variation,0.2104281336069107,0.2888372540473938,0.2977408468723297,0.224077507853508,0.19120806455612183,0.28104788064956665,0.22595883905887604,0.20025677978992462,0.25241565704345703,0.13126546144485474,0.1976424604654312,0.14009787142276764,0.2178945690393448
in,0.30808621644973755,0.5394441485404968,0.21450091898441315,0.45010748505592346,0.2387998104095459,0.6662389636039734,0.17281371355056763,0.21117523312568665,0.4322226941585541,0.2652597725391388,0.22946900129318237,0.25891396403312683,0.20430970191955566
individuals,0.25709760189056396,0.23137153685092926,0.173727884888649,0.3194306492805481,0.2642292380332947,0.3022412955760956,0.27179399132728577,0.2883642911911011,0.2869735360145569,0.18595866858959198,0.30497875809669495,0.23387564718723297,0.20243582129478455
',0.3245812654495239,0.5508411526679993,0.15177001059055328,0.34544456005096436,0.19276657700538635,0.474788099527359,0.12530012428760529,0.24380551278591156,0.31184524297714233,0.146336168050766,0.10033570975065231,0.1530991792678833,0.330942302942276
access,0.2685140371322632,0.21022571623325348,0.22387762367725372,0.3465658128261566,0.24568748474121094,0.22827552258968353,0.2760898470878601,0.39022931456565857,0.2941345274448395,0.19471707940101624,0.2739675045013428,0.3094731569290161,0.2482174038887024
to,0.455847829580307,0.42745086550712585,0.25827717781066895,1.0,0.37584787607192993,0.535392165184021,0.29669415950775146,0.45002421736717224,0.4451248347759247,0.28947713971138,0.33607128262519836,0.29148486256599426,0.29463258385658264
education,0.19940856099128723,0.18778188526630402,0.14728310704231262,0.2626708149909973,0.1930970549583435,0.23982903361320496,0.37589359283447266,0.21371503174304962,0.27265021204948425,0.32903406023979187,0.248932346701622,0.354316771030426,0.18067774176597595
.,0.3567904531955719,0.4569662809371948,0.2404657006263733,0.4645031690597534,0.33020880818367004,0.5934505462646484,0.1679372638463974,0.31272366642951965,0.4726039469242096,0.24301011860370636,0.2543337345123291,0.27586984634399414,0.4130953550338745
,what,is,key,to,getting,the,skills,needed,for,high,demand,jobs,?
education,0.19940856099128723,0.18778188526630402,0.14728310704231262,0.2626708149909973,0.1930970549583435,0.23982903361320496,0.37589359283447266,0.21371503174304962,0.27265021204948425,0.32903406023979187,0.248932346701622,0.354316771030426,0.18067774176597595
",",0.3087472915649414,0.4691906273365021,0.20467913150787354,0.44245919585227966,0.2384856641292572,0.4933079481124878,0.21529243886470795,0.29017356038093567,0.4464869201183319,0.27938312292099,0.25499746203422546,0.29151952266693115,0.31091248989105225
especially,0.3590192496776581,0.32683345675468445,0.2068159133195877,0.37744608521461487,0.3545808494091034,0.39420849084854126,0.33969846367836,0.3285815715789795,0.42758095264434814,0.25695571303367615,0.2700652480125427,0.2944999635219574,0.19751401245594025
in,0.30808621644973755,0.5394441485404968,0.21450091898441315,0.45010748505592346,0.2387998104095459,0.6662389636039734,0.17281371355056763,0.21117523312568665,0.4322226941585541,0.2652597725391388,0.22946900129318237,0.25891396403312683,0.20430970191955566
an,0.2821882665157318,0.4654068350791931,0.12719660997390747,0.3138085603713989,0.19769777357578278,0.4207492768764496,0.23611542582511902,0.27356213331222534,0.3236706852912903,0.13532011210918427,0.12681947648525238,0.175285205245018,0.19793890416622162
area,0.21965408325195312,0.29283958673477173,0.15839499235153198,0.2797197997570038,0.19406157732009888,0.37834644317626953,0.11931634694337845,0.18569666147232056,0.20941852033138275,0.15111616253852844,0.1340094804763794,0.17759229242801666,0.12640461325645447
where,0.4457937180995941,0.3586711287498474,0.17695274949073792,0.47735077142715454,0.29485073685646057,0.5003893971443176,0.19803760945796967,0.333842933177948,0.38599511981010437,0.26466572284698486,0.24772581458091736,0.22696799039840698,0.24793872237205505
there,0.35085538029670715,0.3904260993003845,0.17136837542057037,0.40669289231300354,0.31222179532051086,0.47025805711746216,0.17182166874408722,0.42806243896484375,0.3728419542312622,0.21173454821109772,0.2776997983455658,0.27026593685150146,0.29405656456947327
is,0.28837618231773376,1.0,0.23925143480300903,0.42745086550712585,0.25932952761650085,0.5823672413825989,0.15945598483085632,0.21605761349201202,0.43268078565597534,0.2383800595998764,0.20401930809020996,0.1791449338197708,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.23475825786590576,0.45503583550453186,0.2823704481124878,0.5829201340675354,0.24761129915714264,0.2915569543838501,0.44038116931915283,0.22865821421146393,0.2180943340063095,0.23724274337291718,0.23916715383529663
high,0.20466077327728271,0.2383800595998764,0.10609059780836105,0.28947713971138,0.18394911289215088,0.28034812211990356,0.2081478089094162,0.18798613548278809,0.1925620585680008,1.0,0.23269052803516388,0.22693783044815063,0.11137914657592773
demand,0.2007312774658203,0.20401930809020996,0.10126232355833054,0.33607128262519836,0.23043744266033173,0.27194610238075256,0.2495904117822647,0.3154158294200897,0.3395264446735382,0.23269052803516388,1.0,0.2195117026567459,0.13359291851520538
for,0.3017193675041199,0.43268078565597534,0.23655444383621216,0.4451248347759247,0.34310558438301086,0.4739971458911896,0.37810173630714417,0.38127243518829346,0.9999999403953552,0.1925620585680008,0.3395264446735382,0.3127319812774658,0.264628142118454
workers,0.21390831470489502,0.16085883975028992,0.09547937661409378,0.2307046800851822,0.20326447486877441,0.23066683113574982,0.23122617602348328,0.25420066714286804,0.2527289092540741,0.14008451998233795,0.2342347502708435,0.45520082116127014,0.1706571877002716
",",0.3087472915649414,0.4691906273365021,0.20467913150787354,0.44245919585227966,0.2384856641292572,0.4933079481124878,0.21529243886470795,0.29017356038093567,0.4464869201183319,0.27938312292099,0.25499746203422546,0.29151952266693115,0.31091248989105225
creates,0.21107694506645203,0.3548627495765686,0.1630021631717682,0.3002451956272125,0.2472941279411316,0.2989917993545532,0.17263057827949524,0.27406713366508484,0.2802737057209015,0.17662230134010315,0.2091846466064453,0.20481637120246887,0.20012600719928741
high,0.20466077327728271,0.2383800595998764,0.10609059780836105,0.28947713971138,0.18394911289215088,0.28034812211990356,0.2081478089094162,0.18798613548278809,0.1925620585680008,1.0,0.23269052803516388,0.22693783044815063,0.11137914657592773
wages,0.20351257920265198,0.11061973869800568,0.12069758027791977,0.24337364733219147,0.3243761360645294,0.15546856820583344,0.31355926394462585,0.29700663685798645,0.28834453225135803,0.19796505570411682,0.4190327823162079,0.4461614489555359,0.19884631037712097
for,0.3017193675041199,0.43268078565597534,0.23655444383621216,0.4451248347759247,0.34310558438301086,0.4739971458911896,0.37810173630714417,0.38127243518829346,0.9999999403953552,0.1925620585680008,0.3395264446735382,0.3127319812774658,0.264628142118454
those,0.44466671347618103,0.2352088838815689,0.19038733839988708,0.47350940108299255,0.3363712728023529,0.42861196398735046,0.27557235956192017,0.3858228027820587,0.3446582555770874,0.19368380308151245,0.19800591468811035,0.2846094071865082,0.3328189253807068
with,0.2464839518070221,0.3250955045223236,0.17490454018115997,0.4239959120750427,0.3229054808616638,0.4223487675189972,0.23819059133529663,0.33687737584114075,0.39140474796295166,0.19851811230182648,0.28463292121887207,0.20158664882183075,0.2433311939239502
this,0.5489566326141357,0.480927973985672,0.266645222902298,0.5759071707725525,0.39053472876548767,0.6274310946464539,0.23273682594299316,0.45758479833602905,0.5082864165306091,0.23107047379016876,0.2897053062915802,0.2586601674556732,0.3155723512172699
education,0.19940856099128723,0.18778188526630402,0.14728310704231262,0.2626708149909973,0.1930970549583435,0.23982903361320496,0.37589359283447266,0.21371503174304962,0.27265021204948425,0.32903406023979187,0.248932346701622,0.354316771030426,0.18067774176597595
