,what,did,paul,rose,say,luther,added,to,german,thought,?
paul,0.11217030137777328,0.16905230283737183,1.0000001192092896,0.16263358294963837,0.134598508477211,0.2589608132839203,0.08116766810417175,0.16250576078891754,0.16076675057411194,0.0887775719165802,0.16611461341381073
rose,0.13161541521549225,0.029700901359319687,0.16263358294963837,0.9999999403953552,0.18001197278499603,0.1517678201198578,0.1544831246137619,0.15193326771259308,0.09129221737384796,0.1581447720527649,0.11847885698080063
argues,0.3211183547973633,0.26005780696868896,0.14313365519046783,0.15300582349300385,0.39577627182006836,0.16112452745437622,0.10607501119375229,0.2515730559825897,0.1447593718767166,0.4097893536090851,0.20733967423439026
that,0.6297725439071655,0.47518548369407654,0.1662633866071701,0.10792896151542664,0.5852095484733582,0.21746599674224854,0.3874166011810303,0.5436353087425232,0.18284347653388977,0.520185112953186,0.32716336846351624
he,0.3114890456199646,0.3292143940925598,0.24758797883987427,0.20293088257312775,0.2822306752204895,0.2454872578382492,0.16295570135116577,0.385390967130661,0.23940125107765198,0.29733195900917053,0.2089974731206894
caused,0.22264783084392548,0.2858860194683075,0.10546949505805969,0.12887893617153168,0.253295361995697,0.08839946240186691,0.24051052331924438,0.2414499819278717,0.11647050827741623,0.3202345073223114,0.20679491758346558
a,0.3320399522781372,0.2552328109741211,0.13667120039463043,0.21820183098316193,0.3464781641960144,0.17967689037322998,0.2839798927307129,0.45503583550453186,0.23789440095424652,0.3342154324054718,0.23916715383529663
``,0.008517155423760414,-0.029888948425650597,0.031184984371066093,-0.026847628876566887,0.062410302460193634,-0.013964727520942688,0.02026473358273506,0.06720756739377975,-0.02308773063123226,0.0043426984921097755,0.0685480609536171
hysterical,0.3795638084411621,0.2761870324611664,0.14853808283805847,0.1595313549041748,0.33677396178245544,0.26340147852897644,0.13258054852485657,0.30446773767471313,0.14467747509479523,0.36469101905822754,0.18621234595775604
and,0.31309178471565247,0.34479495882987976,0.2447807937860489,0.26338011026382446,0.3314565122127533,0.20796556770801544,0.29847657680511475,0.48971283435821533,0.25850871205329895,0.34702804684638977,0.20544172823429108
demonizing,0.2776585519313812,0.20110175013542175,0.12949883937835693,0.1581268161535263,0.2809363901615143,0.16984723508358002,0.14988312125205994,0.3031306564807892,0.15436001121997833,0.30176758766174316,0.1701238751411438
mentality,0.3033425807952881,0.2397102266550064,0.10535785555839539,0.10693734884262085,0.3622026741504669,0.27170711755752563,0.15684333443641663,0.23038078844547272,0.206098735332489,0.28788232803344727,0.2809070646762848
'',0.08143015950918198,0.01978493109345436,-0.023794766515493393,0.021615955978631973,0.09060607105493546,-0.04572787508368492,0.10471402108669281,-0.009905828163027763,-0.04090436175465584,0.0635923370718956,0.018684765323996544
about,0.47976887226104736,0.28723078966140747,0.14574593305587769,0.1282603144645691,0.41627129912376404,0.203048437833786,0.19111685454845428,0.391953706741333,0.21123313903808594,0.3717701733112335,0.302409827709198
jews,0.22131574153900146,0.23080717027187347,0.22601832449436188,0.12212690711021423,0.2530798316001892,0.24326977133750916,0.13988739252090454,0.22399327158927917,0.286845862865448,0.18507122993469238,0.16730794310569763
to,0.455847829580307,0.4452643394470215,0.16250576078891754,0.15193326771259308,0.38071900606155396,0.18029534816741943,0.29473474621772766,1.0,0.15143753588199615,0.3858291208744049,0.29463258385658264
enter,0.2278345823287964,0.22387851774692535,0.07237982749938965,0.17298652231693268,0.23753593862056732,0.08694689720869064,0.17837144434452057,0.3060675263404846,0.16421650350093842,0.164777472615242,0.11047764122486115
german,0.1960553526878357,0.2048940509557724,0.16076675057411194,0.09129221737384796,0.21158140897750854,0.28169330954551697,0.1528240293264389,0.15143753588199615,1.0000001192092896,0.2017994523048401,0.13978645205497742
thought,0.4469435214996338,0.482954740524292,0.0887775719165802,0.1581447720527649,0.5311979055404663,0.16052690148353577,0.18869443237781525,0.3858291208744049,0.2017994523048401,1.0000001192092896,0.2600135803222656
and,0.31309178471565247,0.34479495882987976,0.2447807937860489,0.26338011026382446,0.3314565122127533,0.20796556770801544,0.29847657680511475,0.48971283435821533,0.25850871205329895,0.34702804684638977,0.20544172823429108
discourse,0.29856938123703003,0.12847381830215454,0.13696669042110443,0.07932579517364502,0.31933802366256714,0.18851488828659058,0.11177507042884827,0.2350088506937027,0.05746888741850853,0.26889699697494507,0.2213059514760971
",",0.3087472915649414,0.3015086054801941,0.3070785701274872,0.26653817296028137,0.35129812359809875,0.23255878686904907,0.28397712111473083,0.44245919585227966,0.2478695809841156,0.2965437173843384,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.13667120039463043,0.21820183098316193,0.3464781641960144,0.17967689037322998,0.2839798927307129,0.45503583550453186,0.23789440095424652,0.3342154324054718,0.23916715383529663
mentality,0.3033425807952881,0.2397102266550064,0.10535785555839539,0.10693734884262085,0.3622026741504669,0.27170711755752563,0.15684333443641663,0.23038078844547272,0.206098735332489,0.28788232803344727,0.2809070646762848
that,0.6297725439071655,0.47518548369407654,0.1662633866071701,0.10792896151542664,0.5852095484733582,0.21746599674224854,0.3874166011810303,0.5436353087425232,0.18284347653388977,0.520185112953186,0.32716336846351624
might,0.4838182032108307,0.46277403831481934,0.13710550963878632,0.10384522378444672,0.4920237362384796,0.15339671075344086,0.2759709358215332,0.5153919458389282,0.1336705982685089,0.4843563437461853,0.41058459877967834
otherwise,0.39239436388015747,0.25737303495407104,0.11078032851219177,0.12385690212249756,0.3763412535190582,0.1499914526939392,0.25219738483428955,0.4337620139122009,0.11515085399150848,0.32253992557525635,0.29367905855178833
have,0.39808809757232666,0.3783526122570038,0.1471240371465683,0.1702570617198944,0.517315149307251,0.12011514604091644,0.30202192068099976,0.4544740617275238,0.1590939462184906,0.45581644773483276,0.32991164922714233
been,0.2567804455757141,0.2835664749145508,0.14110486209392548,0.1537894904613495,0.28994661569595337,0.14683249592781067,0.2715646028518677,0.34945759177207947,0.20762403309345245,0.39132875204086304,0.24354910850524902
absent,0.22532658278942108,0.1681007742881775,0.062462735921144485,0.11153863370418549,0.19745226204395294,0.1416694074869156,0.1404549777507782,0.29009315371513367,0.07936353236436844,0.26462098956108093,0.10391542315483093
.,0.3567904531955719,0.35288307070732117,0.25831571221351624,0.2793329656124115,0.33481550216674805,0.24907569587230682,0.30304840207099915,0.4645031690597534,0.2407633364200592,0.3521888852119446,0.4130953550338745
