,how,many,membranes,does,the,haptophyte,chloroplast,have,?
because,0.48179173469543457,0.5294432640075684,0.2702716290950775,0.4424310624599457,0.44596394896507263,0.28815728425979614,0.26364827156066895,0.5794309377670288,0.2528740465641022
the,0.33890387415885925,0.4335206151008606,0.2330547422170639,0.35928019881248474,1.0,0.27768367528915405,0.21317854523658752,0.40389683842658997,0.22068053483963013
haptophyte,0.31758543848991394,0.28396689891815186,0.49334344267845154,0.24991333484649658,0.27768367528915405,1.0,0.5806998014450073,0.40679463744163513,0.21879670023918152
chloroplast,0.23138970136642456,0.2363777756690979,0.6360809803009033,0.1991560012102127,0.21317854523658752,0.5806998014450073,1.0000001192092896,0.26476383209228516,0.12532055377960205
has,0.26820555329322815,0.4266262650489807,0.20845754444599152,0.42885294556617737,0.4177538752555847,0.2508315145969391,0.1652500033378601,0.6353569626808167,0.15994466841220856
four,0.1955733299255371,0.4139232039451599,0.19410061836242676,0.14431285858154297,0.40344667434692383,0.2330082654953003,0.19974102079868317,0.3544043302536011,0.14532537758350372
membranes,0.2158939689397812,0.2443210482597351,0.9999999403953552,0.26763641834259033,0.2330547422170639,0.49334344267845154,0.6360809803009033,0.3564684987068176,0.20524227619171143
",",0.22659391164779663,0.40610817074775696,0.22312511503696442,0.28617382049560547,0.4933079481124878,0.2731695771217346,0.20078974962234497,0.3541618287563324,0.31091248989105225
tertiary,0.19005468487739563,0.22308601438999176,0.23282670974731445,0.20481643080711365,0.24001607298851013,0.35782235860824585,0.32308220863342285,0.2687830328941345,0.2581363916397095
endosymbiosis,0.21624742448329926,0.29446104168891907,0.5748482942581177,0.28412261605262756,0.26097139716148376,0.6887061595916748,0.6689833402633667,0.37493613362312317,0.22285987436771393
would,0.43239715695381165,0.33440667390823364,0.20144332945346832,0.5055691003799438,0.4133751392364502,0.23230485618114471,0.20343507826328278,0.484149694442749,0.37178951501846313
be,0.4158933162689209,0.3961109519004822,0.24874566495418549,0.28696945309638977,0.4248143136501312,0.3340805470943451,0.26292285323143005,0.5760743618011475,0.3324260413646698
expected,0.3996654450893402,0.29809391498565674,0.1744454950094223,0.3688105046749115,0.3108554780483246,0.24536821246147156,0.19032637774944305,0.32810178399086,0.19474582374095917
to,0.44169697165489197,0.40243685245513916,0.21002532541751862,0.4391997456550598,0.535392165184021,0.24502961337566376,0.22531428933143616,0.4544740617275238,0.29463258385658264
create,0.3201237618923187,0.269449383020401,0.2332058995962143,0.27630186080932617,0.25265660881996155,0.23993246257305145,0.16807977855205536,0.3937649726867676,0.300167441368103
a,0.29312583804130554,0.2872205972671509,0.1770123988389969,0.38201746344566345,0.5829201340675354,0.2789992094039917,0.237538680434227,0.338716596364975,0.23916715383529663
six,0.20644865930080414,0.37673795223236084,0.18417149782180786,0.13226458430290222,0.3614266812801361,0.19188599288463593,0.15964654088020325,0.32482776045799255,0.15298804640769958
membraned,0.21534255146980286,0.2513698637485504,0.9351751804351807,0.2624850571155548,0.28796809911727905,0.489739328622818,0.5920740365982056,0.36277633905410767,0.2299327254295349
chloroplast,0.23138970136642456,0.2363777756690979,0.6360809803009033,0.1991560012102127,0.21317854523658752,0.5806998014450073,1.0000001192092896,0.26476383209228516,0.12532055377960205
",",0.22659391164779663,0.40610817074775696,0.22312511503696442,0.28617382049560547,0.4933079481124878,0.2731695771217346,0.20078974962234497,0.3541618287563324,0.31091248989105225
adding,0.2682263255119324,0.23661735653877258,0.253621906042099,0.27808907628059387,0.30152344703674316,0.247454434633255,0.24787986278533936,0.3523433208465576,0.2800346910953522
the,0.33890387415885925,0.4335206151008606,0.2330547422170639,0.35928019881248474,1.0,0.27768367528915405,0.21317854523658752,0.40389683842658997,0.22068053483963013
haptophyte,0.31758543848991394,0.28396689891815186,0.49334344267845154,0.24991333484649658,0.27768367528915405,1.0,0.5806998014450073,0.40679463744163513,0.21879670023918152
's,-0.026164190843701363,0.01698932610452175,-0.0862593725323677,-0.02895052544772625,-0.01540423184633255,-0.005868949461728334,-0.026425376534461975,-0.02807004563510418,-0.023395681753754616
cell,0.20469050109386444,0.19000083208084106,0.5867394804954529,0.22726690769195557,0.15822452306747437,0.44860753417015076,0.5453585982322693,0.21540969610214233,0.2058541625738144
membrane,0.19094710052013397,0.19531984627246857,0.9437052011489868,0.23522153496742249,0.21814598143100739,0.4601234197616577,0.6168951392173767,0.303412526845932,0.18908235430717468
and,0.33647966384887695,0.5296266674995422,0.2664068639278412,0.3461615741252899,0.5171257257461548,0.27921563386917114,0.19758054614067078,0.4711785912513733,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2330547422170639,0.35928019881248474,1.0,0.27768367528915405,0.21317854523658752,0.40389683842658997,0.22068053483963013
dinophyte,0.17780284583568573,0.21969112753868103,0.39992448687553406,0.18527436256408691,0.22250862419605255,0.8753200173377991,0.545157253742218,0.33714044094085693,0.21492615342140198
's,-0.026164190843701363,0.01698932610452175,-0.0862593725323677,-0.02895052544772625,-0.01540423184633255,-0.005868949461728334,-0.026425376534461975,-0.02807004563510418,-0.023395681753754616
phagosomal,0.2718392312526703,0.27407991886138916,0.6017859578132629,0.21632643043994904,0.25749364495277405,0.5628225803375244,0.5440617799758911,0.30104750394821167,0.2133897840976715
vacuole,0.22064965963363647,0.2712765634059906,0.6385308504104614,0.26155346632003784,0.2815209925174713,0.5033485889434814,0.6669606566429138,0.29696378111839294,0.2012493908405304
.,0.3287222981452942,0.3974229395389557,0.23524518311023712,0.3022993505001068,0.5934505462646484,0.31011196970939636,0.2371024191379547,0.41614407300949097,0.4130953550338745
