,by,what,did,luther,believe,the,just,person,lives,?
his,0.3107621967792511,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.22664840519428253,0.4394008219242096,0.2649642527103424,0.3255678117275238,0.25551697611808777,0.18075084686279297
entry,0.21939420700073242,0.23903775215148926,0.18781448900699615,0.1313803344964981,0.10394280403852463,0.22964252531528473,0.2381434440612793,0.18286016583442688,0.06031200662255287,0.21010564267635345
into,0.30473223328590393,0.2180619090795517,0.14888085424900055,0.12939998507499695,0.1585008054971695,0.39493247866630554,0.3072545528411865,0.18406608700752258,0.11153022944927216,0.15662476420402527
paradise,0.10760005563497543,0.18497860431671143,0.1099943071603775,0.18635115027427673,0.2015133798122406,0.20165380835533142,0.2427828311920166,0.0998053103685379,0.2943035364151001,0.16137857735157013
",",0.3680937886238098,0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2459280639886856,0.4933079481124878,0.43425118923187256,0.2255365252494812,0.32538965344429016,0.31091248989105225
no,0.15267254412174225,0.339326947927475,0.23735837638378143,0.08393751084804535,0.2660612165927887,0.3461136817932129,0.3342157006263733,0.259426087141037,0.11293428391218185,0.32165053486824036
less,0.2012643665075302,0.31119704246520996,0.1984580159187317,0.07371386140584946,0.3048137426376343,0.29185041785240173,0.4126277565956116,0.3185374438762665,0.2013230174779892,0.22418740391731262
",",0.3680937886238098,0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2459280639886856,0.4933079481124878,0.43425118923187256,0.2255365252494812,0.32538965344429016,0.31091248989105225
was,0.4752357602119446,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.20507054030895233,0.48711544275283813,0.29934245347976685,0.25889307260513306,0.18689672648906708,0.18412111699581146
a,0.32094135880470276,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.2732302248477936,0.5829201340675354,0.47693389654159546,0.4078793525695801,0.19424182176589966,0.23916715383529663
discovery,0.1677863895893097,0.16559629142284393,0.14172746241092682,0.1391087919473648,0.1835409253835678,0.29877567291259766,0.1437997817993164,0.16440914571285248,0.0936044380068779,0.11594310402870178
about,0.30091190338134766,0.47976887226104736,0.28723078966140747,0.203048437833786,0.3518432676792145,0.37995871901512146,0.502010703086853,0.27779239416122437,0.3451235294342041,0.302409827709198
``,-0.030704375356435776,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,-0.029574817046523094,0.029072100296616554,0.06768515706062317,0.0973467007279396,-0.017213081941008568,0.0685480609536171
the,0.4408751428127289,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2972484529018402,1.0,0.40061673521995544,0.3487054407596588,0.24881523847579956,0.22068053483963013
righteousness,0.22700214385986328,0.35166046023368835,0.22816310822963715,0.34361401200294495,0.4086378514766693,0.2792801558971405,0.26205483078956604,0.33838120102882385,0.24158021807670593,0.21145261824131012
of,0.3646814823150635,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2925758957862854,0.733189046382904,0.35124439001083374,0.27674683928489685,0.28370368480682373,0.1826142966747284
god,0.15825335681438446,0.3127830922603607,0.2420882135629654,0.2238161414861679,0.4326002597808838,0.24689088761806488,0.25699469447135925,0.2419174611568451,0.2086067497730255,0.23396754264831543
'',-0.010275691747665405,0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.017202258110046387,0.041273195296525955,0.018203822895884514,0.04217761754989624,0.025150852277874947,0.018684765323996544
–,0.22072714567184448,0.13008765876293182,0.2259434312582016,0.21198253333568573,0.16593198478221893,0.2607575058937073,0.1295749843120575,0.1326584368944168,0.13373707234859467,0.2714554965496063
a,0.32094135880470276,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.2732302248477936,0.5829201340675354,0.47693389654159546,0.4078793525695801,0.19424182176589966,0.23916715383529663
discovery,0.1677863895893097,0.16559629142284393,0.14172746241092682,0.1391087919473648,0.1835409253835678,0.29877567291259766,0.1437997817993164,0.16440914571285248,0.0936044380068779,0.11594310402870178
that,0.37496164441108704,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.533393383026123,0.5473989248275757,0.6540043354034424,0.4460006356239319,0.2062283754348755,0.32716336846351624
``,-0.030704375356435776,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,-0.029574817046523094,0.029072100296616554,0.06768515706062317,0.0973467007279396,-0.017213081941008568,0.0685480609536171
the,0.4408751428127289,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2972484529018402,1.0,0.40061673521995544,0.3487054407596588,0.24881523847579956,0.22068053483963013
just,0.2508312165737152,0.5854880809783936,0.38283270597457886,0.22817456722259521,0.36167317628860474,0.40061673521995544,1.0000001192092896,0.3403593599796295,0.22252438962459564,0.4144178032875061
person,0.25616011023521423,0.41527870297431946,0.230915367603302,0.15841302275657654,0.3552885353565216,0.3487054407596588,0.3403593599796295,0.9999999403953552,0.1708887368440628,0.324093222618103
'',-0.010275691747665405,0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.017202258110046387,0.041273195296525955,0.018203822895884514,0.04217761754989624,0.025150852277874947,0.018684765323996544
of,0.3646814823150635,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2925758957862854,0.733189046382904,0.35124439001083374,0.27674683928489685,0.28370368480682373,0.1826142966747284
whom,0.28481900691986084,0.27163395285606384,0.3024649918079376,0.11776672303676605,0.2931348979473114,0.23752936720848083,0.2014772742986679,0.23682710528373718,0.2835199236869812,0.222135990858078
the,0.4408751428127289,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2972484529018402,1.0,0.40061673521995544,0.3487054407596588,0.24881523847579956,0.22068053483963013
bible,0.19745492935180664,0.33710888028144836,0.24923516809940338,0.3825412392616272,0.37438449263572693,0.27647915482521057,0.25063443183898926,0.2676304578781128,0.16834795475006104,0.22667601704597473
speaks,0.1399732381105423,0.23671430349349976,0.15718261897563934,0.1697213053703308,0.27365291118621826,0.2779020071029663,0.1634606122970581,0.31868407130241394,0.29646390676498413,0.20732364058494568
(,0.20696312189102173,0.2411840260028839,0.18979617953300476,0.1677781045436859,0.1559852510690689,0.33289089798927307,0.27259817719459534,0.20162400603294373,0.15639722347259521,0.40561532974243164
as,0.3815547823905945,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.26277852058410645,0.48381632566452026,0.45285287499427795,0.18760068714618683,0.17050504684448242,0.27043893933296204
in,0.370934396982193,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.20806841552257538,0.6662389636039734,0.3910168707370758,0.23876774311065674,0.3182811737060547,0.20430970191955566
romans,0.2654496133327484,0.2494993358850479,0.19964459538459778,0.1621185839176178,0.24541445076465607,0.2908686399459839,0.24323466420173645,0.20532160997390747,0.1474418193101883,0.14755459129810333
1:17,0.2589227855205536,0.1965252310037613,0.11989694833755493,0.12638640403747559,0.15550978481769562,0.30796316266059875,0.19257065653800964,0.1700923889875412,0.11500159651041031,0.19326724112033844
),0.2151763141155243,0.26259949803352356,0.18584993481636047,0.18587662279605865,0.16532002389431,0.3456730246543884,0.2959687113761902,0.2120949774980545,0.1474865823984146,0.42300865054130554
lives,0.07278885692358017,0.19772474467754364,0.12370656430721283,0.033676471561193466,0.2843489944934845,0.24881523847579956,0.22252438962459564,0.1708887368440628,0.9999998807907104,0.15810374915599823
by,1.0000001192092896,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.23699913918972015,0.4408751428127289,0.2508312165737152,0.25616011023521423,0.07278885692358017,0.17966607213020325
faith,0.15042667090892792,0.3120079040527344,0.24413958191871643,0.2839079797267914,0.4300955533981323,0.20665863156318665,0.29251107573509216,0.29072582721710205,0.22240449488162994,0.2833177447319031
.,0.3936232924461365,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.26988279819488525,0.5934505462646484,0.3966372609138489,0.29091694951057434,0.2944296896457672,0.4130953550338745
