,what,is,dramatic,gesturing,an,example,of,?
controlled,0.24713590741157532,0.20672085881233215,0.12472577393054962,0.2271810621023178,0.1940964162349701,0.18454210460186005,0.2840180993080139,0.1105743944644928
",",0.3087472915649414,0.4691906273365021,0.19951163232326508,0.3269129991531372,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.31091248989105225
experimental,0.24195317924022675,0.17783664166927338,0.1714278906583786,0.2744787335395813,0.2855180501937866,0.25646737217903137,0.2088514268398285,0.14400577545166016
studies,0.18772079050540924,0.2583865225315094,0.25630125403404236,0.2898883521556854,0.1794794648885727,0.19789502024650574,0.26975658535957336,0.1388726830482483
exploring,0.2968948781490326,0.17514711618423462,0.19035950303077698,0.31984570622444153,0.20395620167255402,0.22583098709583282,0.2559412717819214,0.10614464432001114
intrinsic,0.38694334030151367,0.3108851909637451,0.2318010777235031,0.30136367678642273,0.22143176198005676,0.4285888075828552,0.356924444437027,0.2300206422805786
motivation,0.3632064461708069,0.22994652390480042,0.2976781129837036,0.46694543957710266,0.23070253431797028,0.31742730736732483,0.20815499126911163,0.27532052993774414
of,0.33290785551071167,0.4854315221309662,0.2346239984035492,0.28422287106513977,0.32280945777893066,0.3570667505264282,1.0,0.1826142966747284
college,0.20568516850471497,0.15433147549629211,0.2667193114757538,0.1651023030281067,0.16202573478221893,0.1182759702205658,0.2384195327758789,0.11076676845550537
students,0.2380729615688324,0.2124544233083725,0.20004680752754211,0.2691475450992584,0.15776841342449188,0.1690657138824463,0.25513339042663574,0.18017297983169556
has,0.20338068902492523,0.5668748617172241,0.21921321749687195,0.14909148216247559,0.2991473078727722,0.28235751390457153,0.3909035325050354,0.15994466841220856
shown,0.2601207196712494,0.2509501576423645,0.13645367324352264,0.2559143602848053,0.22352667152881622,0.3447472155094147,0.24332952499389648,0.2433658242225647
that,0.6297725439071655,0.3995479643344879,0.17474710941314697,0.3361164629459381,0.365763783454895,0.429897665977478,0.41498205065727234,0.32716336846351624
nonverbal,0.3307132124900818,0.2101806104183197,0.3136427700519562,0.5336551070213318,0.21016085147857666,0.29920366406440735,0.2508023977279663,0.19676917791366577
expressions,0.25947239995002747,0.22771529853343964,0.20423991978168488,0.41668158769607544,0.15890365839004517,0.38099390268325806,0.2934325933456421,0.22819797694683075
of,0.33290785551071167,0.4854315221309662,0.2346239984035492,0.28422287106513977,0.32280945777893066,0.3570667505264282,1.0,0.1826142966747284
enthusiasm,0.24652187526226044,0.14761625230312347,0.22605271637439728,0.3623991906642914,0.2072369009256363,0.17848172783851624,0.14588777720928192,0.20266079902648926
",",0.3087472915649414,0.4691906273365021,0.19951163232326508,0.3269129991531372,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.1827496886253357,0.3092491030693054,0.2025681436061859,0.4555383324623108,0.3209529519081116,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.17484396696090698,0.27507448196411133,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.27043893933296204
demonstrative,0.24172736704349518,0.25757330656051636,0.18036027252674103,0.3181047737598419,0.1961449682712555,0.19535252451896667,0.30006349086761475,0.15230803191661835
gesturing,0.31127557158470154,0.21705612540245056,0.2796083390712738,1.0000001192092896,0.17598429322242737,0.2685752809047699,0.28422287106513977,0.2535204589366913
",",0.3087472915649414,0.4691906273365021,0.19951163232326508,0.3269129991531372,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.31091248989105225
dramatic,0.21034127473831177,0.15320704877376556,1.0,0.2796083390712738,0.1989542543888092,0.11289166659116745,0.2346239984035492,0.12461373209953308
movements,0.23197974264621735,0.1564955711364746,0.240475594997406,0.32260361313819885,0.1625731736421585,0.23312880098819733,0.24170123040676117,0.1501890867948532
which,0.5261979103088379,0.4457404911518097,0.267555296421051,0.29609745740890503,0.3611921966075897,0.45943138003349304,0.5011631846427917,0.25814583897590637
are,0.29724663496017456,0.5330929756164551,0.13059863448143005,0.2249254584312439,0.1556541919708252,0.4108889698982239,0.39081433415412903,0.24591213464736938
varied,0.28807467222213745,0.19557927548885345,0.3328157067298889,0.26410940289497375,0.1859142780303955,0.23151850700378418,0.3254011273384094,0.14171531796455383
",",0.3087472915649414,0.4691906273365021,0.19951163232326508,0.3269129991531372,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.25150761008262634,0.3016858398914337,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.20544172823429108
emotional,0.31405574083328247,0.1627964824438095,0.3725223243236542,0.4781413972377777,0.17939290404319763,0.2477089911699295,0.24874985218048096,0.192344069480896
facial,0.21751132607460022,0.24848558008670807,0.26297101378440857,0.4008472263813019,0.23859015107154846,0.28967973589897156,0.23608213663101196,0.17132750153541565
expressions,0.25947239995002747,0.22771529853343964,0.20423991978168488,0.41668158769607544,0.15890365839004517,0.38099390268325806,0.2934325933456421,0.22819797694683075
",",0.3087472915649414,0.4691906273365021,0.19951163232326508,0.3269129991531372,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.31091248989105225
result,0.19945499300956726,0.19420543313026428,0.16902032494544983,0.2149048149585724,0.20189309120178223,0.38441845774650574,0.231380432844162,0.17218433320522308
in,0.30808621644973755,0.5394441485404968,0.23002950847148895,0.27924299240112305,0.2605783939361572,0.30483278632164,0.5696388483047485,0.20430970191955566
college,0.20568516850471497,0.15433147549629211,0.2667193114757538,0.1651023030281067,0.16202573478221893,0.1182759702205658,0.2384195327758789,0.11076676845550537
students,0.2380729615688324,0.2124544233083725,0.20004680752754211,0.2691475450992584,0.15776841342449188,0.1690657138824463,0.25513339042663574,0.18017297983169556
reporting,0.26988375186920166,0.16927309334278107,0.2300131618976593,0.3022310137748718,0.20048075914382935,0.22938896715641022,0.21795877814292908,0.294716477394104
higher,0.2538340389728546,0.24683357775211334,0.24654842913150787,0.21499522030353546,0.18592587113380432,0.27579548954963684,0.3096220791339874,0.15679465234279633
levels,0.21641245484352112,0.2141042947769165,0.2548035681247711,0.21082115173339844,0.1761990785598755,0.278443306684494,0.23668165504932404,0.1541307419538498
of,0.33290785551071167,0.4854315221309662,0.2346239984035492,0.28422287106513977,0.32280945777893066,0.3570667505264282,1.0,0.1826142966747284
intrinsic,0.38694334030151367,0.3108851909637451,0.2318010777235031,0.30136367678642273,0.22143176198005676,0.4285888075828552,0.356924444437027,0.2300206422805786
motivation,0.3632064461708069,0.22994652390480042,0.2976781129837036,0.46694543957710266,0.23070253431797028,0.31742730736732483,0.20815499126911163,0.27532052993774414
