,what,are,some,large,pharmacy,management,companies,?
traditionally,0.22366398572921753,0.3667009174823761,0.38054025173187256,0.26845064759254456,0.14077377319335938,0.16108953952789307,0.17902563512325287,0.10789176821708679
consultant,0.18970462679862976,0.14100416004657745,0.19477994740009308,0.17177411913871765,0.277064710855484,0.4680732190608978,0.2731355130672455,0.1217312291264534
pharmacists,0.28274545073509216,0.33935052156448364,0.38679438829421997,0.1964903175830841,0.7877770662307739,0.14553464949131012,0.2990301251411438,0.1797308325767517
were,0.22298263013362885,0.6489362716674805,0.4592604339122772,0.3147265911102295,0.05029045790433884,0.11321756988763809,0.22409465909004211,0.17890112102031708
usually,0.32521089911460876,0.5635237097740173,0.5402855277061462,0.4205654561519623,0.1464594453573227,0.20208638906478882,0.18967734277248383,0.19435347616672516
independent,0.28752967715263367,0.1716575026512146,0.24364283680915833,0.1244436576962471,0.12963633239269257,0.1794939935207367,0.23017854988574982,0.11902587860822678
business,0.21758167445659637,0.16427041590213776,0.20298494398593903,0.18625767529010773,0.3494819402694702,0.43014010787010193,0.5448580980300903,0.1545659303665161
owners,0.20311963558197021,0.2453036606311798,0.2583678960800171,0.22635769844055176,0.23988769948482513,0.31851476430892944,0.3686541020870209,0.15586642920970917
",",0.3087472915649414,0.4062570035457611,0.42400437593460083,0.2263888567686081,0.19815339148044586,0.24724458158016205,0.28041911125183105,0.31091248989105225
though,0.4089210331439972,0.39827248454093933,0.5170668363571167,0.24220263957977295,0.14620700478553772,0.17708584666252136,0.1966559737920761,0.3188856542110443
in,0.30808621644973755,0.3841303884983063,0.4010399878025055,0.2841601073741913,0.22082467377185822,0.2783967852592468,0.2321794629096985,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,0.4566698372364044,0.3828733265399933,0.1938311904668808,0.26673808693885803,0.26917189359664917,0.22068053483963013
united,0.20036718249320984,0.16919764876365662,0.22087086737155914,0.17913787066936493,0.2404385805130005,0.199811190366745,0.27231094241142273,0.17266890406608582
states,0.21526020765304565,0.1846873015165329,0.2479456067085266,0.16094711422920227,0.21714666485786438,0.18935827910900116,0.28260865807533264,0.16272737085819244
many,0.36131182312965393,0.5655534863471985,0.7976660132408142,0.42789679765701294,0.15472638607025146,0.21184980869293213,0.3244176208972931,0.2124512493610382
now,0.4903225302696228,0.3292219042778015,0.37763336300849915,0.250354140996933,0.2329590767621994,0.1635018140077591,0.21395471692085266,0.29641881585121155
work,0.3762225806713104,0.26678818464279175,0.3953768014907837,0.20811094343662262,0.2666398286819458,0.28448575735092163,0.2092597633600235,0.2621155381202698
for,0.3017193675041199,0.3895993232727051,0.4257155656814575,0.22967137396335602,0.1657865047454834,0.25923067331314087,0.2787042260169983,0.264628142118454
several,0.22446060180664062,0.4241659343242645,0.6083422303199768,0.3583792448043823,0.07619483768939972,0.2633128762245178,0.28008416295051575,0.15595775842666626
large,0.2017821967601776,0.3467932939529419,0.3944830894470215,1.0000001192092896,0.13303925096988678,0.1844712495803833,0.23191702365875244,0.1355665624141693
pharmacy,0.21638189256191254,0.1491841822862625,0.19617655873298645,0.13303925096988678,1.0,0.22796602547168732,0.25551676750183105,0.1355620175600052
management,0.180610790848732,0.17698079347610474,0.17186759412288666,0.1844712495803833,0.22796602547168732,1.0,0.29220572113990784,0.15866325795650482
companies,0.20801754295825958,0.24720293283462524,0.27211928367614746,0.23191702365875244,0.25551676750183105,0.29220572113990784,1.0000001192092896,0.14365637302398682
(,0.2411840260028839,0.23263892531394958,0.2279975414276123,0.1259251832962036,0.20144130289554596,0.19692523777484894,0.12384957075119019,0.40561532974243164
primarily,0.23722688853740692,0.29938802123069763,0.3527403175830841,0.34505894780158997,0.15729039907455444,0.22663100063800812,0.21546651422977448,0.06029784679412842
omnicare,0.3230893909931183,0.2738669812679291,0.2755888104438782,0.1023944690823555,0.3207167685031891,0.3169836103916168,0.21143987774848938,0.30115196108818054
",",0.3087472915649414,0.4062570035457611,0.42400437593460083,0.2263888567686081,0.19815339148044586,0.24724458158016205,0.28041911125183105,0.31091248989105225
kindred,0.26074835658073425,0.2662571966648102,0.347303181886673,0.2363148182630539,0.14389555156230927,0.23030874133110046,0.1536390632390976,0.25459566712379456
healthcare,0.24760322272777557,0.2110317349433899,0.2624363601207733,0.1197846457362175,0.4559099078178406,0.45223182439804077,0.3839811086654663,0.21651197969913483
and,0.31309178471565247,0.48576638102531433,0.5337774157524109,0.3404269814491272,0.21655313670635223,0.3066174387931824,0.2527635991573334,0.20544172823429108
pharmerica,0.23422986268997192,0.2388550192117691,0.29967477917671204,0.2668766677379608,0.62517249584198,0.23132431507110596,0.26467329263687134,0.21737615764141083
),0.26259949803352356,0.2373749315738678,0.2398642599582672,0.12569274008274078,0.19700509309768677,0.20966209471225739,0.12282966822385788,0.42300865054130554
.,0.3567904531955719,0.3452940285205841,0.40663889050483704,0.2304532378911972,0.23916830122470856,0.20125426352024078,0.20400826632976532,0.4130953550338745
