,which,river,joins,the,rhine,in,duisburg,?
the,0.6521818041801453,0.2894456386566162,0.32788392901420593,1.0,0.30735138058662415,0.6662389636039734,0.2369861900806427,0.22068053483963013
ruhr,0.17252583801746368,0.24381855130195618,0.14962385594844818,0.27070897817611694,0.6006484031677246,0.29504457116127014,0.5074257850646973,0.15307492017745972
",",0.3658004403114319,0.26637205481529236,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
which,1.0,0.25416892766952515,0.24883420765399933,0.6521818041801453,0.18744276463985443,0.4840516746044159,0.24764001369476318,0.25814583897590637
joins,0.24883420765399933,0.41946011781692505,1.0000001192092896,0.32788392901420593,0.2973044514656067,0.2446955144405365,0.18604664504528046,0.08120901137590408
the,0.6521818041801453,0.2894456386566162,0.32788392901420593,1.0,0.30735138058662415,0.6662389636039734,0.2369861900806427,0.22068053483963013
rhine,0.18744276463985443,0.3672541379928589,0.2973044514656067,0.30735138058662415,1.0,0.24648422002792358,0.5019469261169434,0.13754533231258392
in,0.4840516746044159,0.2149806171655655,0.2446955144405365,0.6662389636039734,0.24648422002792358,1.0,0.254626601934433,0.20430970191955566
duisburg,0.24764001369476318,0.26888468861579895,0.18604664504528046,0.2369861900806427,0.5019469261169434,0.254626601934433,1.0,0.18542204797267914
",",0.3658004403114319,0.26637205481529236,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
is,0.4457404911518097,0.20670881867408752,0.2670769691467285,0.5823672413825989,0.15617261826992035,0.5394441485404968,0.14250098168849945,0.22961433231830597
nowadays,0.3361439108848572,0.1718393713235855,0.1275794953107834,0.26677215099334717,0.1835879236459732,0.25212863087654114,0.1430501639842987,0.05864164978265762
a,0.56894451379776,0.20514865219593048,0.2163599580526352,0.5829201340675354,0.1823403388261795,0.539380669593811,0.20852166414260864,0.23916715383529663
clean,0.22560428082942963,0.08689749240875244,0.06297697871923447,0.16315147280693054,0.11174207925796509,0.17172656953334808,0.0494755282998085,0.2847605347633362
river,0.25416892766952515,0.9999999403953552,0.41946011781692505,0.2894456386566162,0.3672541379928589,0.2149806171655655,0.26888468861579895,0.15390869975090027
",",0.3658004403114319,0.26637205481529236,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
thanks,0.210845947265625,0.19963109493255615,0.12974046170711517,0.22702956199645996,0.15625527501106262,0.18913887441158295,0.14618994295597076,0.5687435865402222
to,0.5345056653022766,0.13636653125286102,0.21936190128326416,0.535392165184021,0.1736302673816681,0.45010748505592346,0.14863340556621552,0.29463258385658264
a,0.56894451379776,0.20514865219593048,0.2163599580526352,0.5829201340675354,0.1823403388261795,0.539380669593811,0.20852166414260864,0.23916715383529663
combination,0.4100978374481201,0.10509439557790756,0.14458101987838745,0.2879151701927185,0.11671756953001022,0.2628061771392822,0.14392520487308502,0.1620941311120987
of,0.5011631846427917,0.19903257489204407,0.29175591468811035,0.733189046382904,0.2548927664756775,0.5696388483047485,0.18909306824207306,0.1826142966747284
stricter,0.3732483983039856,0.07459539920091629,0.09807340055704117,0.2692496180534363,0.0805770605802536,0.22230689227581024,0.18439655005931854,0.26646921038627625
environmental,0.28127700090408325,0.06860428303480148,0.07711926847696304,0.23935803771018982,0.09058479964733124,0.2718023955821991,0.16568684577941895,0.19728143513202667
controls,0.3554176390171051,0.16176803410053253,0.298362672328949,0.33783647418022156,0.1640055924654007,0.20704561471939087,0.057029787451028824,0.11236714571714401
",",0.3658004403114319,0.26637205481529236,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
a,0.56894451379776,0.20514865219593048,0.2163599580526352,0.5829201340675354,0.1823403388261795,0.539380669593811,0.20852166414260864,0.23916715383529663
transition,0.33067160844802856,0.12167961895465851,0.13397334516048431,0.30452099442481995,0.14687307178974152,0.2444610297679901,0.15125197172164917,0.15479432046413422
from,0.38755592703819275,0.20433256030082703,0.16725565493106842,0.40150508284568787,0.2181936800479889,0.4274188280105591,0.1654239445924759,0.19969791173934937
heavy,0.2966303825378418,0.17795422673225403,0.07604845613241196,0.2532151937484741,0.1553831845521927,0.2047721892595291,0.19321241974830627,0.16717074811458588
industry,0.28652361035346985,0.15453942120075226,0.10467921197414398,0.26942890882492065,0.21157976984977722,0.2675124704837799,0.19165082275867462,0.11813290417194366
to,0.5345056653022766,0.13636653125286102,0.21936190128326416,0.535392165184021,0.1736302673816681,0.45010748505592346,0.14863340556621552,0.29463258385658264
light,0.3455694615840912,0.19835209846496582,0.046082280576229095,0.2649136185646057,0.11967036128044128,0.1819845736026764,0.16871173679828644,0.17429810762405396
industry,0.28652361035346985,0.15453942120075226,0.10467921197414398,0.26942890882492065,0.21157976984977722,0.2675124704837799,0.19165082275867462,0.11813290417194366
and,0.506277859210968,0.19898422062397003,0.3105262219905853,0.5171257257461548,0.22029656171798706,0.4954058527946472,0.1883578598499298,0.20544172823429108
cleanup,0.23749810457229614,0.1796497255563736,0.06694001704454422,0.1830567568540573,0.1870909482240677,0.16842064261436462,0.11875666677951813,0.4111309349536896
measures,0.31370460987091064,0.0690775066614151,0.11056648194789886,0.263394296169281,0.14352849125862122,0.1663234680891037,0.08205482363700867,0.18777857720851898
",",0.3658004403114319,0.26637205481529236,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
such,0.406057745218277,0.07554841786623001,0.08366864174604416,0.3575236201286316,0.12275618314743042,0.2704046070575714,0.10031381249427795,0.17851735651493073
as,0.41006597876548767,0.16009141504764557,0.15010793507099152,0.48381632566452026,0.18380387127399445,0.3887844979763031,0.15960223972797394,0.27043893933296204
the,0.6521818041801453,0.2894456386566162,0.32788392901420593,1.0,0.30735138058662415,0.6662389636039734,0.2369861900806427,0.22068053483963013
reforestation,0.3689303398132324,0.344806969165802,0.17721642553806305,0.3662795424461365,0.2741295397281647,0.30997365713119507,0.24575039744377136,0.14372728765010834
of,0.5011631846427917,0.19903257489204407,0.29175591468811035,0.733189046382904,0.2548927664756775,0.5696388483047485,0.18909306824207306,0.1826142966747284
slag,0.34393537044525146,0.21441888809204102,0.18360674381256104,0.24459683895111084,0.2715965509414673,0.1865433305501938,0.24789322912693024,0.2075922191143036
and,0.506277859210968,0.19898422062397003,0.3105262219905853,0.5171257257461548,0.22029656171798706,0.4954058527946472,0.1883578598499298,0.20544172823429108
brownfields,0.3080757260322571,0.20360971987247467,0.14127102494239807,0.27509963512420654,0.28741133213043213,0.33137160539627075,0.3092612326145172,0.2109948694705963
.,0.45942068099975586,0.21443960070610046,0.19692042469978333,0.5934505462646484,0.2089352011680603,0.5591574311256409,0.2685518264770508,0.4130953550338745
,which,river,joins,the,rhine,in,duisburg,?
duisburg,0.24764001369476318,0.26888468861579895,0.18604664504528046,0.2369861900806427,0.5019469261169434,0.254626601934433,1.0,0.18542204797267914
is,0.4457404911518097,0.20670881867408752,0.2670769691467285,0.5823672413825989,0.15617261826992035,0.5394441485404968,0.14250098168849945,0.22961433231830597
the,0.6521818041801453,0.2894456386566162,0.32788392901420593,1.0,0.30735138058662415,0.6662389636039734,0.2369861900806427,0.22068053483963013
home,0.223346546292305,0.12135666608810425,0.1229163184762001,0.28978195786476135,0.16701753437519073,0.30467477440834045,0.22207775712013245,0.0757145956158638
of,0.5011631846427917,0.19903257489204407,0.29175591468811035,0.733189046382904,0.2548927664756775,0.5696388483047485,0.18909306824207306,0.1826142966747284
europe,0.23978596925735474,0.13787978887557983,0.10368676483631134,0.34463706612586975,0.3181407153606415,0.33061710000038147,0.24070139229297638,0.18278923630714417
's,0.03856118768453598,-0.03599277883768082,0.030087541788816452,-0.01540423184633255,0.0778765007853508,-0.037580832839012146,0.07845679670572281,-0.023395681753754616
largest,0.29749369621276855,0.2491404414176941,0.21341204643249512,0.3757036626338959,0.1578357070684433,0.3017216920852661,0.19579917192459106,0.12401245534420013
inland,0.2825321853160858,0.4270264804363251,0.1749555766582489,0.28756555914878845,0.24103295803070068,0.24078893661499023,0.23503151535987854,0.1506642997264862
port,0.21118135750293732,0.31388694047927856,0.18656878173351288,0.2648184895515442,0.15908418595790863,0.20519298315048218,0.21899282932281494,0.06519711017608643
