,what,type,of,teacher,is,required,in,the,western,europe,model,of,discipline,?
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.31202319264411926,0.658733606338501,0.2891559302806854,0.539380669593811,0.5829201340675354,0.21111781895160675,0.18710176646709442,0.29218459129333496,0.5052502155303955,0.21818003058433533,0.23916715383529663
modern,0.2655639946460724,0.19044294953346252,0.3482828736305237,0.1853415071964264,0.24170172214508057,0.10499372333288193,0.29808807373046875,0.3283970355987549,0.31526979804039,0.24837137758731842,0.20712368190288544,0.3482828736305237,0.23543424904346466,0.12475407868623734
example,0.3456268310546875,0.2937546968460083,0.3570667505264282,0.18625593185424805,0.36737263202667236,0.3303556442260742,0.30483278632164,0.3755223751068115,0.1546386182308197,0.22810979187488556,0.20159783959388733,0.3570667505264282,0.15541037917137146,0.30374911427497864
of,0.33290785551071167,0.18112817406654358,1.0,0.19968076050281525,0.4854315221309662,0.26183071732521057,0.5696388483047485,0.733189046382904,0.32974064350128174,0.29299741983413696,0.18271391093730927,1.0,0.2260950356721878,0.1826142966747284
school,0.18774057924747467,0.11896730959415436,0.2391800880432129,0.5442529320716858,0.19488026201725006,0.12424878776073456,0.26157811284065247,0.22953221201896667,0.18743804097175598,0.07671187818050385,0.09528788924217224,0.2391800880432129,0.23339909315109253,0.15091250836849213
discipline,0.2522185742855072,0.1828993856906891,0.2260950356721878,0.2416086196899414,0.13422119617462158,0.23891793191432953,0.19738538563251495,0.1981438249349594,0.13561880588531494,0.1226230338215828,0.1588316112756729,0.2260950356721878,1.0000001192092896,0.06836310029029846
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.22632350027561188,0.5394441485404968,0.20162324607372284,1.0,0.6662389636039734,0.35160520672798157,0.33061710000038147,0.2267826348543167,0.5696388483047485,0.19738538563251495,0.20430970191955566
north,0.18673177063465118,0.17490129172801971,0.3604778051376343,0.10653791576623917,0.2993389368057251,0.11324552446603775,0.39050599932670593,0.36298373341560364,0.4301493167877197,0.3906383514404297,0.16563618183135986,0.3604778051376343,0.09231619536876678,0.11829731613397598
america,0.2517423629760742,0.1569477617740631,0.28803038597106934,0.13291886448860168,0.1998184472322464,0.1475025713443756,0.3098583221435547,0.37090015411376953,0.2962500751018524,0.6220380067825317,0.206945538520813,0.28803038597106934,0.11440326273441315,0.19333907961845398
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.27571162581443787,0.3859752118587494,0.25104308128356934,0.4954058527946472,0.5171257257461548,0.27210789918899536,0.3463572859764099,0.22216768562793732,0.5116966962814331,0.22925299406051636,0.20544172823429108
western,0.2454150915145874,0.10790728777647018,0.32974064350128174,0.14422732591629028,0.2572968304157257,0.09233945608139038,0.35160520672798157,0.37920868396759033,1.0000001192092896,0.34800636768341064,0.11175030469894409,0.32974064350128174,0.13561880588531494,0.17439141869544983
europe,0.17179538309574127,0.1717701405286789,0.29299741983413696,0.13788141310214996,0.20961034297943115,0.14087456464767456,0.33061710000038147,0.34463706612586975,0.34800636768341064,1.0000001192092896,0.152347132563591,0.29299741983413696,0.1226230338215828,0.18278923630714417
relies,0.29672762751579285,0.25250089168548584,0.24824197590351105,0.13583816587924957,0.3674758970737457,0.3371985852718353,0.24095559120178223,0.3104465901851654,0.12971828877925873,0.06903793662786484,0.24177080392837524,0.24824197590351105,0.2571122348308563,0.18079787492752075
upon,0.2878674864768982,0.1260065883398056,0.3224298357963562,0.19871364533901215,0.1675044447183609,0.200736403465271,0.20347267389297485,0.28184252977371216,0.09064704179763794,0.1249113529920578,0.16052091121673584,0.3224298357963562,0.1589696705341339,0.13780277967453003
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.17760860919952393,0.5823672413825989,0.27848219871520996,0.6662389636039734,1.0,0.37920868396759033,0.34463706612586975,0.14028635621070862,0.733189046382904,0.1981438249349594,0.22068053483963013
idea,0.44512778520584106,0.20334267616271973,0.2342950403690338,0.2571394741535187,0.21963010728359222,0.22880855202674866,0.20288406312465668,0.2839161455631256,0.1451418697834015,0.24329379200935364,0.24166885018348694,0.2342950403690338,0.275560200214386,0.2952161729335785
of,0.33290785551071167,0.18112817406654358,1.0,0.19968076050281525,0.4854315221309662,0.26183071732521057,0.5696388483047485,0.733189046382904,0.32974064350128174,0.29299741983413696,0.18271391093730927,1.0,0.2260950356721878,0.1826142966747284
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.19733460247516632,0.4654068350791931,0.22291910648345947,0.2605783939361572,0.4207492768764496,0.13090655207633972,0.11497823894023895,0.18839088082313538,0.32280945777893066,0.1651821732521057,0.19793890416622162
assertive,0.3596190810203552,0.1796112358570099,0.24557600915431976,0.224069744348526,0.26589590311050415,0.30095916986465454,0.18787790834903717,0.18937766551971436,0.052070192992687225,0.11345035582780838,0.17176255583763123,0.24557600915431976,0.3375295102596283,0.32370299100875854
teacher,0.20492632687091827,0.13493123650550842,0.19968076050281525,0.9999998807907104,0.2001669555902481,0.1378142237663269,0.22632350027561188,0.17760860919952393,0.14422732591629028,0.13788141310214996,0.20493395626544952,0.19968076050281525,0.2416086196899414,0.1797819435596466
who,0.40942975878715515,0.1257498413324356,0.2827862501144409,0.35707929730415344,0.24293622374534607,0.1756134033203125,0.2792111933231354,0.3733934462070465,0.2089514136314392,0.21583974361419678,0.14253783226013184,0.2827862501144409,0.2213398814201355,0.26220351457595825
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.2001669555902481,1.0,0.21426478028297424,0.5394441485404968,0.5823672413825989,0.2572968304157257,0.20961034297943115,0.21612800657749176,0.4854315221309662,0.13422119617462158,0.22961433231830597
prepared,0.29325538873672485,0.1508106142282486,0.21633069217205048,0.17152400314807892,0.14306674897670746,0.299015074968338,0.22783386707305908,0.2523883581161499,0.12838494777679443,0.128318190574646,0.04848437383770943,0.21633069217205048,0.18361042439937592,0.23652499914169312
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.1991342306137085,0.42745086550712585,0.3613971471786499,0.45010748505592346,0.535392165184021,0.18838192522525787,0.24889446794986725,0.187554731965065,0.41548454761505127,0.25499123334884644,0.29463258385658264
impose,0.3515469431877136,0.095972441136837,0.23590616881847382,0.20549100637435913,0.14947670698165894,0.4238128960132599,0.14188311994075775,0.21469423174858093,0.13015241920948029,0.18024560809135437,0.1298363208770752,0.23590616881847382,0.31800010800361633,0.24237333238124847
their,0.35142919421195984,0.14413684606552124,0.4329940676689148,0.11377552151679993,0.2101074606180191,0.28914856910705566,0.34976133704185486,0.516537070274353,0.18679437041282654,0.24921712279319763,0.08143971115350723,0.4329940676689148,0.2390514612197876,0.1898253709077835
will,0.3510494530200958,0.1847439557313919,0.2473582625389099,0.1587311178445816,0.3723262846469879,0.4581238031387329,0.2580665349960327,0.3635469079017639,0.1274288445711136,0.15460778772830963,0.1423325538635254,0.2473582625389099,0.13755355775356293,0.35046905279159546
upon,0.2878674864768982,0.1260065883398056,0.3224298357963562,0.19871364533901215,0.1675044447183609,0.200736403465271,0.20347267389297485,0.28184252977371216,0.09064704179763794,0.1249113529920578,0.16052091121673584,0.3224298357963562,0.1589696705341339,0.13780277967453003
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.31202319264411926,0.658733606338501,0.2891559302806854,0.539380669593811,0.5829201340675354,0.21111781895160675,0.18710176646709442,0.29218459129333496,0.5052502155303955,0.21818003058433533,0.23916715383529663
class,0.16880196332931519,0.29117298126220703,0.19740594923496246,0.24741962552070618,0.1275252103805542,0.21838319301605225,0.1761927455663681,0.18034407496452332,0.05735507234930992,0.10624895989894867,0.20907185971736908,0.19740594923496246,0.20744866132736206,0.12778934836387634
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.225234717130661,0.4569662809371948,0.2724599838256836,0.5591574311256409,0.5934505462646484,0.2816847264766693,0.31984585523605347,0.1938832700252533,0.5352458953857422,0.129770427942276,0.4130953550338745
