,tumors,that,are,able,to,evade,the,body,'s,immune,response,can,become,what,?
clearly,0.2661808729171753,0.5425083041191101,0.39627617597579956,0.2880150079727173,0.3923592269420624,0.3447561264038086,0.37195420265197754,0.24989116191864014,-0.015116186812520027,0.31834566593170166,0.3128061294555664,0.3719388544559479,0.26599031686782837,0.5452611446380615,0.40760257840156555
",",0.27506208419799805,0.4137537479400635,0.4062570035457611,0.28725793957710266,0.44245919585227966,0.20319467782974243,0.4933079481124878,0.22437527775764465,-0.0016132977325469255,0.15102852880954742,0.24039098620414734,0.3139454126358032,0.29676204919815063,0.3087472915649414,0.31091248989105225
some,0.2830956280231476,0.6049469113349915,0.6331475377082825,0.3551301956176758,0.4636894166469574,0.30104750394821167,0.4566698372364044,0.27714428305625916,0.056411296129226685,0.25199633836746216,0.25077059864997864,0.5319128632545471,0.3464999496936798,0.4491020441055298,0.2562315762042999
tumors,1.0000001192092896,0.3281596004962921,0.26942500472068787,0.2245190143585205,0.233868807554245,0.19501888751983643,0.25303611159324646,0.3967403471469879,-0.04116746410727501,0.4806292951107025,0.24788260459899902,0.28934136033058167,0.17694765329360962,0.2539352476596832,0.1883699893951416
evade,0.19501888751983643,0.3352546691894531,0.2569272816181183,0.3494000732898712,0.3449758291244507,1.0,0.22844162583351135,0.23743999004364014,-0.03204512596130371,0.30998075008392334,0.3475566804409027,0.3281744420528412,0.2544296085834503,0.24703608453273773,0.2483198642730713
the,0.25303611159324646,0.5473989248275757,0.40399202704429626,0.3435857892036438,0.535392165184021,0.22844162583351135,1.0,0.31682634353637695,-0.01540423184633255,0.21364226937294006,0.28909924626350403,0.312528520822525,0.31731709837913513,0.42745697498321533,0.22068053483963013
immune,0.4806292951107025,0.30237793922424316,0.23878547549247742,0.26988485455513,0.2541976273059845,0.30998075008392334,0.21364226937294006,0.34409064054489136,-0.07542949169874191,1.0,0.43541768193244934,0.2696937620639801,0.21695126593112946,0.2410416603088379,0.16080476343631744
system,0.26054030656814575,0.3088737428188324,0.21917270123958588,0.20465639233589172,0.26662686467170715,0.24957753717899323,0.3233085572719574,0.2512437701225281,0.04329425096511841,0.3962631821632385,0.2933112382888794,0.25937724113464355,0.20697671175003052,0.23557309806346893,0.15556083619594574
and,0.22773021459579468,0.4731321930885315,0.48576638102531433,0.3303895890712738,0.48971283435821533,0.24146373569965363,0.5171257257461548,0.2872275710105896,0.06895173341035843,0.14400269091129303,0.21754570305347443,0.3675691485404968,0.3416603207588196,0.31309178471565247,0.20544172823429108
go,0.15683332085609436,0.337613970041275,0.24194620549678802,0.31211036443710327,0.384844571352005,0.22636845707893372,0.29801803827285767,0.1830579787492752,0.018760163336992264,0.14751242101192474,0.1614152193069458,0.28201326727867126,0.28002220392227173,0.35329025983810425,0.25942572951316833
on,0.23008769750595093,0.42569106817245483,0.268924742937088,0.27045732736587524,0.41031414270401,0.23498377203941345,0.5107308030128479,0.20112086832523346,0.0026888418942689896,0.1933661848306656,0.20197884738445282,0.2772369682788849,0.17756444215774536,0.34226128458976746,0.2714994251728058
to,0.233868807554245,0.5436353087425232,0.3504326641559601,0.529755175113678,1.0,0.3449758291244507,0.535392165184021,0.307265043258667,0.03782717138528824,0.2541976273059845,0.277526319026947,0.4979398250579834,0.36996012926101685,0.455847829580307,0.29463258385658264
become,0.17694765329360962,0.33698222041130066,0.31982117891311646,0.29246658086776733,0.36996012926101685,0.2544296085834503,0.31731709837913513,0.16493958234786987,-0.06629510223865509,0.21695126593112946,0.23850293457508087,0.252936452627182,1.0,0.27134042978286743,0.19511328637599945
cancers,0.6687610745429993,0.2559557259082794,0.30130964517593384,0.21616655588150024,0.2887035012245178,0.1964493989944458,0.2613130509853363,0.2884543538093567,-0.040649909526109695,0.3456574082374573,0.2350570410490036,0.3346589207649231,0.2175600230693817,0.22774764895439148,0.2033035308122635
.,0.24799641966819763,0.4460422694683075,0.3452940285205841,0.34544092416763306,0.4645031690597534,0.25801149010658264,0.5934505462646484,0.29751062393188477,-0.003708066651597619,0.18267881870269775,0.2878446877002716,0.35783761739730835,0.32859939336776733,0.3567904531955719,0.4130953550338745
