,what,percentage,of,prime-time,tv,viewership,did,the,three,big,networks,represent,in,1980,?
abc,0.1317344456911087,0.10486822575330734,0.14607268571853638,0.3294057846069336,0.4720865786075592,0.31620144844055176,0.13353709876537323,0.2068762183189392,0.15282940864562988,0.16051800549030304,0.350273072719574,0.17809757590293884,0.1697147786617279,0.022267047315835953,0.19065172970294952
dominated,0.145044207572937,0.15782491862773895,0.2971191704273224,0.21230249106884003,0.1218172088265419,0.15647393465042114,0.16052448749542236,0.33543094992637634,0.19253945350646973,0.2324264794588089,0.13227321207523346,0.2589331865310669,0.27524110674858093,0.027932802215218544,0.04715321213006973
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.27797049283981323,0.20034731924533844,0.30921506881713867,0.34736719727516174,1.0,0.43452659249305725,0.308749794960022,0.24705806374549866,0.3288072943687439,0.6662389636039734,0.020048053935170174,0.22068053483963013
american,0.1909721940755844,0.1021198257803917,0.22180068492889404,0.20973172783851624,0.19269995391368866,0.17199838161468506,0.21486236155033112,0.24562937021255493,0.15572845935821533,0.22565525770187378,0.17556624114513397,0.11209702491760254,0.22871561348438263,-0.007009649649262428,0.18877598643302917
television,0.19838058948516846,0.12920090556144714,0.21995750069618225,0.3513123095035553,0.7039412260055542,0.3965291380882263,0.17055591940879822,0.24569597840309143,0.2175305187702179,0.1964261531829834,0.4588569104671478,0.18983645737171173,0.2689782977104187,0.044899556785821915,0.16825827956199646
landscape,0.22357456386089325,0.11186400055885315,0.22931164503097534,0.1604149341583252,0.17007683217525482,0.25532570481300354,0.10372335463762283,0.19639281928539276,0.10654593259096146,0.1251818686723709,0.15318885445594788,0.152653768658638,0.23949947953224182,0.08432244509458542,0.11197245866060257
during,0.24137552082538605,0.19662469625473022,0.3869180977344513,0.30459246039390564,0.19223935902118683,0.21574003994464874,0.30679523944854736,0.4838213622570038,0.28113842010498047,0.1945527344942093,0.16397282481193542,0.20704777538776398,0.4627237319946289,0.04712208732962608,0.1325719803571701
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.27797049283981323,0.20034731924533844,0.30921506881713867,0.34736719727516174,1.0,0.43452659249305725,0.308749794960022,0.24705806374549866,0.3288072943687439,0.6662389636039734,0.020048053935170174,0.22068053483963013
1970s,-0.020239217206835747,0.03043557144701481,0.060115184634923935,0.020530568435788155,-0.0036877773236483335,0.031637683510780334,0.08396200090646744,0.004102230537682772,0.07034924626350403,-0.03679826855659485,-0.043694157153367996,0.015040948055684566,0.057396724820137024,-0.06346294283866882,0.03861190751194954
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.2965860068798065,0.2652006149291992,0.24312646687030792,0.34479495882987976,0.5171257257461548,0.3826501965522766,0.30164432525634766,0.27532249689102173,0.2796897888183594,0.4954058527946472,0.011456938460469246,0.20544172823429108
early,0.2454567849636078,0.16438208520412445,0.30937549471855164,0.2588917016983032,0.11749909073114395,0.19931769371032715,0.32047218084335327,0.34442198276519775,0.2750471532344818,0.16650064289569855,0.15919208526611328,0.21808460354804993,0.34672921895980835,0.05508635938167572,0.15272949635982513
1980s,-0.06585196405649185,0.14153443276882172,0.11110851913690567,-0.026766570284962654,0.03237850219011307,0.036642882972955704,-0.09640773385763168,0.07890266180038452,0.10002549737691879,0.04401324689388275,0.20887883007526398,0.15621086955070496,0.03401865437626839,0.4190566837787628,-0.0718669518828392
(,0.2411840260028839,0.15512096881866455,0.35032153129577637,0.33084359765052795,0.2973611354827881,0.13954228162765503,0.18979617953300476,0.33289089798927307,0.2272176295518875,0.22645877301692963,0.18320514261722565,0.25946855545043945,0.3087427020072937,0.052640508860349655,0.40561532974243164
by,0.2455483376979828,0.21129482984542847,0.3646814823150635,0.23895391821861267,0.11470241099596024,0.2345968633890152,0.18574509024620056,0.4408751428127289,0.28754812479019165,0.20124688744544983,0.24484656751155853,0.16663233935832977,0.370934396982193,-0.09379439800977707,0.17966607213020325
1980,0.017667625099420547,0.19482539594173431,-0.016648683696985245,0.1414186954498291,0.008831742219626904,0.005037633702158928,-0.0506354384124279,0.020048053935170174,0.06679073721170425,0.04407044127583504,0.0726601853966713,0.07346449047327042,-0.03510594367980957,1.0000001192092896,0.033455219119787216
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.31971418857574463,0.2778550088405609,0.2360859364271164,0.3015086054801941,0.4933079481124878,0.3347506821155548,0.30276864767074585,0.20105446875095367,0.26053929328918457,0.5201468467712402,-0.002026396105065942,0.31091248989105225
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.27797049283981323,0.20034731924533844,0.30921506881713867,0.34736719727516174,1.0,0.43452659249305725,0.308749794960022,0.24705806374549866,0.3288072943687439,0.6662389636039734,0.020048053935170174,0.22068053483963013
three,0.24888746440410614,0.2061423510313034,0.3844621181488037,0.24031536281108856,0.16803818941116333,0.16603635251522064,0.2043166607618332,0.43452659249305725,1.0,0.1805036962032318,0.1424666941165924,0.26791635155677795,0.34828072786331177,0.06679073721170425,0.20928427577018738
major,0.21026742458343506,0.17855136096477509,0.2641255557537079,0.20918041467666626,0.14320209622383118,0.1750144362449646,0.20997437834739685,0.31775903701782227,0.2582734227180481,0.33285900950431824,0.24476246535778046,0.14354753494262695,0.3249945342540741,0.006228631362318993,0.19788557291030884
networks,0.18279550969600677,0.2172236293554306,0.17763681709766388,0.25812551379203796,0.4204484224319458,0.373137891292572,0.06869131326675415,0.24705806374549866,0.1424666941165924,0.18191713094711304,1.0,0.15236294269561768,0.17525765299797058,0.0726601853966713,0.17815114557743073
represented,0.139044851064682,0.13779740035533905,0.3891753554344177,0.24329452216625214,0.10434345155954361,0.1649080067873001,0.154952272772789,0.3256146013736725,0.27938312292099,0.11871998012065887,0.1409730762243271,0.7955232858657837,0.33309870958328247,0.020469825714826584,0.11276352405548096
90,-0.03224492445588112,-0.14301125705242157,-0.06715171784162521,-0.1487317532300949,-0.08323004096746445,-0.20893660187721252,-0.021803488954901695,-0.08136876672506332,-0.06124589592218399,-0.03185296058654785,-0.1220778301358223,-0.13671188056468964,0.022158663719892502,-0.12534283101558685,-0.0034062080085277557
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.08469613641500473,0.09383738040924072,0.2878183126449585,0.1450016051530838,0.21490740776062012,0.18912586569786072,0.05879178270697594,0.2089633196592331,0.14571437239646912,0.19465309381484985,0.11851029843091965,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.238198921084404,0.19364769756793976,0.20606210827827454,0.2513895630836487,0.733189046382904,0.3844621181488037,0.2513701021671295,0.17763681709766388,0.40416419506073,0.5696388483047485,-0.016648683696985245,0.1826142966747284
all,0.41981086134910583,0.37048232555389404,0.42798417806625366,0.24434378743171692,0.18378843367099762,0.26689016819000244,0.33943864703178406,0.4860881567001343,0.3989922106266022,0.2606841027736664,0.2493741810321808,0.32074904441833496,0.3335905969142914,0.06204311177134514,0.29575422406196594
prime-time,0.2628258168697357,0.20574569702148438,0.238198921084404,1.0000001192092896,0.3708932101726532,0.3471530079841614,0.2047138214111328,0.27797049283981323,0.24031536281108856,0.18438675999641418,0.25812551379203796,0.22133566439151764,0.24069508910179138,0.1414186954498291,0.23315070569515228
television,0.19838058948516846,0.12920090556144714,0.21995750069618225,0.3513123095035553,0.7039412260055542,0.3965291380882263,0.17055591940879822,0.24569597840309143,0.2175305187702179,0.1964261531829834,0.4588569104671478,0.18983645737171173,0.2689782977104187,0.044899556785821915,0.16825827956199646
viewership,0.30348849296569824,0.4312816858291626,0.20606210827827454,0.3471530079841614,0.37420177459716797,1.0,0.2365429401397705,0.30921506881713867,0.16603635251522064,0.15371176600456238,0.373137891292572,0.17679919302463531,0.23857662081718445,0.005037633702158928,0.23784568905830383
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.24069508910179138,0.17989183962345123,0.23857662081718445,0.2593238651752472,0.6662389636039734,0.34828072786331177,0.2359251081943512,0.17525765299797058,0.29122525453567505,1.0,-0.03510594367980957,0.20430970191955566
