,before,the,formation,of,which,planet,",",did,sol,lose,oxygen,16,?
the,0.45900648832321167,1.0,0.33687281608581543,0.733189046382904,0.6521818041801453,0.2470240592956543,0.4933079481124878,0.34736719727516174,0.20052263140678406,0.29030492901802063,0.20428593456745148,0.0058518932200968266,0.22068053483963013
measurement,0.15504030883312225,0.2747146487236023,0.26048755645751953,0.26198503375053406,0.3366289734840393,0.27425816655158997,0.204771026968956,0.16852512955665588,0.07737315446138382,0.09599506855010986,0.23693647980690002,0.036556512117385864,0.18654219806194305
implies,0.20569074153900146,0.23583805561065674,0.22470353543758392,0.2750009000301361,0.4058724045753479,0.2530677020549774,0.2431975156068802,0.2380247414112091,0.0847896859049797,0.17191456258296967,0.18765413761138916,-0.07654503732919693,0.24269460141658783
that,0.40745505690574646,0.5473989248275757,0.27378779649734497,0.41498205065727234,0.6894589066505432,0.2861461639404297,0.4137537479400635,0.47518548369407654,0.1546303629875183,0.34182941913604736,0.2717767655849457,-0.011943371966481209,0.32716336846351624
an,0.2804223895072937,0.4207492768764496,0.182439386844635,0.32280945777893066,0.3611921966075897,0.1295536458492279,0.3581022024154663,0.22598257660865784,0.12858855724334717,0.13646574318408966,0.20976382493972778,-0.10145140439271927,0.19793890416622162
unknown,0.17625129222869873,0.23777544498443604,0.1693987101316452,0.2853793799877167,0.23556388914585114,0.20937786996364594,0.26479753851890564,0.16901658475399017,0.07547591626644135,0.2154509276151657,0.12827925384044647,0.05730384215712547,0.22083927690982819
process,0.388918399810791,0.264274537563324,0.35118868947029114,0.23962904512882233,0.3943749964237213,0.209936261177063,0.2061346471309662,0.1973760724067688,0.059463147073984146,0.25678637623786926,0.3080802857875824,-0.04496116191148758,0.2460896074771881
depleted,0.23465730249881744,0.305412232875824,0.28889524936676025,0.282924622297287,0.3631490170955658,0.30146485567092896,0.2472437620162964,0.15720714628696442,0.10605763643980026,0.2142442911863327,0.35713863372802734,0.02624073438346386,0.1316472738981247
oxygen-16,0.21151679754257202,0.22801755368709564,0.32528436183929443,0.18333350121974945,0.3575860261917114,0.2646164894104004,0.2322024255990982,0.2021607756614685,0.17894402146339417,0.2484980970621109,0.9598668813705444,-0.0023784965742379427,0.18815967440605164
from,0.38587698340415955,0.40150508284568787,0.2397208958864212,0.4249346852302551,0.38755592703819275,0.1908731460571289,0.39760664105415344,0.20248863101005554,0.17854325473308563,0.24814023077487946,0.23457925021648407,0.09613096714019775,0.19969791173934937
the,0.45900648832321167,1.0,0.33687281608581543,0.733189046382904,0.6521818041801453,0.2470240592956543,0.4933079481124878,0.34736719727516174,0.20052263140678406,0.29030492901802063,0.20428593456745148,0.0058518932200968266,0.22068053483963013
sun,0.1857183575630188,0.258540540933609,0.10061217099428177,0.22858914732933044,0.22637568414211273,0.3821568787097931,0.27459269762039185,0.18525613844394684,0.3539429008960724,0.23021391034126282,0.19829581677913666,0.09864930808544159,0.1497713327407837
's,-0.01158253662288189,-0.01540423184633255,0.0012558395974338055,-0.03817026689648628,0.03856118768453598,-0.040571004152297974,-0.0016132977325469255,0.05069678649306297,0.07536749541759491,-0.0038217944093048573,-0.011648092418909073,0.0028852298855781555,-0.023395681753754616
disk,0.16572467982769012,0.2558278441429138,0.2026912122964859,0.19994331896305084,0.30165934562683105,0.24383343756198883,0.179706871509552,0.15042594075202942,0.11635519564151764,0.19913801550865173,0.1640430986881256,0.03964551165699959,0.10211904346942902
of,0.3282964527606964,0.733189046382904,0.2957320809364319,1.0,0.5011631846427917,0.19911958277225494,0.4946078956127167,0.2513895630836487,0.10331013053655624,0.2904243767261505,0.16848602890968323,0.005479797255247831,0.1826142966747284
protoplanetary,0.2081604301929474,0.2805185317993164,0.3465772569179535,0.23823808133602142,0.29982930421829224,0.663923978805542,0.21383176743984222,0.18699999153614044,0.21338073909282684,0.17788398265838623,0.343683660030365,0.01921048015356064,0.09940294176340103
material,0.20360907912254333,0.26762521266937256,0.33449605107307434,0.27520954608917236,0.3947785794734955,0.23588161170482635,0.2189585268497467,0.18850626051425934,0.10916974395513535,0.2517722547054291,0.2769271433353424,-0.06851153075695038,0.18117131292819977
prior,0.5305277109146118,0.33782097697257996,0.21477116644382477,0.3183474540710449,0.22628402709960938,0.04175402969121933,0.27105793356895447,0.2797660529613495,0.07611171901226044,0.20409874618053436,0.11723873764276505,-0.025849875062704086,0.16978254914283752
to,0.4190867841243744,0.535392165184021,0.21429739892482758,0.41548454761505127,0.5345056653022766,0.2017485797405243,0.44245919585227966,0.4452643394470215,0.13864508271217346,0.33073529601097107,0.24193501472473145,0.055442724376916885,0.29463258385658264
the,0.45900648832321167,1.0,0.33687281608581543,0.733189046382904,0.6521818041801453,0.2470240592956543,0.4933079481124878,0.34736719727516174,0.20052263140678406,0.29030492901802063,0.20428593456745148,0.0058518932200968266,0.22068053483963013
coalescence,0.20569008588790894,0.27374714612960815,0.43371647596359253,0.29055142402648926,0.3218398988246918,0.3047686815261841,0.20476114749908447,0.1233733519911766,0.14285746216773987,0.2377975434064865,0.37916630506515503,0.08054656535387039,0.13228370249271393
of,0.3282964527606964,0.733189046382904,0.2957320809364319,1.0,0.5011631846427917,0.19911958277225494,0.4946078956127167,0.2513895630836487,0.10331013053655624,0.2904243767261505,0.16848602890968323,0.005479797255247831,0.1826142966747284
dust,0.17549827694892883,0.2346910536289215,0.2941988408565521,0.25486329197883606,0.2574789524078369,0.36985448002815247,0.23566173017024994,0.19159899652004242,0.1959538459777832,0.27016451954841614,0.33361750841140747,0.10948074609041214,0.15803812444210052
grains,0.17550501227378845,0.25450876355171204,0.320313423871994,0.2690761387348175,0.33602067828178406,0.2335173636674881,0.2864838242530823,0.15787988901138306,0.16999158263206482,0.21296025812625885,0.27504763007164,0.02749941684305668,0.15261265635490417
that,0.40745505690574646,0.5473989248275757,0.27378779649734497,0.41498205065727234,0.6894589066505432,0.2861461639404297,0.4137537479400635,0.47518548369407654,0.1546303629875183,0.34182941913604736,0.2717767655849457,-0.011943371966481209,0.32716336846351624
formed,0.2467164248228073,0.28813210129737854,0.46854957938194275,0.2871689796447754,0.3024848401546478,0.13387565314769745,0.2636634409427643,0.17168700695037842,0.12801037728786469,0.18616917729377747,0.18376335501670837,-0.008002006448805332,0.09686966985464096
the,0.45900648832321167,1.0,0.33687281608581543,0.733189046382904,0.6521818041801453,0.2470240592956543,0.4933079481124878,0.34736719727516174,0.20052263140678406,0.29030492901802063,0.20428593456745148,0.0058518932200968266,0.22068053483963013
earth,0.20864665508270264,0.2801888585090637,0.24299415946006775,0.2329314798116684,0.26013901829719543,0.6280893683433533,0.23186853528022766,0.15510493516921997,0.18391038477420807,0.13745032250881195,0.3065866231918335,-0.016993554309010506,0.17717236280441284
.,0.36693984270095825,0.5934505462646484,0.23124639689922333,0.5352458953857422,0.45942068099975586,0.24422165751457214,0.6812511086463928,0.35288307070732117,0.23219439387321472,0.28971824049949646,0.2554275095462799,0.08594998717308044,0.4130953550338745
