,what,role,does,john,elway,currently,have,in,the,broncos,franchise,?
the,0.42745697498321533,0.26607486605644226,0.35928019881248474,0.2230520099401474,0.2985321283340454,0.2945235073566437,0.40389683842658997,0.6662389636039734,1.0,0.25985947251319885,0.30872398614883423,0.22068053483963013
past,0.3538547456264496,0.17822349071502686,0.2523398697376251,0.1335068941116333,0.2355150729417801,0.2958221733570099,0.4853634536266327,0.24275542795658112,0.2747827172279358,0.10405488312244415,0.2153671234846115,0.2598046660423279
record,0.1772487461566925,0.11635510623455048,0.12387323379516602,0.22190625965595245,0.2513806223869324,0.2223842442035675,0.23839209973812103,0.23162534832954407,0.23569516837596893,0.18765106797218323,0.2680095136165619,0.14407116174697876
was,0.22111038863658905,0.2561398148536682,0.19302551448345184,0.2875721752643585,0.24907957017421722,0.27591681480407715,0.2863433063030243,0.45514053106307983,0.48711544275283813,0.23574475944042206,0.25208672881126404,0.18412111699581146
held,0.0974166989326477,0.15132950246334076,0.14484372735023499,0.14682316780090332,0.16974188387393951,0.18110422790050507,0.20183809101581573,0.3127288818359375,0.32185450196266174,0.22484172880649567,0.16914206743240356,0.14103956520557404
by,0.2455483376979828,0.20783835649490356,0.143477201461792,0.2502059042453766,0.19525057077407837,0.25048381090164185,0.3359639644622803,0.370934396982193,0.4408751428127289,0.11333504319190979,0.19814302027225494,0.17966607213020325
john,0.18237407505512238,0.1990225911140442,0.1121395081281662,1.0000001192092896,0.3617522716522217,0.14914046227931976,0.1348961442708969,0.22177861630916595,0.2230520099401474,0.2301175743341446,0.155522421002388,0.13162356615066528
elway,0.2192334681749344,0.24826683104038239,0.21388104557991028,0.3617522716522217,1.0000001192092896,0.260163277387619,0.2239115834236145,0.2640700042247772,0.2985321283340454,0.47580254077911377,0.3531527519226074,0.2248448133468628
",",0.3087472915649414,0.199491485953331,0.28617382049560547,0.23961079120635986,0.3350414037704468,0.33041635155677795,0.3541618287563324,0.5201468467712402,0.4933079481124878,0.2558487057685852,0.21998582780361176,0.31091248989105225
who,0.40942975878715515,0.2767873704433441,0.25013914704322815,0.30388808250427246,0.30533918738365173,0.3362814784049988,0.39246654510498047,0.2792111933231354,0.3733934462070465,0.1763724684715271,0.26402056217193604,0.26220351457595825
led,0.12112844735383987,0.2021511048078537,0.163116917014122,0.19885379076004028,0.19570133090019226,0.1288089156150818,0.23052383959293365,0.2990247309207916,0.3267505168914795,0.26527854800224304,0.1764916181564331,0.09273858368396759
the,0.42745697498321533,0.26607486605644226,0.35928019881248474,0.2230520099401474,0.2985321283340454,0.2945235073566437,0.40389683842658997,0.6662389636039734,1.0,0.25985947251319885,0.30872398614883423,0.22068053483963013
broncos,0.1787765771150589,0.15150584280490875,0.11294085532426834,0.2301175743341446,0.47580254077911377,0.24609561264514923,0.16986088454723358,0.20316283404827118,0.25985947251319885,1.0000001192092896,0.37456947565078735,0.18377114832401276
to,0.455847829580307,0.17841029167175293,0.4391997456550598,0.2070634365081787,0.2782730460166931,0.2719990611076355,0.4544740617275238,0.45010748505592346,0.535392165184021,0.23674264550209045,0.26970288157463074,0.29463258385658264
victory,0.12667348980903625,0.18970787525177002,0.08818180859088898,0.2299397885799408,0.2031494528055191,0.1130034327507019,0.12037180364131927,0.21562302112579346,0.2795662581920624,0.2864590585231781,0.18853209912776947,0.15412560105323792
in,0.30808621644973755,0.243671715259552,0.214483380317688,0.22177861630916595,0.2640700042247772,0.30261120200157166,0.36843645572662354,1.0,0.6662389636039734,0.20316283404827118,0.29437172412872314,0.20430970191955566
super,0.13651713728904724,0.14282771944999695,0.10955630242824554,0.1567493975162506,0.2389257848262787,0.2192588597536087,0.19903038442134857,0.18576006591320038,0.21959073841571808,0.36141330003738403,0.3508962392807007,0.166326642036438
bowl,0.15942467749118805,0.1355508714914322,0.11175493150949478,0.19344750046730042,0.3023669123649597,0.09355533123016357,0.19536113739013672,0.17236235737800598,0.21576224267482758,0.4351775348186493,0.2876890301704407,0.21118052303791046
xxxiii,0.13784337043762207,0.14693838357925415,0.13830754160881042,0.2142796516418457,0.32840511202812195,0.18602928519248962,0.21837696433067322,0.23179616034030914,0.3131234347820282,0.46111395955085754,0.33518922328948975,0.19756333529949188
at,0.2838611304759979,0.12666238844394684,0.17465277016162872,0.2018798142671585,0.2432812750339508,0.210249125957489,0.29004791378974915,0.4374977946281433,0.457212895154953,0.23374907672405243,0.0931321457028389,0.21978627145290375
age,0.1895245760679245,0.1854972243309021,0.10208502411842346,0.1256769895553589,0.17859137058258057,0.15082311630249023,0.1837892234325409,0.30576348304748535,0.24711290001869202,0.15090295672416687,0.22146792709827423,0.16859300434589386
38,0.027150537818670273,-0.04701818525791168,0.004456813912838697,0.052199386060237885,-0.03346579149365425,0.0745917484164238,-0.011694480665028095,0.033282700926065445,0.054539695382118225,0.11418159306049347,-0.027151189744472504,0.014457103796303272
and,0.31309178471565247,0.2629789710044861,0.3461615741252899,0.21634717285633087,0.2699993848800659,0.2922934591770172,0.4711785912513733,0.4954058527946472,0.5171257257461548,0.20959050953388214,0.24930554628372192,0.20544172823429108
is,0.28837618231773376,0.20847192406654358,0.4403602182865143,0.16449548304080963,0.22354689240455627,0.4011616110801697,0.3613572418689728,0.5394441485404968,0.5823672413825989,0.1288805603981018,0.202643483877182,0.22961433231830597
currently,0.21436211466789246,0.1817324310541153,0.2973312437534332,0.14914046227931976,0.260163277387619,1.0000001192092896,0.2911094129085541,0.30261120200157166,0.2945235073566437,0.24609561264514923,0.2520278990268707,0.1861555278301239
denver,0.1275133192539215,0.14515355229377747,0.14473900198936462,0.20788034796714783,0.41913217306137085,0.21811319887638092,0.17510470747947693,0.2221570909023285,0.2052404284477234,0.5774994492530823,0.3239319920539856,0.1520889848470688
's,0.02692362666130066,0.00619043642655015,-0.02895052544772625,-0.1023898646235466,-0.02843191660940647,-0.0480838343501091,-0.02807004563510418,-0.037580832839012146,-0.01540423184633255,-0.037254199385643005,-0.032248400151729584,-0.023395681753754616
executive,0.13765592873096466,0.20076528191566467,0.19015201926231384,0.24102510511875153,0.28169018030166626,0.24008940160274506,0.1287875771522522,0.1878502070903778,0.2402946650981903,0.24247092008590698,0.320770800113678,0.12134998291730881
vice,0.13314306735992432,0.1508837640285492,0.14689244329929352,0.18351557850837708,0.18452145159244537,0.17833906412124634,0.1517033576965332,0.14977192878723145,0.2412198781967163,0.24753323197364807,0.20233452320098877,0.1369185745716095
president,0.1870913952589035,0.1807754784822464,0.1396462619304657,0.21517303586006165,0.2424377053976059,0.17231957614421844,0.13375303149223328,0.18811661005020142,0.24330610036849976,0.2671094536781311,0.15599095821380615,0.14148259162902832
of,0.33290785551071167,0.1797693818807602,0.3119818866252899,0.2407056987285614,0.2248365581035614,0.2655649185180664,0.3802283704280853,0.5696388483047485,0.733189046382904,0.19310332834720612,0.19948603212833405,0.1826142966747284
football,0.21136903762817383,0.15245062112808228,0.13112355768680573,0.14889387786388397,0.38217997550964355,0.273979127407074,0.15389814972877502,0.2378888875246048,0.18794101476669312,0.4019828736782074,0.24350908398628235,0.14957410097122192
