,how,were,huguenot,settlers,assimilated,into,north,american,society,at,large,?
the,0.33890387415885925,0.3906462490558624,0.29557526111602783,0.27202945947647095,0.2895320653915405,0.39493247866630554,0.36298373341560364,0.24562937021255493,0.2789285480976105,0.457212895154953,0.3828733265399933,0.22068053483963013
huguenots,0.17459295690059662,0.2728680968284607,0.9459913372993469,0.4056675434112549,0.35602203011512756,0.2140740305185318,0.24482622742652893,0.14889417588710785,0.19993522763252258,0.23423780500888824,0.22648413479328156,0.16010338068008423
adapted,0.24112145602703094,0.2037496268749237,0.10479916632175446,0.1571347862482071,0.30952560901641846,0.21146175265312195,0.0469525083899498,0.1583385020494461,0.19588252902030945,0.1444798856973648,0.192176952958107,0.13878031075000763
quickly,0.3508535623550415,0.2661147117614746,0.1836615651845932,0.2486015409231186,0.22995924949645996,0.34498292207717896,0.17211702466011047,0.1092785894870758,0.12772053480148315,0.27349552512168884,0.28145816922187805,0.18131443858146667
and,0.33647966384887695,0.42175528407096863,0.2762077748775482,0.2655184268951416,0.32557547092437744,0.36597734689712524,0.2776443064212799,0.32290002703666687,0.24110737442970276,0.3571503460407257,0.3404269814491272,0.20544172823429108
often,0.41107481718063354,0.41229429841041565,0.18688459694385529,0.2264140248298645,0.31882932782173157,0.24061019718647003,0.17081458866596222,0.21786025166511536,0.27388662099838257,0.24406926333904266,0.4083803594112396,0.23748154938220978
married,0.1005021259188652,0.1966971904039383,0.251327782869339,0.18331824243068695,0.22254055738449097,0.12091542780399323,0.17220692336559296,0.2864185869693756,0.12743009626865387,0.23491297662258148,0.10176082700490952,0.18062160909175873
outside,0.2897700369358063,0.22631162405014038,0.2478814572095871,0.15615622699260712,0.26394402980804443,0.32923445105552673,0.24378706514835358,0.1190430223941803,0.13831377029418945,0.29160594940185547,0.3054707646369934,0.14839068055152893
their,0.3316696584224701,0.43277356028556824,0.2711643874645233,0.30316367745399475,0.3576238751411438,0.24211956560611725,0.14030487835407257,0.2323206216096878,0.2464519739151001,0.23641370236873627,0.2902883291244507,0.1898253709077835
immediate,0.25244390964508057,0.16527153551578522,0.2519111931324005,0.22138018906116486,0.27570387721061707,0.24592642486095428,0.1511434018611908,0.08356017619371414,0.19756563007831573,0.2422749251127243,0.20129838585853577,0.2325933575630188
french,0.14884154498577118,0.22002479434013367,0.5233030915260315,0.22402764856815338,0.2457323968410492,0.1669895350933075,0.14223402738571167,0.3777676820755005,0.12591984868049622,0.17825756967067719,0.16551434993743896,0.1386883556842804
communities,0.17836906015872955,0.23886330425739288,0.21271143853664398,0.3892512321472168,0.43045732378959656,0.20231099426746368,0.17402268946170807,0.12641498446464539,0.339111328125,0.11117881536483765,0.2712402641773224,0.20171424746513367
",",0.22659391164779663,0.36755475401878357,0.24752236902713776,0.23535142838954926,0.25745517015457153,0.2826121151447296,0.31834840774536133,0.3048616647720337,0.20629194378852844,0.38314947485923767,0.2263888567686081,0.31091248989105225
which,0.4852597713470459,0.2807837128639221,0.22239398956298828,0.20580653846263885,0.322245329618454,0.4405161738395691,0.2384447455406189,0.16603466868400574,0.2405610978603363,0.3286694884300232,0.46308431029319763,0.25814583897590637
led,0.15437260270118713,0.3353847861289978,0.25171127915382385,0.28207916021347046,0.33622440695762634,0.19662180542945862,0.17305970191955566,0.18820922076702118,0.13442179560661316,0.21907441318035126,0.19287152588367462,0.09273858368396759
to,0.44169697165489197,0.31913647055625916,0.24496324360370636,0.323935329914093,0.28333279490470886,0.38810545206069946,0.2743184268474579,0.16338081657886505,0.20199917256832123,0.36524343490600586,0.3150999844074249,0.29463258385658264
their,0.3316696584224701,0.43277356028556824,0.2711643874645233,0.30316367745399475,0.3576238751411438,0.24211956560611725,0.14030487835407257,0.2323206216096878,0.2464519739151001,0.23641370236873627,0.2902883291244507,0.1898253709077835
assimilation,0.27315521240234375,0.30970507860183716,0.3799285292625427,0.38738149404525757,0.8547903299331665,0.23875707387924194,0.1823994219303131,0.16315072774887085,0.3331563174724579,0.11403763294219971,0.28404682874679565,0.16427330672740936
.,0.3287222981452942,0.3378238379955292,0.2060975730419159,0.21710044145584106,0.20752108097076416,0.26250120997428894,0.3171539604663849,0.29108086228370667,0.18022798001766205,0.4549728035926819,0.2304532378911972,0.4130953550338745
