,what,person,argues,that,civil,disobedience,is,used,to,describe,everything,?
it,0.45803478360176086,0.35048896074295044,0.16716185212135315,0.5921133160591125,0.17707513272762299,0.2648297846317291,0.6328473687171936,0.3575260639190674,0.513711154460907,0.1973889172077179,0.3853057026863098,0.25732165575027466
has,0.20338068902492523,0.27275896072387695,0.18066540360450745,0.41272613406181335,0.14805923402309418,0.11896127462387085,0.5668748617172241,0.23367926478385925,0.3619994819164276,0.191810742020607,0.2556992173194885,0.15994466841220856
been,0.2567804455757141,0.2243337780237198,0.13729968667030334,0.4152003228664398,0.16754008829593658,0.20087917149066925,0.39566612243652344,0.2855360507965088,0.34945759177207947,0.1950061023235321,0.29596781730651855,0.24354910850524902
argued,0.31776854395866394,0.198448047041893,0.6776454448699951,0.3780103027820587,0.22184301912784576,0.387824684381485,0.08507123589515686,0.21631455421447754,0.24650873243808746,0.24929578602313995,0.25143593549728394,0.18905270099639893
that,0.6297725439071655,0.4460006356239319,0.3249100148677826,1.0,0.16867391765117645,0.3551425039768219,0.3995479643344879,0.37621384859085083,0.5436353087425232,0.3340485394001007,0.5565982460975647,0.32716336846351624
the,0.42745697498321533,0.3487054407596588,0.22893615067005157,0.5473989248275757,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.3718377649784088,0.535392165184021,0.26495152711868286,0.33579888939857483,0.22068053483963013
term,0.25282326340675354,0.23903398215770721,0.21484902501106262,0.2833994925022125,0.15453830361366272,0.19347046315670013,0.270183801651001,0.4406372904777527,0.3310292959213257,0.5586300492286682,0.19005964696407318,0.1901002675294876
``,0.008517155423760414,0.0973467007279396,0.003483326407149434,0.05285148695111275,0.06784805655479431,0.06214885041117668,0.058766357600688934,0.08103004097938538,0.06720756739377975,0.03843066468834877,-0.08492902666330338,0.0685480609536171
civil,0.15091551840305328,0.14342966675758362,0.17222075164318085,0.16867391765117645,1.0,0.5442691445350647,0.16941262781620026,0.18663932383060455,0.2019355595111847,0.1281740814447403,0.16113285720348358,0.1494513899087906
disobedience,0.3298627436161041,0.3194018602371216,0.3338176906108856,0.3551425039768219,0.5442691445350647,1.0,0.21453623473644257,0.16147232055664062,0.30665844678878784,0.22661055624485016,0.27076080441474915,0.19890835881233215
'',0.08143015950918198,0.04217761754989624,0.035097599029541016,0.007880004122853279,-0.062313709408044815,0.003403886454179883,0.0793738141655922,0.050410956144332886,-0.009905828163027763,0.07821051776409149,-0.016277167946100235,0.018684765323996544
has,0.20338068902492523,0.27275896072387695,0.18066540360450745,0.41272613406181335,0.14805923402309418,0.11896127462387085,0.5668748617172241,0.23367926478385925,0.3619994819164276,0.191810742020607,0.2556992173194885,0.15994466841220856
always,0.413568377494812,0.3200763761997223,0.24424156546592712,0.5147446393966675,0.22498172521591187,0.29571831226348877,0.3208111822605133,0.3091440200805664,0.42001017928123474,0.30032840371131897,0.4947930574417114,0.26136693358421326
suffered,0.13741295039653778,0.17050085961818695,0.21179595589637756,0.22544844448566437,0.18557174503803253,0.2571471035480499,0.17168132960796356,0.18501901626586914,0.15722067654132843,0.19210076332092285,0.07104765623807907,0.08963493257761002
from,0.2737620174884796,0.21919812262058258,0.1605592519044876,0.3477667272090912,0.11420916765928268,0.1641564965248108,0.27355384826660156,0.25821518898010254,0.4069952368736267,0.21145036816596985,0.18737372756004333,0.19969791173934937
ambiguity,0.31952598690986633,0.2898840308189392,0.28139007091522217,0.348736047744751,0.1572445034980774,0.2044411599636078,0.27894535660743713,0.2913334369659424,0.3191697895526886,0.3413945734500885,0.2327479124069214,0.3305346965789795
and,0.31309178471565247,0.27333492040634155,0.27027055621147156,0.4731321930885315,0.25259146094322205,0.3041999638080597,0.3859752118587494,0.3150506615638733,0.48971283435821533,0.24788004159927368,0.3435525596141815,0.20544172823429108
in,0.30808621644973755,0.23876774311065674,0.1981038600206375,0.435920387506485,0.26466667652130127,0.3054615259170532,0.5394441485404968,0.3090210556983948,0.45010748505592346,0.2910135090351105,0.19690652191638947,0.20430970191955566
modern,0.2655639946460724,0.12768928706645966,0.16044342517852783,0.24473170936107635,0.15365588665008545,0.17687927186489105,0.24170172214508057,0.3580559492111206,0.193939670920372,0.2572595179080963,0.18258237838745117,0.12475407868623734
times,0.21414996683597565,0.1573130488395691,0.15733304619789124,0.2866678833961487,0.11522168666124344,0.14712707698345184,0.21773184835910797,0.20525412261486053,0.32875269651412964,0.2360355705022812,0.25684893131256104,0.18880689144134521
",",0.3087472915649414,0.2255365252494812,0.23710490763187408,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.18910212814807892,0.2650904655456543,0.31091248989105225
become,0.27134042978286743,0.3067088723182678,0.20421141386032104,0.33698222041130066,0.17076370120048523,0.2244395911693573,0.2983444035053253,0.14579057693481445,0.36996012926101685,0.21157141029834747,0.22862423956394196,0.19511328637599945
utterly,0.346035897731781,0.2672697603702545,0.19229179620742798,0.34776604175567627,0.25180381536483765,0.3884568512439728,0.21057605743408203,0.17169204354286194,0.21309275925159454,0.21261557936668396,0.37160491943359375,0.274373859167099
debased,0.3703470826148987,0.22440889477729797,0.29503753781318665,0.4249524474143982,0.24097253382205963,0.23023422062397003,0.32968568801879883,0.378004252910614,0.31002679467201233,0.2877359986305237,0.28970569372177124,0.29474905133247375
.,0.3567904531955719,0.29091694951057434,0.20865966379642487,0.4460422694683075,0.2541380822658539,0.2603943943977356,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.17917026579380035,0.29731860756874084,0.4130953550338745
