,what,was,the,final,score,of,the,game,between,the,panthers,and,the,seahawks,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3543182611465454,0.2042495757341385,0.733189046382904,1.0,0.285271555185318,0.39067012071609497,1.0,0.2602776288986206,0.5171257257461548,1.0,0.24584239721298218,0.22068053483963013
panthers,0.17002959549427032,0.2605615258216858,0.2602776288986206,0.19609025120735168,0.1884668916463852,0.23357392847537994,0.2602776288986206,0.26323550939559937,0.14474701881408691,0.2602776288986206,0.9999999403953552,0.2230100929737091,0.2602776288986206,0.6191272139549255,0.16608978807926178
beat,0.15686821937561035,0.20154671370983124,0.24951939284801483,0.32037389278411865,0.2974954843521118,0.15358257293701172,0.24951939284801483,0.30160796642303467,0.13233555853366852,0.24951939284801483,0.2554819583892822,0.2474934160709381,0.24951939284801483,0.3127140402793884,0.19461682438850403
the,0.42745697498321533,0.48711544275283813,1.0,0.3543182611465454,0.2042495757341385,0.733189046382904,1.0,0.285271555185318,0.39067012071609497,1.0,0.2602776288986206,0.5171257257461548,1.0,0.24584239721298218,0.22068053483963013
seattle,0.15192578732967377,0.25450775027275085,0.2813572883605957,0.22936035692691803,0.2318543791770935,0.1965828686952591,0.2813572883605957,0.23713567852973938,0.08286326378583908,0.2813572883605957,0.32939714193344116,0.19649718701839447,0.2813572883605957,0.6021303534507751,0.16032689809799194
seahawks,0.19381451606750488,0.2131885290145874,0.24584239721298218,0.25275611877441406,0.3014063835144043,0.16790448129177094,0.24584239721298218,0.3682652413845062,0.10867214947938919,0.24584239721298218,0.6191272139549255,0.2007969468832016,0.24584239721298218,1.0,0.20517028868198395
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.25512343645095825,0.13240541517734528,0.5696388483047485,0.6662389636039734,0.23986028134822845,0.41100412607192993,0.6662389636039734,0.2115829735994339,0.4954058527946472,0.6662389636039734,0.17017868161201477,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3543182611465454,0.2042495757341385,0.733189046382904,1.0,0.285271555185318,0.39067012071609497,1.0,0.2602776288986206,0.5171257257461548,1.0,0.24584239721298218,0.22068053483963013
divisional,0.19920207560062408,0.22680401802062988,0.29866886138916016,0.23647022247314453,0.2060089260339737,0.3047286868095398,0.29866886138916016,0.1927962601184845,0.19302970170974731,0.29866886138916016,0.31217241287231445,0.23339633643627167,0.29866886138916016,0.34633976221084595,0.08093056827783585
round,0.19122174382209778,0.11483433097600937,0.19933617115020752,0.3328535258769989,0.24258959293365479,0.15754494071006775,0.19933617115020752,0.24281927943229675,0.12289085239171982,0.19933617115020752,0.2859363555908203,0.23684285581111908,0.19933617115020752,0.31914040446281433,0.17003268003463745
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24864837527275085,0.16025088727474213,0.4946078956127167,0.4933079481124878,0.2653886377811432,0.27714940905570984,0.4933079481124878,0.2494642585515976,0.6633074283599854,0.4933079481124878,0.27268078923225403,0.31091248989105225
running,0.2357972115278244,0.20939749479293823,0.28883472084999084,0.16662289202213287,0.18122859299182892,0.2329012006521225,0.28883472084999084,0.2231830656528473,0.19084182381629944,0.28883472084999084,0.1742893010377884,0.29286429286003113,0.28883472084999084,0.21780510246753693,0.15679655969142914
up,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.2190607190132141,0.19020967185497284,0.32945773005485535,0.38423117995262146,0.2075866311788559,0.2911964952945709,0.38423117995262146,0.22487294673919678,0.4032393991947174,0.38423117995262146,0.24465544521808624,0.1819818764925003
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.24625235795974731,0.19997252523899078,0.5052502155303955,0.5829201340675354,0.23211604356765747,0.29385313391685486,0.5829201340675354,0.2255268394947052,0.3739250600337982,0.5829201340675354,0.19143040478229523,0.23916715383529663
31–0,-0.13924476504325867,-0.32571345567703247,-0.2617221772670746,-0.15363755822181702,-0.07248832285404205,-0.20049697160720825,-0.2617221772670746,-0.09204878658056259,-0.11863487213850021,-0.2617221772670746,-0.11012716591358185,-0.10308242589235306,-0.2617221772670746,-0.05529259517788887,-0.012736250646412373
halftime,0.18945850431919098,0.3564006984233856,0.31780552864074707,0.33801475167274475,0.30870866775512695,0.2234645038843155,0.31780552864074707,0.3788028657436371,0.22552506625652313,0.31780552864074707,0.4050578474998474,0.34601953625679016,0.31780552864074707,0.4441678524017334,0.21138669550418854
lead,0.19642074406147003,0.1970783770084381,0.21995973587036133,0.17907705903053284,0.17366914451122284,0.19835850596427917,0.21995973587036133,0.18853990733623505,0.14819706976413727,0.21995973587036133,0.19878502190113068,0.31077226996421814,0.21995973587036133,0.1908133625984192,0.14552436769008636
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2635152339935303,0.16766662895679474,0.5116966962814331,0.5171257257461548,0.25192898511886597,0.40645647048950195,0.5171257257461548,0.2230100929737091,1.0,0.5171257257461548,0.2007969468832016,0.20544172823429108
then,0.4072686731815338,0.27044644951820374,0.4297412931919098,0.2475893348455429,0.13396427035331726,0.2937326431274414,0.4297412931919098,0.2141346037387848,0.24181056022644043,0.4297412931919098,0.1711401343345642,0.4372139573097229,0.4297412931919098,0.22908446192741394,0.2884598970413208
holding,0.2065298706293106,0.18529468774795532,0.31092849373817444,0.13654476404190063,0.10089302062988281,0.25994744896888733,0.31092849373817444,0.16146938502788544,0.10314770042896271,0.31092849373817444,0.19714322686195374,0.2692902982234955,0.31092849373817444,0.1563858538866043,0.17956523597240448
off,0.2350364625453949,0.15734454989433289,0.2773582935333252,0.2169317603111267,0.1783144325017929,0.20023372769355774,0.2773582935333252,0.22262907028198242,0.23867270350456238,0.2773582935333252,0.15033701062202454,0.2800697982311249,0.2773582935333252,0.2335018366575241,0.12937544286251068
