,which,famous,indian,took,a,plea,and,put,himself,at,the,mercy,of,the,courts,?
but,0.55336993932724,0.18215137720108032,0.16328158974647522,0.2571498453617096,0.44750767946243286,0.2705061137676239,0.5762497186660767,0.3672731816768646,0.2635665535926819,0.33498162031173706,0.4859698414802551,0.17329560220241547,0.39942997694015503,0.4859698414802551,0.26579469442367554,0.27921953797340393
some,0.5407140851020813,0.32524365186691284,0.148685485124588,0.214962437748909,0.34539633989334106,0.17292723059654236,0.5337774157524109,0.3591316342353821,0.2257494181394577,0.25582021474838257,0.4566698372364044,0.11494167149066925,0.4300730526447296,0.4566698372364044,0.2522274851799011,0.2562315762042999
activists,0.1734645962715149,0.19246795773506165,0.25075313448905945,0.23558704555034637,0.16165311634540558,0.12698261439800262,0.2517048716545105,0.1723947376012802,0.16565027832984924,0.16754630208015442,0.24015213549137115,0.1665397584438324,0.20481804013252258,0.24015213549137115,0.23293472826480865,0.16656693816184998
have,0.49652695655822754,0.1656617969274521,0.14501652121543884,0.25429603457450867,0.338716596364975,0.19460171461105347,0.4711785912513733,0.391414999961853,0.15683495998382568,0.29004791378974915,0.40389683842658997,0.12377597391605377,0.3802283704280853,0.40389683842658997,0.25440895557403564,0.32991164922714233
opted,0.24686095118522644,0.11585372686386108,0.09978073090314865,0.26323968172073364,0.2519358694553375,0.11599180102348328,0.1835804134607315,0.24174588918685913,0.18720144033432007,0.1579127013683319,0.27604472637176514,0.10155335813760757,0.24038542807102203,0.27604472637176514,0.17271147668361664,0.25199010968208313
to,0.5345056653022766,0.12665097415447235,0.19344423711299896,0.24576251208782196,0.45503583550453186,0.24961312115192413,0.48971283435821533,0.36244112253189087,0.2758015990257263,0.36524343490600586,0.535392165184021,0.22879230976104736,0.41548454761505127,0.535392165184021,0.2114926129579544,0.29463258385658264
enter,0.30188173055648804,0.11748186498880386,0.14669287204742432,0.1539071798324585,0.2502499222755432,0.18971571326255798,0.30870890617370605,0.325074702501297,0.1360756903886795,0.2645385265350342,0.3499310314655304,0.19084063172340393,0.23793351650238037,0.3499310314655304,0.12913228571414948,0.11047764122486115
a,0.56894451379776,0.26728492975234985,0.21449552476406097,0.18697012960910797,1.0,0.16599608957767487,0.3739250600337982,0.35192930698394775,0.2141161412000656,0.3095070421695709,0.5829201340675354,0.2144133299589157,0.5052502155303955,0.5829201340675354,0.23228667676448822,0.23916715383529663
blind,0.22801150381565094,0.13892781734466553,0.13278228044509888,0.08954925090074539,0.24279455840587616,0.14821204543113708,0.21415996551513672,0.11893167346715927,0.14614291489124298,0.16407103836536407,0.18614573776721954,0.17183442413806915,0.17185138165950775,0.18614573776721954,0.10745350271463394,0.11960162967443466
plea,0.16532884538173676,0.07106766849756241,0.10463730245828629,0.19021889567375183,0.16599608957767487,1.0000001192092896,0.19093772768974304,0.25195008516311646,0.2157575935125351,0.15239907801151276,0.19232803583145142,0.30916404724121094,0.12213211506605148,0.19232803583145142,0.2866477966308594,0.25167709589004517
",",0.3658004403114319,0.2816491723060608,0.2407594621181488,0.27655306458473206,0.427140474319458,0.21992337703704834,0.6633074283599854,0.28264448046684265,0.18494756519794464,0.38314947485923767,0.4933079481124878,0.281095951795578,0.4946078956127167,0.4933079481124878,0.21853886544704437,0.31091248989105225
pleading,0.2660181522369385,0.1879294216632843,0.19007764756679535,0.24846187233924866,0.27745652198791504,0.671013355255127,0.29147064685821533,0.34096935391426086,0.26863372325897217,0.19759809970855713,0.30674275755882263,0.2737976312637329,0.23642598092556,0.30674275755882263,0.38862669467926025,0.28710174560546875
guilty,0.11692937463521957,0.13908031582832336,0.11793001741170883,0.161396324634552,0.18984173238277435,0.3787485659122467,0.15852567553520203,0.2332843542098999,0.2633647620677948,0.16567951440811157,0.17396102845668793,0.22902674973011017,0.15539902448654175,0.17396102845668793,0.34774050116539,0.17103199660778046
without,0.3639591634273529,0.04813356697559357,0.13692861795425415,0.15191803872585297,0.2797018885612488,0.18589605391025543,0.35511502623558044,0.3168945610523224,0.19143666326999664,0.191813126206398,0.3270869255065918,0.10101445764303207,0.3081340193748474,0.3270869255065918,0.1812027245759964,0.2928665280342102
any,0.5186169743537903,0.07860966771841049,0.2373262494802475,0.20770363509655,0.45031747221946716,0.2353552132844925,0.3363793194293976,0.34401676058769226,0.1890815645456314,0.2206675112247467,0.4525727927684784,0.1789778470993042,0.3769088089466095,0.4525727927684784,0.26923608779907227,0.4113408327102661
plea,0.16532884538173676,0.07106766849756241,0.10463730245828629,0.19021889567375183,0.16599608957767487,1.0000001192092896,0.19093772768974304,0.25195008516311646,0.2157575935125351,0.15239907801151276,0.19232803583145142,0.30916404724121094,0.12213211506605148,0.19232803583145142,0.2866477966308594,0.25167709589004517
agreement,0.24597544968128204,0.0794704258441925,0.145246222615242,0.23406283557415009,0.203191339969635,0.24975751340389252,0.22375741600990295,0.18200895190238953,0.1287786066532135,0.16210845112800598,0.2490699142217636,0.2062147706747055,0.21259461343288422,0.2490699142217636,0.18643811345100403,0.15830197930335999
in,0.4840516746044159,0.34673580527305603,0.17715758085250854,0.2818296551704407,0.539380669593811,0.17993445694446564,0.4954058527946472,0.26728662848472595,0.1521509736776352,0.4374977946281433,0.6662389636039734,0.1804022192955017,0.5696388483047485,0.6662389636039734,0.2495848685503006,0.20430970191955566
place,0.31738516688346863,0.18345114588737488,0.16918030381202698,0.46866047382354736,0.3079278767108917,0.1563711017370224,0.2813849449157715,0.35018742084503174,0.12619739770889282,0.3307865858078003,0.4179787337779999,0.16077834367752075,0.2685627043247223,0.4179787337779999,0.168346107006073,0.2455766350030899
.,0.45942068099975586,0.2322506159543991,0.2388933300971985,0.2481018751859665,0.50484299659729,0.14726075530052185,0.588965117931366,0.32595527172088623,0.16836950182914734,0.4549728035926819,0.5934505462646484,0.28928038477897644,0.5352458953857422,0.5934505462646484,0.2468891590833664,0.4130953550338745
,which,famous,indian,took,a,plea,and,put,himself,at,the,mercy,of,the,courts,?
mohandas,0.2347727119922638,0.3107984960079193,0.47276002168655396,0.1591137796640396,0.2616277039051056,0.21772974729537964,0.2751021981239319,0.10932055860757828,0.23024028539657593,0.17957213521003723,0.26229381561279297,0.21528516709804535,0.24873298406600952,0.26229381561279297,0.23704923689365387,0.15167808532714844
gandhi,0.18752406537532806,0.1930745542049408,0.5152897834777832,0.15479721128940582,0.2022973597049713,0.2853706181049347,0.20518991351127625,0.12254947423934937,0.17552977800369263,0.21931293606758118,0.23259694874286652,0.22286644577980042,0.2484963834285736,0.23259694874286652,0.09832262247800827,0.18234050273895264
pleaded,0.13523800671100616,0.11968672275543213,0.16701878607273102,0.30876031517982483,0.20382115244865417,0.6473057270050049,0.23391425609588623,0.3116450905799866,0.28934457898139954,0.18602077662944794,0.21491344273090363,0.3313325047492981,0.2286929041147232,0.21491344273090363,0.35557428002357483,0.18678340315818787
guilty,0.11692937463521957,0.13908031582832336,0.11793001741170883,0.161396324634552,0.18984173238277435,0.3787485659122467,0.15852567553520203,0.2332843542098999,0.2633647620677948,0.16567951440811157,0.17396102845668793,0.22902674973011017,0.15539902448654175,0.17396102845668793,0.34774050116539,0.17103199660778046
and,0.506277859210968,0.2970265746116638,0.24078236520290375,0.25750628113746643,0.3739250600337982,0.19093772768974304,1.0,0.3297767639160156,0.23012475669384003,0.3571503460407257,0.5171257257461548,0.21787886321544647,0.5116966962814331,0.5171257257461548,0.2592387795448303,0.20544172823429108
told,0.22277295589447021,0.22275657951831818,0.11878199875354767,0.37235257029533386,0.18592841923236847,0.25327444076538086,0.27008020877838135,0.37534645199775696,0.36197561025619507,0.253207802772522,0.25361230969429016,0.2632333040237427,0.23664528131484985,0.25361230969429016,0.1668112725019455,0.28178566694259644
