,at,what,age,did,british,gas,plc,force,their,workers,to,retire,?
in,0.4374977946281433,0.30808621644973755,0.30576348304748535,0.2593238651752472,0.23084034025669098,0.20770272612571716,0.15119710564613342,0.21744468808174133,0.34976133704185486,0.2254374474287033,0.45010748505592346,0.1644437462091446,0.20430970191955566
foster,0.15935100615024567,0.1599615067243576,0.22003722190856934,0.10800105333328247,0.262979120016098,0.1579349786043167,0.2564094066619873,0.06950099766254425,0.25436240434646606,0.1855987161397934,0.2713456153869629,0.21069103479385376,0.15768253803253174
v,0.16234125196933746,0.16628342866897583,0.05647428706288338,0.17618848383426666,0.1269635409116745,0.22199827432632446,0.1756189912557602,0.23607337474822998,0.12335491925477982,0.07498760521411896,0.2109750658273697,0.13622409105300903,0.28677162528038025
british,0.21751968562602997,0.19255435466766357,0.1263081282377243,0.2039594054222107,1.0,0.11553224176168442,0.24165239930152893,0.15969642996788025,0.19777938723564148,0.1273069530725479,0.22690963745117188,0.12866272032260895,0.09711728990077972
gas,0.21085567772388458,0.20887799561023712,0.13940544426441193,0.14743757247924805,0.11553224176168442,0.9999999403953552,0.23991228640079498,0.21216639876365662,0.1965130865573883,0.19155308604240417,0.25276535749435425,0.09209758043289185,0.1582372784614563
plc,0.14014287292957306,0.11416639387607574,0.08368095010519028,0.047374505549669266,0.24165239930152893,0.23991228640079498,0.9999999403953552,0.10906203836202621,0.1999693661928177,0.25786474347114563,0.21068741381168365,0.08285503089427948,0.15035967528820038
the,0.457212895154953,0.42745697498321533,0.24711290001869202,0.34736719727516174,0.28973397612571716,0.2339978665113449,0.2042294442653656,0.2800885736942291,0.516537070274353,0.23066683113574982,0.535392165184021,0.1796000748872757,0.22068053483963013
court,0.22898134589195251,0.23440583050251007,0.17675834894180298,0.23020441830158234,0.16021659970283508,0.05434711277484894,0.19422487914562225,0.1921437382698059,0.18032172322273254,0.1229957640171051,0.24824365973472595,0.22893258929252625,0.17100423574447632
of,0.42558613419532776,0.33290785551071167,0.2372717410326004,0.2513895630836487,0.23701532185077667,0.21246914565563202,0.19138579070568085,0.27094775438308716,0.4329940676689148,0.20827822387218475,0.41548454761505127,0.13342295587062836,0.1826142966747284
justice,0.12562339007854462,0.21462921798229218,0.16422145068645477,0.10621706396341324,0.13666149973869324,0.05725731700658798,0.166755810379982,0.22144833207130432,0.15262901782989502,0.22053030133247375,0.19197677075862885,0.24456602334976196,0.19269752502441406
held,0.3822793960571289,0.0974166989326477,0.15829674899578094,0.18607917428016663,0.16985245048999786,0.05785650014877319,0.19761383533477783,0.17485816776752472,0.2292191982269287,0.19873882830142975,0.22177374362945557,0.19923485815525055,0.14103956520557404
that,0.3183255195617676,0.6297725439071655,0.18966884911060333,0.47518548369407654,0.19530552625656128,0.2489587664604187,0.1702956259250641,0.26810982823371887,0.4266771972179413,0.22227567434310913,0.5436353087425232,0.23837335407733917,0.32716336846351624
mrs,0.08566439151763916,0.17095054686069489,0.07973514497280121,0.20436818897724152,0.23853667080402374,0.088259756565094,0.22414879500865936,0.06520817428827286,0.11434005945920944,0.18304955959320068,0.17681506276130676,0.18009629845619202,0.18098576366901398
foster,0.15935100615024567,0.1599615067243576,0.22003722190856934,0.10800105333328247,0.262979120016098,0.1579349786043167,0.2564094066619873,0.06950099766254425,0.25436240434646606,0.1855987161397934,0.2713456153869629,0.21069103479385376,0.15768253803253174
was,0.36707764863967896,0.22111038863658905,0.27072176337242126,0.41399896144866943,0.31934812664985657,0.14390388131141663,0.14266462624073029,0.20879842340946198,0.2396296262741089,0.21813365817070007,0.3636345863342285,0.2775256037712097,0.18412111699581146
entitled,0.1659850925207138,0.3050041198730469,0.12728704512119293,0.25660303235054016,0.15006165206432343,0.096808061003685,0.1780504584312439,0.08943011611700058,0.3263395130634308,0.19265314936637878,0.2588021159172058,0.14060133695602417,0.2216128408908844
to,0.36524343490600586,0.455847829580307,0.23830388486385345,0.4452643394470215,0.22690963745117188,0.25276535749435425,0.21068741381168365,0.24496492743492126,0.44619059562683105,0.2307046800851822,1.0,0.3089917302131653,0.29463258385658264
bring,0.19455334544181824,0.3273051679134369,0.08314812928438187,0.2784508764743805,0.1327195018529892,0.20404452085494995,0.1554509848356247,0.18655309081077576,0.3147883415222168,0.17690731585025787,0.4213464558124542,0.332829087972641,0.250621497631073
a,0.3095070421695709,0.3320399522781372,0.19297243654727936,0.2552328109741211,0.1984395682811737,0.26485589146614075,0.20290197432041168,0.2451154738664627,0.29698723554611206,0.25033822655677795,0.45503583550453186,0.1891724318265915,0.23916715383529663
