,what,is,the,mongolian,name,of,the,first,mongolian,laws,codified,in,writing,?
he,0.3114890456199646,0.36230841279029846,0.4571082592010498,0.12671193480491638,0.16665782034397125,0.38706058263778687,0.4571082592010498,0.3826274573802948,0.12671193480491638,0.24976596236228943,0.23447290062904358,0.41690486669540405,0.30022892355918884,0.2089974731206894
is,0.28837618231773376,1.0,0.5823672413825989,0.20271806418895721,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.30889374017715454,0.20271806418895721,0.17527072131633759,0.16559025645256042,0.5394441485404968,0.22832350432872772,0.22961433231830597
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.26170778274536133,0.34663957357406616,0.4924938678741455,0.6021018624305725,0.43768298625946045,0.26170778274536133,0.3000333905220032,0.26759102940559387,0.5073733329772949,0.2981863021850586,0.21848613023757935
given,0.21883496642112732,0.249215230345726,0.37508252263069153,0.11259814351797104,0.33893364667892456,0.39388060569763184,0.37508252263069153,0.29456719756126404,0.11259814351797104,0.2088303565979004,0.2546062469482422,0.2528568208217621,0.22426842153072357,0.2570464313030243
credit,0.24852240085601807,0.07379506528377533,0.20452284812927246,0.11401480436325073,0.21740786731243134,0.1627483367919922,0.20452284812927246,0.19086527824401855,0.11401480436325073,0.23169587552547455,0.22770455479621887,0.07863761484622955,0.28011736273765564,0.13371090590953827
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.1855597198009491,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.3800288736820221,0.1855597198009491,0.22385212779045105,0.22251799702644348,0.4322226941585541,0.36352667212486267,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.2657795250415802,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2657795250415802,0.2587076723575592,0.3358305096626282,0.6662389636039734,0.2579600512981415,0.22068053483963013
introduction,0.2245079129934311,0.16057826578617096,0.2808631956577301,0.15952928364276886,0.11162520200014114,0.24229779839515686,0.2808631956577301,0.2758008539676666,0.15952928364276886,0.2511311173439026,0.37365850806236267,0.20148611068725586,0.37283390760421753,0.27021539211273193
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.22608324885368347,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.22608324885368347,0.2539142072200775,0.2921281158924103,0.5696388483047485,0.25490155816078186,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2657795250415802,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2657795250415802,0.2587076723575592,0.3358305096626282,0.6662389636039734,0.2579600512981415,0.22068053483963013
traditional,0.20066824555397034,0.24577821791172028,0.25703898072242737,0.25000420212745667,0.12752816081047058,0.32287317514419556,0.25703898072242737,0.20990173518657684,0.25000420212745667,0.24666602909564972,0.30738455057144165,0.2736763060092926,0.2556622624397278,0.1327509582042694
mongolian,0.15557456016540527,0.20271806418895721,0.2657795250415802,0.9999999403953552,0.19098106026649475,0.22608324885368347,0.2657795250415802,0.11414650827646255,0.9999999403953552,0.07201680541038513,0.2113535851240158,0.1663515418767929,0.20381736755371094,0.13122369349002838
script,0.23662243783473969,0.17416605353355408,0.21384064853191376,0.3014172613620758,0.17380252480506897,0.13506785035133362,0.21384064853191376,0.18706099689006805,0.3014172613620758,0.12914128601551056,0.2772113084793091,0.17682331800460815,0.45718008279800415,0.24144527316093445
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22904802858829498,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3167642652988434,0.22904802858829498,0.290377676486969,0.29245686531066895,0.4954058527946472,0.2963903546333313,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.2657795250415802,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2657795250415802,0.2587076723575592,0.3358305096626282,0.6662389636039734,0.2579600512981415,0.22068053483963013
creation,0.2653278112411499,0.2773818373680115,0.34625571966171265,0.08486192673444748,0.23350664973258972,0.35750406980514526,0.34625571966171265,0.24566496908664703,0.08486192673444748,0.26367801427841187,0.2970259189605713,0.22394786775112152,0.2717517614364624,0.2407430112361908
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.22608324885368347,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.22608324885368347,0.2539142072200775,0.2921281158924103,0.5696388483047485,0.25490155816078186,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2657795250415802,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2657795250415802,0.2587076723575592,0.3358305096626282,0.6662389636039734,0.2579600512981415,0.22068053483963013
ikh,0.17602427303791046,0.1562555581331253,0.18611209094524384,0.32306721806526184,0.08738191425800323,0.16919322311878204,0.18611209094524384,0.11062531918287277,0.32306721806526184,0.14020198583602905,0.24866847693920135,0.15969127416610718,0.1016797125339508,0.19104276597499847
zasag,0.22751416265964508,0.28241652250289917,0.2520812451839447,0.3454987704753876,0.21423813700675964,0.20756472647190094,0.2520812451839447,0.12631459534168243,0.3454987704753876,0.12057389318943024,0.12104054540395737,0.23161742091178894,0.23070208728313446,0.17681355774402618
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22146162390708923,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2450505793094635,0.22146162390708923,0.17210182547569275,0.19660651683807373,0.3087427020072937,0.1166989877820015,0.40561532974243164
great,0.2562883198261261,0.1345067322254181,0.2822027802467346,0.21042397618293762,0.16152743995189667,0.3168134391307831,0.2822027802467346,0.2416098713874817,0.21042397618293762,0.1390281468629837,0.1831931620836258,0.23348836600780487,0.15653254091739655,0.13135133683681488
administration,0.2483910471200943,0.2050059735774994,0.3083578944206238,0.17405585944652557,0.1585349589586258,0.3326551914215088,0.3083578944206238,0.19003139436244965,0.17405585944652557,0.31474921107292175,0.25012537837028503,0.25846216082572937,0.19637498259544373,0.14283715188503265
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23745420575141907,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.27228695154190063,0.23745420575141907,0.15580500662326813,0.21400074660778046,0.3326910734176636,0.1557934731245041,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22636307775974274,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.22636307775974274,0.26751992106437683,0.24157607555389404,0.5201468467712402,0.2835220992565155,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.2657795250415802,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2657795250415802,0.2587076723575592,0.3358305096626282,0.6662389636039734,0.2579600512981415,0.22068053483963013
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.11414650827646255,0.3163818418979645,0.3536086082458496,0.49448907375335693,1.0,0.11414650827646255,0.20146547257900238,0.3119068741798401,0.4127444326877594,0.24299877882003784,0.18701928853988647
written,0.25412634015083313,0.2634589672088623,0.2582438886165619,0.2072593867778778,0.19621209800243378,0.20874574780464172,0.2582438886165619,0.2607625722885132,0.2072593867778778,0.16021902859210968,0.37174826860427856,0.20878943800926208,0.6128564476966858,0.21451954543590546
mongolian,0.15557456016540527,0.20271806418895721,0.2657795250415802,0.9999999403953552,0.19098106026649475,0.22608324885368347,0.2657795250415802,0.11414650827646255,0.9999999403953552,0.07201680541038513,0.2113535851240158,0.1663515418767929,0.20381736755371094,0.13122369349002838
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.08108631521463394,0.14597810804843903,0.2816956341266632,0.24548950791358948,0.1839938908815384,0.08108631521463394,0.6853237152099609,0.38140249252319336,0.24850773811340332,0.15815198421478271,0.1528988480567932
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18073968589305878,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.18073968589305878,0.2222834676504135,0.2771959602832794,0.5591574311256409,0.2785428464412689,0.4130953550338745
