,how,much,has,global,mean,surface,air,temperature,changed,in,the,last,century,?
they,0.43247655034065247,0.39154937863349915,0.3512192368507385,0.1464698761701584,0.2882763147354126,0.20324218273162842,0.18897169828414917,0.24580751359462738,0.3061716854572296,0.4330179989337921,0.49925389885902405,0.23478056490421295,0.2450181245803833,0.2753053903579712
judge,0.18751204013824463,0.12909068167209625,0.16646918654441833,0.06400517374277115,0.21494410932064056,0.11259918659925461,0.10746810585260391,0.11052644997835159,0.12701208889484406,0.2260766327381134,0.21985375881195068,0.1834183633327484,0.11055675148963928,0.1870231032371521
that,0.557814359664917,0.4869440197944641,0.41272613406181335,0.2591727674007416,0.3935231864452362,0.30130770802497864,0.19720019400119781,0.26260992884635925,0.3627825379371643,0.435920387506485,0.5473989248275757,0.31652477383613586,0.24900858104228973,0.32716336846351624
global,0.24479736387729645,0.18558107316493988,0.16536149382591248,0.9999999403953552,0.22300231456756592,0.16126906871795654,0.21888846158981323,0.19834643602371216,0.16268901526927948,0.10151144117116928,0.17898012697696686,0.14644011855125427,0.11362149566411972,0.22985349595546722
mean,0.35380423069000244,0.2954164743423462,0.24037900567054749,0.22300231456756592,1.0,0.20003455877304077,0.1201094537973404,0.3009777367115021,0.23532892763614655,0.2099098116159439,0.25977957248687744,0.1820550560951233,0.16017405688762665,0.36234524846076965
surface,0.25213223695755005,0.2521628141403198,0.21759633719921112,0.16126906871795654,0.20003455877304077,0.9999998807907104,0.27486127614974976,0.47394195199012756,0.12745478749275208,0.20246390998363495,0.2555135488510132,0.12702476978302002,0.10123070329427719,0.14613434672355652
air,0.11602716892957687,0.1904066801071167,0.18676379323005676,0.21888846158981323,0.1201094537973404,0.27486127614974976,1.0000001192092896,0.3353870213031769,0.10652399808168411,0.22172939777374268,0.2877824306488037,0.10950960963964462,0.14590336382389069,0.1491677612066269
temperature,0.26406702399253845,0.25265151262283325,0.2092798501253128,0.19834643602371216,0.3009777367115021,0.47394195199012756,0.3353870213031769,1.0000001192092896,0.15152469277381897,0.269207626581192,0.27585095167160034,0.16916848719120026,0.1759496033191681,0.2011885941028595
has,0.26820555329322815,0.31650421023368835,1.0,0.16536149382591248,0.24037900567054749,0.21759633719921112,0.18676379323005676,0.2092798501253128,0.3166477680206299,0.4173259735107422,0.4177538752555847,0.21276867389678955,0.2044479250907898,0.15994466841220856
increased,0.2297995388507843,0.38681474328041077,0.2821793556213379,0.2183358520269394,0.16981741786003113,0.24300196766853333,0.21632756292819977,0.29022830724716187,0.3354986011981964,0.244624063372612,0.3188653886318207,0.20908188819885254,0.23601111769676208,0.09587585180997849
by,0.34370526671409607,0.24959969520568848,0.3254803419113159,0.16183742880821228,0.1560223549604416,0.2144230455160141,0.19110813736915588,0.15203699469566345,0.27396583557128906,0.370934396982193,0.4408751428127289,0.24441376328468323,0.29995259642601013,0.17966607213020325
0.3,0.042803794145584106,0.02244405262172222,-0.054473843425512314,0.09154811501502991,-0.00415758416056633,0.05792274326086044,-0.04410473257303238,0.02972494810819626,-0.019172780215740204,-0.06076190248131752,-0.10974248498678207,-0.016941213980317116,-0.08243832737207413,0.0024098760914057493
to,0.44169697165489197,0.40610215067863464,0.3619994819164276,0.21649709343910217,0.2274881899356842,0.23727688193321228,0.24103909730911255,0.26598888635635376,0.2968057096004486,0.45010748505592346,0.535392165184021,0.30156898498535156,0.20143604278564453,0.29463258385658264
0.6,0.0924689769744873,0.10087644308805466,0.0042677526362240314,0.10369845479726791,0.03445105254650116,0.1201564148068428,-0.03067060373723507,0.08925483375787735,-0.010716413147747517,-0.018921151757240295,-0.041751645505428314,-0.05415661633014679,-0.10974913835525513,-0.0033800420351326466
°c,0.1447901725769043,0.19774863123893738,0.13245929777622223,0.13617593050003052,0.24771040678024292,0.385260671377182,0.2824386954307556,0.7912421226501465,0.042401812970638275,0.19822709262371063,0.1833128035068512,0.17626141011714935,0.16382601857185364,0.2095707356929779
over,0.31446483731269836,0.3711091876029968,0.370955228805542,0.19789178669452667,0.21214090287685394,0.25173377990722656,0.2058192938566208,0.177913099527359,0.22396421432495117,0.3605569899082184,0.39856547117233276,0.29127854108810425,0.18534183502197266,0.25742942094802856
the,0.33890387415885925,0.35023224353790283,0.4177538752555847,0.17898012697696686,0.25977957248687744,0.2555135488510132,0.2877824306488037,0.27585095167160034,0.351829469203949,0.6662389636039734,1.0,0.3698786795139313,0.3617299497127533,0.22068053483963013
last,0.24577783048152924,0.24106264114379883,0.21276867389678955,0.14644011855125427,0.1820550560951233,0.12702476978302002,0.10950960963964462,0.16916848719120026,0.2676391303539276,0.30714505910873413,0.3698786795139313,1.0,0.2742094397544861,0.22371746599674225
100,0.16096413135528564,0.180547297000885,0.20633898675441742,0.03577112406492233,0.14444097876548767,0.1142461895942688,0.04915681108832359,0.018401330336928368,0.10547950863838196,0.10141821950674057,0.16408909857273102,0.10234156250953674,0.15231308341026306,0.19397632777690887
years,0.21949264407157898,0.2631898522377014,0.25622743368148804,0.1812131553888321,0.09584565460681915,0.16743037104606628,0.13811910152435303,0.1418490707874298,0.2775173485279083,0.33554986119270325,0.2912273406982422,0.36042001843452454,0.3204622268676758,0.1914375126361847
",",0.22659391164779663,0.36182254552841187,0.3734780251979828,0.1937657743692398,0.27540135383605957,0.23000483214855194,0.24731357395648956,0.2439086139202118,0.3335177004337311,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.24487493932247162,0.31091248989105225
broadly,0.33947962522506714,0.33882710337638855,0.20519186556339264,0.19642192125320435,0.290105938911438,0.2658480107784271,0.13829533755779266,0.19296957552433014,0.1721193939447403,0.1933162957429886,0.25585347414016724,0.06346140801906586,0.23929184675216675,0.18124635517597198
