,how,large,was,the,audience,bskyb,said,they,could,reach,?
confirming,0.17930135130882263,0.10759442299604416,0.29663118720054626,0.3460308313369751,0.25229933857917786,0.12070678174495697,0.34377169609069824,0.21897616982460022,0.2882255017757416,0.1522519290447235,0.2766484320163727
it,0.36714982986450195,0.2843167781829834,0.4577186405658722,0.6251175999641418,0.31987905502319336,0.16915087401866913,0.3120289742946625,0.44394949078559875,0.329755574464798,0.27278128266334534,0.25732165575027466
had,0.2549138069152832,0.3191347122192383,0.5927209258079529,0.3875846862792969,0.18909572064876556,0.14911578595638275,0.5090447068214417,0.4949169158935547,0.5528231859207153,0.21661508083343506,0.20728366076946259
reached,0.12375093251466751,0.1897413432598114,0.3110939562320709,0.29860952496528625,0.12190134078264236,0.09794140607118607,0.2395324856042862,0.21350684762001038,0.23245243728160858,0.6885289549827576,0.1518019139766693
its,0.22449488937854767,0.32899510860443115,0.3518870174884796,0.559237003326416,0.22593267261981964,0.16232934594154358,0.25208473205566406,0.36212384700775146,0.22975394129753113,0.2553219795227051,0.15103481709957123
target,0.17992159724235535,0.19074836373329163,0.10821832716464996,0.25054478645324707,0.39435243606567383,0.1496441513299942,0.11658449470996857,0.2591678500175476,0.2627449333667755,0.24867957830429077,0.24974246323108673
",",0.22659391164779663,0.2263888567686081,0.45456063747406006,0.4933079481124878,0.20119218528270721,0.2852807641029358,0.34496036171913147,0.390799880027771,0.27399855852127075,0.2441277652978897,0.31091248989105225
the,0.33890387415885925,0.3828733265399933,0.48711544275283813,1.0,0.26795145869255066,0.20915858447551727,0.3024602234363556,0.49925389885902405,0.35393214225769043,0.31808504462242126,0.22068053483963013
broadcaster,0.14436306059360504,0.08550700545310974,0.2724062502384186,0.1970033198595047,0.24403813481330872,0.265547513961792,0.1755971759557724,0.1471114456653595,0.07161127030849457,0.10592806339263916,0.13187550008296967
said,0.29677578806877136,0.11287901550531387,0.43711766600608826,0.3024602234363556,0.25264424085617065,0.14232036471366882,1.0000001192092896,0.3699309527873993,0.4196510910987854,0.18572008609771729,0.28991883993148804
its,0.22449488937854767,0.32899510860443115,0.3518870174884796,0.559237003326416,0.22593267261981964,0.16232934594154358,0.25208473205566406,0.36212384700775146,0.22975394129753113,0.2553219795227051,0.15103481709957123
reach,0.19447876513004303,0.20719750225543976,0.15866006910800934,0.31808504462242126,0.18030045926570892,0.09845954179763794,0.18572008609771729,0.2810121476650238,0.21697114408016205,1.0,0.13152138888835907
into,0.2303972691297531,0.2913742959499359,0.2322220653295517,0.39493247866630554,0.170436829328537,0.15044942498207092,0.15179726481437683,0.32590940594673157,0.2989432215690613,0.21155856549739838,0.15662476420402527
36,-0.2014898806810379,-0.0030905562452971935,-0.17483988404273987,-0.13033781945705414,-0.17332716286182404,-0.2724464237689972,-0.25990602374076843,-0.15973977744579315,-0.23901058733463287,-0.13166195154190063,-0.2611904740333557
%,0.1237400695681572,0.24702000617980957,0.11743833869695663,0.21490740776062012,0.12115626782178879,0.2214018702507019,0.18272629380226135,0.21429339051246643,0.15896323323249817,0.18271619081497192,0.21441808342933655
of,0.2480744868516922,0.3569655418395996,0.4069072902202606,0.733189046382904,0.1875116527080536,0.16413870453834534,0.29014745354652405,0.3426007330417633,0.29043012857437134,0.20552729070186615,0.1826142966747284
households,0.21022699773311615,0.3305829167366028,0.17632555961608887,0.26440316438674927,0.2098926454782486,0.17223213613033295,0.18460826575756073,0.26729699969291687,0.22144527733325958,0.18237626552581787,0.17362827062606812
in,0.2601168751716614,0.2841601073741913,0.45514053106307983,0.6662389636039734,0.2231249362230301,0.22606848180294037,0.23461468517780304,0.4330179989337921,0.29357993602752686,0.20601192116737366,0.20430970191955566
the,0.33890387415885925,0.3828733265399933,0.48711544275283813,1.0,0.26795145869255066,0.20915858447551727,0.3024602234363556,0.49925389885902405,0.35393214225769043,0.31808504462242126,0.22068053483963013
uk,0.14388126134872437,0.18234193325042725,0.206756129860878,0.2143084555864334,0.1908116489648819,0.21248479187488556,0.10513810813426971,0.13630986213684082,0.1607351452112198,0.2093367576599121,0.20222434401512146
represented,0.16157718002796173,0.18677742779254913,0.28321829438209534,0.3256146013736725,0.13545815646648407,0.18300317227840424,0.24672308564186096,0.1980774998664856,0.19170884788036346,0.17491045594215393,0.11276352405548096
an,0.2520636022090912,0.25319868326187134,0.3694365322589874,0.4207492768764496,0.15859822928905487,0.1599401980638504,0.2662426233291626,0.2435421496629715,0.24300263822078705,0.14843446016311646,0.19793890416622162
audience,0.28175029158592224,0.14873555302619934,0.23701664805412292,0.26795145869255066,1.0,0.14127938449382782,0.25264424085617065,0.2931915819644928,0.23204194009304047,0.18030045926570892,0.2740955352783203
of,0.2480744868516922,0.3569655418395996,0.4069072902202606,0.733189046382904,0.1875116527080536,0.16413870453834534,0.29014745354652405,0.3426007330417633,0.29043012857437134,0.20552729070186615,0.1826142966747284
more,0.4319567084312439,0.30958428978919983,0.21525104343891144,0.39758381247520447,0.24713435769081116,0.16778512299060822,0.2598523497581482,0.4636705815792084,0.4129549562931061,0.24682095646858215,0.27894994616508484
than,0.29763275384902954,0.28131288290023804,0.1872616857290268,0.3227543234825134,0.21987326443195343,0.1471395194530487,0.25515496730804443,0.3383907079696655,0.3653954267501831,0.27010631561279297,0.24917294085025787
25m,0.19121694564819336,0.03564269095659256,0.06384588778018951,0.15832208096981049,0.22920182347297668,0.3644280731678009,0.1282249540090561,0.0537714958190918,0.08661609888076782,0.20928803086280823,0.19105374813079834
people,0.2932034730911255,0.26447445154190063,0.2518421411514282,0.36838498711586,0.3009200394153595,0.16757088899612427,0.2570343613624573,0.4418129622936249,0.28952425718307495,0.13644103705883026,0.23739641904830933
.,0.3287222981452942,0.2304532378911972,0.40146201848983765,0.5934505462646484,0.2541061341762543,0.2844841778278351,0.33782967925071716,0.4510921239852905,0.3200591504573822,0.2684406638145447,0.4130953550338745
