,which,reason,is,given,sometimes,to,plead,not,guilty,involving,these,matters,?
i,0.25654318928718567,0.329152911901474,0.25362417101860046,0.23020349442958832,0.19091588258743286,0.3140375316143036,0.2808517813682556,0.4217516779899597,0.23611247539520264,0.11738365143537521,0.277010440826416,0.33073583245277405,0.4695145785808563
feel,0.2847709357738495,0.34615474939346313,0.2400403469800949,0.20914873480796814,0.29180240631103516,0.3145853281021118,0.30463331937789917,0.4563479423522949,0.2656213343143463,0.18537725508213043,0.33448269963264465,0.3408299684524536,0.39212626218795776
i,0.25654318928718567,0.329152911901474,0.25362417101860046,0.23020349442958832,0.19091588258743286,0.3140375316143036,0.2808517813682556,0.4217516779899597,0.23611247539520264,0.11738365143537521,0.277010440826416,0.33073583245277405,0.4695145785808563
did,0.2750149369239807,0.2975914180278778,0.19247472286224365,0.24950160086154938,0.28058236837387085,0.4452643394470215,0.28545185923576355,0.6481515765190125,0.27672329545021057,0.2058105617761612,0.38755595684051514,0.2848130166530609,0.3023456633090973
the,0.6521818041801453,0.29647648334503174,0.5823672413825989,0.37508252263069153,0.35816407203674316,0.535392165184021,0.1727745234966278,0.4310511648654938,0.17396102845668793,0.2870389223098755,0.49086877703666687,0.32925453782081604,0.22068053483963013
right,0.29368749260902405,0.2561775743961334,0.22718656063079834,0.2446540892124176,0.21700125932693481,0.31834647059440613,0.21005262434482574,0.3370451331138611,0.21424336731433868,0.09125244617462158,0.24697987735271454,0.27506256103515625,0.27135515213012695
thing,0.40830332040786743,0.4200974702835083,0.34371277689933777,0.25771376490592957,0.3053063154220581,0.3286871016025543,0.2006361037492752,0.4872139096260071,0.24281422793865204,0.25217047333717346,0.31797337532043457,0.43912258744239807,0.45465296506881714
by,0.40543368458747864,0.18194518983364105,0.3899846076965332,0.25286126136779785,0.22042182087898254,0.33534231781959534,0.1762819141149521,0.291808545589447,0.17757034301757812,0.22820450365543365,0.33332425355911255,0.21173028647899628,0.17966607213020325
violating,0.26246848702430725,0.3548741042613983,0.17535355687141418,0.19962380826473236,0.12789343297481537,0.22204414010047913,0.4681417942047119,0.3458274304866791,0.40253427624702454,0.2916349768638611,0.26880279183387756,0.35367080569267273,0.29518213868141174
this,0.6719430088996887,0.5541561245918274,0.480927973985672,0.36582374572753906,0.32523825764656067,0.5759071707725525,0.25720131397247314,0.557635486125946,0.18797536194324493,0.23889482021331787,0.4811280071735382,0.3744667172431946,0.3155723512172699
particular,0.5626340508460999,0.3721783757209778,0.3500361442565918,0.2921653389930725,0.34934064745903015,0.40318208932876587,0.2078293114900589,0.40213173627853394,0.12755568325519562,0.30520203709602356,0.4429715573787689,0.40634891390800476,0.2741454839706421
law,0.20205146074295044,0.2020018994808197,0.18597714602947235,0.19405515491962433,0.1701313853263855,0.259207159280777,0.3077966272830963,0.2588513493537903,0.22749149799346924,0.18579316139221191,0.16649894416332245,0.33228880167007446,0.1528988480567932
;,-0.01244901679456234,0.0020485841669142246,0.05324986204504967,0.06479515880346298,0.038955606520175934,0.0979827418923378,-0.05802251026034355,0.12084553390741348,0.002200160641223192,0.10392550379037857,0.10447380691766739,0.07601385563611984,0.10349778085947037
i,0.25654318928718567,0.329152911901474,0.25362417101860046,0.23020349442958832,0.19091588258743286,0.3140375316143036,0.2808517813682556,0.4217516779899597,0.23611247539520264,0.11738365143537521,0.277010440826416,0.33073583245277405,0.4695145785808563
am,0.13793429732322693,0.24028420448303223,0.2976684868335724,0.15155726671218872,0.10628882795572281,0.24704641103744507,0.22330255806446075,0.3155074417591095,0.2079632580280304,0.12131699919700623,0.1931729018688202,0.27901309728622437,0.3437723219394684
guilty,0.11692937463521957,0.23954643309116364,0.17789146304130554,0.19253423810005188,0.13446751236915588,0.1728491187095642,0.5811393857002258,0.31318390369415283,0.9999999403953552,0.21038281917572021,0.12467060983181,0.21905499696731567,0.17103199660778046
as,0.41006597876548767,0.29302218556404114,0.43216490745544434,0.32487574219703674,0.3959874212741852,0.42092081904411316,0.14824675023555756,0.5105602741241455,0.1756596863269806,0.18708445131778717,0.3802948296070099,0.2599027454853058,0.27043893933296204
charged,0.21918892860412598,0.20936429500579834,0.13393916189670563,0.223722442984581,0.16877657175064087,0.17754106223583221,0.44269290566444397,0.21224209666252136,0.5239481925964355,0.2515433132648468,0.2173113375902176,0.2026008516550064,0.1305682212114334
",",0.3658004403114319,0.24553878605365753,0.4691906273365021,0.2843315005302429,0.26600122451782227,0.44245919585227966,0.24272049963474274,0.3769696354866028,0.23272031545639038,0.2458266019821167,0.37613096833229065,0.3183421194553375,0.31091248989105225
'',-0.03332270681858063,0.03922810032963753,0.0793738141655922,0.10763400048017502,0.04746799170970917,-0.009905828163027763,-0.013681408949196339,0.04262445494532585,-0.003525231033563614,-0.005327821709215641,-0.010087166912853718,0.02885650470852852,0.018684765323996544
