,what,canadian,investor,sought,abc,'s,help,in,launching,a,station,in,1960,?
in,0.30808621644973755,0.15288233757019043,0.18909695744514465,0.21093487739562988,0.1697147786617279,-0.037580832839012146,0.21321536600589752,1.0,0.24137921631336212,0.539380669593811,0.21784305572509766,1.0,0.03880028799176216,0.20430970191955566
1960,-0.11768999695777893,0.04531675949692726,-0.07717172056436539,-0.11113616824150085,0.1366088092327118,0.05268033593893051,-0.021277382969856262,0.03880028799176216,-0.04413452371954918,0.06404880434274673,0.059159424155950546,0.03880028799176216,1.0,-0.02243652194738388
",",0.3087472915649414,0.21999135613441467,0.2447531372308731,0.25776931643486023,0.2097204476594925,-0.0016132977325469255,0.2855570912361145,0.5201468467712402,0.22949649393558502,0.427140474319458,0.2482491284608841,0.5201468467712402,0.07487643510103226,0.31091248989105225
canadian,0.14819227159023285,1.0,0.2413366734981537,0.1323266476392746,0.18300527334213257,0.0824752002954483,0.07919663190841675,0.15288233757019043,0.1299200803041458,0.2098594456911087,0.10181346535682678,0.15288233757019043,0.04531675949692726,0.10011322796344757
entrepreneur,0.11592275649309158,0.30963724851608276,0.47797760367393494,0.13343212008476257,0.20302246510982513,0.04433509334921837,0.150910884141922,0.15207317471504211,0.19688449800014496,0.2685043513774872,0.11815222352743149,0.15207317471504211,0.03558115288615227,0.2259759157896042
john,0.18237407505512238,0.23175817728042603,0.19412654638290405,0.21123918890953064,0.11342168599367142,-0.1023898646235466,0.13184493780136108,0.22177861630916595,0.1178937554359436,0.20638683438301086,0.17680737376213074,0.22177861630916595,-0.052229706197977066,0.13162356615066528
bassett,0.12271395325660706,0.2641444802284241,0.2835063934326172,0.19742390513420105,0.24072302877902985,-0.005535447970032692,0.12122879177331924,0.276523232460022,0.13365094363689423,0.21277014911174774,0.26706549525260925,0.276523232460022,0.061971765011548996,0.1477375477552414
",",0.3087472915649414,0.21999135613441467,0.2447531372308731,0.25776931643486023,0.2097204476594925,-0.0016132977325469255,0.2855570912361145,0.5201468467712402,0.22949649393558502,0.427140474319458,0.2482491284608841,0.5201468467712402,0.07487643510103226,0.31091248989105225
who,0.40942975878715515,0.24018310010433197,0.22501710057258606,0.31337496638298035,0.14673753082752228,0.05599616840481758,0.3826322555541992,0.2792111933231354,0.15471696853637695,0.36608949303627014,0.17549659311771393,0.2792111933231354,-0.04823179915547371,0.26220351457595825
was,0.22111038863658905,0.23556794226169586,0.22138582170009613,0.2759144902229309,0.21565799415111542,0.008974763564765453,0.14012886583805084,0.45514053106307983,0.2076065093278885,0.4508470594882965,0.18833480775356293,0.45514053106307983,0.02247970923781395,0.18412111699581146
trying,0.4177112281322479,0.15497258305549622,0.17962892353534698,0.43327993154525757,0.11398032307624817,0.07804987579584122,0.4778387248516083,0.24387381970882416,0.34205228090286255,0.3045077919960022,0.11836070567369461,0.24387381970882416,-0.08040358871221542,0.3144860565662384
to,0.455847829580307,0.1420166939496994,0.2057569921016693,0.3909280598163605,0.1762417107820511,0.03782717138528824,0.46191298961639404,0.45010748505592346,0.28165292739868164,0.45503583550453186,0.21352042257785797,0.45010748505592346,-0.07981643825769424,0.29463258385658264
establish,0.24999600648880005,0.12765876948833466,0.21093927323818207,0.39487019181251526,0.11635846644639969,-0.08452758938074112,0.272018700838089,0.25682297348976135,0.29058656096458435,0.22806213796138763,0.21558257937431335,0.25682297348976135,-0.046319831162691116,0.21678102016448975
a,0.3320399522781372,0.2098594456911087,0.2621515095233917,0.20137426257133484,0.21331243216991425,0.04866964742541313,0.23381464183330536,0.539380669593811,0.2480734884738922,1.0,0.21760036051273346,0.539380669593811,0.06404880434274673,0.23916715383529663
television,0.19838058948516846,0.2775047719478607,0.26853838562965393,0.14217078685760498,0.46871840953826904,0.11021530628204346,0.19771431386470795,0.2689782977104187,0.23917916417121887,0.22552843391895294,0.2767264246940613,0.2689782977104187,0.03939680755138397,0.16825827956199646
station,0.1613752841949463,0.10181346535682678,0.17194095253944397,0.11089520156383514,0.21780119836330414,-0.04233921319246292,0.13656854629516602,0.21784305572509766,0.22588418424129486,0.21760036051273346,1.0,0.21784305572509766,0.059159424155950546,0.12574981153011322
in,0.30808621644973755,0.15288233757019043,0.18909695744514465,0.21093487739562988,0.1697147786617279,-0.037580832839012146,0.21321536600589752,1.0,0.24137921631336212,0.539380669593811,0.21784305572509766,1.0,0.03880028799176216,0.20430970191955566
toronto,0.1313871592283249,0.4438736140727997,0.19116148352622986,0.1827668398618698,0.18916359543800354,0.061187468469142914,0.15398669242858887,0.2362058460712433,0.1287766396999359,0.17254838347434998,0.19574172794818878,0.2362058460712433,-0.028266113251447678,0.1354101598262787
",",0.3087472915649414,0.21999135613441467,0.2447531372308731,0.25776931643486023,0.2097204476594925,-0.0016132977325469255,0.2855570912361145,0.5201468467712402,0.22949649393558502,0.427140474319458,0.2482491284608841,0.5201468467712402,0.07487643510103226,0.31091248989105225
sought,0.2695325016975403,0.1323266476392746,0.2611193358898163,1.0,0.11390265822410583,-0.012912488542497158,0.3504554331302643,0.21093487739562988,0.24800361692905426,0.20137426257133484,0.11089520156383514,0.21093487739562988,-0.11113616824150085,0.1753331869840622
the,0.42745697498321533,0.2549104690551758,0.17317354679107666,0.2821049392223358,0.2068762183189392,-0.01540423184633255,0.30064165592193604,0.6662389636039734,0.2864777147769928,0.5829201340675354,0.23609806597232819,0.6662389636039734,0.038049813359975815,0.22068053483963013
