,sky,movies,and,sky,box,office,also,include,what,optional,soundtracks,?
bskyb,0.2902737259864807,0.22978071868419647,0.2175528109073639,0.2902737259864807,0.20598848164081573,0.20834863185882568,0.1555507481098175,0.15016572177410126,0.17457032203674316,0.3784954249858856,0.24585847556591034,0.2979319989681244
's,0.054967135190963745,0.06270326673984528,0.06895173341035843,0.054967135190963745,0.07951416075229645,-0.06233545020222664,-0.0014726108638569713,-0.07849370688199997,0.02692362666130066,0.004527794197201729,0.08983578532934189,-0.023395681753754616
standard,0.16064167022705078,0.16448333859443665,0.24117660522460938,0.16064167022705078,0.3030742406845093,0.1735714226961136,0.24762992560863495,0.1444038450717926,0.22809998691082,0.29935240745544434,0.15972857177257538,0.17029257118701935
definition,0.10064787417650223,0.1912989616394043,0.1981266289949417,0.10064787417650223,0.22536130249500275,0.17439812421798706,0.27093252539634705,0.2089603990316391,0.330344021320343,0.23524269461631775,0.21367421746253967,0.2796523869037628
broadcasts,0.2217566967010498,0.3068070709705353,0.2523579001426697,0.2217566967010498,0.12128911167383194,0.13261118531227112,0.28655335307121277,0.11642742902040482,0.17804105579853058,0.09422499686479568,0.2644621431827545,0.1364026516675949
are,0.18122971057891846,0.1986900418996811,0.48576638102531433,0.18122971057891846,0.1377929151058197,0.09449593722820282,0.4565894305706024,0.5140694975852966,0.29724663496017456,0.18923141062259674,0.18800747394561768,0.24591213464736938
in,0.20324937999248505,0.2999236583709717,0.4954058527946472,0.20324937999248505,0.26241418719291687,0.28433957695961,0.5073733329772949,0.28694382309913635,0.30808621644973755,0.1708427518606186,0.2000531554222107,0.20430970191955566
dvb-compliant,0.07146725803613663,0.20982281863689423,0.18046070635318756,0.07146725803613663,0.3050444722175598,0.201949805021286,0.24486622214317322,0.23545120656490326,0.3284575343132019,0.35484835505485535,0.24740350246429443,0.3252083957195282
mpeg-2,0.25484421849250793,0.23093681037425995,0.1311400979757309,0.25484421849250793,0.18926545977592468,0.14793403446674347,0.15968188643455505,0.147664412856102,0.16388297080993652,0.23237350583076477,0.3895653784275055,0.1570807695388794
",",0.22621183097362518,0.2767058312892914,0.6633074283599854,0.22621183097362518,0.2052105814218521,0.25194036960601807,0.4717654287815094,0.35606324672698975,0.3087472915649414,0.2091360241174698,0.20201680064201355,0.31091248989105225
with,0.20754678547382355,0.1648053228855133,0.5477725267410278,0.20754678547382355,0.17810267210006714,0.1258654147386551,0.44397303462028503,0.3391835689544678,0.2464839518070221,0.14345374703407288,0.15743935108184814,0.2433311939239502
the,0.26521286368370056,0.25992661714553833,0.5171257257461548,0.26521286368370056,0.25871407985687256,0.27314993739128113,0.6021018624305725,0.2951717972755432,0.42745697498321533,0.23922429978847504,0.24290621280670166,0.22068053483963013
sky,1.0,0.20386779308319092,0.2200697511434555,1.0,0.20337975025177002,0.13700534403324127,0.2680839002132416,0.1102214977145195,0.16493305563926697,0.1280415803194046,0.21489082276821136,0.11270341277122498
movies,0.20386779308319092,1.0,0.29474765062332153,0.20386779308319092,0.22342829406261444,0.20013569295406342,0.32734107971191406,0.22317589819431305,0.19910205900669098,0.10371904075145721,0.4990882873535156,0.18891702592372894
and,0.2200697511434555,0.29474765062332153,1.0,0.2200697511434555,0.18947185575962067,0.22517526149749756,0.5755972862243652,0.3915219306945801,0.31309178471565247,0.13426345586776733,0.23083990812301636,0.20544172823429108
sky,1.0,0.20386779308319092,0.2200697511434555,1.0,0.20337975025177002,0.13700534403324127,0.2680839002132416,0.1102214977145195,0.16493305563926697,0.1280415803194046,0.21489082276821136,0.11270341277122498
box,0.20337975025177002,0.22342829406261444,0.18947185575962067,0.20337975025177002,0.9999999403953552,0.41862964630126953,0.1705555021762848,0.10359194874763489,0.20509275794029236,0.27284687757492065,0.2496555745601654,0.21736569702625275
office,0.13700534403324127,0.20013569295406342,0.22517526149749756,0.13700534403324127,0.41862964630126953,1.0000001192092896,0.16794390976428986,0.10702414065599442,0.12159775197505951,0.18228758871555328,0.16415181756019592,0.16497313976287842
channels,0.23975785076618195,0.2816133201122284,0.2887432873249054,0.23975785076618195,0.2039882093667984,0.1313466876745224,0.23567405343055725,0.11587710678577423,0.1923084557056427,0.1689857542514801,0.22751997411251068,0.19657258689403534
including,0.13905364274978638,0.2887721657752991,0.5144438743591309,0.13905364274978638,0.1123812347650528,0.14712031185626984,0.4877897799015045,0.6533564925193787,0.18328791856765747,0.1647796928882599,0.35342955589294434,0.1633303165435791
optional,0.1280415803194046,0.10371904075145721,0.13426345586776733,0.1280415803194046,0.27284687757492065,0.18228758871555328,0.1901090145111084,0.22443851828575134,0.18392537534236908,1.0000001192092896,0.15497450530529022,0.2415110170841217
dolby,0.1723555326461792,0.28407740592956543,0.1786619871854782,0.1723555326461792,0.2453307956457138,0.1452689915895462,0.2502153515815735,0.0987415686249733,0.17868153750896454,0.22322994470596313,0.3172566294670105,0.2288801074028015
digital,0.24256861209869385,0.23236392438411713,0.20433840155601501,0.24256861209869385,0.20013955235481262,0.16128039360046387,0.24582849442958832,0.11641073226928711,0.1757969856262207,0.19712892174720764,0.32452985644340515,0.12982943654060364
soundtracks,0.21489082276821136,0.4990882873535156,0.23083990812301636,0.21489082276821136,0.2496555745601654,0.16415181756019592,0.27955836057662964,0.24196326732635498,0.20127040147781372,0.15497450530529022,1.0000001192092896,0.17700113356113434
for,0.15601696074008942,0.2631334066390991,0.5064792633056641,0.15601696074008942,0.22158950567245483,0.25028741359710693,0.5373267531394958,0.39020416140556335,0.3017193675041199,0.28704550862312317,0.2323402315378189,0.264628142118454
recent,0.18268604576587677,0.17535777390003204,0.2640383541584015,0.18268604576587677,0.20123949646949768,0.19030128419399261,0.34412479400634766,0.30648064613342285,0.24256184697151184,0.20814324915409088,0.24906571209430695,0.2544887959957123
films,0.195186585187912,0.6771001219749451,0.2671501636505127,0.195186585187912,0.1998514086008072,0.17663413286209106,0.2834419310092926,0.2484169751405716,0.19852851331233978,0.11009109020233154,0.49656230211257935,0.20618696510791779
",",0.22621183097362518,0.2767058312892914,0.6633074283599854,0.22621183097362518,0.2052105814218521,0.25194036960601807,0.4717654287815094,0.35606324672698975,0.3087472915649414,0.2091360241174698,0.20201680064201355,0.31091248989105225
although,0.14775273203849792,0.13776470720767975,0.334905743598938,0.14775273203849792,0.19092151522636414,0.2114475816488266,0.41511455178260803,0.20427298545837402,0.24844598770141602,0.12346386164426804,0.20184142887592316,0.15541206300258636
these,0.16087128221988678,0.24294379353523254,0.5314885973930359,0.16087128221988678,0.2052675187587738,0.1398029625415802,0.5497925281524658,0.5016363263130188,0.4164220690727234,0.2084985375404358,0.21866659820079803,0.2571668326854706
are,0.18122971057891846,0.1986900418996811,0.48576638102531433,0.18122971057891846,0.1377929151058197,0.09449593722820282,0.4565894305706024,0.5140694975852966,0.29724663496017456,0.18923141062259674,0.18800747394561768,0.24591213464736938
only,0.17890296876430511,0.18943212926387787,0.4542345404624939,0.17890296876430511,0.23905041813850403,0.212492436170578,0.5950305461883545,0.2859918177127838,0.41415658593177795,0.3287069797515869,0.2538122832775116,0.2767370045185089
accessible,0.1143600270152092,0.15946342051029205,0.2206992655992508,0.1143600270152092,0.19810017943382263,0.15421389043331146,0.23047222197055817,0.14544537663459778,0.23191256821155548,0.26128488779067993,0.1276385635137558,0.22625717520713806
with,0.20754678547382355,0.1648053228855133,0.5477725267410278,0.20754678547382355,0.17810267210006714,0.1258654147386551,0.44397303462028503,0.3391835689544678,0.2464839518070221,0.14345374703407288,0.15743935108184814,0.2433311939239502
a,0.20541532337665558,0.23744980990886688,0.3739250600337982,0.20541532337665558,0.3003762364387512,0.24789826571941376,0.5149940252304077,0.18765322864055634,0.3320399522781372,0.2755033075809479,0.17006874084472656,0.23916715383529663
sky+,0.6596727967262268,0.2758139371871948,0.23343795537948608,0.6596727967262268,0.2263634353876114,0.2595880329608917,0.25045379996299744,0.11542535573244095,0.12067124247550964,0.18250851333141327,0.2874172031879425,0.13872939348220825
box,0.20337975025177002,0.22342829406261444,0.18947185575962067,0.20337975025177002,0.9999999403953552,0.41862964630126953,0.1705555021762848,0.10359194874763489,0.20509275794029236,0.27284687757492065,0.2496555745601654,0.21736569702625275
.,0.19117935001850128,0.2719981372356415,0.588965117931366,0.19117935001850128,0.2770261764526367,0.26038533449172974,0.49166762828826904,0.21809983253479004,0.3567904531955719,0.19100776314735413,0.2030441164970398,0.4130953550338745
