,what,company,did,worldvision,sell,a,portion,of,it,'s,catalogue,to,in,1990,?
nonetheless,0.368646502494812,0.1181529238820076,0.3448185622692108,0.249137744307518,0.20282377302646637,0.2615797817707062,0.18438829481601715,0.2506859302520752,0.308788925409317,0.0072664860635995865,0.11620337516069412,0.37628138065338135,0.2491397112607956,-0.02898942492902279,0.22137337923049927
",",0.3087472915649414,0.2697763442993164,0.3015086054801941,0.3088633716106415,0.26397812366485596,0.427140474319458,0.23716022074222565,0.4946078956127167,0.48329564929008484,-0.0016132977325469255,0.22406211495399475,0.44245919585227966,0.5201468467712402,0.0030314233154058456,0.31091248989105225
worldvision,0.38756924867630005,0.341966450214386,0.2938889265060425,1.0000001192092896,0.20941780507564545,0.2624681890010834,0.1901388019323349,0.33851054310798645,0.29007044434547424,0.09773097932338715,0.3536500930786133,0.3156436085700989,0.2846352458000183,-0.03311808034777641,0.2783151865005493
sold,0.16570822894573212,0.40783944725990295,0.22639408707618713,0.27541446685791016,0.6424343585968018,0.2147083878517151,0.1011069193482399,0.2036660611629486,0.2950914204120636,0.0745566189289093,0.28292229771614075,0.17380841076374054,0.2828634977340698,-0.07932642102241516,0.14943712949752808
portions,0.2714673578739166,0.13553094863891602,0.20459619164466858,0.17782647907733917,0.10788051038980484,0.2837443947792053,0.8379052877426147,0.29924145340919495,0.32442235946655273,-0.029982276260852814,0.22019551694393158,0.2855440080165863,0.28234022855758667,-0.27383217215538025,0.13524997234344482
of,0.33290785551071167,0.20467796921730042,0.2513895630836487,0.33851054310798645,0.16354906558990479,0.5052502155303955,0.31845465302467346,1.0,0.38761502504348755,-0.03817026689648628,0.20254816114902496,0.41548454761505127,0.5696388483047485,-0.07900239527225494,0.1826142966747284
its,0.30393704771995544,0.258992999792099,0.19922670722007751,0.26531916856765747,0.2351435273885727,0.4424409866333008,0.3217647969722748,0.48690423369407654,0.5786119699478149,0.03202139586210251,0.1249764934182167,0.3691340684890747,0.3793783485889435,-0.20510143041610718,0.15103481709957123
catalog,0.16572877764701843,0.20131543278694153,0.16087032854557037,0.34041133522987366,0.30854231119155884,0.13854187726974487,0.1740923970937729,0.15782225131988525,0.17168158292770386,0.0298165213316679,0.8680264949798584,0.16647577285766602,0.1649608314037323,-0.08669096976518631,0.19544024765491486
",",0.3087472915649414,0.2697763442993164,0.3015086054801941,0.3088633716106415,0.26397812366485596,0.427140474319458,0.23716022074222565,0.4946078956127167,0.48329564929008484,-0.0016132977325469255,0.22406211495399475,0.44245919585227966,0.5201468467712402,0.0030314233154058456,0.31091248989105225
including,0.18328791856765747,0.2079305499792099,0.26678287982940674,0.29800668358802795,0.25525471568107605,0.21045410633087158,0.2675374746322632,0.44195112586021423,0.21794912219047546,0.0074059427715837955,0.28172871470451355,0.24006329476833344,0.35857823491096497,-0.1415262669324875,0.1633303165435791
the,0.42745697498321533,0.26591673493385315,0.34736719727516174,0.32249608635902405,0.19874759018421173,0.5829201340675354,0.42017096281051636,0.733189046382904,0.6251175999641418,-0.01540423184633255,0.21810494363307953,0.535392165184021,0.6662389636039734,-0.0810435339808464,0.22068053483963013
ruby-spears,0.2547052204608917,0.2072170227766037,0.24686098098754883,0.25881072878837585,0.18731319904327393,0.250560462474823,0.15886124968528748,0.23557640612125397,0.247795969247818,0.03918444737792015,0.27785348892211914,0.27441370487213135,0.22748109698295593,-0.021562375128269196,0.23997409641742706
and,0.31309178471565247,0.23788511753082275,0.34479495882987976,0.35796159505844116,0.2874627709388733,0.3739250600337982,0.28324267268180847,0.5116966962814331,0.40957894921302795,0.06895173341035843,0.16915413737297058,0.48971283435821533,0.4954058527946472,-0.038070183247327805,0.20544172823429108
hanna-barbera,0.27690231800079346,0.31244078278541565,0.2548556327819824,0.35822275280952454,0.2831866145133972,0.2750139534473419,0.19744236767292023,0.24556876718997955,0.31028032302856445,0.06919010728597641,0.2854893207550049,0.26231124997138977,0.2921808362007141,-0.023959806188941002,0.2529374063014984
libraries,0.17814436554908752,0.20540869235992432,0.19235411286354065,0.3391031324863434,0.24812237918376923,0.13344839215278625,0.1937883347272873,0.2047192007303238,0.20065078139305115,-0.09016233682632446,0.3730362057685852,0.2335347831249237,0.2760562300682068,-0.02572597749531269,0.20525334775447845
",",0.3087472915649414,0.2697763442993164,0.3015086054801941,0.3088633716106415,0.26397812366485596,0.427140474319458,0.23716022074222565,0.4946078956127167,0.48329564929008484,-0.0016132977325469255,0.22406211495399475,0.44245919585227966,0.5201468467712402,0.0030314233154058456,0.31091248989105225
to,0.455847829580307,0.24903783202171326,0.4452643394470215,0.3156436085700989,0.35664159059524536,0.45503583550453186,0.3284904956817627,0.41548454761505127,0.513711154460907,0.03782717138528824,0.13356532156467438,1.0,0.45010748505592346,-0.06767388433218002,0.29463258385658264
