,how,many,lines,does,the,commuter,rail,system,have,?
six,0.20644865930080414,0.37673795223236084,0.1927713304758072,0.13226458430290222,0.3614266812801361,0.2053343653678894,0.15549375116825104,0.12911871075630188,0.32482776045799255,0.15298804640769958
of,0.2480744868516922,0.37253960967063904,0.1948472559452057,0.3119818866252899,0.733189046382904,0.2123846858739853,0.18577207624912262,0.25597915053367615,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.28391990065574646,0.35928019881248474,1.0,0.22020839154720306,0.2306264042854309,0.3233085572719574,0.40389683842658997,0.22068053483963013
seven,0.20032188296318054,0.28098854422569275,0.14330412447452545,0.1019262820482254,0.28151169419288635,0.15841951966285706,0.12538675963878632,0.11631762981414795,0.22066670656204224,0.1732930988073349
lines,0.20665870606899261,0.20936992764472961,1.0,0.18329115211963654,0.28391990065574646,0.3911378085613251,0.3984358310699463,0.23169106245040894,0.2242496907711029,0.18324026465415955
of,0.2480744868516922,0.37253960967063904,0.1948472559452057,0.3119818866252899,0.733189046382904,0.2123846858739853,0.18577207624912262,0.25597915053367615,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.28391990065574646,0.35928019881248474,1.0,0.22020839154720306,0.2306264042854309,0.3233085572719574,0.40389683842658997,0.22068053483963013
commuter,0.14864452183246613,0.2010478377342224,0.3911378085613251,0.17669354379177094,0.22020839154720306,0.9999999403953552,0.5554009079933167,0.2778944671154022,0.19045935571193695,0.12120608985424042
rail,0.13560721278190613,0.10045430064201355,0.3984358310699463,0.10322335362434387,0.2306264042854309,0.5554009079933167,1.0,0.20231299102306366,0.1765630543231964,0.1349031925201416
system,0.282820463180542,0.2631138563156128,0.23169106245040894,0.2021704614162445,0.3233085572719574,0.2778944671154022,0.20231299102306366,1.0000001192092896,0.27033093571662903,0.15556083619594574
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.28617382049560547,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.3541618287563324,0.31091248989105225
metrolink,0.18965038657188416,0.1568739414215088,0.31574270129203796,0.1828998178243637,0.2363423854112625,0.5229291319847107,0.4707004129886627,0.29529649019241333,0.19085566699504852,0.23666714131832123
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.28617382049560547,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.3541618287563324,0.31091248989105225
run,0.2245650738477707,0.24698178470134735,0.20876501500606537,0.22891679406166077,0.27883726358413696,0.32773157954216003,0.25068843364715576,0.23948153853416443,0.2807326316833496,0.17904110252857208
out,0.3963836133480072,0.3329806923866272,0.2228342592716217,0.24808503687381744,0.39404502511024475,0.14212891459465027,0.132656529545784,0.26074373722076416,0.3612789809703827,0.22020699083805084
of,0.2480744868516922,0.37253960967063904,0.1948472559452057,0.3119818866252899,0.733189046382904,0.2123846858739853,0.18577207624912262,0.25597915053367615,0.3802283704280853,0.1826142966747284
downtown,0.14563307166099548,0.2315254956483841,0.2629043459892273,0.13814754784107208,0.2602716088294983,0.46617740392684937,0.2989347279071808,0.1815277487039566,0.16571132838726044,0.15638743340969086
los,0.1389930248260498,0.23644691705703735,0.09954968839883804,0.10503679513931274,0.2502395510673523,0.21283520758152008,0.1079663336277008,0.07761326432228088,0.15787723660469055,0.15495611727237701
angeles,0.15835323929786682,0.2358880192041397,0.09817230701446533,0.10788265615701675,0.24588194489479065,0.2162894606590271,0.11246203631162643,0.0790518969297409,0.17562218010425568,0.16139166057109833
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.28617382049560547,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.3541618287563324,0.31091248989105225
connecting,0.1465800404548645,0.2690468430519104,0.3719044625759125,0.16362984478473663,0.36355212330818176,0.4089195132255554,0.38591453433036804,0.24429285526275635,0.2239760160446167,0.0780353918671608
