,where,do,most,teachers,get,their,credentials,from,?
in,0.5344807505607605,0.23402775824069977,0.41416558623313904,0.2128150761127472,0.24899829924106598,0.34976133704185486,0.17082542181015015,0.4274188280105591,0.20430970191955566
many,0.4338301420211792,0.38738366961479187,0.6236066222190857,0.29123616218566895,0.3039306700229645,0.4574248492717743,0.22589462995529175,0.33099696040153503,0.2124512493610382
countries,0.2731434106826782,0.25890177488327026,0.33387476205825806,0.2734912931919098,0.2562095820903778,0.3005788326263428,0.2778589129447937,0.2355131208896637,0.15128466486930847
",",0.3149496018886566,0.3283645510673523,0.3636029064655304,0.28049156069755554,0.2926318049430847,0.3045167922973633,0.21160514652729034,0.39760664105415344,0.31091248989105225
a,0.40997210144996643,0.26237669587135315,0.3508910834789276,0.2509842813014984,0.27948489785194397,0.29698723554611206,0.29082831740379333,0.322764128446579,0.23916715383529663
person,0.2646925449371338,0.2984497845172882,0.2712448835372925,0.24609681963920593,0.37612953782081604,0.3264913558959961,0.25533103942871094,0.21919812262058258,0.324093222618103
who,0.41804537177085876,0.2662210166454315,0.35393568873405457,0.34250906109809875,0.3214685320854187,0.3767721951007843,0.2991926670074463,0.27839982509613037,0.26220351457595825
wishes,0.19990383088588715,0.2961369454860687,0.19092696905136108,0.22649039328098297,0.3262462019920349,0.2941102683544159,0.25092560052871704,0.15484200417995453,0.30480876564979553
to,0.47735077142715454,0.38876664638519287,0.321603000164032,0.2668606638908386,0.4388369917869568,0.44619059562683105,0.2740510106086731,0.4069952368736267,0.29463258385658264
become,0.25159120559692383,0.2936500906944275,0.3827710449695587,0.228617861866951,0.41745391488075256,0.28348976373672485,0.19013409316539764,0.23946096003055573,0.19511328637599945
a,0.40997210144996643,0.26237669587135315,0.3508910834789276,0.2509842813014984,0.27948489785194397,0.29698723554611206,0.29082831740379333,0.322764128446579,0.23916715383529663
teacher,0.22545279562473297,0.1752667874097824,0.13949039578437805,0.7334206104278564,0.16502690315246582,0.11377552151679993,0.21104905009269714,0.17958809435367584,0.1797819435596466
must,0.34593677520751953,0.3716966211795807,0.22280992567539215,0.2154170721769333,0.3807581663131714,0.3043864369392395,0.2749512493610382,0.20263603329658508,0.23707495629787445
first,0.3238157331943512,0.19137287139892578,0.34339818358421326,0.19571813941001892,0.21069572865962982,0.26809096336364746,0.24318522214889526,0.23348960280418396,0.18701928853988647
obtain,0.2679368853569031,0.22944575548171997,0.1680724322795868,0.20429477095603943,0.3546118140220642,0.2757963538169861,0.3360268771648407,0.24089112877845764,0.15655191242694855
specified,0.2731453776359558,0.2499961256980896,0.14934729039669037,0.13564272224903107,0.2451917678117752,0.22888556122779846,0.2685863971710205,0.18383356928825378,0.25402987003326416
professional,0.1931631714105606,0.21617214381694794,0.1644539088010788,0.3058619797229767,0.1806560456752777,0.1699160784482956,0.26198598742485046,0.22353965044021606,0.13074518740177155
qualifications,0.2914453446865082,0.3117012679576874,0.23177704215049744,0.35325005650520325,0.21679070591926575,0.2680506706237793,0.4558444917201996,0.16986653208732605,0.21778790652751923
or,0.3651050925254822,0.39439281821250916,0.30746427178382874,0.2126750648021698,0.3740382194519043,0.42146000266075134,0.2625759541988373,0.31242018938064575,0.32389625906944275
credentials,0.23480801284313202,0.2103024125099182,0.20509646832942963,0.28993356227874756,0.1856401413679123,0.23427434265613556,1.0,0.1956690400838852,0.2694322168827057
from,0.3713873624801636,0.20424067974090576,0.28580769896507263,0.2124260663986206,0.3159880042076111,0.3038119673728943,0.1956690400838852,1.0,0.19969791173934937
a,0.40997210144996643,0.26237669587135315,0.3508910834789276,0.2509842813014984,0.27948489785194397,0.29698723554611206,0.29082831740379333,0.322764128446579,0.23916715383529663
university,0.26550742983818054,0.11835777014493942,0.19178320467472076,0.4543011486530304,0.15119598805904388,0.14945244789123535,0.20269817113876343,0.2771088182926178,0.11887256056070328
or,0.3651050925254822,0.39439281821250916,0.30746427178382874,0.2126750648021698,0.3740382194519043,0.42146000266075134,0.2625759541988373,0.31242018938064575,0.32389625906944275
college,0.1927255094051361,0.15103314816951752,0.15798422694206238,0.44436582922935486,0.1637476086616516,0.14933405816555023,0.18385232985019684,0.19399894773960114,0.11076676845550537
.,0.41390106081962585,0.3613996207714081,0.35404038429260254,0.24628326296806335,0.39392393827438354,0.34427863359451294,0.2408939152956009,0.41536515951156616,0.4130953550338745
