,in,what,century,did,important,classical,music,developments,occur,in,normandy,?
normandy,0.24138042330741882,0.2290361374616623,0.18260802328586578,0.22076494991779327,0.13882623612880707,0.06310269981622696,0.1314239203929901,0.15309225022792816,0.10211513191461563,0.24138042330741882,0.9999999403953552,0.1584552675485611
was,0.45514053106307983,0.22111038863658905,0.3521432876586914,0.41399896144866943,0.24924467504024506,0.26228487491607666,0.2583621144294739,0.2572219669818878,0.0945671796798706,0.45514053106307983,0.22792497277259827,0.18412111699581146
the,0.6662389636039734,0.42745697498321533,0.3617299497127533,0.34736719727516174,0.39348116517066956,0.20384269952774048,0.2714049816131592,0.35879647731781006,0.26611819863319397,0.6662389636039734,0.30340051651000977,0.22068053483963013
site,0.20704983174800873,0.21561308205127716,0.14052072167396545,0.11670486629009247,0.18294751644134521,0.1357792466878891,0.17654098570346832,0.15739105641841888,0.15562207996845245,0.20704983174800873,0.13974538445472717,0.2014765441417694
of,0.5696388483047485,0.33290785551071167,0.2826060354709625,0.2513895630836487,0.43301743268966675,0.2391258031129837,0.25892743468284607,0.2817978858947754,0.24223870038986206,0.5696388483047485,0.23562048375606537,0.1826142966747284
several,0.39405709505081177,0.22446060180664062,0.24941281974315643,0.24080568552017212,0.2997928559780121,0.23101793229579926,0.24113041162490845,0.3053724765777588,0.25810757279396057,0.39405709505081177,0.20538273453712463,0.15595775842666626
important,0.3796374499797821,0.31164905428886414,0.3344342112541199,0.22188524901866913,1.0000001192092896,0.26343271136283875,0.18170177936553955,0.2987827956676483,0.21410931646823883,0.3796374499797821,0.13882623612880707,0.17812499403953552
developments,0.28820812702178955,0.22913794219493866,0.28699204325675964,0.21642911434173584,0.2987827956676483,0.23288209736347198,0.21873587369918823,1.0,0.25843939185142517,0.28820812702178955,0.15309225022792816,0.1302815079689026
in,1.0,0.30808621644973755,0.3174034655094147,0.2593238651752472,0.3796374499797821,0.2431333363056183,0.22969312965869904,0.28820812702178955,0.26916563510894775,1.0,0.24138042330741882,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3617299497127533,0.34736719727516174,0.39348116517066956,0.20384269952774048,0.2714049816131592,0.35879647731781006,0.26611819863319397,0.6662389636039734,0.30340051651000977,0.22068053483963013
history,0.29215577244758606,0.28630873560905457,0.28982728719711304,0.24950987100601196,0.29477548599243164,0.24699057638645172,0.2693282961845398,0.31262367963790894,0.1027616634964943,0.29215577244758606,0.19442684948444366,0.2501974403858185
of,0.5696388483047485,0.33290785551071167,0.2826060354709625,0.2513895630836487,0.43301743268966675,0.2391258031129837,0.25892743468284607,0.2817978858947754,0.24223870038986206,0.5696388483047485,0.23562048375606537,0.1826142966747284
classical,0.2431333363056183,0.22816240787506104,0.3006036877632141,0.19326694309711456,0.26343271136283875,1.0,0.44952672719955444,0.23288209736347198,0.13849703967571259,0.2431333363056183,0.06310269981622696,0.18862907588481903
music,0.22969312965869904,0.23070453107357025,0.2265995740890503,0.21389511227607727,0.18170177936553955,0.44952672719955444,1.0,0.21873587369918823,0.08258263766765594,0.22969312965869904,0.1314239203929901,0.18264494836330414
in,1.0,0.30808621644973755,0.3174034655094147,0.2593238651752472,0.3796374499797821,0.2431333363056183,0.22969312965869904,0.28820812702178955,0.26916563510894775,1.0,0.24138042330741882,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3617299497127533,0.34736719727516174,0.39348116517066956,0.20384269952774048,0.2714049816131592,0.35879647731781006,0.26611819863319397,0.6662389636039734,0.30340051651000977,0.22068053483963013
11th,0.1380828619003296,0.06251733750104904,0.1702362447977066,0.12824565172195435,0.09486421197652817,0.049302924424409866,0.1953454315662384,0.1553620994091034,0.06413120776414871,0.1380828619003296,0.0542500801384449,0.014542436227202415
century,0.3174034655094147,0.20422613620758057,1.0,0.2333737462759018,0.3344342112541199,0.3006036877632141,0.2265995740890503,0.28699204325675964,0.1293773204088211,0.3174034655094147,0.18260802328586578,0.1026201918721199
.,0.5591574311256409,0.3567904531955719,0.27413639426231384,0.35288307070732117,0.33938494324684143,0.2641633450984955,0.3013017475605011,0.2925383150577545,0.21290622651576996,0.5591574311256409,0.2814660370349884,0.4130953550338745
