,who,was,rca,president,in,1942,?
investment,0.1804065853357315,0.18636870384216309,0.1942177414894104,0.3005093038082123,0.19176560640335083,0.2652043104171753,0.17811161279678345
firm,0.18949908018112183,0.2261969894170761,0.24629437923431396,0.1245884820818901,0.18565146625041962,0.28460001945495605,0.08762375265359879
dillon,0.223277747631073,0.28835245966911316,0.22317731380462646,0.1598386913537979,0.17324323952198029,0.2677595615386963,0.17064180970191956
",",0.3365725874900818,0.45456063747406006,0.19369250535964966,0.26552814245224,0.5201468467712402,0.2961331903934479,0.31091248989105225
read,0.28330934047698975,0.20066320896148682,0.16266538202762604,0.17770631611347198,0.19694635272026062,0.11991574615240097,0.30917879939079285
&,0.09244576841592789,0.12134000658988953,0.2053338587284088,0.13791412115097046,0.1358654648065567,0.1442292332649231,0.12596383690834045
co.,0.22129569947719574,0.23801924288272858,0.236390620470047,0.22420348227024078,0.2526015639305115,0.28188666701316833,0.10775839537382126
(,0.2443375140428543,0.2980341613292694,0.2296147346496582,0.2037333846092224,0.3087427020072937,0.20050308108329773,0.40561532974243164
which,0.3688730001449585,0.2830964922904968,0.16838154196739197,0.15872660279273987,0.4840516746044159,0.35927337408065796,0.25814583897590637
was,0.3318818509578705,1.0000001192092896,0.2589319050312042,0.2505730390548706,0.45514053106307983,0.3519994914531708,0.18412111699581146
later,0.35185644030570984,0.5684447288513184,0.206068754196167,0.17261546850204468,0.40857815742492676,0.2766529619693756,0.1417175978422165
acquired,0.167435422539711,0.20753280818462372,0.25874757766723633,0.15773366391658783,0.20108897984027863,0.19255635142326355,0.09366346150636673
by,0.39727845788002014,0.4752357602119446,0.2319910079240799,0.18304786086082458,0.370934396982193,0.26897794008255005,0.17966607213020325
the,0.3733934462070465,0.48711544275283813,0.12673714756965637,0.24330610036849976,0.6662389636039734,0.38329726457595825,0.22068053483963013
swiss,0.22544366121292114,0.1790563017129898,0.11683636158704758,0.1601628214120865,0.18513751029968262,0.18684983253479004,0.11023817211389542
bank,0.19363291561603546,0.19418294727802277,0.16663974523544312,0.21080857515335083,0.2690856158733368,0.27907997369766235,0.09656643867492676
corporation,0.15684109926223755,0.2535845935344696,0.29776278138160706,0.22023193538188934,0.16382643580436707,0.305448979139328,0.13731837272644043
in,0.2792111933231354,0.45514053106307983,0.1138772964477539,0.18811661005020142,1.0,0.3399626910686493,0.20430970191955566
1997,0.08716046810150146,-0.11245216429233551,-0.22560417652130127,-0.015591242350637913,-0.06112837791442871,-0.08884308487176895,0.03663474693894386
),0.2457384318113327,0.3267642855644226,0.2313128113746643,0.1912459284067154,0.3326910734176636,0.1973619908094406,0.42300865054130554
offered,0.2448675036430359,0.39858749508857727,0.20495420694351196,0.1874551922082901,0.2690350115299225,0.24900732934474945,0.22244536876678467
$,0.14688296616077423,0.23838669061660767,0.16731317341327667,0.1928025484085083,0.21616753935813904,0.19454477727413177,0.2786129117012024
7.5,0.25611957907676697,0.18163618445396423,-0.03337125480175018,0.09237130731344223,0.18354900181293488,-0.0014772409340366721,0.3666565418243408
million,0.20240086317062378,0.24203833937644958,0.14140406250953674,0.15591222047805786,0.2596224844455719,0.2013726830482483,0.23092924058437347
to,0.42656609416007996,0.3636345863342285,0.1836252361536026,0.21247753500938416,0.45010748505592346,0.3054983615875244,0.29463258385658264
purchase,0.2028260976076126,0.20900961756706238,0.16521002352237701,0.204679936170578,0.18969708681106567,0.28664129972457886,0.07106894254684448
the,0.3733934462070465,0.48711544275283813,0.12673714756965637,0.24330610036849976,0.6662389636039734,0.38329726457595825,0.22068053483963013
network,0.16999904811382294,0.1994880586862564,0.16861818730831146,0.14929509162902832,0.19496823847293854,0.18813876807689667,0.17853789031505585
",",0.3365725874900818,0.45456063747406006,0.19369250535964966,0.26552814245224,0.5201468467712402,0.2961331903934479,0.31091248989105225
but,0.4487357437610626,0.36023372411727905,0.11720458418130875,0.16334708034992218,0.48674455285072327,0.3029642403125763,0.27921953797340393
the,0.3733934462070465,0.48711544275283813,0.12673714756965637,0.24330610036849976,0.6662389636039734,0.38329726457595825,0.22068053483963013
offer,0.24683687090873718,0.1559375524520874,0.19904457032680511,0.14585360884666443,0.1875079721212387,0.26996803283691406,0.1774262934923172
was,0.3318818509578705,1.0000001192092896,0.2589319050312042,0.2505730390548706,0.45514053106307983,0.3519994914531708,0.18412111699581146
rejected,0.3072446286678314,0.2789621353149414,0.13951453566551208,0.2704845666885376,0.2188936322927475,0.24227944016456604,0.20434792339801788
by,0.39727845788002014,0.4752357602119446,0.2319910079240799,0.18304786086082458,0.370934396982193,0.26897794008255005,0.17966607213020325
woods,0.24312812089920044,0.2265947014093399,0.1012028232216835,0.11440311372280121,0.21960093080997467,0.189737930893898,0.09811560064554214
and,0.41279885172843933,0.3740963041782379,0.15499135851860046,0.23286236822605133,0.4954058527946472,0.28806039690971375,0.20544172823429108
rca,0.1221470981836319,0.2589319050312042,0.9999998807907104,0.16922686994075775,0.1138772964477539,0.23608067631721497,0.07305777072906494
president,0.22565458714962006,0.2505730390548706,0.16922686994075775,1.0000001192092896,0.18811661005020142,0.16217255592346191,0.14148259162902832
david,0.26544609665870667,0.2655363976955414,0.23155193030834198,0.1429166942834854,0.17107756435871124,0.1850654035806656,0.04158485680818558
sarnoff,0.28094950318336487,0.34938761591911316,0.35411179065704346,0.29375579953193665,0.2823174297809601,0.33148276805877686,0.12831296026706696
.,0.3541337847709656,0.40146201848983765,0.11357055604457855,0.26255303621292114,0.5591574311256409,0.37844008207321167,0.4130953550338745
