,who,was,the,normans,',main,enemy,in,italy,",",the,byzantine,empire,and,armenia,?
soon,0.3877567946910858,0.38351550698280334,0.3431394100189209,0.20093272626399994,0.2110317200422287,0.14624357223510742,0.156655952334404,0.2957788109779358,0.19425570964813232,0.33847981691360474,0.3431394100189209,0.18202365934848785,0.2630324065685272,0.39496758580207825,0.10065682977437973,0.17460282146930695
after,0.32549580931663513,0.49306565523147583,0.4565047025680542,0.2102251946926117,0.31325316429138184,0.22158725559711456,0.21389254927635193,0.44050168991088867,0.23217739164829254,0.38860568404197693,0.4565047025680542,0.19103392958641052,0.23534879088401794,0.3765919506549835,0.12258879095315933,0.16608688235282898
the,0.3733934462070465,0.48711544275283813,1.0,0.2781367897987366,0.474788099527359,0.38631999492645264,0.2552780210971832,0.6662389636039734,0.2633645832538605,0.4933079481124878,1.0,0.20800244808197021,0.32532164454460144,0.5171257257461548,0.22882236540317535,0.22068053483963013
normans,0.20534200966358185,0.23244261741638184,0.2781367897987366,1.0,0.12515082955360413,0.08500875532627106,0.2533349096775055,0.23263490200042725,0.35143834352493286,0.207779198884964,0.2781367897987366,0.44761067628860474,0.3204875588417053,0.23779046535491943,0.23730488121509552,0.12354589998722076
began,0.1646115779876709,0.4683617055416107,0.3059147596359253,0.2431182861328125,0.16991369426250458,0.12592951953411102,0.16234073042869568,0.34154343605041504,0.1856178194284439,0.2705576717853546,0.3059147596359253,0.18347279727458954,0.21061348915100098,0.3021392226219177,0.14236024022102356,0.1370266228914261
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.2506018877029419,0.34544456005096436,0.26116618514060974,0.24200193583965302,0.45010748505592346,0.19335418939590454,0.44245919585227966,0.535392165184021,0.19445456564426422,0.21448755264282227,0.48971283435821533,0.13062524795532227,0.29463258385658264
enter,0.20722506940364838,0.1587110310792923,0.3499310314655304,0.11344991624355316,0.2039327621459961,0.1450645923614502,0.26969194412231445,0.2540470063686371,0.14706048369407654,0.20928232371807098,0.3499310314655304,0.13491962850093842,0.06554996967315674,0.30870890617370605,0.13948097825050354,0.11047764122486115
italy,0.17201180756092072,0.26177310943603516,0.2633645832538605,0.35143834352493286,0.15954934060573578,0.10937223583459854,0.22973087430000305,0.3334544897079468,1.0,0.2497674822807312,0.2633645832538605,0.3059539794921875,0.23521104454994202,0.25207585096359253,0.3214553892612457,0.11567100137472153
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.207779198884964,0.5178600549697876,0.2989408075809479,0.18225997686386108,0.5201468467712402,0.2497674822807312,1.0000001192092896,0.4933079481124878,0.22047357261180878,0.27646857500076294,0.6633074283599854,0.18493571877479553,0.31091248989105225
they,0.47879111766815186,0.3300964832305908,0.49925389885902405,0.2897695004940033,0.27022266387939453,0.19444097578525543,0.1944514364004135,0.4330179989337921,0.1823738068342209,0.390799880027771,0.49925389885902405,0.17397837340831757,0.19982218742370605,0.5073080658912659,0.14564499258995056,0.2753053903579712
