,what,are,the,biggest,burdens,?
preventable,0.35777997970581055,0.35650157928466797,0.2666250765323639,0.08825045824050903,0.24567881226539612,0.3220236599445343
diseases,0.276649534702301,0.3169390857219696,0.2655201852321625,0.13865995407104492,0.28707563877105713,0.1916700154542923
like,0.4320242702960968,0.4686352014541626,0.32912567257881165,0.2426019310951233,0.17660292983055115,0.3268813192844391
malaria,0.22301892936229706,0.19175422191619873,0.2339317500591278,0.11547114700078964,0.23276646435260773,0.2527943551540375
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.21889357268810272,0.31091248989105225
hiv/aids,0.21726994216442108,0.2546893358230591,0.24184156954288483,0.14665010571479797,0.2554143965244293,0.18364624679088593
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.21889357268810272,0.31091248989105225
pneumonia,0.09324188530445099,0.11286712437868118,0.15454815328121185,0.14219029247760773,0.14368514716625214,0.148961141705513
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.21889357268810272,0.31091248989105225
diarrhoea,0.26761069893836975,0.26920419931411743,0.17245317995548248,0.15669099986553192,0.3260001540184021,0.23198358714580536
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2873573303222656,0.26908254623413086,0.20544172823429108
malnutrition,0.2853657007217407,0.2805480659008026,0.27412959933280945,0.11556094884872437,0.3631283640861511,0.247996985912323
are,0.29724663496017456,1.0,0.40399202704429626,0.2340189665555954,0.20452933013439178,0.24591213464736938
the,0.42745697498321533,0.40399202704429626,1.0,0.3799763321876526,0.19935747981071472,0.22068053483963013
biggest,0.1501782387495041,0.2340189665555954,0.3799763321876526,0.9999998807907104,0.13005566596984863,0.11438456177711487
burden,0.26935645937919617,0.13445204496383667,0.18522068858146667,0.09454509615898132,0.7606787085533142,0.24832278490066528
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.21889357268810272,0.31091248989105225
major,0.21026742458343506,0.21536177396774292,0.31775903701782227,0.37370240688323975,0.0548318475484848,0.19788557291030884
child-killers,0.311758816242218,0.3074831962585449,0.291012167930603,0.11001095920801163,0.23045630753040314,0.22179146111011505
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.21889357268810272,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2873573303222656,0.26908254623413086,0.20544172823429108
responsible,0.26869386434555054,0.2889936864376068,0.3305104374885559,0.17826345562934875,0.21466892957687378,0.11367333680391312
for,0.3017193675041199,0.3895993232727051,0.4739971458911896,0.1842430830001831,0.3242797553539276,0.264628142118454
much,0.45316147804260254,0.2937524914741516,0.35023224353790283,0.2476881593465805,0.27548855543136597,0.23442231118679047
morbidity,0.30113857984542847,0.2654246687889099,0.2359696924686432,0.07769223302602768,0.3133825361728668,0.26111432909965515
;,0.10986888408660889,0.15315808355808258,0.09152708947658539,0.07440086454153061,0.03511465713381767,0.10349778085947037
weak,0.2838204503059387,0.22773078083992004,0.19635674357414246,0.14080257713794708,0.2100132703781128,0.1458035111427307
policies,0.37312451004981995,0.22035543620586395,0.22566401958465576,0.11602529138326645,0.34337666630744934,0.2969106435775757
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.21889357268810272,0.31091248989105225
corruption,0.20003895461559296,0.1424936056137085,0.23319530487060547,0.13564102351665497,0.2505151629447937,0.16485145688056946
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.21889357268810272,0.31091248989105225
inadequate,0.2975982427597046,0.2971920371055603,0.23429985344409943,0.06986229866743088,0.36857759952545166,0.2455245554447174
health,0.21460163593292236,0.19031372666358948,0.2340974360704422,0.14077270030975342,0.29515352845191956,0.16094304621219635
workers,0.21390831470489502,0.21967428922653198,0.23066683113574982,0.1822987049818039,0.31069958209991455,0.1706571877002716
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.28671082854270935,0.21889357268810272,0.31091248989105225
weak,0.2838204503059387,0.22773078083992004,0.19635674357414246,0.14080257713794708,0.2100132703781128,0.1458035111427307
management,0.180610790848732,0.17698079347610474,0.26673808693885803,0.13620112836360931,0.24749568104743958,0.15866325795650482
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2873573303222656,0.26908254623413086,0.20544172823429108
poor,0.2570318877696991,0.1839064210653305,0.21093174815177917,0.13661262392997742,0.28668734431266785,0.12937016785144806
leadership,0.2053566873073578,0.11281739175319672,0.2857116758823395,0.14144296944141388,0.22793084383010864,0.08979988098144531
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.33434951305389404,0.1406950205564499,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.3799763321876526,0.19935747981071472,0.22068053483963013
public,0.1729622185230255,0.18111367523670197,0.22857438027858734,0.24953220784664154,0.23910850286483765,0.19872993230819702
health,0.21460163593292236,0.19031372666358948,0.2340974360704422,0.14077270030975342,0.29515352845191956,0.16094304621219635
sector,0.18244388699531555,0.18541370332241058,0.27798449993133545,0.27583813667297363,0.21386219561100006,0.06294605135917664
are,0.29724663496017456,1.0,0.40399202704429626,0.2340189665555954,0.20452933013439178,0.24591213464736938
largely,0.25660550594329834,0.2932984232902527,0.34641584753990173,0.1956198513507843,0.21411406993865967,0.08185246586799622
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.20095665752887726,0.24508044123649597,0.29463258385658264
blame,0.3078381419181824,0.15949253737926483,0.1959904432296753,0.19262085855007172,0.2865956425666809,0.265218049287796
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.23587781190872192,0.21354082226753235,0.4130953550338745
,what,are,the,biggest,burdens,?
diseases,0.276649534702301,0.3169390857219696,0.2655201852321625,0.13865995407104492,0.28707563877105713,0.1916700154542923
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.35091954469680786,0.2150414139032364,0.1826142966747284
poverty,0.20925714075565338,0.14178235828876495,0.20494918525218964,0.1390828639268875,0.26496320962905884,0.16537553071975708
directly,0.3618607521057129,0.322107195854187,0.4502958655357361,0.1437414288520813,0.20274928212165833,0.2187996357679367
correlate,0.3224903345108032,0.3774305582046509,0.24036549031734467,0.11249540001153946,0.20185565948486328,0.27275848388671875
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.20545731484889984,0.18533335626125336,0.2433311939239502
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.24141843616962433,0.19101178646087646,0.23916715383529663
country,0.22705033421516418,0.1952878087759018,0.30432501435279846,0.23209118843078613,0.17011843621730804,0.12647280097007751
's,0.02692362666130066,-0.008927806280553341,-0.01540423184633255,0.04258571192622185,0.07794931530952454,-0.023395681753754616
economic,0.18082544207572937,0.17979218065738678,0.282455176115036,0.26071423292160034,0.3010208010673523,0.1206481084227562
performance,0.1804763227701187,0.14449043571949005,0.260756254196167,0.1485525220632553,0.1979013830423355,0.1587955504655838
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2873573303222656,0.26908254623413086,0.20544172823429108
wealth,0.2415573000907898,0.13664987683296204,0.24999672174453735,0.2004200965166092,0.3591773211956024,0.1624586433172226
distribution,0.17429208755493164,0.25215670466423035,0.27569329738616943,0.19909343123435974,0.1559215784072876,0.0929616317152977
:,-0.12022944539785385,-0.1189703419804573,-0.03403344005346298,-0.043155185878276825,-0.05869724228978157,-0.07156077772378922
half,0.13016436994075775,0.23862038552761078,0.3189295828342438,0.13208754360675812,0.11883780360221863,0.07471233606338501
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.35091954469680786,0.2150414139032364,0.1826142966747284
kenyans,0.20263339579105377,0.1920192986726761,0.24414950609207153,0.13584372401237488,0.28070268034935,0.18293815851211548
live,0.20532001554965973,0.30489251017570496,0.2995128035545349,0.25389668345451355,0.1651613414287567,0.19481121003627777
below,0.23541416227817535,0.34338876605033875,0.2930138111114502,0.11976740509271622,0.17651024460792542,0.17692236602306366
