,what,country,has,the,most,illiterate,adults,in,the,world,?
legally,0.25547662377357483,0.29140254855155945,0.20360733568668365,0.21759270131587982,0.21788904070854187,0.22123213112354279,0.18984760344028473,0.23057961463928223,0.21759270131587982,0.1575453281402588,0.15887223184108734
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.4933079481124878,0.3636029064655304,0.2549304962158203,0.20862317085266113,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
only,0.41415658593177795,0.2164556235074997,0.4251205623149872,0.5497692227363586,0.5343596935272217,0.27810588479042053,0.2977339029312134,0.42992329597473145,0.5497692227363586,0.2652057409286499,0.2767370045185089
non-profit,0.23789295554161072,0.2215520441532135,0.16359402239322662,0.2112274169921875,0.2219269722700119,0.2440415620803833,0.25668227672576904,0.1804439276456833,0.2112274169921875,0.21392005681991577,0.23200352489948273
trusts,0.3068753480911255,0.22346839308738708,0.2162465751171112,0.23429372906684875,0.1657552570104599,0.24387429654598236,0.1605900526046753,0.14143748581409454,0.23429372906684875,0.1297665238380432,0.16808827221393585
and,0.31309178471565247,0.30884742736816406,0.43716782331466675,0.5171257257461548,0.4309377074241638,0.2557351887226105,0.2903856337070465,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.20544172823429108
societies,0.21333153545856476,0.23042519390583038,0.15951590240001678,0.2507815659046173,0.2379036545753479,0.3323686122894287,0.26139065623283386,0.18610723316669464,0.2507815659046173,0.2679026126861572,0.19051554799079895
can,0.34502777457237244,0.15319520235061646,0.4103628396987915,0.312528520822525,0.3452373743057251,0.2936568558216095,0.2832548916339874,0.26527702808380127,0.312528520822525,0.2264544814825058,0.3226337134838104
run,0.2294815480709076,0.23163190484046936,0.20399263501167297,0.27883726358413696,0.19482719898223877,0.13896992802619934,0.16592107713222504,0.26368704438209534,0.27883726358413696,0.2039691060781479,0.17904110252857208
schools,0.1820785105228424,0.21351854503154755,0.2180989682674408,0.22905772924423218,0.19526082277297974,0.32746851444244385,0.21564731001853943,0.2632134258747101,0.22905772924423218,0.20659546554088593,0.18349280953407288
in,0.30808621644973755,0.3040012717247009,0.4173259735107422,0.6662389636039734,0.41416558623313904,0.2152044028043747,0.2404707372188568,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
india,0.23203566670417786,0.2727072238922119,0.18690930306911469,0.3108653426170349,0.23822951316833496,0.20674699544906616,0.15693356096744537,0.27070173621177673,0.3108653426170349,0.2849453091621399,0.10473668575286865
.,0.3567904531955719,0.26130348443984985,0.4105546176433563,0.5934505462646484,0.35404038429260254,0.22916777431964874,0.2783450484275818,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.4130953550338745
,what,country,has,the,most,illiterate,adults,in,the,world,?
the,0.42745697498321533,0.30432501435279846,0.4177538752555847,1.0,0.47635307908058167,0.23474641144275665,0.24781310558319092,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
annual,0.14798973500728607,0.1805795580148697,0.20556344091892242,0.2958983778953552,0.22632372379302979,0.10411613434553146,0.15460819005966187,0.2557781934738159,0.2958983778953552,0.27951735258102417,0.1083487942814827
status,0.1975356787443161,0.1586717665195465,0.2253449559211731,0.23601171374320984,0.1692272275686264,0.1514974981546402,0.07282818853855133,0.20590373873710632,0.23601171374320984,0.1545293778181076,0.16403266787528992
of,0.33290785551071167,0.28866857290267944,0.3909035325050354,0.733189046382904,0.4178851246833801,0.21880021691322327,0.1983904391527176,0.5696388483047485,0.733189046382904,0.2828933000564575,0.1826142966747284
education,0.19940856099128723,0.25007978081703186,0.19203995168209076,0.23982903361320496,0.1403121054172516,0.3499113917350769,0.27602940797805786,0.2654339671134949,0.23982903361320496,0.1696597784757614,0.18067774176597595
report,0.2868559956550598,0.18177995085716248,0.18398481607437134,0.2556745111942291,0.15862242877483368,0.20466284453868866,0.2245137095451355,0.204250767827034,0.2556745111942291,0.16440735757350922,0.3138936758041382
(,0.2411840260028839,0.1820623129606247,0.2498389035463333,0.33289089798927307,0.20654040575027466,0.13149572908878326,0.1441684067249298,0.3087427020072937,0.33289089798927307,0.22099611163139343,0.40561532974243164
aser,0.2221965342760086,0.12313877791166306,0.18116065859794617,0.27994224429130554,0.19590552151203156,0.12802653014659882,0.08527558296918869,0.17739909887313843,0.27994224429130554,0.15305379033088684,0.21717259287834167
),0.26259949803352356,0.18773311376571655,0.26944878697395325,0.3456730246543884,0.23620007932186127,0.14738263189792633,0.14863401651382446,0.3326910734176636,0.3456730246543884,0.22386978566646576,0.42300865054130554
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.4933079481124878,0.3636029064655304,0.2549304962158203,0.20862317085266113,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
which,0.5261979103088379,0.2308337539434433,0.4350704550743103,0.6521818041801453,0.4637843072414398,0.29028481245040894,0.2534089982509613,0.4840516746044159,0.6521818041801453,0.29213306307792664,0.25814583897590637
evaluates,0.27553945779800415,0.18331724405288696,0.19531375169754028,0.25916150212287903,0.17420658469200134,0.2894488573074341,0.2228599339723587,0.15737813711166382,0.25916150212287903,0.18431030213832855,0.25885236263275146
learning,0.29806870222091675,0.13854748010635376,0.15350091457366943,0.2504628002643585,0.27735140919685364,0.4093915522098541,0.3398975729942322,0.2443799525499344,0.2504628002643585,0.23917685449123383,0.25810256600379944
levels,0.21641245484352112,0.13239769637584686,0.23979921638965607,0.286034494638443,0.16549775004386902,0.22303283214569092,0.2996692955493927,0.2418597936630249,0.286034494638443,0.17204682528972626,0.1541307419538498
in,0.30808621644973755,0.3040012717247009,0.4173259735107422,0.6662389636039734,0.41416558623313904,0.2152044028043747,0.2404707372188568,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
rural,0.19569969177246094,0.2559124827384949,0.1796765774488449,0.18905460834503174,0.1451072245836258,0.28036242723464966,0.25444430112838745,0.31192100048065186,0.18905460834503174,0.1489981710910797,0.11320571601390839
india,0.23203566670417786,0.2727072238922119,0.18690930306911469,0.3108653426170349,0.23822951316833496,0.20674699544906616,0.15693356096744537,0.27070173621177673,0.3108653426170349,0.2849453091621399,0.10473668575286865
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.4933079481124878,0.3636029064655304,0.2549304962158203,0.20862317085266113,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
has,0.20338068902492523,0.23112818598747253,1.0,0.4177538752555847,0.3426419198513031,0.15837189555168152,0.13889849185943604,0.4173259735107422,0.4177538752555847,0.21706144511699677,0.15994466841220856
been,0.2567804455757141,0.22071953117847443,0.6162750124931335,0.3563927710056305,0.33751797676086426,0.23870402574539185,0.1823974996805191,0.3515113592147827,0.3563927710056305,0.23422138392925262,0.24354910850524902
reporting,0.26988375186920166,0.16522446274757385,0.2228398621082306,0.2787152826786041,0.2332497388124466,0.1843475103378296,0.1772061139345169,0.2087971568107605,0.2787152826786041,0.19971513748168945,0.294716477394104
poorer,0.21893715858459473,0.2780110836029053,0.20928333699703217,0.2263936996459961,0.34524011611938477,0.31084537506103516,0.38035809993743896,0.19442906975746155,0.2263936996459961,0.2888747453689575,0.14399310946464539
academic,0.10352335125207901,0.16189086437225342,0.22090037167072296,0.15387672185897827,0.17076992988586426,0.26829543709754944,0.15504205226898193,0.1914365142583847,0.15387672185897827,0.2199455052614212,0.11011603474617004
achievement,0.18986374139785767,0.19034434854984283,0.23086199164390564,0.2765722870826721,0.2511139214038849,0.2060783952474594,0.136800155043602,0.2451300323009491,0.2765722870826721,0.32106128334999084,0.14776082336902618
in,0.30808621644973755,0.3040012717247009,0.4173259735107422,0.6662389636039734,0.41416558623313904,0.2152044028043747,0.2404707372188568,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
government,0.28074538707733154,0.384080171585083,0.205010324716568,0.31798112392425537,0.1977129876613617,0.19627636671066284,0.1302148997783661,0.3066793978214264,0.31798112392425537,0.17855651676654816,0.18851417303085327
schools,0.1820785105228424,0.21351854503154755,0.2180989682674408,0.22905772924423218,0.19526082277297974,0.32746851444244385,0.21564731001853943,0.2632134258747101,0.22905772924423218,0.20659546554088593,0.18349280953407288
than,0.29388150572776794,0.16402976214885712,0.32792407274246216,0.3227543234825134,0.42108985781669617,0.2904086709022522,0.29695454239845276,0.3270052373409271,0.3227543234825134,0.19279077649116516,0.24917294085025787
in,0.30808621644973755,0.3040012717247009,0.4173259735107422,0.6662389636039734,0.41416558623313904,0.2152044028043747,0.2404707372188568,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
private,0.16778090596199036,0.21057552099227905,0.1315586119890213,0.18291357159614563,0.20440927147865295,0.20597507059574127,0.21367985010147095,0.21135757863521576,0.18291357159614563,0.20038117468357086,0.14389030635356903
schools,0.1820785105228424,0.21351854503154755,0.2180989682674408,0.22905772924423218,0.19526082277297974,0.32746851444244385,0.21564731001853943,0.2632134258747101,0.22905772924423218,0.20659546554088593,0.18349280953407288
.,0.3567904531955719,0.26130348443984985,0.4105546176433563,0.5934505462646484,0.35404038429260254,0.22916777431964874,0.2783450484275818,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.4130953550338745
