,what,is,atp,synthase,similar,to,?
atp,0.1845729500055313,0.1572589874267578,1.0,0.5215639472007751,0.14243130385875702,0.18189017474651337,0.17643076181411743
synthase,0.1585291028022766,0.22612756490707397,0.5215639472007751,1.0000001192092896,0.24238939583301544,0.20460331439971924,0.16424381732940674
is,0.28837618231773376,1.0,0.1572589874267578,0.22612756490707397,0.28929588198661804,0.42745086550712585,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.14521044492721558,0.25712496042251587,0.34790337085723877,0.45503583550453186,0.23916715383529663
large,0.2017821967601776,0.2971126437187195,0.12573491036891937,0.18862587213516235,0.3272748291492462,0.3150999844074249,0.1355665624141693
protein,0.20633074641227722,0.2287263572216034,0.45516839623451233,0.4768049120903015,0.2381337732076645,0.18705467879772186,0.169142946600914
complex,0.2605343163013458,0.2723233699798584,0.2302566021680832,0.31817755103111267,0.3260821998119354,0.2934706509113312,0.17752902209758759
that,0.6297725439071655,0.3995479643344879,0.1787678301334381,0.23333537578582764,0.4232555329799652,0.5436353087425232,0.32716336846351624
harnesses,0.21969595551490784,0.21072432398796082,0.20503821969032288,0.24735331535339355,0.27210161089897156,0.3141672909259796,0.11535068601369858
the,0.42745697498321533,0.5823672413825989,0.22016242146492004,0.23368501663208008,0.2963123023509979,0.535392165184021,0.22068053483963013
concentration,0.2389112114906311,0.22200974822044373,0.31633904576301575,0.3327135145664215,0.1441682130098343,0.26137882471084595,0.1292840540409088
gradient,0.2476568967103958,0.232833132147789,0.32025283575057983,0.3505399525165558,0.21682247519493103,0.22921766340732574,0.16633863747119904
of,0.33290785551071167,0.4854315221309662,0.209827721118927,0.23039190471172333,0.2911645472049713,0.41548454761505127,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.22016242146492004,0.23368501663208008,0.2963123023509979,0.535392165184021,0.22068053483963013
hydrogen,0.19052310287952423,0.24001643061637878,0.4159596264362335,0.48680490255355835,0.23375903069972992,0.23178602755069733,0.14590126276016235
ions,0.19082559645175934,0.24156934022903442,0.46110352873802185,0.4546756148338318,0.19138126075267792,0.2567741870880127,0.19270877540111542
in,0.30808621644973755,0.5394441485404968,0.17889440059661865,0.2223462015390396,0.28091391921043396,0.45010748505592346,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.22016242146492004,0.23368501663208008,0.2963123023509979,0.535392165184021,0.22068053483963013
thylakoid,0.20312407612800598,0.23602592945098877,0.301353394985199,0.4116952121257782,0.21392425894737244,0.20179182291030884,0.19202344119548798
space,0.20525942742824554,0.18578536808490753,0.1423693150281906,0.20606637001037598,0.1536429524421692,0.22712917625904083,0.1885536164045334
to,0.455847829580307,0.42745086550712585,0.18189017474651337,0.20460331439971924,0.2888135313987732,1.0,0.29463258385658264
generate,0.26186254620552063,0.2641996741294861,0.2945796847343445,0.38799455761909485,0.3046134114265442,0.33432886004447937,0.28300654888153076
atp,0.1845729500055313,0.1572589874267578,1.0,0.5215639472007751,0.14243130385875702,0.18189017474651337,0.17643076181411743
energy,0.190252885222435,0.2171693742275238,0.4139546751976013,0.37774527072906494,0.11953098326921463,0.27179354429244995,0.14860127866268158
as,0.31749409437179565,0.43216490745544434,0.12997224926948547,0.1889249086380005,0.30915290117263794,0.42092081904411316,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.22016242146492004,0.23368501663208008,0.2963123023509979,0.535392165184021,0.22068053483963013
hydrogen,0.19052310287952423,0.24001643061637878,0.4159596264362335,0.48680490255355835,0.23375903069972992,0.23178602755069733,0.14590126276016235
ions,0.19082559645175934,0.24156934022903442,0.46110352873802185,0.4546756148338318,0.19138126075267792,0.2567741870880127,0.19270877540111542
flow,0.1798735409975052,0.26788079738616943,0.21306559443473816,0.2854136824607849,0.1637459695339203,0.27439337968826294,0.10458291321992874
back,0.2965294420719147,0.20263513922691345,0.11905641853809357,0.1271209865808487,0.2037828117609024,0.4675939381122589,0.2397768795490265
out,0.3633197546005249,0.2817855477333069,0.17848734557628632,0.1735188513994217,0.23277248442173004,0.42386990785598755,0.22020699083805084
into,0.2180619090795517,0.2619607150554657,0.21582083404064178,0.24317701160907745,0.22620125114917755,0.38810545206069946,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,0.22016242146492004,0.23368501663208008,0.2963123023509979,0.535392165184021,0.22068053483963013
stroma—much,0.301533043384552,0.28794065117836,0.18001873791217804,0.36132296919822693,0.25458046793937683,0.24047718942165375,0.2043381631374359
like,0.4320242702960968,0.29710376262664795,0.11837886273860931,0.21806134283542633,0.5880904793739319,0.35482415556907654,0.3268813192844391
a,0.3320399522781372,0.658733606338501,0.14521044492721558,0.25712496042251587,0.34790337085723877,0.45503583550453186,0.23916715383529663
dam,0.09182299673557281,0.18287189304828644,0.1602262258529663,0.2314557284116745,0.04875975102186203,0.16946986317634583,0.08216840028762817
turbine,0.1404699683189392,0.20463748276233673,0.31536632776260376,0.3251726031303406,0.2099849432706833,0.23140856623649597,0.16315746307373047
.,0.3567904531955719,0.4569662809371948,0.2014213502407074,0.26233378052711487,0.306670606136322,0.4645031690597534,0.4130953550338745
