,in,which,middle,eastern,country,is,genghis,khan,'s,title,a,popular,name,for,male,children,?
in,1.0,0.4840516746044159,0.26767921447753906,0.3306356370449066,0.3040012717247009,0.5394441485404968,0.224680557847023,0.1527150720357895,-0.037580832839012146,0.2263992726802826,0.539380669593811,0.3157482445240021,0.2459065467119217,0.4322226941585541,0.1523800492286682,0.2065156251192093,0.20430970191955566
turkey,0.22727139294147491,0.2019263207912445,0.16213883459568024,0.26019343733787537,0.33972838521003723,0.1923259049654007,0.303996741771698,0.2409292310476303,0.06334216892719269,0.10369067639112473,0.1961304098367691,0.233598992228508,0.1192038506269455,0.1895550936460495,0.16317413747310638,0.16362108290195465,0.19889959692955017
",",0.5201468467712402,0.3658004403114319,0.24847112596035004,0.3081906735897064,0.27878350019454956,0.4691906273365021,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2202284336090088,0.427140474319458,0.2819201350212097,0.28145334124565125,0.4464869201183319,0.19301897287368774,0.28531143069267273,0.31091248989105225
genghis,0.224680557847023,0.26472097635269165,0.17651045322418213,0.25336745381355286,0.23040525615215302,0.1866190880537033,1.0,0.5896923542022705,0.031423866748809814,0.22426576912403107,0.194350928068161,0.1416088193655014,0.1921190470457077,0.14123353362083435,0.23683175444602966,0.18672746419906616,0.18813461065292358
khan,0.1527150720357895,0.19211235642433167,0.13592681288719177,0.09334104508161545,0.16285784542560577,0.20103248953819275,0.5896923542022705,1.0,0.05307086929678917,0.22046531736850739,0.1743650734424591,0.14688241481781006,0.09873242676258087,0.13388998806476593,0.17632050812244415,0.12612631916999817,0.12862591445446014
is,0.5394441485404968,0.4457404911518097,0.21621397137641907,0.2375388890504837,0.24409033358097076,1.0,0.1866190880537033,0.20103248953819275,0.02396530658006668,0.17983698844909668,0.658733606338501,0.30144429206848145,0.3359788954257965,0.43268078565597534,0.16562317311763763,0.15495672821998596,0.22961433231830597
looked,0.20686055719852448,0.3042283058166504,0.10839163511991501,0.0761096328496933,0.1572546362876892,0.18270941078662872,0.15972159802913666,0.08393238484859467,0.00793336983770132,0.1415029764175415,0.2962821125984192,0.13737763464450836,0.1778596192598343,0.2522982060909271,0.17702005803585052,0.19401076436042786,0.2506680488586426
on,0.46853652596473694,0.4245251417160034,0.22140929102897644,0.2247627079486847,0.21584933996200562,0.3635730445384979,0.17695671319961548,0.13222354650497437,0.0026888418942689896,0.16559039056301117,0.3848365545272827,0.1930101215839386,0.17627742886543274,0.36199691891670227,0.11993876099586487,0.20549149811267853,0.2714994251728058
as,0.3887844979763031,0.41006597876548767,0.2141454964876175,0.21607916057109833,0.2241005152463913,0.43216490745544434,0.17543354630470276,0.22500167787075043,-0.05775856226682663,0.2520829439163208,0.39550232887268066,0.2382158637046814,0.2851914167404175,0.44774648547172546,0.20037491619586945,0.17233875393867493,0.27043893933296204
a,0.539380669593811,0.56894451379776,0.23820361495018005,0.2322530597448349,0.20991116762161255,0.658733606338501,0.194350928068161,0.1743650734424591,0.04866964742541313,0.23181948065757751,1.0,0.2756339907646179,0.26421117782592773,0.44038116931915283,0.21537062525749207,0.12013130635023117,0.23916715383529663
great,0.23348836600780487,0.2356490194797516,0.21389587223529816,0.2764667272567749,0.1370573192834854,0.1345067322254181,0.3619271516799927,0.22385743260383606,-0.014279589988291264,0.10030953586101532,0.21836373209953308,0.18035398423671722,0.16152743995189667,0.19302397966384888,0.15094585716724396,0.17235812544822693,0.13135133683681488
military,0.2402431070804596,0.18082310259342194,0.18443851172924042,0.23123320937156677,0.29486605525016785,0.139249786734581,0.29472070932388306,0.22762557864189148,0.0309983491897583,0.10885309427976608,0.22087278962135315,0.17637690901756287,0.1336529552936554,0.22577130794525146,0.18725456297397614,0.1481795758008957,0.1890317052602768
leader,0.22669851779937744,0.13041070103645325,0.11297102272510529,0.19599400460720062,0.2150108963251114,0.14341628551483154,0.31820160150527954,0.2592346966266632,0.01118219830095768,0.19551822543144226,0.21384623646736145,0.12974674999713898,0.20258967578411102,0.1646857112646103,0.14476945996284485,0.16824448108673096,0.09527933597564697
