,what,set,is,a,seat,added,to,after,being,allocated,?
the,0.42745697498321533,0.2927955985069275,0.5823672413825989,0.5829201340675354,0.24530775845050812,0.3207796514034271,0.535392165184021,0.4565047025680542,0.419739305973053,0.35371720790863037,0.22068053483963013
party,0.2398013323545456,0.15430596470832825,0.1756078004837036,0.20141370594501495,0.26313984394073486,0.17161411046981812,0.1893671154975891,0.20269674062728882,0.2238706648349762,0.1359386444091797,0.19031576812267303
with,0.2464839518070221,0.19515010714530945,0.3250955045223236,0.3783375024795532,0.08952681720256805,0.3135547637939453,0.4239959120750427,0.33843478560447693,0.36860430240631104,0.190742626786232,0.2433311939239502
the,0.42745697498321533,0.2927955985069275,0.5823672413825989,0.5829201340675354,0.24530775845050812,0.3207796514034271,0.535392165184021,0.4565047025680542,0.419739305973053,0.35371720790863037,0.22068053483963013
highest,0.19637788832187653,0.14069461822509766,0.27460670471191406,0.23707912862300873,0.18266379833221436,0.13741613924503326,0.21947018802165985,0.189071387052536,0.1936345100402832,0.26262032985687256,0.11527936160564423
quotient,0.30547595024108887,0.23521004617214203,0.2975669503211975,0.29136255383491516,0.12827368080615997,0.1853586733341217,0.2305784970521927,0.1136053279042244,0.2614383399486542,0.2924344539642334,0.2688368856906891
is,0.28837618231773376,0.21148966252803802,1.0,0.658733606338501,0.22830115258693695,0.21163742244243622,0.42745086550712585,0.2835143506526947,0.4445112943649292,0.23639625310897827,0.22961433231830597
awarded,0.0973663404583931,0.18485817313194275,0.14507921040058136,0.21683081984519958,0.10683784633874893,0.2456374615430832,0.17180772125720978,0.2080889195203781,0.1797255128622055,0.24661606550216675,0.1431703418493271
the,0.42745697498321533,0.2927955985069275,0.5823672413825989,0.5829201340675354,0.24530775845050812,0.3207796514034271,0.535392165184021,0.4565047025680542,0.419739305973053,0.35371720790863037,0.22068053483963013
seat,0.1103479340672493,0.12942835688591003,0.22830115258693695,0.19567342102527618,1.0,0.09083867818117142,0.14240662753582,0.179970845580101,0.14676998555660248,0.2390725016593933,0.06630133837461472
",",0.3087472915649414,0.24912182986736298,0.4691906273365021,0.427140474319458,0.18137462437152863,0.28397712111473083,0.44245919585227966,0.38860568404197693,0.34499165415763855,0.2156936079263687,0.31091248989105225
which,0.5261979103088379,0.3371303975582123,0.4457404911518097,0.56894451379776,0.11583907157182693,0.36627641320228577,0.5345056653022766,0.3217443823814392,0.4268448054790497,0.3785964250564575,0.25814583897590637
is,0.28837618231773376,0.21148966252803802,1.0,0.658733606338501,0.22830115258693695,0.21163742244243622,0.42745086550712585,0.2835143506526947,0.4445112943649292,0.23639625310897827,0.22961433231830597
then,0.4072686731815338,0.3384719491004944,0.24618037045001984,0.3970017731189728,0.1292949616909027,0.24294570088386536,0.5203860402107239,0.4163074791431427,0.3652275502681732,0.24490179121494293,0.2884598970413208
added,0.23789235949516296,0.21764808893203735,0.21163742244243622,0.2839798927307129,0.09083867818117142,1.0000001192092896,0.29473474621772766,0.20902018249034882,0.2547604739665985,0.2637505531311035,0.2865637540817261
to,0.455847829580307,0.320547491312027,0.42745086550712585,0.45503583550453186,0.14240662753582,0.29473474621772766,1.0,0.37890323996543884,0.4514104127883911,0.2885535657405853,0.29463258385658264
its,0.30393704771995544,0.21010567247867584,0.4447362422943115,0.4424409866333008,0.23117636144161224,0.2351330816745758,0.3691340684890747,0.29879069328308105,0.3381310999393463,0.3039814829826355,0.15103481709957123
constituency,0.1581810563802719,0.1400558352470398,0.18986161053180695,0.17216160893440247,0.3711167275905609,0.11560024321079254,0.15225933492183685,0.1417144238948822,0.12208656966686249,0.28770551085472107,0.05170569196343422
seats,0.12961463630199432,0.21777783334255219,0.19383582472801208,0.23492009937763214,0.5839186906814575,0.2591177523136139,0.19008702039718628,0.13009007275104523,0.17956824600696564,0.28580114245414734,0.10678832978010178
in,0.30808621644973755,0.2663729190826416,0.5394441485404968,0.539380669593811,0.2778983414173126,0.26384392380714417,0.45010748505592346,0.44050168991088867,0.33162933588027954,0.2639060914516449,0.20430970191955566
allocating,0.31457948684692383,0.29194843769073486,0.20254620909690857,0.31210795044898987,0.1316796988248825,0.24537044763565063,0.35157352685928345,0.18929101526737213,0.3407248258590698,0.7427517771720886,0.24378159642219543
the,0.42745697498321533,0.2927955985069275,0.5823672413825989,0.5829201340675354,0.24530775845050812,0.3207796514034271,0.535392165184021,0.4565047025680542,0.419739305973053,0.35371720790863037,0.22068053483963013
second,0.19948028028011322,0.20862261950969696,0.3161451518535614,0.3655064105987549,0.21331825852394104,0.18659734725952148,0.3098561465740204,0.3736267685890198,0.2582560181617737,0.19992583990097046,0.17239587008953094
seat,0.1103479340672493,0.12942835688591003,0.22830115258693695,0.19567342102527618,1.0,0.09083867818117142,0.14240662753582,0.179970845580101,0.14676998555660248,0.2390725016593933,0.06630133837461472
.,0.3567904531955719,0.2928885817527771,0.4569662809371948,0.50484299659729,0.20119667053222656,0.30304840207099915,0.4645031690597534,0.35870397090911865,0.35574623942375183,0.25156649947166443,0.4130953550338745
