,when,is,the,oldest,armed,seal,of,warsaw,from,?
the,0.5091903209686279,0.5823672413825989,1.0,0.30836519598960876,0.2418309897184372,0.2316584438085556,0.733189046382904,0.23137180507183075,0.40150508284568787,0.22068053483963013
oldest,0.18935319781303406,0.3135911226272583,0.30836519598960876,0.9999999403953552,0.12158136069774628,0.1722026765346527,0.33351290225982666,0.1528303027153015,0.1716088354587555,0.14864160120487213
existing,0.26890048384666443,0.24549950659275055,0.36013904213905334,0.3056168556213379,0.19096799194812775,0.14253973960876465,0.30417704582214355,0.1843997687101364,0.19702616333961487,0.31003472208976746
armed,0.23181453347206116,0.10613521933555603,0.2418309897184372,0.12158136069774628,1.0000001192092896,0.2136104851961136,0.24764959514141083,0.16781258583068848,0.15979550778865814,0.18816959857940674
seal,0.13993045687675476,0.2498227208852768,0.2316584438085556,0.1722026765346527,0.2136104851961136,0.9999999403953552,0.23927870392799377,0.08541334420442581,0.20760466158390045,0.1086806133389473
of,0.3757161796092987,0.4854315221309662,0.733189046382904,0.33351290225982666,0.24764959514141083,0.23927870392799377,1.0,0.19253842532634735,0.4249346852302551,0.1826142966747284
warsaw,0.1615014374256134,0.09741193056106567,0.23137180507183075,0.1528303027153015,0.16781258583068848,0.08541334420442581,0.19253842532634735,1.0,0.2396499514579773,0.09769917279481888
is,0.3471449911594391,1.0,0.5823672413825989,0.3135911226272583,0.10613521933555603,0.2498227208852768,0.4854315221309662,0.09741193056106567,0.27355384826660156,0.22961433231830597
from,0.405669629573822,0.27355384826660156,0.40150508284568787,0.1716088354587555,0.15979550778865814,0.20760466158390045,0.4249346852302551,0.2396499514579773,1.0,0.19969791173934937
the,0.5091903209686279,0.5823672413825989,1.0,0.30836519598960876,0.2418309897184372,0.2316584438085556,0.733189046382904,0.23137180507183075,0.40150508284568787,0.22068053483963013
year,0.3014719784259796,0.2402215600013733,0.3609684407711029,0.19566205143928528,0.14660178124904633,0.1191721111536026,0.2578314542770386,0.15561209619045258,0.2101740688085556,0.18315006792545319
1390,-0.0024475951213389635,-0.03984809294342995,-0.09961260110139847,-0.0052675218321383,0.0007101474329829216,-0.06730904430150986,-0.08308225870132446,0.012324443086981773,-0.14925307035446167,0.022265903651714325
",",0.36674630641937256,0.4691906273365021,0.4933079481124878,0.23638197779655457,0.20624616742134094,0.1981591135263443,0.4946078956127167,0.25300899147987366,0.39760664105415344,0.31091248989105225
consisting,0.17603223025798798,0.33188143372535706,0.33371514081954956,0.235686257481575,0.24519997835159302,0.19312845170497894,0.40096408128738403,0.1259699910879135,0.19961416721343994,0.006223649252206087
of,0.3757161796092987,0.4854315221309662,0.733189046382904,0.33351290225982666,0.24764959514141083,0.23927870392799377,1.0,0.19253842532634735,0.4249346852302551,0.1826142966747284
a,0.44397395849227905,0.658733606338501,0.5829201340675354,0.2483421117067337,0.2291470170021057,0.24342581629753113,0.5052502155303955,0.19591784477233887,0.322764128446579,0.23916715383529663
round,0.1964282989501953,0.13961920142173767,0.19933617115020752,0.09255416691303253,0.06347024440765381,0.1884051114320755,0.15754494071006775,0.16117334365844727,0.19219133257865906,0.17003268003463745
seal,0.13993045687675476,0.2498227208852768,0.2316584438085556,0.1722026765346527,0.2136104851961136,0.9999999403953552,0.23927870392799377,0.08541334420442581,0.20760466158390045,0.1086806133389473
bordered,0.16700959205627441,0.29437455534935,0.31512969732284546,0.16916367411613464,0.2023763209581375,0.18174107372760773,0.3377665579319,0.1201578825712204,0.22276140749454498,0.10068123042583466
with,0.5075214505195618,0.3250955045223236,0.4223487675189972,0.13709428906440735,0.19846083223819733,0.13298574090003967,0.41827285289764404,0.15415489673614502,0.26272761821746826,0.2433311939239502
the,0.5091903209686279,0.5823672413825989,1.0,0.30836519598960876,0.2418309897184372,0.2316584438085556,0.733189046382904,0.23137180507183075,0.40150508284568787,0.22068053483963013
latin,0.1799415647983551,0.1937478482723236,0.24914836883544922,0.1338196098804474,0.09535764157772064,0.17067554593086243,0.23412929475307465,0.13250918686389923,0.2724078595638275,0.1303461492061615
inscription,0.1471973955631256,0.1967933475971222,0.30058202147483826,0.262211412191391,0.19660872220993042,0.24628105759620667,0.3150028884410858,0.16467712819576263,0.15724283456802368,0.13219448924064636
sigilium,0.2438274323940277,0.2643871605396271,0.23091599345207214,0.14598919451236725,0.2411099374294281,0.24881906807422638,0.22820505499839783,0.20800034701824188,0.1813523918390274,0.1563834249973297
civitatis,0.18491829931735992,0.16985005140304565,0.26374882459640503,0.18199804425239563,0.2742776870727539,0.15857890248298645,0.3158873915672302,0.2176184356212616,0.11735393851995468,0.1957705169916153
varsoviensis,0.13480466604232788,0.26070940494537354,0.24324248731136322,0.2387426197528839,0.23814406991004944,0.25022101402282715,0.23878338932991028,0.28749194741249084,0.1954149454832077,0.21846246719360352
(,0.2459595799446106,0.35393038392066956,0.33289089798927307,0.17225714027881622,0.18023273348808289,0.15237171947956085,0.35032153129577637,0.1835584193468094,0.25806233286857605,0.40561532974243164
seal,0.13993045687675476,0.2498227208852768,0.2316584438085556,0.1722026765346527,0.2136104851961136,0.9999999403953552,0.23927870392799377,0.08541334420442581,0.20760466158390045,0.1086806133389473
of,0.3757161796092987,0.4854315221309662,0.733189046382904,0.33351290225982666,0.24764959514141083,0.23927870392799377,1.0,0.19253842532634735,0.4249346852302551,0.1826142966747284
the,0.5091903209686279,0.5823672413825989,1.0,0.30836519598960876,0.2418309897184372,0.2316584438085556,0.733189046382904,0.23137180507183075,0.40150508284568787,0.22068053483963013
city,0.19592350721359253,0.3186660706996918,0.35769423842430115,0.23247668147087097,0.18163983523845673,0.2612762749195099,0.32503411173820496,0.25006377696990967,0.3118290305137634,0.13423943519592285
of,0.3757161796092987,0.4854315221309662,0.733189046382904,0.33351290225982666,0.24764959514141083,0.23927870392799377,1.0,0.19253842532634735,0.4249346852302551,0.1826142966747284
warsaw,0.1615014374256134,0.09741193056106567,0.23137180507183075,0.1528303027153015,0.16781258583068848,0.08541334420442581,0.19253842532634735,1.0,0.2396499514579773,0.09769917279481888
),0.2538422644138336,0.37732169032096863,0.3456730246543884,0.21529676020145416,0.2042088508605957,0.15377414226531982,0.3680361211299896,0.19817118346691132,0.2672361731529236,0.42300865054130554
.,0.475719153881073,0.4569662809371948,0.5934505462646484,0.2520267069339752,0.2014826536178589,0.17664028704166412,0.5352458953857422,0.26825499534606934,0.41536515951156616,0.4130953550338745
