,how,many,touchdowns,did,ronnie,hillman,make,?
veteran,0.12678517401218414,0.14570657908916473,0.220645472407341,0.10862443596124649,0.2936251759529114,0.35536813735961914,0.13069075345993042,0.15891358256340027
receiver,0.1772366464138031,0.14212487637996674,0.4731222093105316,0.15293848514556885,0.21529734134674072,0.2589579224586487,0.16295529901981354,0.11587938666343689
demaryius,0.18137216567993164,0.23192869126796722,0.2247312068939209,0.2340278923511505,0.26124337315559387,0.29690781235694885,0.14925655722618103,0.24024760723114014
thomas,0.16050536930561066,0.1573767364025116,0.17782078683376312,0.20728807151317596,0.23457767069339752,0.34152185916900635,0.15136933326721191,0.16133050620555878
led,0.15437260270118713,0.2798413932323456,0.25404688715934753,0.3213953971862793,0.2039395421743393,0.12182559818029404,0.1738184690475464,0.09273858368396759
the,0.33890387415885925,0.4335206151008606,0.20508192479610443,0.34736719727516174,0.205488920211792,0.2961297929286957,0.3146495521068573,0.22068053483963013
team,0.0986802950501442,0.09326329827308655,0.3144042193889618,0.1497787982225418,0.22391794621944427,0.1343856155872345,0.1165873259305954,0.11243411153554916
with,0.3525622487068176,0.35744401812553406,0.2383706271648407,0.25472134351730347,0.11168050020933151,0.24455037713050842,0.39503780007362366,0.2433311939239502
105,0.11153377592563629,0.16968151926994324,0.08784276247024536,0.13422313332557678,0.007255603093653917,-0.02985670231282711,0.03473096340894699,0.1772395223379135
receptions,0.1486419141292572,0.25486627221107483,0.5493815541267395,0.2029949575662613,0.24009062349796295,0.19669929146766663,0.12340492010116577,0.12913717329502106
for,0.3308170735836029,0.40972793102264404,0.2948407232761383,0.318512886762619,0.17340874671936035,0.26300349831581116,0.386745423078537,0.264628142118454
"1,304",-0.054453108459711075,0.03523584455251694,0.12201400846242905,0.0530690960586071,0.20532573759555817,0.34631603956222534,-0.12381479144096375,-0.0522308424115181
yards,0.1345205456018448,0.13134367763996124,0.7052563428878784,0.11230118572711945,0.2552225887775421,0.25285258889198303,0.09519078582525253,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.2571038007736206,0.34479495882987976,0.27496808767318726,0.3189467489719391,0.4160483181476593,0.20544172823429108
six,0.20644865930080414,0.37673795223236084,0.23866650462150574,0.20388470590114594,0.2040238231420517,0.2873692512512207,0.2014867514371872,0.15298804640769958
touchdowns,0.15057362616062164,0.1144808754324913,1.0000001192092896,0.20483340322971344,0.2488495260477066,0.2935369908809662,0.14712364971637726,0.1509619653224945
",",0.22659391164779663,0.40610817074775696,0.23933975398540497,0.3015086054801941,0.27975547313690186,0.3690451383590698,0.324553906917572,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.20673201978206635,0.3330625295639038,0.16396424174308777,0.17872093617916107,0.3550785183906555,0.21076419949531555
emmanuel,0.09471061080694199,0.1525939404964447,0.18019993603229523,0.1024903953075409,0.20194563269615173,0.2698231041431427,0.09279961884021759,0.15527042746543884
sanders,0.18246357142925262,0.171263188123703,0.2890090048313141,0.20697584748268127,0.25052863359451294,0.43494242429733276,0.1534179300069809,0.20881439745426178
caught,0.1856362223625183,0.23109661042690277,0.35398417711257935,0.26102158427238464,0.2254442274570465,0.18189135193824768,0.18945179879665375,0.20266211032867432
76,-0.30042126774787903,-0.37274637818336487,-0.020367521792650223,-0.2707511782646179,-0.00049281568499282,-0.12262934446334839,-0.3145493268966675,-0.08607837557792664
passes,0.2305745780467987,0.09871689230203629,0.42499709129333496,0.11102328449487686,0.11252075433731079,0.11606290191411972,0.26520684361457825,0.09716983139514923
