,stephen,eilmann,demonstrates,covert,law,breaking,in,nazi,germany,.,citizen,'s,illegally,had,been,doing,what,?
the,0.16396762430667877,0.18740171194076538,0.24416570365428925,0.23453065752983093,0.24548950791358948,0.33078882098197937,0.6662389636039734,0.23007801175117493,0.3181285262107849,0.5934505462646484,0.21445687115192413,-0.01540423184633255,0.20481857657432556,0.3875846862792969,0.3563927710056305,0.29305580258369446,0.42745697498321533,0.22068053483963013
fully,0.07047716528177261,0.11699897795915604,0.21600770950317383,0.22338837385177612,0.17119714617729187,0.18169952929019928,0.18126852810382843,0.14594312012195587,0.1137666255235672,0.2809041440486908,0.21850350499153137,0.050212256610393524,0.22039169073104858,0.2852373719215393,0.3103877007961273,0.21452337503433228,0.3561125099658966,0.2089291661977768
informed,0.12108433991670609,0.0925770029425621,0.1925053745508194,0.2534733712673187,0.198505699634552,0.2132497876882553,0.15488801896572113,0.18139569461345673,0.1066141128540039,0.2664700150489807,0.23370131850242615,0.04657036066055298,0.26328957080841064,0.29814770817756653,0.26852869987487793,0.3585335910320282,0.36891627311706543,0.24280300736427307
jury,0.10728003829717636,0.15497562289237976,0.09919515997171402,0.2266104519367218,0.32411816716194153,0.19858184456825256,0.2507478892803192,0.26735687255859375,0.12845869362354279,0.18242491781711578,0.26918402314186096,0.01552041620016098,0.2621406018733978,0.19077754020690918,0.18474970757961273,0.22627021372318268,0.25320306420326233,0.2145031988620758
association,0.12106018513441086,0.10816194862127304,0.10323784500360489,0.1026637852191925,0.12276104092597961,0.13556334376335144,0.23660005629062653,0.10964222997426987,0.2002938836812973,0.22905009984970093,0.17515291273593903,-0.019603094086050987,0.10536428540945053,0.08980309218168259,0.19475209712982178,0.10837630182504654,0.13908448815345764,0.1542656421661377
's,-0.04625311493873596,0.050403740257024765,-0.04001734405755997,0.0388294942677021,-0.06109188124537468,-0.049494314938783646,-0.037580832839012146,0.09119178354740143,0.07082316279411316,-0.003708066651597619,0.0021561807952821255,0.9999999403953552,0.06306198984384537,-0.004401352722197771,-0.10734795778989792,-0.003558715106919408,0.02692362666130066,-0.023395681753754616
publication,0.11608532071113586,0.18751880526542664,0.21619673073291779,0.23066408932209015,0.18025799095630646,0.15619930624961853,0.2110367715358734,0.16629211604595184,0.15935495495796204,0.18035659193992615,0.1817958652973175,-0.06007235124707222,0.1384093165397644,0.16363056004047394,0.2674754559993744,0.22732055187225342,0.2533935606479645,0.2191428393125534
``,0.0093997186049819,0.0668313279747963,0.026723479852080345,0.028067229315638542,0.005725041963160038,-0.0006185118108987808,0.04765888676047325,0.05080338940024376,2.34745821217075e-05,0.05720457062125206,0.038668449968099594,-0.03416389226913452,-0.0185015220195055,0.0518546998500824,0.006640665698796511,0.05109495297074318,0.008517155423760414,0.0685480609536171
a,0.18099015951156616,0.1972268670797348,0.23824873566627502,0.24781715869903564,0.2212858349084854,0.22045902907848358,0.539380669593811,0.1947121024131775,0.2606942057609558,0.50484299659729,0.24434110522270203,0.04866964742541313,0.1874547153711319,0.34897568821907043,0.3315402865409851,0.3023574650287628,0.3320399522781372,0.23916715383529663
primer,0.11528386920690536,0.13459718227386475,0.29316312074661255,0.14603814482688904,0.10994113981723785,0.1615457534790039,0.18686994910240173,0.02957572229206562,0.014976102858781815,0.13666391372680664,0.037060949951410294,-0.037100616842508316,-0.0010259848786517978,0.07371875643730164,0.0844951868057251,0.1206810250878334,0.18677477538585663,0.12831363081932068
for,0.150354266166687,0.2014065682888031,0.2771129310131073,0.21377895772457123,0.1650637686252594,0.289885014295578,0.4322226941585541,0.20327314734458923,0.2319389283657074,0.4726039469242096,0.3004710078239441,-0.07241261005401611,0.23469142615795135,0.3270139992237091,0.39068686962127686,0.38482627272605896,0.3017193675041199,0.264628142118454
prospective,0.1562037616968155,0.08505118638277054,0.2540196180343628,0.25068196654319763,0.15356998145580292,0.1826764941215515,0.290104478597641,0.16068992018699646,0.19841952621936798,0.28652721643447876,0.20437709987163544,0.020711880177259445,0.1324257254600525,0.24660924077033997,0.2888483703136444,0.19384129345417023,0.22635701298713684,0.22671756148338318
jurors,0.16318684816360474,0.12858672440052032,0.2365863174200058,0.21578571200370789,0.3191065192222595,0.24436011910438538,0.22284673154354095,0.23662123084068298,0.11327526718378067,0.19905909895896912,0.21110714972019196,-0.07868442684412003,0.2104620337486267,0.23188379406929016,0.2431546300649643,0.24715076386928558,0.33011484146118164,0.2317344844341278
