,what,south,korean,car,manufacturer,purchased,the,factor,in,1995,?
in,0.30808621644973755,0.33642083406448364,0.13685940206050873,0.22567488253116608,0.15855246782302856,0.18043512105941772,0.6662389636039734,0.2656479775905609,1.0,-0.06584297865629196,0.20430970191955566
1995,0.13580629229545593,-0.05224804952740669,0.046595845371484756,-0.12855832278728485,-0.1383545994758606,-0.045145757496356964,-0.025311529636383057,-0.12356583774089813,-0.06584297865629196,0.9999999403953552,0.14293554425239563
the,0.42745697498321533,0.3129390776157379,0.2349277287721634,0.19754165410995483,0.18454907834529877,0.21101699769496918,1.0,0.2859867215156555,0.6662389636039734,-0.025311529636383057,0.22068053483963013
factory,0.13602052628993988,0.13462090492248535,0.08697045594453812,0.32886719703674316,0.47626015543937683,0.3125213384628296,0.2101404368877411,0.4897215664386749,0.2757321298122406,-0.09032135456800461,0.13535508513450623
was,0.22111038863658905,0.2792486846446991,0.22204650938510895,0.24117164313793182,0.22239656746387482,0.2898165285587311,0.48711544275283813,0.1714879274368286,0.45514053106307983,0.03496245667338371,0.18412111699581146
purchased,0.1431688368320465,0.1676548421382904,0.11199123412370682,0.3303065299987793,0.3839462995529175,1.0000001192092896,0.21101699769496918,0.06093183904886246,0.18043512105941772,-0.045145757496356964,0.04121813923120499
by,0.2455483376979828,0.23838843405246735,0.1916719377040863,0.19369623064994812,0.16334930062294006,0.29243284463882446,0.4408751428127289,0.24490420520305634,0.370934396982193,-0.04555148258805275,0.17966607213020325
the,0.42745697498321533,0.3129390776157379,0.2349277287721634,0.19754165410995483,0.18454907834529877,0.21101699769496918,1.0,0.2859867215156555,0.6662389636039734,-0.025311529636383057,0.22068053483963013
south,0.15388517081737518,1.0000001192092896,0.42148134112358093,0.18587066233158112,0.0937289297580719,0.1676548421382904,0.3129390776157379,0.0882793590426445,0.33642083406448364,-0.05224804952740669,0.12336621433496475
korean,0.19944964349269867,0.42148134112358093,0.9999999403953552,0.12183388322591782,0.17168226838111877,0.11199123412370682,0.2349277287721634,0.07064322382211685,0.13685940206050873,0.046595845371484756,0.1996629685163498
car,0.17601905763149261,0.18587066233158112,0.12183388322591782,0.9999999403953552,0.3890666365623474,0.3303065299987793,0.19754165410995483,0.19678567349910736,0.22567488253116608,-0.12855832278728485,0.19800566136837006
manufacturer,0.13465645909309387,0.0937289297580719,0.17168226838111877,0.3890666365623474,1.0000001192092896,0.3839462995529175,0.18454907834529877,0.2847268879413605,0.15855246782302856,-0.1383545994758606,0.11731472611427307
daewoo,0.13153961300849915,0.27458590269088745,0.4492797553539276,0.38672935962677,0.3637896776199341,0.2894687056541443,0.17788417637348175,0.15451161563396454,0.16712623834609985,-0.09551013261079788,0.22346395254135132
",",0.3087472915649414,0.3256652057170868,0.2067025601863861,0.21104301512241364,0.22403056919574738,0.2132149636745453,0.4933079481124878,0.22944624722003937,0.5201468467712402,0.03718609735369682,0.31091248989105225
which,0.5261979103088379,0.24635352194309235,0.2176036685705185,0.2058745175600052,0.19625380635261536,0.22792038321495056,0.6521818041801453,0.2945534288883209,0.4840516746044159,-0.0996370017528534,0.25814583897590637
assembled,0.20026713609695435,0.11076546460390091,0.09162212163209915,0.18651415407657623,0.251589298248291,0.2895199954509735,0.2575589418411255,0.04848456755280495,0.187361940741539,0.02465580217540264,0.1162143424153328
the,0.42745697498321533,0.3129390776157379,0.2349277287721634,0.19754165410995483,0.18454907834529877,0.21101699769496918,1.0,0.2859867215156555,0.6662389636039734,-0.025311529636383057,0.22068053483963013
tico,0.07363010197877884,0.20624765753746033,0.15252871811389923,0.21997927129268646,0.11648319661617279,0.16032080352306366,0.1902763545513153,0.13065196573734283,0.22155122458934784,-0.14350354671478271,0.15800411999225616
",",0.3087472915649414,0.3256652057170868,0.2067025601863861,0.21104301512241364,0.22403056919574738,0.2132149636745453,0.4933079481124878,0.22944624722003937,0.5201468467712402,0.03718609735369682,0.31091248989105225
espero,0.15703074634075165,0.1068124920129776,0.17458802461624146,0.11398755013942719,0.1437210589647293,0.10021243989467621,0.2354026436805725,0.10128217190504074,0.18305997550487518,0.05236361548304558,0.15419653058052063
",",0.3087472915649414,0.3256652057170868,0.2067025601863861,0.21104301512241364,0.22403056919574738,0.2132149636745453,0.4933079481124878,0.22944624722003937,0.5201468467712402,0.03718609735369682,0.31091248989105225
nubia,0.22022606432437897,0.31221941113471985,0.1680970937013626,0.12266067415475845,0.08111294358968735,0.16398745775222778,0.2707894444465637,0.05969902127981186,0.22191087901592255,0.20295055210590363,0.16715705394744873
",",0.3087472915649414,0.3256652057170868,0.2067025601863861,0.21104301512241364,0.22403056919574738,0.2132149636745453,0.4933079481124878,0.22944624722003937,0.5201468467712402,0.03718609735369682,0.31091248989105225
tacuma,0.19066663086414337,0.25206005573272705,0.18526020646095276,0.1667739748954773,0.12899760901927948,0.16338546574115753,0.32704275846481323,0.08960650116205215,0.2539694905281067,-0.05216125026345253,0.1550540030002594
",",0.3087472915649414,0.3256652057170868,0.2067025601863861,0.21104301512241364,0.22403056919574738,0.2132149636745453,0.4933079481124878,0.22944624722003937,0.5201468467712402,0.03718609735369682,0.31091248989105225
leganza,0.14734448492527008,0.14893509447574615,0.0624721422791481,0.14272016286849976,0.1345730721950531,0.23156841099262238,0.29072272777557373,0.15300163626670837,0.23495712876319885,-0.030120545998215675,0.2048317790031433
",",0.3087472915649414,0.3256652057170868,0.2067025601863861,0.21104301512241364,0.22403056919574738,0.2132149636745453,0.4933079481124878,0.22944624722003937,0.5201468467712402,0.03718609735369682,0.31091248989105225
lanos,0.0882517397403717,0.18948553502559662,0.17544139921665192,0.19912917912006378,0.10063164681196213,0.11639566719532013,0.2881203293800354,0.07814686000347137,0.20819169282913208,-0.02829965576529503,0.1833629608154297
and,0.31309178471565247,0.3140619993209839,0.24578310549259186,0.19568514823913574,0.17997655272483826,0.18522495031356812,0.5171257257461548,0.26250919699668884,0.4954058527946472,-0.05409006401896477,0.20544172823429108
matiz,0.12879525125026703,0.13042348623275757,0.15994736552238464,0.2462971955537796,0.210806205868721,0.2805175483226776,0.20404215157032013,0.17138667404651642,0.19730374217033386,-0.14164145290851593,0.11781786382198334
there,0.35085538029670715,0.22120301425457,0.1538039594888687,0.13314156234264374,0.13859044015407562,0.16924422979354858,0.47025805711746216,0.2676263749599457,0.5361666083335876,0.03301040083169937,0.29405656456947327
for,0.3017193675041199,0.17502866685390472,0.1934944987297058,0.17186157405376434,0.15626059472560883,0.1899644434452057,0.4739971458911896,0.29209399223327637,0.4322226941585541,0.017580198124051094,0.264628142118454
the,0.42745697498321533,0.3129390776157379,0.2349277287721634,0.19754165410995483,0.18454907834529877,0.21101699769496918,1.0,0.2859867215156555,0.6662389636039734,-0.025311529636383057,0.22068053483963013
european,0.15324164927005768,0.21514582633972168,0.20679935812950134,0.10710640251636505,0.2138732373714447,0.23073162138462067,0.3423081040382385,0.15022307634353638,0.23319172859191895,0.06011035293340683,0.14560863375663757
market,0.12116116285324097,0.17760421335697174,0.12316857278347015,0.20518609881401062,0.3001083433628082,0.37399232387542725,0.2041238248348236,0.23998458683490753,0.27003997564315796,-0.03636416792869568,0.12805593013763428
.,0.3567904531955719,0.2798699140548706,0.2172761708498001,0.2388465255498886,0.20179085433483124,0.18759077787399292,0.5934505462646484,0.25708669424057007,0.5591574311256409,0.019630953669548035,0.4130953550338745
