,the,receptors,on,a,killer,t,cell,must,bind,to,how,many,mhc,:,antigen,complexes,in,order,to,activate,the,cell,?
helper,0.22471751272678375,0.24323177337646484,0.17732854187488556,0.29617732763290405,0.20686565339565277,0.21132126450538635,0.33088141679763794,0.26548540592193604,0.2899627387523651,0.3275086283683777,0.3091903030872345,0.1919516921043396,0.28902992606163025,-0.05832279101014137,0.29177308082580566,0.22131790220737457,0.21462301909923553,0.2604050636291504,0.3275086283683777,0.37022292613983154,0.22471751272678375,0.33088141679763794,0.2250194549560547
t,0.2083338052034378,0.23740226030349731,0.24407607316970825,0.2456076741218567,0.17635615170001984,0.9999999403953552,0.24071010947227478,0.2831951379776001,0.16101203858852386,0.30417174100875854,0.3184654712677002,0.24967147409915924,0.2424878627061844,-0.062014348804950714,0.21886467933654785,0.1373499482870102,0.1924382597208023,0.18252474069595337,0.30417174100875854,0.313746839761734,0.2083338052034378,0.24071010947227478,0.4954066574573517
cells,0.19095487892627716,0.5704531669616699,0.14727668464183807,0.2297232300043106,0.2414173036813736,0.25527921319007874,0.7729857563972473,0.270861953496933,0.41542497277259827,0.26320719718933105,0.24193938076496124,0.2433140128850937,0.5492251515388489,-0.1667492538690567,0.5299037098884583,0.36673852801322937,0.1711641103029251,0.18086756765842438,0.26320719718933105,0.48294299840927124,0.19095487892627716,0.7729857563972473,0.1898086667060852
have,0.40389683842658997,0.31169894337654114,0.36494916677474976,0.338716596364975,0.22529496252536774,0.3575960099697113,0.21540969610214233,0.4243750274181366,0.2745710015296936,0.4544740617275238,0.4370637536048889,0.5841760635375977,0.35094398260116577,-0.10825085639953613,0.254534512758255,0.2707100510597229,0.36843645572662354,0.2561849355697632,0.4544740617275238,0.26736482977867126,0.40389683842658997,0.21540969610214233,0.32991164922714233
a,0.5829201340675354,0.22610558569431305,0.3848365545272827,1.0,0.24674759805202484,0.2456076741218567,0.21525812149047852,0.3016769587993622,0.22245846688747406,0.45503583550453186,0.29312583804130554,0.2872205972671509,0.3490493595600128,-0.0007584693375974894,0.28274863958358765,0.25086143612861633,0.539380669593811,0.24138490855693817,0.45503583550453186,0.20517130196094513,0.5829201340675354,0.21525812149047852,0.23916715383529663
weaker,0.26991716027259827,0.21866001188755035,0.1769738793373108,0.24074357748031616,0.15774302184581757,0.193294957280159,0.2034827023744583,0.19590358436107635,0.22132599353790283,0.31558558344841003,0.2550826370716095,0.25032153725624084,0.34291794896125793,-0.028494395315647125,0.21242961287498474,0.21916311979293823,0.23014454543590546,0.13123944401741028,0.31558558344841003,0.19465665519237518,0.26991716027259827,0.2034827023744583,0.05926477909088135
association,0.26550325751304626,0.15466947853565216,0.12186131626367569,0.22860166430473328,0.11325064301490784,0.09409456700086594,0.049467943608760834,0.13431674242019653,0.13068799674510956,0.19401024281978607,0.19297276437282562,0.20353254675865173,0.21555104851722717,0.10960237681865692,0.153998464345932,0.16616618633270264,0.23660005629062653,0.10704979300498962,0.19401024281978607,0.07385854423046112,0.26550325751304626,0.049467943608760834,0.1542656421661377
with,0.4223487675189972,0.22561310231685638,0.40749499201774597,0.3783375024795532,0.16901445388793945,0.1978532373905182,0.21242906153202057,0.28391414880752563,0.2878430187702179,0.4239959120750427,0.3525622487068176,0.35744401812553406,0.26297271251678467,0.039687950164079666,0.20990845561027527,0.2355455756187439,0.4080928862094879,0.16471563279628754,0.4239959120750427,0.2155899554491043,0.4223487675189972,0.21242906153202057,0.2433311939239502
the,1.0,0.2622849941253662,0.5107308030128479,0.5829201340675354,0.20573623478412628,0.2083338052034378,0.15822452306747437,0.2713140547275543,0.20701828598976135,0.535392165184021,0.33890387415885925,0.4335206151008606,0.32005053758621216,-0.03403344005346298,0.2583788335323334,0.2574344575405121,0.6662389636039734,0.3284194767475128,0.535392165184021,0.28691259026527405,1.0,0.15822452306747437,0.22068053483963013
mhc,0.32005053758621216,0.6138448119163513,0.21456308662891388,0.3490493595600128,0.26393815875053406,0.2424878627061844,0.4599821865558624,0.278495728969574,0.4679740071296692,0.285098671913147,0.32121390104293823,0.2624749541282654,1.0000001192092896,-0.051258012652397156,0.671752393245697,0.5064432621002197,0.25616973638534546,0.21730747818946838,0.285098671913147,0.4963860809803009,0.32005053758621216,0.4599821865558624,0.21010775864124298
:,-0.03403344005346298,-0.09267417341470718,-0.06502202153205872,-0.0007584693375974894,-0.11379216611385345,-0.062014348804950714,-0.09334021061658859,-0.10110048204660416,-0.02449147030711174,-0.09243495017290115,-0.11215605586767197,-0.10786184668540955,-0.051258012652397156,1.0000001192092896,-0.04084639996290207,-0.027633028104901314,0.020521078258752823,-0.057803407311439514,-0.09243495017290115,-0.1553260236978531,-0.03403344005346298,-0.09334021061658859,-0.07156077772378922
antigen,0.2583788335323334,0.5666560530662537,0.18474063277244568,0.28274863958358765,0.20552386343479156,0.21886467933654785,0.46533098816871643,0.25372079014778137,0.5078720450401306,0.2139984518289566,0.24842894077301025,0.18416176736354828,0.671752393245697,-0.04084639996290207,1.0,0.3817099928855896,0.19772455096244812,0.19928190112113953,0.2139984518289566,0.47034087777137756,0.2583788335323334,0.46533098816871643,0.19160577654838562
complex,0.25326284766197205,0.27153661847114563,0.19742736220359802,0.26552852988243103,0.17457102239131927,0.17782926559448242,0.1880919188261032,0.14183498919010162,0.21897193789482117,0.2934706509113312,0.30056968331336975,0.33979249000549316,0.391009658575058,-0.06939321011304855,0.2451605647802353,0.781592845916748,0.26918336749076843,0.17093226313591003,0.2934706509113312,0.1725470870733261,0.25326284766197205,0.1880919188261032,0.17752902209758759
than,0.3227543234825134,0.14960531890392303,0.2864885926246643,0.3126874566078186,0.1585695594549179,0.23516477644443512,0.16953794658184052,0.2465018779039383,0.15664394199848175,0.3192550539970398,0.29763275384902954,0.39069414138793945,0.2604648172855377,-0.11965936422348022,0.13720938563346863,0.2268422693014145,0.3270052373409271,0.18704485893249512,0.3192550539970398,0.18591073155403137,0.3227543234825134,0.16953794658184052,0.24917294085025787
observed,0.26280322670936584,0.21721455454826355,0.2414359599351883,0.15875723958015442,0.12427902966737747,0.13768121600151062,0.20228905975818634,0.1841229349374771,0.18321369588375092,0.1710500717163086,0.2221246063709259,0.2229827344417572,0.29711565375328064,-0.08679554611444473,0.2475476861000061,0.17461687326431274,0.24517615139484406,0.16331152617931366,0.1710500717163086,0.20929908752441406,0.26280322670936584,0.20228905975818634,0.12128034234046936
for,0.4739971458911896,0.18007515370845795,0.36199691891670227,0.44038116931915283,0.1454520970582962,0.26018503308296204,0.1766597181558609,0.31100544333457947,0.1322632133960724,0.4451248347759247,0.3308170735836029,0.40972793102264404,0.2777864933013916,-0.02522280067205429,0.21700651943683624,0.2479877918958664,0.4322226941585541,0.16561681032180786,0.4451248347759247,0.273426353931427,0.4739971458911896,0.1766597181558609,0.264628142118454
killer,0.20573623478412628,0.24210646748542786,0.19775676727294922,0.24674759805202484,1.0,0.17635615170001984,0.1817251294851303,0.1432248204946518,0.1507100909948349,0.18099956214427948,0.18782389163970947,0.11757753044366837,0.26393815875053406,-0.11379216611385345,0.20552386343479156,0.10196951776742935,0.155324324965477,0.14232046902179718,0.18099956214427948,0.26123541593551636,0.20573623478412628,0.1817251294851303,0.13010363280773163
t,0.2083338052034378,0.23740226030349731,0.24407607316970825,0.2456076741218567,0.17635615170001984,0.9999999403953552,0.24071010947227478,0.2831951379776001,0.16101203858852386,0.30417174100875854,0.3184654712677002,0.24967147409915924,0.2424878627061844,-0.062014348804950714,0.21886467933654785,0.1373499482870102,0.1924382597208023,0.18252474069595337,0.30417174100875854,0.313746839761734,0.2083338052034378,0.24071010947227478,0.4954066574573517
cells,0.19095487892627716,0.5704531669616699,0.14727668464183807,0.2297232300043106,0.2414173036813736,0.25527921319007874,0.7729857563972473,0.270861953496933,0.41542497277259827,0.26320719718933105,0.24193938076496124,0.2433140128850937,0.5492251515388489,-0.1667492538690567,0.5299037098884583,0.36673852801322937,0.1711641103029251,0.18086756765842438,0.26320719718933105,0.48294299840927124,0.19095487892627716,0.7729857563972473,0.1898086667060852
",",0.4933079481124878,0.157633438706398,0.49057599902153015,0.427140474319458,0.26255282759666443,0.31002363562583923,0.17534321546554565,0.2231246829032898,0.20758631825447083,0.44245919585227966,0.22659391164779663,0.40610817074775696,0.21124885976314545,-0.004729332868009806,0.16538426280021667,0.23871298134326935,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.20270974934101105,0.4933079481124878,0.17534321546554565,0.31091248989105225
meaning,0.31918859481811523,0.20290404558181763,0.13912571966648102,0.3343478739261627,0.10028022527694702,0.13298706710338593,0.12520192563533783,0.21065616607666016,0.22255262732505798,0.24619491398334503,0.25464874505996704,0.20826534926891327,0.22526857256889343,-0.06683596968650818,0.2149219512939453,0.21097251772880554,0.2137773334980011,0.23828741908073425,0.24619491398334503,0.14031173288822174,0.31918859481811523,0.12520192563533783,0.20420892536640167
many,0.4335206151008606,0.256259024143219,0.32520127296447754,0.2872205972671509,0.11757753044366837,0.24967147409915924,0.19000083208084106,0.25259166955947876,0.19302064180374146,0.40243685245513916,0.4425291419029236,0.9999999403953552,0.2624749541282654,-0.10786184668540955,0.18416176736354828,0.3558713495731354,0.41474202275276184,0.220539852976799,0.40243685245513916,0.19185544550418854,0.4335206151008606,0.19000083208084106,0.2124512493610382
receptors,0.2622849941253662,1.0,0.19649313390254974,0.22610558569431305,0.24210646748542786,0.23740226030349731,0.4550962746143341,0.19171492755413055,0.481902539730072,0.22309477627277374,0.2809619903564453,0.256259024143219,0.6138448119163513,-0.09267417341470718,0.5666560530662537,0.45065611600875854,0.196920245885849,0.1789931207895279,0.22309477627277374,0.4676312506198883,0.2622849941253662,0.4550962746143341,0.1343143880367279
(,0.33289089798927307,0.18011443316936493,0.28656116127967834,0.3206180930137634,0.19632717967033386,0.29704031348228455,0.20061977207660675,0.20299430191516876,0.18240872025489807,0.30882009863853455,0.1676948219537735,0.1455259770154953,0.20273849368095398,0.005568188149482012,0.18198874592781067,0.14645935595035553,0.3087427020072937,0.1917618215084076,0.30882009863853455,0.22358399629592896,0.33289089798927307,0.20061977207660675,0.40561532974243164
