,where,was,luther,mostly,concentrating,his,efforts,on,reform,?
he,0.3705328106880188,0.5410010814666748,0.2454872578382492,0.20866166055202484,0.19312910735607147,0.7171558737754822,0.2679712772369385,0.32403138279914856,0.24954655766487122,0.2089974731206894
concentrated,0.27967604994773865,0.22351744771003723,0.04999547451734543,0.27663785219192505,0.8461385369300842,0.26367637515068054,0.2409793883562088,0.2237793654203415,0.046653226017951965,0.11501483619213104
on,0.37630224227905273,0.3909217119216919,0.19090485572814941,0.3382900059223175,0.25119996070861816,0.32064297795295715,0.2287449687719345,0.9999999403953552,0.14101359248161316,0.2714994251728058
the,0.5003893971443176,0.48711544275283813,0.1759674996137619,0.3490641117095947,0.25791704654693604,0.4394008219242096,0.26890742778778076,0.5107308030128479,0.28116169571876526,0.22068053483963013
church,0.173080712556839,0.24960921704769135,0.379041463136673,0.14516259729862213,0.13131007552146912,0.20669284462928772,0.15750209987163544,0.1726921796798706,0.35932037234306335,0.18081501126289368
in,0.5344807505607605,0.45514053106307983,0.20523880422115326,0.3575078547000885,0.28362831473350525,0.3598145842552185,0.21540255844593048,0.46853652596473694,0.22404487431049347,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,0.1759674996137619,0.3490641117095947,0.25791704654693604,0.4394008219242096,0.26890742778778076,0.5107308030128479,0.28116169571876526,0.22068053483963013
electorate,0.1402469426393509,0.23178118467330933,0.1452181488275528,0.07298332452774048,0.12220946699380875,0.17718596756458282,0.20056813955307007,0.1635904312133789,0.360000878572464,0.1467054933309555
of,0.38066378235816956,0.4069072902202606,0.1719115972518921,0.2964755594730377,0.278516560792923,0.38364991545677185,0.23738951981067657,0.3966929316520691,0.28063878417015076,0.1826142966747284
saxony,0.1603233814239502,0.23233024775981903,0.2548035979270935,0.19246117770671844,0.22942103445529938,0.23337094485759735,0.10502805560827255,0.1682659536600113,0.20712290704250336,0.17603406310081482
",",0.3149496018886566,0.45456063747406006,0.23255878686904907,0.34322500228881836,0.274364173412323,0.3378419280052185,0.20678693056106567,0.49057599902153015,0.17745937407016754,0.31091248989105225
acting,0.11592451483011246,0.2252749353647232,0.17525450885295868,0.1758154034614563,0.2277802973985672,0.3058992326259613,0.16478678584098816,0.24503324925899506,0.18880657851696014,0.15597198903560638
only,0.46093058586120605,0.36249664425849915,0.10428047180175781,0.4464436173439026,0.2576688826084137,0.3256984353065491,0.20967552065849304,0.38586410880088806,0.20561867952346802,0.2767370045185089
as,0.35409465432167053,0.3677520453929901,0.20242992043495178,0.3049599826335907,0.25658145546913147,0.3146366477012634,0.2594930827617645,0.36047765612602234,0.25648796558380127,0.27043893933296204
an,0.24824833869934082,0.3694365322589874,0.10983039438724518,0.2631461024284363,0.18035255372524261,0.24025635421276093,0.2043699324131012,0.3192969560623169,0.20876818895339966,0.19793890416622162
adviser,0.17698292434215546,0.33693432807922363,0.2124389111995697,0.12423427402973175,0.13775232434272766,0.33248957991600037,0.3024367690086365,0.20663729310035706,0.31554627418518066,0.15140973031520844
to,0.47735077142715454,0.3636345863342285,0.18029534816741943,0.25999927520751953,0.28611940145492554,0.3715193271636963,0.36228540539741516,0.41031414270401,0.30886903405189514,0.29463258385658264
churches,0.20255717635154724,0.1949601173400879,0.36007383465766907,0.19629226624965668,0.1788148134946823,0.15361304581165314,0.19767704606056213,0.171710804104805,0.36914151906967163,0.19824735820293427
in,0.5344807505607605,0.45514053106307983,0.20523880422115326,0.3575078547000885,0.28362831473350525,0.3598145842552185,0.21540255844593048,0.46853652596473694,0.22404487431049347,0.20430970191955566
new,0.26026442646980286,0.2748313844203949,0.14555130898952484,0.1727663278579712,0.1040131151676178,0.24132801592350006,0.19430527091026306,0.31106263399124146,0.2635926306247711,0.14782847464084625
territories,0.2165503203868866,0.14679960906505585,0.09688545763492584,0.20186419785022736,0.1770831048488617,0.1459372192621231,0.2635706961154938,0.15933862328529358,0.22166326642036438,0.11298645287752151
",",0.3149496018886566,0.45456063747406006,0.23255878686904907,0.34322500228881836,0.274364173412323,0.3378419280052185,0.20678693056106567,0.49057599902153015,0.17745937407016754,0.31091248989105225
many,0.4338301420211792,0.260356068611145,0.2471185326576233,0.5220051407814026,0.3245188891887665,0.3188176155090332,0.31885913014411926,0.32520127296447754,0.2207535058259964,0.2124512493610382
of,0.38066378235816956,0.4069072902202606,0.1719115972518921,0.2964755594730377,0.278516560792923,0.38364991545677185,0.23738951981067657,0.3966929316520691,0.28063878417015076,0.1826142966747284
which,0.5477990508079529,0.2830964922904968,0.17501473426818848,0.4112597107887268,0.2844301462173462,0.32283493876457214,0.25793492794036865,0.4245251417160034,0.2968543469905853,0.25814583897590637
followed,0.2095363438129425,0.2845839560031891,0.1997951716184616,0.1672622263431549,0.14551778137683868,0.27051639556884766,0.1711479276418686,0.28835389018058777,0.20268525183200836,0.20567169785499573
his,0.29880598187446594,0.4405253231525421,0.27093374729156494,0.2176854908466339,0.23819859325885773,0.9999998807907104,0.3737589716911316,0.32064297795295715,0.24893824756145477,0.18075084686279297
saxon,0.18464326858520508,0.19406339526176453,0.22933059930801392,0.165943905711174,0.13411884009838104,0.2156744748353958,0.09775316715240479,0.11751681566238403,0.19957494735717773,0.14814330637454987
model,0.1396508514881134,0.21753697097301483,0.02681276760995388,0.23649615049362183,0.0844300240278244,0.09749528020620346,0.08308087289333344,0.20435898005962372,0.15253852307796478,0.14843042194843292
.,0.41390106081962585,0.40146201848983765,0.24907569587230682,0.3207794427871704,0.2420216053724289,0.3119256794452667,0.22250142693519592,0.49257001280784607,0.26137542724609375,0.4130953550338745
