,normally,silver,",",what,color,was,used,for,the,number,50,?
the,0.3523634970188141,0.2600913643836975,0.4933079481124878,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.4739971458911896,1.0,0.35145696997642517,0.03602437674999237,0.22068053483963013
logo,0.1743723601102829,0.23833344876766205,0.20034073293209076,0.21781428158283234,0.2415272295475006,0.17813098430633545,0.20441769063472748,0.2166183590888977,0.2806010842323303,0.13763795793056488,0.05230570212006569,0.23347119987010956
also,0.4674888849258423,0.3041866421699524,0.4717654287815094,0.42747777700424194,0.2363780438899994,0.4032125174999237,0.45273035764694214,0.5373267531394958,0.6021018624305725,0.36623433232307434,0.024839751422405243,0.21848613023757935
deviates,0.34175658226013184,0.13383539021015167,0.18287047743797302,0.26263415813446045,0.2103484719991684,0.12402071058750153,0.233392134308815,0.17791123688220978,0.2052353471517563,0.2567761242389679,0.04641659930348396,0.1839158535003662
from,0.26821011304855347,0.14321425557136536,0.39760664105415344,0.2737620174884796,0.25717154145240784,0.31171464920043945,0.25821518898010254,0.314039945602417,0.40150508284568787,0.24833418428897858,0.014360516332089901,0.19969791173934937
the,0.3523634970188141,0.2600913643836975,0.4933079481124878,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.4739971458911896,1.0,0.35145696997642517,0.03602437674999237,0.22068053483963013
template,0.3056216537952423,0.1628350168466568,0.21511445939540863,0.31344759464263916,0.2501077353954315,0.1499771922826767,0.27283719182014465,0.31436651945114136,0.2930607795715332,0.28809279203414917,-0.03708801418542862,0.32691144943237305
by,0.349295049905777,0.20443673431873322,0.3680937886238098,0.2455483376979828,0.1992429792881012,0.4752357602119446,0.27705541253089905,0.3248702883720398,0.4408751428127289,0.2551532983779907,0.03871260583400726,0.17966607213020325
featuring,0.13265642523765564,0.1540536880493164,0.23595236241817474,0.18412666022777557,0.12041965872049332,0.16899792850017548,0.1777140498161316,0.18349294364452362,0.21340800821781158,0.21146026253700256,0.040057290345430374,0.24838131666183472
large,0.33196553587913513,0.2081434726715088,0.2263888567686081,0.2017821967601776,0.14018341898918152,0.21717436611652374,0.3057393729686737,0.22967137396335602,0.3828733265399933,0.3316781520843506,0.09866557270288467,0.1355665624141693
numerals,0.2154022753238678,0.17787428200244904,0.23818567395210266,0.2182469516992569,0.2499421238899231,0.15565448999404907,0.2823783755302429,0.18570570647716522,0.25819507241249084,0.433815598487854,0.0405484102666378,0.22188253700733185
",",0.28092333674430847,0.2779683470726013,1.0000001192092896,0.3087472915649414,0.20653429627418518,0.45456063747406006,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.2535701394081116,-0.025195008143782616,0.31091248989105225
colored,0.36275750398635864,0.31834521889686584,0.22846366465091705,0.18799574673175812,0.5748913884162903,0.15550875663757324,0.2797679901123047,0.24367780983448029,0.23921820521354675,0.21550220251083374,0.09715691953897476,0.17333996295928955
in,0.27602890133857727,0.2021934986114502,0.5201468467712402,0.30808621644973755,0.10136925429105759,0.45514053106307983,0.3090210556983948,0.4322226941585541,0.6662389636039734,0.3024539053440094,0.021892361342906952,0.20430970191955566
gold,0.15206927061080933,0.6871094107627869,0.28787803649902344,0.15779642760753632,0.21654076874256134,0.24345459043979645,0.14617395401000977,0.2409525066614151,0.27136439085006714,0.22357787191867828,0.006151561159640551,0.11542754620313644
",",0.28092333674430847,0.2779683470726013,1.0000001192092896,0.3087472915649414,0.20653429627418518,0.45456063747406006,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.2535701394081116,-0.025195008143782616,0.31091248989105225
behind,0.19157427549362183,0.16153714060783386,0.27367478609085083,0.1959938108921051,0.16773413121700287,0.27558037638664246,0.14887598156929016,0.24390444159507751,0.38928431272506714,0.23922677338123322,0.07365942001342773,0.19274599850177765
the,0.3523634970188141,0.2600913643836975,0.4933079481124878,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.4739971458911896,1.0,0.35145696997642517,0.03602437674999237,0.22068053483963013
vince,0.10126345604658127,0.05327123776078224,0.23942145705223083,0.15944145619869232,0.133722722530365,0.3092103600502014,0.11809781938791275,0.16013692319393158,0.2420601099729538,0.05955352261662483,-0.03171846643090248,0.1308428794145584
lombardi,0.1236213818192482,0.2012169063091278,0.26915502548217773,0.1361158937215805,0.15899744629859924,0.22630535066127777,0.05455964058637619,0.15172283351421356,0.18416112661361694,0.14827720820903778,0.06124844029545784,0.12761563062667847
trophy,0.09463953226804733,0.19216616451740265,0.246511310338974,0.1605585664510727,0.1525210589170456,0.19741623103618622,0.14725278317928314,0.26187947392463684,0.23165881633758545,0.09089896827936172,0.016763124614953995,0.1832219511270523
",",0.28092333674430847,0.2779683470726013,1.0000001192092896,0.3087472915649414,0.20653429627418518,0.45456063747406006,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.2535701394081116,-0.025195008143782616,0.31091248989105225
instead,0.4861109256744385,0.15637698769569397,0.32166025042533875,0.4104403555393219,0.21845504641532898,0.23083001375198364,0.4228616952896118,0.4413341283798218,0.3940567970275879,0.2534031867980957,0.02860376052558422,0.2942638397216797
of,0.25552743673324585,0.18475119769573212,0.4946078956127167,0.33290785551071167,0.1876296103000641,0.4069072902202606,0.3075267970561981,0.4185989499092102,0.733189046382904,0.2778518795967102,0.006577443331480026,0.1826142966747284
underneath,0.340680867433548,0.23184481263160706,0.18822501599788666,0.24569085240364075,0.2132212221622467,0.19631199538707733,0.28617557883262634,0.29880523681640625,0.376426637172699,0.1871187537908554,0.11827833205461502,0.19210833311080933
and,0.3715205192565918,0.25048989057540894,0.6633074283599854,0.31309178471565247,0.21500243246555328,0.3740963041782379,0.3150506615638733,0.5064792633056641,0.5171257257461548,0.28545793890953064,0.0032697415444999933,0.20544172823429108
in,0.27602890133857727,0.2021934986114502,0.5201468467712402,0.30808621644973755,0.10136925429105759,0.45514053106307983,0.3090210556983948,0.4322226941585541,0.6662389636039734,0.3024539053440094,0.021892361342906952,0.20430970191955566
silver,0.24892517924308777,1.0,0.2779683470726013,0.10540545731782913,0.240627720952034,0.20485788583755493,0.19798050820827484,0.20130442082881927,0.2600913643836975,0.1936984807252884,0.013197624124586582,0.11920861899852753
as,0.3794248700141907,0.19272644817829132,0.48816442489624023,0.31749409437179565,0.21893621981143951,0.3677520453929901,0.35160550475120544,0.44774648547172546,0.48381632566452026,0.26786008477211,-0.0016074778977781534,0.27043893933296204
in,0.27602890133857727,0.2021934986114502,0.5201468467712402,0.30808621644973755,0.10136925429105759,0.45514053106307983,0.3090210556983948,0.4322226941585541,0.6662389636039734,0.3024539053440094,0.021892361342906952,0.20430970191955566
the,0.3523634970188141,0.2600913643836975,0.4933079481124878,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.4739971458911896,1.0,0.35145696997642517,0.03602437674999237,0.22068053483963013
standard,0.3333059847354889,0.20628690719604492,0.2593318521976471,0.22809998691082,0.1614719033241272,0.17353598773479462,0.375753790140152,0.3173719346523285,0.29008856415748596,0.25121572613716125,-0.0022090363781899214,0.17029257118701935
logo,0.1743723601102829,0.23833344876766205,0.20034073293209076,0.21781428158283234,0.2415272295475006,0.17813098430633545,0.20441769063472748,0.2166183590888977,0.2806010842323303,0.13763795793056488,0.05230570212006569,0.23347119987010956
.,0.33750930428504944,0.24648764729499817,0.6812511086463928,0.3567904531955719,0.2641010880470276,0.40146201848983765,0.33111312985420227,0.4726039469242096,0.5934505462646484,0.3256329298019409,0.04325474053621292,0.4130953550338745
