,in,which,months,does,fresno,experience,increased,wind,coming,from,the,southeastern,direction,?
most,0.41416558623313904,0.4637843072414398,0.147905170917511,0.30044323205947876,0.1402399241924286,0.23917551338672638,0.2506605088710785,0.14304250478744507,0.258796364068985,0.28580769896507263,0.47635307908058167,0.26433104276657104,0.130137637257576,0.2107497900724411
of,0.5696388483047485,0.5011631846427917,0.22298860549926758,0.3119818866252899,0.1875009983778,0.228313148021698,0.3371390700340271,0.22346341609954834,0.31330832839012146,0.4249346852302551,0.733189046382904,0.34858089685440063,0.18922415375709534,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.2680157423019409,0.35928019881248474,0.22571885585784912,0.21682339906692505,0.3188653886318207,0.2338196188211441,0.4306776821613312,0.40150508284568787,1.0,0.37968114018440247,0.28851455450057983,0.22068053483963013
wind,0.2197054922580719,0.2282751500606537,0.14311976730823517,0.1671968549489975,0.16878511011600494,0.15190495550632477,0.18602557480335236,1.0,0.26096633076667786,0.1916961371898651,0.2338196188211441,0.1799820065498352,0.3449490964412689,0.17669273912906647
rose,0.24995949864387512,0.15265808999538422,0.15692120790481567,0.04064973071217537,0.22014708817005157,0.12521915137767792,0.27553340792655945,0.25159257650375366,0.17606927454471588,0.14656709134578705,0.28326278924942017,0.166070356965065,0.055417172610759735,0.11847885698080063
direction,0.17485231161117554,0.2687985599040985,0.13999663293361664,0.19005346298217773,0.15566061437129974,0.1980140507221222,0.2003120332956314,0.3449490964412689,0.20291870832443237,0.19012711942195892,0.28851455450057983,0.12644194066524506,1.0000001192092896,0.10739318281412125
occurrences,0.280778169631958,0.329397588968277,0.26153212785720825,0.2707172930240631,0.11040017753839493,0.3006739616394043,0.31971025466918945,0.17049001157283783,0.20509226620197296,0.18791066110134125,0.2923252284526825,0.14536836743354797,0.17787370085716248,0.2659699320793152
derive,0.17943882942199707,0.36926689743995667,0.043162859976291656,0.2551862895488739,0.02488255500793457,0.12274838238954544,0.2036885917186737,0.14664998650550842,0.17863242328166962,0.2942720353603363,0.28650766611099243,0.1785661280155182,0.21234366297721863,0.138357475399971
from,0.4274188280105591,0.38755592703819275,0.26207780838012695,0.1777622550725937,0.26358702778816223,0.18313857913017273,0.2075282633304596,0.1916961371898651,0.31919217109680176,1.0,0.40150508284568787,0.2718217074871063,0.19012711942195892,0.19969791173934937
the,0.6662389636039734,0.6521818041801453,0.2680157423019409,0.35928019881248474,0.22571885585784912,0.21682339906692505,0.3188653886318207,0.2338196188211441,0.4306776821613312,0.40150508284568787,1.0,0.37968114018440247,0.28851455450057983,0.22068053483963013
northwest,0.34818974137306213,0.2208116352558136,0.09061184525489807,0.10656528919935226,0.22340402007102966,0.03958811238408089,0.21505288779735565,0.2000286877155304,0.20087875425815582,0.19979038834571838,0.3162118196487427,0.6126027703285217,0.23292949795722961,0.15228797495365143
