,what,logo,was,modified,and,reused,for,the,50th,anniversary,special,?
the,0.42745697498321533,0.2806010842323303,0.48711544275283813,0.25787946581840515,0.5171257257461548,0.28882327675819397,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
original,0.24651947617530823,0.31351038813591003,0.32203906774520874,0.3459913432598114,0.29575109481811523,0.32886552810668945,0.2975997030735016,0.4037000238895416,0.11442358791828156,0.2255104035139084,0.20277589559555054,0.17256900668144226
logo,0.21781428158283234,1.0000001192092896,0.17813098430633545,0.2559624910354614,0.146534726023674,0.15873093903064728,0.2166183590888977,0.2806010842323303,0.08900174498558044,0.26765260100364685,0.20293471217155457,0.23347119987010956
used,0.27546408772468567,0.20441769063472748,0.23679393529891968,0.36375072598457336,0.3150506615638733,0.48045462369918823,0.4236139953136444,0.3718377649784088,0.08311188220977783,0.15952607989311218,0.3315860331058502,0.22430120408535004
for,0.3017193675041199,0.2166183590888977,0.3863949179649353,0.19713161885738373,0.5064792633056641,0.26567357778549194,0.9999999403953552,0.4739971458911896,0.07924925535917282,0.24768374860286713,0.311454176902771,0.264628142118454
the,0.42745697498321533,0.2806010842323303,0.48711544275283813,0.25787946581840515,0.5171257257461548,0.28882327675819397,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
first,0.28086137771606445,0.1942633092403412,0.5022147297859192,0.2731603980064392,0.3167642652988434,0.25121498107910156,0.3800288736820221,0.49448907375335693,0.22508347034454346,0.3821796178817749,0.26929977536201477,0.18701928853988647
doctor,0.20870667695999146,0.12991586327552795,0.19672659039497375,0.10834024846553802,0.21673844754695892,0.1370408833026886,0.1556548923254013,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.16843044757843018,0.1462511420249939
(,0.2411840260028839,0.1609923243522644,0.2980341613292694,0.1627027690410614,0.4862271547317505,0.17669954895973206,0.3357032239437103,0.33289089798927307,0.08695647865533829,0.17414133250713348,0.1810780167579651,0.40561532974243164
and,0.31309178471565247,0.146534726023674,0.3740963041782379,0.2542010247707367,1.0,0.2623826861381531,0.5064792633056641,0.5171257257461548,0.1709929257631302,0.13314463198184967,0.22352655231952667,0.20544172823429108
briefly,0.21253468096256256,0.17009639739990234,0.3670034408569336,0.11260633915662766,0.31225186586380005,0.21667549014091492,0.26550543308258057,0.3548050820827484,0.1058446615934372,0.16057252883911133,0.17057135701179504,0.04666464775800705
for,0.3017193675041199,0.2166183590888977,0.3863949179649353,0.19713161885738373,0.5064792633056641,0.26567357778549194,0.9999999403953552,0.4739971458911896,0.07924925535917282,0.24768374860286713,0.311454176902771,0.264628142118454
the,0.42745697498321533,0.2806010842323303,0.48711544275283813,0.25787946581840515,0.5171257257461548,0.28882327675819397,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
second,0.19948028028011322,0.1251872330904007,0.3858029544353485,0.1719992458820343,0.2743909955024719,0.15836940705776215,0.25438159704208374,0.4620301127433777,0.3489943742752075,0.3291182816028595,0.19803936779499054,0.17239587008953094
doctor,0.20870667695999146,0.12991586327552795,0.19672659039497375,0.10834024846553802,0.21673844754695892,0.1370408833026886,0.1556548923254013,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.16843044757843018,0.1462511420249939
),0.26259949803352356,0.15031807124614716,0.3267642855644226,0.1735551655292511,0.4961937665939331,0.17894959449768066,0.3639558255672455,0.3456730246543884,0.10305318236351013,0.17845061421394348,0.207723930478096,0.42300865054130554
was,0.22111038863658905,0.17813098430633545,1.0000001192092896,0.20167496800422668,0.3740963041782379,0.2695874273777008,0.3863949179649353,0.48711544275283813,0.17689552903175354,0.28924626111984253,0.1585642695426941,0.18412111699581146
reused,0.16770440340042114,0.15873093903064728,0.2695874273777008,0.410607248544693,0.2623826861381531,0.9999999403953552,0.26567357778549194,0.28882327675819397,0.08721138536930084,0.1771089732646942,0.26193690299987793,0.21022720634937286
in,0.30808621644973755,0.1848117560148239,0.45514053106307983,0.14739903807640076,0.4954058527946472,0.22187349200248718,0.4322226941585541,0.6662389636039734,0.11835864186286926,0.25491592288017273,0.2897285223007202,0.20430970191955566
a,0.3320399522781372,0.21248295903205872,0.4508470594882965,0.2210952192544937,0.3739250600337982,0.22009140253067017,0.44038116931915283,0.5829201340675354,0.12353889644145966,0.1787421703338623,0.31333932280540466,0.23916715383529663
slightly,0.30401676893234253,0.1938093602657318,0.23603187501430511,0.36239609122276306,0.31452077627182007,0.2618229389190674,0.22345133125782013,0.31489381194114685,0.19014452397823334,0.11175970733165741,0.14040815830230713,0.15424269437789917
modified,0.1667574942111969,0.2559624910354614,0.20167496800422668,0.9999998807907104,0.2542010247707367,0.410607248544693,0.19713161885738373,0.25787946581840515,0.06191396713256836,0.10333579033613205,0.2502140998840332,0.2008686512708664
format,0.16273964941501617,0.26892778277397156,0.1396103948354721,0.33128851652145386,0.19377155601978302,0.2663552165031433,0.3087678551673889,0.21678368747234344,0.09957370162010193,0.16947348415851593,0.15448489785194397,0.2222042977809906
for,0.3017193675041199,0.2166183590888977,0.3863949179649353,0.19713161885738373,0.5064792633056641,0.26567357778549194,0.9999999403953552,0.4739971458911896,0.07924925535917282,0.24768374860286713,0.311454176902771,0.264628142118454
the,0.42745697498321533,0.2806010842323303,0.48711544275283813,0.25787946581840515,0.5171257257461548,0.28882327675819397,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
50th,0.08142440766096115,0.08900174498558044,0.17689552903175354,0.06191396713256836,0.1709929257631302,0.08721138536930084,0.07924925535917282,0.19595111906528473,1.0000001192092896,0.26162034273147583,0.050610799342393875,0.004919986240565777
anniversary,0.15616674721240997,0.26765260100364685,0.28924626111984253,0.10333579033613205,0.13314463198184967,0.1771089732646942,0.24768374860286713,0.29318708181381226,0.26162034273147583,1.0,0.3297252953052521,0.1981802135705948
special,0.24134232103824615,0.20293471217155457,0.1585642695426941,0.2502140998840332,0.22352655231952667,0.26193690299987793,0.311454176902771,0.3027077615261078,0.050610799342393875,0.3297252953052521,1.0000001192092896,0.29623302817344666
``,0.008517155423760414,-0.06913861632347107,-0.012679691426455975,0.05014513060450554,0.036644238978624344,-0.05443546921014786,0.01270448137074709,0.029072100296616554,-0.0076248059049248695,-0.07950975000858307,0.013431590981781483,0.0685480609536171
the,0.42745697498321533,0.2806010842323303,0.48711544275283813,0.25787946581840515,0.5171257257461548,0.28882327675819397,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
day,0.2990210950374603,0.1320493072271347,0.24314451217651367,0.07955890148878098,0.26673999428749084,0.13061237335205078,0.23720888793468475,0.3062323033809662,0.16363441944122314,0.4596174657344818,0.18585629761219025,0.2141837179660797
of,0.33290785551071167,0.1528109908103943,0.4069072902202606,0.19437947869300842,0.5116966962814331,0.2642805576324463,0.4185989499092102,0.733189046382904,0.11716882884502411,0.2393128126859665,0.27998968958854675,0.1826142966747284
the,0.42745697498321533,0.2806010842323303,0.48711544275283813,0.25787946581840515,0.5171257257461548,0.28882327675819397,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
doctor,0.20870667695999146,0.12991586327552795,0.19672659039497375,0.10834024846553802,0.21673844754695892,0.1370408833026886,0.1556548923254013,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.16843044757843018,0.1462511420249939
'',0.08143015950918198,0.029102830216288567,0.04456103965640068,0.03302750363945961,0.021612688899040222,-0.04909319803118706,-0.04479556903243065,0.041273195296525955,-0.03024963289499283,-0.05068732053041458,0.03449471667408943,0.018684765323996544
during,0.24137552082538605,0.07960591465234756,0.4470829963684082,0.1244296208024025,0.36462149024009705,0.2575641870498657,0.3448435664176941,0.4838213622570038,0.1219218447804451,0.36299774050712585,0.18424199521541595,0.1325719803571701
the,0.42745697498321533,0.2806010842323303,0.48711544275283813,0.25787946581840515,0.5171257257461548,0.28882327675819397,0.4739971458911896,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
eleventh,0.1283237636089325,0.05967637524008751,0.32591482996940613,0.13873936235904694,0.232212096452713,0.20220692455768585,0.21109677851200104,0.3663412928581238,0.5199499130249023,0.3537873327732086,0.1347176730632782,0.0976005420088768
doctor,0.20870667695999146,0.12991586327552795,0.19672659039497375,0.10834024846553802,0.21673844754695892,0.1370408833026886,0.1556548923254013,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.16843044757843018,0.1462511420249939
's,0.02692362666130066,0.036982785910367966,0.008974763564765453,-0.024931391701102257,0.06895173341035843,0.043018076568841934,-0.07241261005401611,-0.01540423184633255,0.13025708496570587,-0.008144883438944817,-0.03405539691448212,-0.023395681753754616
run,0.2294815480709076,0.20986860990524292,0.18548552691936493,0.22526457905769348,0.2711782455444336,0.24523092806339264,0.27206581830978394,0.27883726358413696,0.08177187293767929,0.1367644965648651,0.187321275472641,0.17904110252857208
.,0.3567904531955719,0.2531629800796509,0.40146201848983765,0.24516572058200836,0.588965117931366,0.29847702383995056,0.4726039469242096,0.5934505462646484,0.15041887760162354,0.2281392365694046,0.26337340474128723,0.4130953550338745
