,when,did,khan,formally,declare,the,yuan,dynasty,?
although,0.3650384247303009,0.29252153635025024,0.14819692075252533,0.3000589907169342,0.25837987661361694,0.3265823423862457,0.1279308795928955,0.1458790898323059,0.15541206300258636
the,0.5091903209686279,0.34736719727516174,0.21067845821380615,0.3323594629764557,0.2523198127746582,1.0,0.2548272907733917,0.26267939805984497,0.22068053483963013
mongols,0.20358523726463318,0.21908389031887054,0.5210641026496887,0.18531684577465057,0.22792837023735046,0.310281366109848,0.4348680377006531,0.49200209975242615,0.11517509818077087
had,0.37526828050613403,0.540525496006012,0.1740240752696991,0.22442694008350372,0.2369072437286377,0.3875846862792969,0.15790773928165436,0.18981331586837769,0.20728366076946259
ruled,0.2296513020992279,0.28686225414276123,0.23297150433063507,0.23297107219696045,0.3049111068248749,0.2668108344078064,0.23075807094573975,0.5039024949073792,0.19970785081386566
territories,0.25190436840057373,0.14733213186264038,0.14209884405136108,0.302245169878006,0.30377188324928284,0.30191943049430847,0.20362785458564758,0.2630709707736969,0.11298645287752151
including,0.24633030593395233,0.26678287982940674,0.15286493301391602,0.13713915646076202,0.19220970571041107,0.3738902807235718,0.1715574711561203,0.1282448172569275,0.1633303165435791
today,0.3225412964820862,0.30291810631752014,0.091111920773983,0.262884259223938,0.1926320195198059,0.35740926861763,0.06580587476491928,0.18604615330696106,0.17338968813419342
's,-0.03368149697780609,0.05069678649306297,0.05307086929678917,-0.017225459218025208,0.02499808929860592,-0.01540423184633255,0.01965653896331787,-0.03789631649851799,-0.023395681753754616
north,0.21003669500350952,0.16732536256313324,0.13446788489818573,0.18711936473846436,0.1693267524242401,0.36298373341560364,0.081980399787426,0.18835356831550598,0.11829731613397598
china,0.20798636972904205,0.16472692787647247,0.3775990903377533,0.26515546441078186,0.22785988450050354,0.3110525608062744,0.5794417262077332,0.45030730962753296,0.18007943034172058
for,0.43402108550071716,0.318512886762619,0.13388998806476593,0.32619646191596985,0.19927355647087097,0.4739971458911896,0.12319284677505493,0.1219317764043808,0.264628142118454
decades,0.23122262954711914,0.2064380794763565,0.15571476519107819,0.1908152848482132,0.1953635960817337,0.3027496635913849,0.2094074785709381,0.23566126823425293,0.06808225065469742
",",0.36674630641937256,0.3015086054801941,0.19700400531291962,0.2899072468280792,0.2672341763973236,0.4933079481124878,0.20958951115608215,0.1976536363363266,0.31091248989105225
it,0.4775012135505676,0.2993364930152893,0.13704395294189453,0.315066397190094,0.2574036121368408,0.6251175999641418,0.16246572136878967,0.1929178684949875,0.25732165575027466
was,0.37326499819755554,0.41399896144866943,0.23483267426490784,0.3541161119937897,0.19859248399734497,0.48711544275283813,0.19482262432575226,0.24324211478233337,0.18412111699581146
not,0.4799930453300476,0.6481515765190125,0.12768790125846863,0.2899267077445984,0.3352630138397217,0.4310511648654938,0.13675616681575775,0.16167695820331573,0.41942933201789856
until,0.494509756565094,0.33905428647994995,0.1777706742286682,0.25992900133132935,0.2580125033855438,0.37191009521484375,0.08904210478067398,0.19605077803134918,0.20304496586322784
1271,-0.10633386671543121,-0.043933164328336716,-0.07076401263475418,-0.020936675369739532,0.03635287657380104,-0.04703542962670326,-0.024737121537327766,0.06284020841121674,0.005500997416675091
that,0.5860282182693481,0.47518548369407654,0.14077997207641602,0.3073344826698303,0.36497068405151367,0.5473989248275757,0.21402506530284882,0.19153755903244019,0.32716336846351624
kublai,0.24958351254463196,0.2875992953777313,0.5925762057304382,0.22755999863147736,0.1757146567106247,0.32886171340942383,0.5195493102073669,0.44820716977119446,0.14562560617923737
khan,0.16355718672275543,0.155345618724823,1.0,0.1497558355331421,0.08930150419473648,0.21067845821380615,0.4321361780166626,0.34412047266960144,0.12862591445446014
officially,0.3171864151954651,0.23247523605823517,0.13045001029968262,0.6047689318656921,0.38466569781303406,0.36343514919281006,0.14713934063911438,0.2019241899251938,0.15603435039520264
proclaimed,0.1780550330877304,0.22170822322368622,0.14822165668010712,0.4122859537601471,0.5395766496658325,0.24787339568138123,0.2565242648124695,0.28568682074546814,0.203518345952034
the,0.5091903209686279,0.34736719727516174,0.21067845821380615,0.3323594629764557,0.2523198127746582,1.0,0.2548272907733917,0.26267939805984497,0.22068053483963013
dynasty,0.16945278644561768,0.19201454520225525,0.34412047266960144,0.1872459501028061,0.17045743763446808,0.26267939805984497,0.49336904287338257,1.0,0.15884074568748474
in,0.4431333839893341,0.2593238651752472,0.1527150720357895,0.2996116280555725,0.25520235300064087,0.6662389636039734,0.14850552380084991,0.15246383845806122,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.21067845821380615,0.3323594629764557,0.2523198127746582,1.0,0.2548272907733917,0.26267939805984497,0.22068053483963013
traditional,0.13697193562984467,0.17380854487419128,0.11961033195257187,0.26423877477645874,0.1379813700914383,0.25703898072242737,0.2298620045185089,0.25863757729530334,0.1327509582042694
chinese,0.1978231817483902,0.19065357744693756,0.2961319386959076,0.2292698621749878,0.1285688877105713,0.2785343527793884,0.5665212273597717,0.39861640334129333,0.20843194425106049
style,0.2162606418132782,0.20048470795154572,0.08751282095909119,0.1290852427482605,0.10696809738874435,0.2331719547510147,0.11068674921989441,0.22142745554447174,0.19862167537212372
.,0.475719153881073,0.35288307070732117,0.19819748401641846,0.2350444495677948,0.21022111177444458,0.5934505462646484,0.17233723402023315,0.20616187155246735,0.4130953550338745
