,where,does,the,ijssel,branch,flow,?
the,0.5003893971443176,0.35928019881248474,1.0,0.2897469401359558,0.2630956768989563,0.314039409160614,0.22068053483963013
river,0.1886204034090042,0.14026834070682526,0.2894456386566162,0.33605653047561646,0.24672359228134155,0.45109862089157104,0.15390869975090027
ijssel,0.21124860644340515,0.10766929388046265,0.2897469401359558,1.0,0.21089433133602142,0.27179181575775146,0.10587967932224274
branch,0.1960075944662094,0.14723090827465057,0.2630956768989563,0.21089433133602142,1.0,0.20950406789779663,0.10474635660648346
flows,0.23452386260032654,0.23165354132652283,0.32405155897140503,0.32639259099960327,0.1822739839553833,0.6895013451576233,0.11636040359735489
to,0.47735077142715454,0.4391997456550598,0.535392165184021,0.18485532701015472,0.15628041326999664,0.27439337968826294,0.29463258385658264
the,0.5003893971443176,0.35928019881248474,1.0,0.2897469401359558,0.2630956768989563,0.314039409160614,0.22068053483963013
north,0.23586879670619965,0.11500263214111328,0.36298373341560364,0.3735372722148895,0.2029252052307129,0.23647426068782806,0.11829731613397598
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.21239511668682098,0.23874594271183014,0.2773895561695099,0.20544172823429108
enters,0.318783164024353,0.3147956430912018,0.36934712529182434,0.24036727845668793,0.13172714412212372,0.2896445393562317,0.09810265153646469
the,0.5003893971443176,0.35928019881248474,1.0,0.2897469401359558,0.2630956768989563,0.314039409160614,0.22068053483963013
ijsselmeer,0.22805167734622955,0.12419496476650238,0.30970773100852966,0.9030340909957886,0.2243102788925171,0.28752753138542175,0.09744589030742645
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.1813112050294876,0.2610839307308197,0.23027558624744415,0.31091248989105225
formerly,0.24701982736587524,0.13822227716445923,0.2854805290699005,0.13734851777553558,0.12674471735954285,0.05188102275133133,0.0843876302242279
the,0.5003893971443176,0.35928019881248474,1.0,0.2897469401359558,0.2630956768989563,0.314039409160614,0.22068053483963013
zuider,0.251755952835083,0.22513419389724731,0.41249537467956543,0.5433502197265625,0.18507635593414307,0.26169127225875854,0.21302764117717743
zee,0.15994185209274292,0.15764476358890533,0.21296431124210358,0.3977854549884796,0.15240968763828278,0.18981383740901947,0.13745832443237305
brackish,0.24179965257644653,0.22311994433403015,0.27849212288856506,0.382364422082901,0.2002618908882141,0.37407413125038147,0.13325713574886322
lagoon,0.2092200219631195,0.1461179554462433,0.257394939661026,0.38215386867523193,0.1315532624721527,0.1976694017648697,0.12453319132328033
;,-0.020392686128616333,0.0650511160492897,0.09152708947658539,0.07053866237401962,0.08317245543003082,0.024325469508767128,0.10349778085947037
however,0.42869114875793457,0.4463717043399811,0.49814513325691223,0.19216814637184143,0.16393359005451202,0.2509623169898987,0.2152075469493866
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.1813112050294876,0.2610839307308197,0.23027558624744415,0.31091248989105225
since,0.26308515667915344,0.23816218972206116,0.4054957628250122,0.1642441302537918,0.11859173327684402,0.12514856457710266,0.2876587212085724
1932,0.03397227078676224,0.011626922525465488,0.13905753195285797,0.03850947692990303,-0.04312059283256531,0.2275494486093521,-0.1809951514005661
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.1813112050294876,0.2610839307308197,0.23027558624744415,0.31091248989105225
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.19711220264434814,0.20822708308696747,0.21422207355499268,0.23916715383529663
freshwater,0.22376425564289093,0.18365435302257538,0.2530931234359741,0.29153910279273987,0.15772368013858795,0.3350585997104645,0.1526603251695633
lake,0.17913374304771423,0.10660015791654587,0.24325428903102875,0.2767150402069092,0.08760885149240494,0.283983439207077,0.07226386666297913
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.2116578221321106,0.1572728455066681,0.191733717918396,0.4130953550338745
