,whose,1758,portrait,by,françois,boucher,was,part,of,jones,bequest,?
several,0.28807663917541504,0.1118059977889061,0.09603115916252136,0.3275541365146637,0.1740911304950714,0.11125382781028748,0.25396689772605896,0.21285293996334076,0.3271615505218506,0.1127418577671051,0.21115604043006897,0.15595775842666626
french,0.20107154548168182,0.27732017636299133,0.1325797736644745,0.23343317210674286,0.5515124201774597,0.3486352860927582,0.2523815333843231,0.1543947458267212,0.19450366497039795,0.11285733431577682,0.12739461660385132,0.1386883556842804
paintings,0.16730596125125885,0.17496252059936523,0.5286722183227539,0.24946486949920654,0.22068682312965393,0.3102486729621887,0.21676096320152283,0.14575506746768951,0.21768251061439514,0.140014186501503,0.2567296326160431,0.1866389960050583
entered,0.13328522443771362,0.13447068631649017,0.13149094581604004,0.2365771234035492,0.15032148361206055,0.11003481596708298,0.3258320689201355,0.20670601725578308,0.2438427358865738,0.14584630727767944,0.17839884757995605,0.10335487127304077
the,0.38253846764564514,0.13942837715148926,0.18703287839889526,0.4408751428127289,0.22130244970321655,0.19163161516189575,0.48711544275283813,0.527681291103363,0.733189046382904,0.24446700513362885,0.27512025833129883,0.22068053483963013
collection,0.14954999089241028,0.07295270264148712,0.34422191977500916,0.2678082287311554,0.17945298552513123,0.1896190345287323,0.1743653565645218,0.27268850803375244,0.2915455996990204,0.18541675806045532,0.2727102041244507,0.20069393515586853
as,0.3202406167984009,0.1103004664182663,0.2584902048110962,0.3815547823905945,0.16420115530490875,0.11748635768890381,0.3677520453929901,0.2563304007053375,0.3886612355709076,0.21983103454113007,0.294470876455307,0.27043893933296204
part,0.25495222210884094,0.15845951437950134,0.1473582684993744,0.28271573781967163,0.09550245851278305,0.16147853434085846,0.3407018780708313,1.0,0.452393114566803,0.16420887410640717,0.21128502488136292,0.08557961881160736
of,0.37058958411216736,0.1457350105047226,0.24021127820014954,0.3646814823150635,0.19206100702285767,0.12633559107780457,0.4069072902202606,0.452393114566803,1.0,0.2007877230644226,0.30752936005592346,0.1826142966747284
the,0.38253846764564514,0.13942837715148926,0.18703287839889526,0.4408751428127289,0.22130244970321655,0.19163161516189575,0.48711544275283813,0.527681291103363,0.733189046382904,0.24446700513362885,0.27512025833129883,0.22068053483963013
260,0.041980013251304626,0.05079416185617447,0.057002436369657516,-0.06052607670426369,0.04171808063983917,0.03884589672088623,0.03220289945602417,-0.05586515739560127,-0.03095516562461853,0.03228139504790306,0.08301320672035217,0.22087180614471436
paintings,0.16730596125125885,0.17496252059936523,0.5286722183227539,0.24946486949920654,0.22068682312965393,0.3102486729621887,0.21676096320152283,0.14575506746768951,0.21768251061439514,0.140014186501503,0.2567296326160431,0.1866389960050583
and,0.3339773118495941,0.173223078250885,0.09115123003721237,0.4289871156215668,0.21098116040229797,0.24504354596138,0.3740963041782379,0.35301485657691956,0.5116966962814331,0.26914161443710327,0.29343608021736145,0.20544172823429108
miniatures,0.1770571768283844,0.0721302404999733,0.22130808234214783,0.19174598157405853,0.1579013168811798,0.1628720909357071,0.11972815543413162,0.13434743881225586,0.22968396544456482,0.12314142286777496,0.17194920778274536,0.19297140836715698
(,0.2345174252986908,0.2004440575838089,0.1779656559228897,0.20696312189102173,0.1960715800523758,0.1571839302778244,0.2980341613292694,0.2208257019519806,0.35032153129577637,0.19647055864334106,0.2408660650253296,0.40561532974243164
not,0.36739736795425415,0.08197280019521713,0.16898506879806519,0.291808545589447,0.1770562380552292,0.15384341776371002,0.2888734042644501,0.2769853472709656,0.3307090103626251,0.1240987628698349,0.2177715003490448,0.41942933201789856
all,0.3025509715080261,0.12448001652956009,0.040210675448179245,0.2944089472293854,0.14902083575725555,0.09438203275203705,0.23179835081100464,0.2746511399745941,0.42798417806625366,0.15088866651058197,0.16126669943332672,0.29575422406196594
the,0.38253846764564514,0.13942837715148926,0.18703287839889526,0.4408751428127289,0.22130244970321655,0.19163161516189575,0.48711544275283813,0.527681291103363,0.733189046382904,0.24446700513362885,0.27512025833129883,0.22068053483963013
works,0.22534018754959106,0.09040970355272293,0.2577522099018097,0.2887086570262909,0.19709372520446777,0.13988368213176727,0.2401018887758255,0.21639564633369446,0.1964656114578247,0.1691809594631195,0.1719505786895752,0.19597402215003967
were,0.20901553332805634,0.21788731217384338,0.13788537681102753,0.4406847059726715,0.1702624261379242,0.20150873064994812,0.590133786201477,0.25213372707366943,0.34038281440734863,0.1573609858751297,0.18561220169067383,0.17890112102031708
french,0.20107154548168182,0.27732017636299133,0.1325797736644745,0.23343317210674286,0.5515124201774597,0.3486352860927582,0.2523815333843231,0.1543947458267212,0.19450366497039795,0.11285733431577682,0.12739461660385132,0.1386883556842804
",",0.25601375102996826,0.26230987906455994,0.16637693345546722,0.3680937886238098,0.2006458193063736,0.24436572194099426,0.45456063747406006,0.3376222252845764,0.4946078956127167,0.2674069404602051,0.3688803017139435,0.31091248989105225
