,where,were,populations,centered,in,colonies,?
while,0.41293615102767944,0.3084527552127838,0.2138073593378067,0.2652991712093353,0.3399278521537781,0.1339249461889267,0.21076419949531555
their,0.3356108069419861,0.43277356028556824,0.2552761733531952,0.1350587159395218,0.34976133704185486,0.3025033473968506,0.1898253709077835
population,0.1827353984117508,0.17721828818321228,0.8579179048538208,0.27335217595100403,0.3268454372882843,0.3162941336631775,0.14449454843997955
centers,0.27138352394104004,0.2284010797739029,0.2579622268676758,0.6140655875205994,0.3050653338432312,0.2454787939786911,0.16634750366210938
were,0.2363632768392563,1.0000001192092896,0.22453919053077698,0.19040191173553467,0.3815755248069763,0.32270577549934387,0.17890112102031708
along,0.3530636131763458,0.30671337246894836,0.1588023453950882,0.24454304575920105,0.3603311777114868,0.20331384241580963,0.17134909331798553
the,0.5003893971443176,0.3906462490558624,0.2796059846878052,0.346942275762558,0.6662389636039734,0.30451729893684387,0.22068053483963013
coast,0.253967821598053,0.22783014178276062,0.22379076480865479,0.2054404616355896,0.2620964050292969,0.3400898873806,0.15869849920272827
",",0.3149496018886566,0.36755475401878357,0.2880891263484955,0.22766940295696259,0.5201468467712402,0.23384660482406616,0.31091248989105225
the,0.5003893971443176,0.3906462490558624,0.2796059846878052,0.346942275762558,0.6662389636039734,0.30451729893684387,0.22068053483963013
settlements,0.18421269953250885,0.2645201086997986,0.3601982295513153,0.19325679540634155,0.31333258748054504,0.43297624588012695,0.1671062707901001
were,0.2363632768392563,1.0000001192092896,0.22453919053077698,0.19040191173553467,0.3815755248069763,0.32270577549934387,0.17890112102031708
growing,0.22829535603523254,0.19665975868701935,0.358364462852478,0.24558541178703308,0.33161869645118713,0.33889734745025635,0.10178618133068085
into,0.335035502910614,0.2657007873058319,0.1862257719039917,0.27265825867652893,0.38021373748779297,0.22945429384708405,0.15662476420402527
the,0.5003893971443176,0.3906462490558624,0.2796059846878052,0.346942275762558,0.6662389636039734,0.30451729893684387,0.22068053483963013
interior,0.1736738234758377,0.19920916855335236,0.17515240609645844,0.21975810825824738,0.1942717432975769,0.21045738458633423,0.07520901411771774
.,0.41390106081962585,0.3378238379955292,0.25785329937934875,0.30439889430999756,0.5591574311256409,0.27309566736221313,0.4130953550338745
