,what,is,another,name,to,describe,the,science,of,teaching,?
these,0.4164220690727234,0.2498808652162552,0.28603002429008484,0.14334434270858765,0.46852558851242065,0.33547717332839966,0.49086877703666687,0.21941018104553223,0.42684608697891235,0.2880990207195282,0.2571668326854706
professional,0.20202119648456573,0.2246137410402298,0.07914137840270996,0.1876848042011261,0.20276802778244019,0.1554650217294693,0.1869824379682541,0.2270536869764328,0.21265500783920288,0.29381710290908813,0.13074518740177155
qualifications,0.23890161514282227,0.15916597843170166,0.24608272314071655,0.1625233292579651,0.2793924808502197,0.13869240880012512,0.2735421359539032,0.23726360499858856,0.2262728065252304,0.3580287992954254,0.21778790652751923
may,0.25739946961402893,0.322792649269104,0.2963435649871826,0.1821857988834381,0.391582727432251,0.1904909908771515,0.2694292366504669,0.1839539259672165,0.26447007060050964,0.176097571849823,0.2768254578113556
include,0.1535889357328415,0.28863582015037537,0.13732361793518066,0.1803218424320221,0.1820748895406723,0.3212713599205017,0.2951717972755432,0.14098618924617767,0.37431180477142334,0.13844062387943268,0.14925788342952728
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.535392165184021,0.26495152711868286,1.0,0.24037593603134155,0.733189046382904,0.2182690054178238,0.22068053483963013
study,0.3123835027217865,0.20457550883293152,0.24196870625019073,0.15062813460826874,0.3326032757759094,0.370658814907074,0.2533665597438812,0.4151969254016876,0.29377859830856323,0.46573323011398315,0.15902167558670044
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.24075818061828613,0.41548454761505127,0.2764313519001007,0.733189046382904,0.2616958022117615,1.0,0.2911611497402191,0.1826142966747284
pedagogy,0.28524529933929443,0.2126118391752243,0.20741954445838928,0.04515373706817627,0.22692595422267914,0.24718348681926727,0.20774714648723602,0.4189942479133606,0.24821928143501282,0.5379629135131836,0.25397226214408875
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.44245919585227966,0.18910212814807892,0.4933079481124878,0.2623405158519745,0.4946078956127167,0.2547089457511902,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.535392165184021,0.26495152711868286,1.0,0.24037593603134155,0.733189046382904,0.2182690054178238,0.22068053483963013
science,0.2612018585205078,0.2747138440608978,0.2020634412765503,0.15842750668525696,0.2226530760526657,0.2084202915430069,0.24037593603134155,1.0,0.2616958022117615,0.38150471448898315,0.17974960803985596
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.24075818061828613,0.41548454761505127,0.2764313519001007,0.733189046382904,0.2616958022117615,1.0,0.2911611497402191,0.1826142966747284
teaching,0.27416905760765076,0.16213442385196686,0.1704782396554947,0.080060675740242,0.2762126624584198,0.19621913135051727,0.2182690054178238,0.38150471448898315,0.2911611497402191,1.0000001192092896,0.20424684882164001
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.24737101793289185,0.4645031690597534,0.17917026579380035,0.5934505462646484,0.21781636774539948,0.5352458953857422,0.26479530334472656,0.4130953550338745
,what,is,another,name,to,describe,the,science,of,teaching,?
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.535392165184021,0.26495152711868286,1.0,0.24037593603134155,0.733189046382904,0.2182690054178238,0.22068053483963013
role,0.22614215314388275,0.20847192406654358,0.1957184225320816,0.12834559381008148,0.17841029167175293,0.1634310483932495,0.26607486605644226,0.21449699997901917,0.1797693818807602,0.16423286497592926,0.18676944077014923
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.24075818061828613,0.41548454761505127,0.2764313519001007,0.733189046382904,0.2616958022117615,1.0,0.2911611497402191,0.1826142966747284
teacher,0.20492632687091827,0.2001669555902481,0.21179868280887604,0.12208614498376846,0.1991342306137085,0.1671779602766037,0.17760860919952393,0.258186012506485,0.19968076050281525,0.6199770569801331,0.1797819435596466
is,0.28837618231773376,1.0,0.41278526186943054,0.3359788954257965,0.42745086550712585,0.27898338437080383,0.5823672413825989,0.2747138440608978,0.4854315221309662,0.16213442385196686,0.22961433231830597
often,0.3849453330039978,0.3856629431247711,0.3346259295940399,0.15621964633464813,0.4351843297481537,0.49216532707214355,0.38004449009895325,0.2311287820339203,0.3351972997188568,0.2471308708190918,0.23748154938220978
formal,0.26485171914100647,0.21914683282375336,0.2622602880001068,0.20376718044281006,0.27394044399261475,0.28364887833595276,0.245810866355896,0.1908435970544815,0.2704104781150818,0.2793137729167938,0.1989586055278778
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.21235932409763336,0.48971283435821533,0.24788004159927368,0.5171257257461548,0.2865735590457916,0.5116966962814331,0.2573738694190979,0.20544172823429108
ongoing,0.30659452080726624,0.23759374022483826,0.25008055567741394,0.07562752068042755,0.28776806592941284,0.14751185476779938,0.3282879889011383,0.22323238849639893,0.26523080468177795,0.16197775304317474,0.24929021298885345
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.44245919585227966,0.18910212814807892,0.4933079481124878,0.2623405158519745,0.4946078956127167,0.2547089457511902,0.31091248989105225
carried,0.17649970948696136,0.15077325701713562,0.2692757546901703,0.09793474525213242,0.21867457032203674,0.2213832288980484,0.31854987144470215,0.10117626935243607,0.3256259560585022,0.16889522969722748,0.1305524855852127
out,0.3633197546005249,0.2817855477333069,0.2994861304759979,0.18450941145420074,0.42386990785598755,0.2319759726524353,0.39404502511024475,0.10845350474119186,0.34176841378211975,0.17950011789798737,0.22020699083805084
at,0.2838611304759979,0.25906258821487427,0.26329556107521057,0.11450952291488647,0.36524343490600586,0.15475328266620636,0.457212895154953,0.16367051005363464,0.42558613419532776,0.2309790551662445,0.21978627145290375
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.26421117782592773,0.45503583550453186,0.3062607944011688,0.5829201340675354,0.2378881424665451,0.5052502155303955,0.21643459796905518,0.23916715383529663
school,0.18774057924747467,0.19488026201725006,0.18679489195346832,0.15128786861896515,0.24496325850486755,0.06758292764425278,0.22953221201896667,0.27273038029670715,0.2391800880432129,0.4717925488948822,0.15091250836849213
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.19621294736862183,0.38921234011650085,0.40484312176704407,0.4174870550632477,0.1796393245458603,0.3792596757411957,0.15916350483894348,0.32389625906944275
