,what,area,is,newcastle,'s,milder,winters,and,cooler,summers,most,similar,to,?
in,0.30808621644973755,0.33632898330688477,0.5394441485404968,0.19270820915699005,-0.037580832839012146,0.2901853621006012,0.27563002705574036,0.4954058527946472,0.24313600361347198,0.24247559905052185,0.41416558623313904,0.28091391921043396,0.45010748505592346,0.20430970191955566
contrast,0.2773490250110626,0.11530641466379166,0.2659924328327179,0.10656765848398209,-0.011143652722239494,0.25122374296188354,0.09573079645633698,0.2737886309623718,0.208492711186409,0.1850653737783432,0.31185951828956604,0.42348477244377136,0.23685190081596375,0.15469981729984283
to,0.455847829580307,0.2797197997570038,0.42745086550712585,0.23559264838695526,0.03782717138528824,0.29446282982826233,0.20507168769836426,0.48971283435821533,0.23955577611923218,0.2334907054901123,0.321603000164032,0.2888135313987732,1.0,0.29463258385658264
other,0.341873437166214,0.21664315462112427,0.25895947217941284,0.1582431048154831,0.04445967823266983,0.2712254524230957,0.1984691172838211,0.5504306554794312,0.21830065548419952,0.17899329960346222,0.4585079252719879,0.45383909344673157,0.4193183183670044,0.24682199954986572
areas,0.23739881813526154,0.6056747436523438,0.28282591700553894,0.1562691181898117,0.03540606424212456,0.2834264636039734,0.29606932401657104,0.40107932686805725,0.30016934871673584,0.2339627742767334,0.32060956954956055,0.17658838629722595,0.29808273911476135,0.1273590475320816
influenced,0.22395093739032745,0.13775599002838135,0.1398671418428421,0.1475299745798111,-0.0006173446890898049,0.26331448554992676,0.21356521546840668,0.2976251244544983,0.15559343993663788,0.21824659407138824,0.2516336441040039,0.3019985854625702,0.11829091608524323,0.1310873031616211
by,0.2455483376979828,0.22557134926319122,0.3899846076965332,0.1767825335264206,-0.010884488001465797,0.15078896284103394,0.14815309643745422,0.4289871156215668,0.12153711169958115,0.17686650156974792,0.270847886800766,0.28307145833969116,0.33534231781959534,0.17966607213020325
the,0.42745697498321533,0.37834644317626953,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.2787216007709503,0.24098941683769226,0.5171257257461548,0.27278244495391846,0.23460958898067474,0.47635307908058167,0.2963123023509979,0.535392165184021,0.22068053483963013
gulf,0.16739319264888763,0.2921172082424164,0.17587663233280182,0.19118593633174896,-0.02792315185070038,0.18754349648952484,0.2459290474653244,0.22214645147323608,0.3179931342601776,0.14982661604881287,0.1641024798154831,0.07388114184141159,0.1890619695186615,0.12622930109500885
stream,0.15652818977832794,0.22442469000816345,0.29532310366630554,0.13907641172409058,0.04653143510222435,0.2343916893005371,0.16175249218940735,0.24512408673763275,0.259029358625412,0.14786148071289062,0.1682349443435669,0.19228596985340118,0.2466391623020172,0.11238504201173782
",",0.3087472915649414,0.2664283812046051,0.4691906273365021,0.251589834690094,-0.0016132977325469255,0.34927505254745483,0.3159800171852112,0.6633074283599854,0.2048913985490799,0.239103302359581,0.3636029064655304,0.29403579235076904,0.44245919585227966,0.31091248989105225
such,0.23989605903625488,0.1550249308347702,0.23545363545417786,0.13593998551368713,0.05073437839746475,0.23700182139873505,0.1399150788784027,0.44540345668792725,0.20537030696868896,0.14011351764202118,0.38148126006126404,0.4080600440502167,0.2871878743171692,0.17851735651493073
