,what,new,typeface,was,created,for,abc,for,use,in,advertising,?
a,0.3320399522781372,0.3214259147644043,0.24635344743728638,0.4508470594882965,0.30777761340141296,0.44038116931915283,0.21331243216991425,0.44038116931915283,0.30793872475624084,0.539380669593811,0.23148924112319946,0.23916715383529663
new,0.2130378633737564,0.9999999403953552,0.22505468130111694,0.2748313844203949,0.25701409578323364,0.2700757384300232,0.20663127303123474,0.2700757384300232,0.20533977448940277,0.3758552670478821,0.16880621016025543,0.14782847464084625
custom,0.2649167776107788,0.2671269476413727,0.3388329744338989,0.12257083505392075,0.18254369497299194,0.19008566439151764,0.19112460315227509,0.19008566439151764,0.35435426235198975,0.24152323603630066,0.22347579896450043,0.26820895075798035
typeface,0.18697687983512878,0.22505468130111694,0.9999998807907104,0.22205360233783722,0.26087841391563416,0.21407289803028107,0.1938462257385254,0.21407289803028107,0.27128711342811584,0.19505524635314941,0.265868216753006,0.23994740843772888
",",0.3087472915649414,0.36073189973831177,0.25209587812423706,0.45456063747406006,0.2755771577358246,0.4464869201183319,0.2097204476594925,0.4464869201183319,0.3276674151420593,0.5201468467712402,0.24089011549949646,0.31091248989105225
``,0.008517155423760414,-0.03575563058257103,0.10230520367622375,-0.012679691426455975,3.665990152512677e-05,0.01270448137074709,-0.04806871339678764,0.01270448137074709,0.098173126578331,0.04765888676047325,-0.054268162697553635,0.0685480609536171
abc,0.1317344456911087,0.20663127303123474,0.1938462257385254,0.21565799415111542,0.1528254598379135,0.22510288655757904,1.0000001192092896,0.22510288655757904,0.1775941103696823,0.1697147786617279,0.1800631880760193,0.19065172970294952
modern,0.2655639946460724,0.24743801355361938,0.26067569851875305,0.23571695387363434,0.16490930318832397,0.22431503236293793,0.030294669792056084,0.22431503236293793,0.3562934696674347,0.29808807373046875,0.12579795718193054,0.12475407868623734
'',0.08143015950918198,-0.021915066987276077,0.14471535384655,0.04456103965640068,-0.004385723266750574,-0.04479556903243065,-0.05768610164523125,-0.04479556903243065,0.09741680324077606,0.07432962208986282,0.055624403059482574,0.018684765323996544
(,0.2411840260028839,0.24608564376831055,0.20373176038265228,0.2980341613292694,0.2334475964307785,0.3357032239437103,0.183883935213089,0.3357032239437103,0.2174896001815796,0.3087427020072937,0.16055187582969666,0.40561532974243164
which,0.5261979103088379,0.33739399909973145,0.22513729333877563,0.2830964922904968,0.3362928330898285,0.44095608592033386,0.1991286277770996,0.44095608592033386,0.39254313707351685,0.4840516746044159,0.21335358917713165,0.25814583897590637
was,0.22111038863658905,0.2748313844203949,0.22205360233783722,1.0000001192092896,0.3592788577079773,0.3863949179649353,0.21565799415111542,0.3863949179649353,0.17744606733322144,0.45514053106307983,0.23598504066467285,0.18412111699581146
inspired,0.18111269176006317,0.18019326031208038,0.3116980195045471,0.3109425902366638,0.313713937997818,0.22946324944496155,0.17969773709774017,0.22946324944496155,0.2254270315170288,0.27352839708328247,0.20590461790561676,0.1529090851545334
by,0.2455483376979828,0.25394493341445923,0.20472335815429688,0.4752357602119446,0.3492257595062256,0.3248702883720398,0.17600902915000916,0.3248702883720398,0.21048003435134888,0.370934396982193,0.13592204451560974,0.17966607213020325
the,0.42745697498321533,0.3845241069793701,0.19363410770893097,0.48711544275283813,0.3539263904094696,0.4739971458911896,0.2068762183189392,0.4739971458911896,0.34342584013938904,0.6662389636039734,0.2048189342021942,0.22068053483963013
logotype,0.2768875062465668,0.33028000593185425,0.5099271535873413,0.21065320074558258,0.237602099776268,0.2224244326353073,0.2335614413022995,0.2224244326353073,0.2934776544570923,0.2279677391052246,0.24637851119041443,0.33155059814453125
),0.26259949803352356,0.253329336643219,0.20704765617847443,0.3267642855644226,0.2251489907503128,0.3639558255672455,0.18381085991859436,0.3639558255672455,0.23662498593330383,0.3326910734176636,0.1717119812965393,0.42300865054130554
",",0.3087472915649414,0.36073189973831177,0.25209587812423706,0.45456063747406006,0.2755771577358246,0.4464869201183319,0.2097204476594925,0.4464869201183319,0.3276674151420593,0.5201468467712402,0.24089011549949646,0.31091248989105225
was,0.22111038863658905,0.2748313844203949,0.22205360233783722,1.0000001192092896,0.3592788577079773,0.3863949179649353,0.21565799415111542,0.3863949179649353,0.17744606733322144,0.45514053106307983,0.23598504066467285,0.18412111699581146
