,what,is,an,example,of,a,machine,model,that,deviates,from,a,generally,accepted,multi-tape,turing,machine,?
many,0.36131182312965393,0.2649032473564148,0.2465583086013794,0.43096116185188293,0.37253960967063904,0.2872205972671509,0.21436738967895508,0.18362142145633698,0.5391656160354614,0.16985048353672028,0.33099696040153503,0.2872205972671509,0.4686267375946045,0.19395096600055695,0.2881879210472107,0.29928943514823914,0.21436738967895508,0.2124512493610382
machine,0.23075932264328003,0.18938691914081573,0.18184466660022736,0.2579236924648285,0.15468473732471466,0.24983544647693634,1.0,0.18472762405872345,0.2756650745868683,0.25699564814567566,0.1707189381122589,0.24983544647693634,0.17172005772590637,0.08130601793527603,0.38208553194999695,0.4048772156238556,1.0,0.17587624490261078
models,0.22431734204292297,0.17595206201076508,0.166333869099617,0.2466937005519867,0.19773605465888977,0.2741396725177765,0.2325996309518814,0.6909285187721252,0.19949059188365936,0.333673894405365,0.2295379936695099,0.2741396725177765,0.25745391845703125,0.21423907577991486,0.2257373332977295,0.2393689900636673,0.2325996309518814,0.16656708717346191
different,0.39262300729751587,0.24624870717525482,0.20424599945545197,0.47035282850265503,0.3747533857822418,0.29175353050231934,0.22918690741062164,0.16517391800880432,0.4608689844608307,0.28631463646888733,0.29131123423576355,0.29175353050231934,0.40903615951538086,0.18257908523082733,0.3849448263645172,0.21295781433582306,0.22918690741062164,0.24476227164268494
from,0.2737620174884796,0.27355384826660156,0.20876385271549225,0.3175121247768402,0.4249346852302551,0.322764128446579,0.1707189381122589,0.13395722210407257,0.3477667272090912,0.14510320127010345,1.0,0.322764128446579,0.28208622336387634,0.17864307761192322,0.12481578439474106,0.09779699891805649,0.1707189381122589,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.22788187861442566,0.14028635621070862,0.5473989248275757,0.2052353471517563,0.40150508284568787,0.5829201340675354,0.41466525197029114,0.2999902665615082,0.2036377340555191,0.2644472122192383,0.22788187861442566,0.22068053483963013
standard,0.22809998691082,0.23514990508556366,0.21853375434875488,0.31178221106529236,0.2296806275844574,0.2876655161380768,0.23066844046115875,0.2911086678504944,0.294244647026062,0.3945094347000122,0.11442086100578308,0.2876655161380768,0.36509713530540466,0.33182913064956665,0.26762762665748596,0.2051016241312027,0.23066844046115875,0.17029257118701935
multi-tape,0.22010479867458344,0.23476141691207886,0.20373211801052094,0.203852117061615,0.2221662551164627,0.30301621556282043,0.38208553194999695,0.17484447360038757,0.27818968892097473,0.2802729904651642,0.12481578439474106,0.30301621556282043,0.2231636494398117,0.11572981625795364,0.9999999403953552,0.34675097465515137,0.38208553194999695,0.14011883735656738
turing,0.2806522250175476,0.18364353477954865,0.1837916374206543,0.27532958984375,0.2670239806175232,0.25234705209732056,0.4048772156238556,0.20603887736797333,0.3136295974254608,0.2766544222831726,0.09779699891805649,0.25234705209732056,0.1910787671804428,0.2288372665643692,0.34675097465515137,1.0000001192092896,0.4048772156238556,0.1460462063550949
machines,0.25512105226516724,0.1786929816007614,0.15651889145374298,0.29014766216278076,0.18757474422454834,0.21060632169246674,0.7925316095352173,0.2245144546031952,0.3558396100997925,0.3237006962299347,0.2022213488817215,0.21060632169246674,0.2622632682323456,0.10267724841833115,0.4550323784351349,0.4426501989364624,0.7925316095352173,0.17646311223506927
have,0.39808809757232666,0.3613572418689728,0.22897054255008698,0.39606785774230957,0.3802283704280853,0.338716596364975,0.13901613652706146,0.10360604524612427,0.6182622313499451,0.26473763585090637,0.30702701210975647,0.338716596364975,0.49163123965263367,0.2593596875667572,0.28015032410621643,0.15623171627521515,0.13901613652706146,0.32991164922714233
been,0.2567804455757141,0.39566612243652344,0.24947525560855865,0.22095714509487152,0.31685134768486023,0.3315402865409851,0.12663839757442474,0.15288491547107697,0.4152003228664398,0.12528900802135468,0.27624839544296265,0.3315402865409851,0.38285019993782043,0.249170184135437,0.27975577116012573,0.20874157547950745,0.12663839757442474,0.24354910850524902
proposed,0.22754324972629547,0.1440325230360031,0.15246838331222534,0.2737669348716736,0.26188141107559204,0.2374454140663147,0.06691183894872665,0.26421043276786804,0.3023551106452942,0.18909740447998047,0.19478890299797058,0.2374454140663147,0.16834428906440735,0.4096105694770813,0.11382734775543213,0.22309105098247528,0.06691183894872665,0.24553193151950836
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.539380669593811,0.16716814041137695,0.2267826348543167,0.435920387506485,0.09964699298143387,0.4274188280105591,0.539380669593811,0.28190043568611145,0.26470789313316345,0.18986725807189941,0.26572495698928833,0.16716814041137695,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.22788187861442566,0.14028635621070862,0.5473989248275757,0.2052353471517563,0.40150508284568787,0.5829201340675354,0.41466525197029114,0.2999902665615082,0.2036377340555191,0.2644472122192383,0.22788187861442566,0.22068053483963013
literature,0.22505109012126923,0.19709013402462006,0.11125731468200684,0.23065347969532013,0.25150051712989807,0.20094743371009827,0.12280207127332687,0.12132437527179718,0.19748573005199432,0.14088860154151917,0.1652209609746933,0.20094743371009827,0.17506924271583557,0.19347235560417175,0.11939217895269394,0.31861811876296997,0.12280207127332687,0.2043706774711609
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.21841607987880707,0.244965597987175,0.4137537479400635,0.18287047743797302,0.39760664105415344,0.427140474319458,0.29679131507873535,0.2906060218811035,0.23842878639698029,0.2807261645793915,0.21841607987880707,0.31091248989105225
for,0.3017193675041199,0.43268078565597534,0.3236706852912903,0.45665353536605835,0.4185989499092102,0.44038116931915283,0.25323837995529175,0.17261183261871338,0.4137635827064514,0.17791123688220978,0.314039945602417,0.44038116931915283,0.35338807106018066,0.3093303442001343,0.2294703722000122,0.2892029285430908,0.25323837995529175,0.264628142118454
example,0.3456268310546875,0.36737263202667236,0.3076696991920471,1.0,0.3570667505264282,0.40234753489494324,0.2579236924648285,0.20159783959388733,0.429897665977478,0.27284500002861023,0.3175121247768402,0.40234753489494324,0.371061772108078,0.2198912352323532,0.203852117061615,0.27532958984375,0.2579236924648285,0.30374911427497864
random,0.26424384117126465,0.20071181654930115,0.16766908764839172,0.24250657856464386,0.25178858637809753,0.28376004099845886,0.18515454232692719,0.14232191443443298,0.2910965383052826,0.32687562704086304,0.14889128506183624,0.28376004099845886,0.27907195687294006,0.09324277192354202,0.29825714230537415,0.24123716354370117,0.18515454232692719,0.23617395758628845
access,0.2685140371322632,0.21022571623325348,0.21247172355651855,0.20023314654827118,0.22348599135875702,0.21509003639221191,0.1666637659072876,0.19124267995357513,0.26300469040870667,0.21336695551872253,0.2399352490901947,0.21509003639221191,0.31487706303596497,0.1954549252986908,0.27607831358909607,0.16190865635871887,0.1666637659072876,0.2482174038887024
machines,0.25512105226516724,0.1786929816007614,0.15651889145374298,0.29014766216278076,0.18757474422454834,0.21060632169246674,0.7925316095352173,0.2245144546031952,0.3558396100997925,0.3237006962299347,0.2022213488817215,0.21060632169246674,0.2622632682323456,0.10267724841833115,0.4550323784351349,0.4426501989364624,0.7925316095352173,0.17646311223506927
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.50484299659729,0.20798662304878235,0.1938832700252533,0.4460422694683075,0.16861967742443085,0.41536515951156616,0.50484299659729,0.3124077022075653,0.2631440758705139,0.21548394858837128,0.19254323840141296,0.20798662304878235,0.4130953550338745
