,how,do,you,avoid,problems,when,determining,forces,involved,on,an,object,from,two,or,more,sources,?
in,0.2601168751716614,0.23402775824069977,0.21252386271953583,0.2092532515525818,0.21061907708644867,0.4431333839893341,0.2913265824317932,0.2565164566040039,0.2988407015800476,0.46853652596473694,0.2605783939361572,0.18661287426948547,0.4274188280105591,0.36463531851768494,0.3586423695087433,0.32563260197639465,0.23531174659729004,0.20430970191955566
this,0.45272302627563477,0.34963881969451904,0.45211222767829895,0.3292587697505951,0.33706656098365784,0.4959332048892975,0.39216935634613037,0.24922366440296173,0.33606311678886414,0.4193967580795288,0.41881775856018066,0.3117026686668396,0.3469814360141754,0.33004114031791687,0.4406825602054596,0.5430014133453369,0.3006424307823181,0.3155723512172699
simple,0.40932103991508484,0.3700781464576721,0.5044657588005066,0.33926206827163696,0.31626495718955994,0.2846766412258148,0.31919530034065247,0.1677754521369934,0.2651732563972473,0.2851913571357727,0.25539350509643555,0.26650896668434143,0.18467454612255096,0.2620272636413574,0.31794559955596924,0.3958303928375244,0.2940230071544647,0.4614735543727875
one-dimensional,0.2643226385116577,0.23400509357452393,0.2736257016658783,0.15139475464820862,0.24598947167396545,0.15248587727546692,0.39359742403030396,0.17985281348228455,0.14188851416110992,0.20264659821987152,0.15050722658634186,0.3609928786754608,0.15249541401863098,0.2754848897457123,0.29453399777412415,0.2929091155529022,0.17406806349754333,0.22790828347206116
example,0.39914554357528687,0.3745654821395874,0.3813398778438568,0.32900089025497437,0.27446338534355164,0.40509727597236633,0.355368047952652,0.17236046493053436,0.21574807167053223,0.22160455584526062,0.3076696991920471,0.3402033746242523,0.3175121247768402,0.2711022198200226,0.5192843675613403,0.35535088181495667,0.2035272866487503,0.30374911427497864
",",0.22659391164779663,0.3283645510673523,0.3199685513973236,0.22226782143115997,0.2596952021121979,0.36674630641937256,0.22378280758857727,0.2544684410095215,0.3099522888660431,0.49057599902153015,0.3581022024154663,0.149229496717453,0.39760664105415344,0.35859420895576477,0.3769497275352478,0.3696524500846863,0.3490506112575531,0.31091248989105225
without,0.3434999883174896,0.3709314465522766,0.375357985496521,0.45135772228240967,0.32741686701774597,0.4284721314907074,0.2540619373321533,0.14199677109718323,0.2561943233013153,0.26243290305137634,0.20276303589344025,0.3116435408592224,0.3087378740310669,0.24085189402103424,0.5009438991546631,0.3124542534351349,0.22271201014518738,0.2928665280342102
knowing,0.5264696478843689,0.3794856667518616,0.4324958920478821,0.3461032807826996,0.3517000377178192,0.42103248834609985,0.4306960105895996,0.1924111545085907,0.3645688593387604,0.2056446671485901,0.2787669897079468,0.39648935198783875,0.25099676847457886,0.22491511702537537,0.33539921045303345,0.32886940240859985,0.23463720083236694,0.3560667932033539
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.24833035469055176,0.2659202516078949,0.5091903209686279,0.35818397998809814,0.3134811818599701,0.2872544527053833,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.43858039379119873,0.4174870550632477,0.39758381247520447,0.27209216356277466,0.22068053483963013
direction,0.25684070587158203,0.18628260493278503,0.21757102012634277,0.1477895975112915,0.12328368425369263,0.21485374867916107,0.23733960092067719,0.24017015099525452,0.17336338758468628,0.20268428325653076,0.21845301985740662,0.36791664361953735,0.19012711942195892,0.2607904374599457,0.2034183144569397,0.23657070100307465,0.1674177497625351,0.10739318281412125
of,0.2480744868516922,0.26150479912757874,0.1774725764989853,0.22642050683498383,0.2450421154499054,0.3757161796092987,0.3374442756175995,0.3090144991874695,0.30147984623908997,0.3966929316520691,0.32280945777893066,0.1993778944015503,0.4249346852302551,0.37726253271102905,0.3792596757411957,0.30478984117507935,0.20696839690208435,0.1826142966747284
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.24833035469055176,0.2659202516078949,0.5091903209686279,0.35818397998809814,0.3134811818599701,0.2872544527053833,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.43858039379119873,0.4174870550632477,0.39758381247520447,0.27209216356277466,0.22068053483963013
forces,0.17453457415103912,0.1300598382949829,0.18848340213298798,0.15714122354984283,0.19348305463790894,0.2460811883211136,0.21146902441978455,1.0,0.1645861566066742,0.220676988363266,0.16929563879966736,0.23975132405757904,0.15575696527957916,0.20150142908096313,0.17726115882396698,0.16652275621891022,0.18551278114318848,0.16984491050243378
it,0.36714982986450195,0.337066113948822,0.3833105266094208,0.19602304697036743,0.23306451737880707,0.4775012135505676,0.28921452164649963,0.19774912297725677,0.208605095744133,0.4529881477355957,0.39472338557243347,0.27674704790115356,0.325604110956192,0.28080877661705017,0.36389440298080444,0.42550966143608093,0.306720495223999,0.25732165575027466
is,0.22544461488723755,0.30895981192588806,0.27113574743270874,0.2189902514219284,0.16985496878623962,0.3471449911594391,0.3241519629955292,0.18792390823364258,0.1551186740398407,0.3635730445384979,0.4654068350791931,0.30146875977516174,0.27355384826660156,0.2315155267715454,0.41870999336242676,0.2946030795574188,0.2594712972640991,0.22961433231830597
impossible,0.39383742213249207,0.32977673411369324,0.3470485210418701,0.3065146803855896,0.32277804613113403,0.27655836939811707,0.38302966952323914,0.24207836389541626,0.2199091613292694,0.25641247630119324,0.2525954246520996,0.35185933113098145,0.17513498663902283,0.18504410982131958,0.27695178985595703,0.324859082698822,0.2519487142562866,0.2244972586631775
to,0.44169697165489197,0.38876664638519287,0.4194425344467163,0.33193957805633545,0.28989166021347046,0.5423505902290344,0.3152051270008087,0.2581802308559418,0.24297703802585602,0.41031414270401,0.3138085603713989,0.2821136713027954,0.4069952368736267,0.3343428373336792,0.38921234011650085,0.47084665298461914,0.29232558608055115,0.29463258385658264
decide,0.43294209241867065,0.3721175789833069,0.4060099124908447,0.29349422454833984,0.23462170362472534,0.3481963872909546,0.4404143989086151,0.1890292763710022,0.3068716824054718,0.26825201511383057,0.2204476296901703,0.21580231189727783,0.13968567550182343,0.2531232237815857,0.3327721357345581,0.3019881844520569,0.18584690988063812,0.35001131892204285
whether,0.5284467935562134,0.37359970808029175,0.4025498926639557,0.3376791775226593,0.3190172612667084,0.4872415363788605,0.4764150083065033,0.16286416351795197,0.24201080203056335,0.2535785734653473,0.25622886419296265,0.3137407600879669,0.20779013633728027,0.21702654659748077,0.4563177227973938,0.32455673813819885,0.2362598329782486,0.3150278329849243
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.24833035469055176,0.2659202516078949,0.5091903209686279,0.35818397998809814,0.3134811818599701,0.2872544527053833,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.43858039379119873,0.4174870550632477,0.39758381247520447,0.27209216356277466,0.22068053483963013
net,0.15491610765457153,0.12734630703926086,0.20421908795833588,0.16001199185848236,0.0873098373413086,0.15201713144779205,0.15252766013145447,0.0669322982430458,0.1364571750164032,0.15057918429374695,0.16437934339046478,0.19718967378139496,0.1088905930519104,0.12421218305826187,0.14574407041072845,0.1868586391210556,0.16782139241695404,0.20179778337478638
force,0.16030928492546082,0.20164671540260315,0.1904318630695343,0.19954036176204681,0.17205868661403656,0.24609562754631042,0.20684616267681122,0.6498695015907288,0.18411578238010406,0.1764998733997345,0.21655116975307465,0.32587239146232605,0.14128944277763367,0.22581329941749573,0.18476234376430511,0.18687720596790314,0.10837966203689575,0.1650998443365097
is,0.22544461488723755,0.30895981192588806,0.27113574743270874,0.2189902514219284,0.16985496878623962,0.3471449911594391,0.3241519629955292,0.18792390823364258,0.1551186740398407,0.3635730445384979,0.4654068350791931,0.30146875977516174,0.27355384826660156,0.2315155267715454,0.41870999336242676,0.2946030795574188,0.2594712972640991,0.22961433231830597
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.24833035469055176,0.2659202516078949,0.5091903209686279,0.35818397998809814,0.3134811818599701,0.2872544527053833,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.43858039379119873,0.4174870550632477,0.39758381247520447,0.27209216356277466,0.22068053483963013
result,0.23323923349380493,0.23993156850337982,0.20850709080696106,0.353245347738266,0.33235257863998413,0.32054403424263,0.3343600332736969,0.21434062719345093,0.2573792636394501,0.22479186952114105,0.20189309120178223,0.2828367352485657,0.2199978530406952,0.18018943071365356,0.3831445574760437,0.23343375325202942,0.1566966027021408,0.17218433320522308
of,0.2480744868516922,0.26150479912757874,0.1774725764989853,0.22642050683498383,0.2450421154499054,0.3757161796092987,0.3374442756175995,0.3090144991874695,0.30147984623908997,0.3966929316520691,0.32280945777893066,0.1993778944015503,0.4249346852302551,0.37726253271102905,0.3792596757411957,0.30478984117507935,0.20696839690208435,0.1826142966747284
adding,0.2682263255119324,0.3125384747982025,0.42372506856918335,0.3205416798591614,0.23893778026103973,0.33394965529441833,0.3562238812446594,0.13163208961486816,0.1829184889793396,0.22847388684749603,0.23594380915164948,0.2906908392906189,0.2393098771572113,0.2574206292629242,0.3635876476764679,0.29411962628364563,0.27872592210769653,0.2800346910953522
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.24833035469055176,0.2659202516078949,0.5091903209686279,0.35818397998809814,0.3134811818599701,0.2872544527053833,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.43858039379119873,0.4174870550632477,0.39758381247520447,0.27209216356277466,0.22068053483963013
two,0.2499001920223236,0.22086432576179504,0.24682119488716125,0.21289266645908356,0.22893044352531433,0.3743424117565155,0.25438717007637024,0.20150142908096313,0.32385894656181335,0.3205535411834717,0.1867314726114273,0.12479433417320251,0.25732070207595825,1.0000001192092896,0.3349444568157196,0.36959168314933777,0.1896013617515564,0.19645625352859497
force,0.16030928492546082,0.20164671540260315,0.1904318630695343,0.19954036176204681,0.17205868661403656,0.24609562754631042,0.20684616267681122,0.6498695015907288,0.18411578238010406,0.1764998733997345,0.21655116975307465,0.32587239146232605,0.14128944277763367,0.22581329941749573,0.18476234376430511,0.18687720596790314,0.10837966203689575,0.1650998443365097
magnitudes,0.22680510580539703,0.2470235824584961,0.22287224233150482,0.16800083220005035,0.18128740787506104,0.1800379455089569,0.27591171860694885,0.19752433896064758,0.1411796361207962,0.23377786576747894,0.1945541650056839,0.39201828837394714,0.22064173221588135,0.2326050102710724,0.25973042845726013,0.31634294986724854,0.20224392414093018,0.18217898905277252
or,0.3378981947898865,0.39439281821250916,0.38538575172424316,0.39708808064460754,0.24577723443508148,0.417120099067688,0.3387509286403656,0.17726115882396698,0.24083253741264343,0.2897229492664337,0.3096676766872406,0.3544590175151825,0.31242018938064575,0.3349444568157196,1.0000001192092896,0.41612157225608826,0.29787003993988037,0.32389625906944275
subtracting,0.3103545904159546,0.31324824690818787,0.35480228066444397,0.3091912269592285,0.24919739365577698,0.32114413380622864,0.4509936571121216,0.17302784323692322,0.17527705430984497,0.22925880551338196,0.1960226595401764,0.283796101808548,0.18205325305461884,0.33986276388168335,0.32054394483566284,0.31349119544029236,0.1959037035703659,0.21487760543823242
