,what,has,a,bigger,impact,on,the,united,states,',economy,more,than,trade,?
however,0.4480680823326111,0.3999234735965729,0.38150349259376526,0.3625146448612213,0.3358549177646637,0.3940407931804657,0.49814513325691223,0.2734779119491577,0.29044950008392334,0.26807311177253723,0.2870844900608063,0.4843848645687103,0.3964720070362091,0.28462308645248413,0.2152075469493866
",",0.3087472915649414,0.3734780251979828,0.427140474319458,0.28716740012168884,0.2012101411819458,0.49057599902153015,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.5178600549697876,0.2521176040172577,0.3696524500846863,0.3371901512145996,0.1945054978132248,0.31091248989105225
he,0.3114890456199646,0.4109892249107361,0.4393508732318878,0.14982135593891144,0.1757737547159195,0.32403138279914856,0.4571082592010498,0.28426578640937805,0.26046910881996155,0.23641161620616913,0.24512912333011627,0.25741079449653625,0.16873370110988617,0.2100159227848053,0.2089974731206894
concedes,0.28640398383140564,0.24851344525814056,0.28384965658187866,0.19366540014743805,0.22449122369289398,0.2121061086654663,0.25011909008026123,0.14160382747650146,0.15954476594924927,0.22604377567768097,0.24763977527618408,0.32403236627578735,0.31711894273757935,0.18496371805667877,0.27552735805511475
that,0.6297725439071655,0.41272613406181335,0.47537946701049805,0.34145042300224304,0.3073127269744873,0.42569106817245483,0.5473989248275757,0.25567954778671265,0.291576623916626,0.3494868278503418,0.24719975888729095,0.4813884496688843,0.4891277849674225,0.20906251668930054,0.32716336846351624
the,0.42745697498321533,0.4177538752555847,0.5829201340675354,0.35439056158065796,0.22336715459823608,0.5107308030128479,1.0,0.34367692470550537,0.3463578522205353,0.474788099527359,0.24644890427589417,0.39758381247520447,0.3227543234825134,0.2681608200073242,0.22068053483963013
effect,0.2546532452106476,0.1701475977897644,0.24771364033222198,0.24050399661064148,0.35346728563308716,0.2661469280719757,0.2865084111690521,0.2281852513551712,0.25396740436553955,0.15194974839687347,0.2550480365753174,0.29258641600608826,0.28072336316108704,0.20736835896968842,0.1783771812915802
of,0.33290785551071167,0.3909035325050354,0.5052502155303955,0.3085831105709076,0.21139270067214966,0.3966929316520691,0.733189046382904,0.3187655806541443,0.30884552001953125,0.39136970043182373,0.2583308815956116,0.30478984117507935,0.33036211133003235,0.2310105711221695,0.1826142966747284
trade,0.1555381417274475,0.19811120629310608,0.2032492309808731,0.17724160850048065,0.17969070374965668,0.20021353662014008,0.2681608200073242,0.2212645262479782,0.23284931480884552,0.08769933134317398,0.45070457458496094,0.16781359910964966,0.1419070065021515,0.9999999403953552,0.09336511790752411
on,0.34226128458976746,0.34604379534721375,0.3848365545272827,0.27489739656448364,0.24748864769935608,0.9999999403953552,0.5107308030128479,0.2703288793563843,0.2692825198173523,0.30823177099227905,0.17831654846668243,0.37351730465888977,0.2864885926246643,0.20021353662014008,0.2714994251728058
inequality,0.30072227120399475,0.16442200541496277,0.1783585250377655,0.164846733212471,0.27267858386039734,0.16136983036994934,0.23508106172084808,0.2821160554885864,0.3115520179271698,0.1538884937763214,0.41350439190864563,0.2623436152935028,0.24634315073490143,0.25770148634910583,0.23619021475315094
in,0.30808621644973755,0.4173259735107422,0.539380669593811,0.2547362148761749,0.18933768570423126,0.46853652596473694,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.4158826768398285,0.2588731348514557,0.32563260197639465,0.3270052373409271,0.23862801492214203,0.20430970191955566
america,0.2517423629760742,0.1613205373287201,0.22012436389923096,0.19837036728858948,0.23750577867031097,0.24962958693504333,0.37090015411376953,0.43051236867904663,0.43992868065834045,0.18945977091789246,0.15942098200321198,0.20665447413921356,0.21178309619426727,0.23988279700279236,0.19333907961845398
is,0.28837618231773376,0.5668748617172241,0.658733606338501,0.20644411444664001,0.18670059740543365,0.3635730445384979,0.5823672413825989,0.22408509254455566,0.21939043700695038,0.5508411526679993,0.2698528468608856,0.2946030795574188,0.2839990258216858,0.17870411276817322,0.22961433231830597
minor,0.1758119910955429,0.1892436146736145,0.23087404668331146,0.20759515464305878,0.1620541661977768,0.20898085832595825,0.2544519603252411,0.13615521788597107,0.13098156452178955,0.201609268784523,0.17462213337421417,0.2087215930223465,0.14113277196884155,0.16994118690490723,0.21100293099880219
when,0.4700249433517456,0.34538573026657104,0.44397395849227905,0.3276447057723999,0.1764514297246933,0.37706470489501953,0.5091903209686279,0.2490900456905365,0.24639196693897247,0.2558356821537018,0.17599095404148102,0.359977662563324,0.2883036434650421,0.1979909986257553,0.22841128706932068
compared,0.241532102227211,0.31465092301368713,0.2797974646091461,0.3727757930755615,0.2543628215789795,0.27818986773490906,0.28685078024864197,0.14940500259399414,0.14147214591503143,0.17718733847141266,0.26311659812927246,0.40463414788246155,0.4645072817802429,0.1385338306427002,0.21399109065532684
to,0.455847829580307,0.3619994819164276,0.45503583550453186,0.3106972873210907,0.2031068354845047,0.41031414270401,0.535392165184021,0.2715383470058441,0.2828785181045532,0.34544456005096436,0.2613506615161896,0.47084665298461914,0.3192550539970398,0.2781698405742645,0.29463258385658264
other,0.341873437166214,0.3162766396999359,0.2806335389614105,0.3566109836101532,0.23121368885040283,0.3410046398639679,0.44152235984802246,0.2444620579481125,0.28788650035858154,0.20509733259677887,0.19991272687911987,0.49628373980522156,0.5105555653572083,0.2614614963531494,0.24682199954986572
causes,0.1426164209842682,0.21773695945739746,0.27698835730552673,0.19343240559101105,0.24696135520935059,0.24110297858715057,0.2518732249736786,0.1668667197227478,0.1804383248090744,0.130832701921463,0.15494906902313232,0.2912643551826477,0.25833553075790405,0.13605940341949463,0.19991323351860046
",",0.3087472915649414,0.3734780251979828,0.427140474319458,0.28716740012168884,0.2012101411819458,0.49057599902153015,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.5178600549697876,0.2521176040172577,0.3696524500846863,0.3371901512145996,0.1945054978132248,0.31091248989105225
such,0.23989605903625488,0.26101309061050415,0.2706976532936096,0.28328266739845276,0.28128954768180847,0.3181164264678955,0.3575236201286316,0.18984757363796234,0.20258460938930511,0.2433299422264099,0.15806633234024048,0.5065661668777466,0.4386829137802124,0.18749694526195526,0.17851735651493073
as,0.31749409437179565,0.351646363735199,0.39550232887268066,0.24594448506832123,0.21005624532699585,0.36047765612602234,0.48381632566452026,0.27979812026023865,0.26192235946655273,0.41391023993492126,0.2277245819568634,0.42839905619621277,0.40532299876213074,0.21768774092197418,0.27043893933296204
technological,0.22749881446361542,0.19947804510593414,0.2389223277568817,0.2530079483985901,0.27744826674461365,0.20753009617328644,0.27225103974342346,0.2526491582393646,0.24502216279506683,0.14285972714424133,0.34110867977142334,0.31785181164741516,0.2706294357776642,0.2592175006866455,0.1312418282032013
innovation,0.15711469948291779,0.2400178462266922,0.28890034556388855,0.12241793423891068,0.22662250697612762,0.16280904412269592,0.3283994793891907,0.23511487245559692,0.2031179964542389,0.1922847330570221,0.3572002351284027,0.2792045474052429,0.16526174545288086,0.29456016421318054,0.17877207696437836
",",0.3087472915649414,0.3734780251979828,0.427140474319458,0.28716740012168884,0.2012101411819458,0.49057599902153015,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.5178600549697876,0.2521176040172577,0.3696524500846863,0.3371901512145996,0.1945054978132248,0.31091248989105225
a,0.3320399522781372,0.4670248031616211,1.0,0.27918514609336853,0.24985632300376892,0.3848365545272827,0.5829201340675354,0.2732578217983246,0.24708621203899384,0.48837921023368835,0.24415728449821472,0.3452818691730499,0.3126874566078186,0.2032492309808731,0.23916715383529663
view,0.2818201184272766,0.1611981838941574,0.22168859839439392,0.11892019212245941,0.20129017531871796,0.2377469688653946,0.25610461831092834,0.09546752274036407,0.11576656997203827,0.1841583102941513,0.14944526553153992,0.14803801476955414,0.17006610333919525,0.05800469219684601,0.17672975361347198
shared,0.18776313960552216,0.18415164947509766,0.13874579966068268,0.09329468756914139,0.07736717164516449,0.21788671612739563,0.21652492880821228,0.16979476809501648,0.14774774014949799,0.1471499502658844,0.08287746459245682,0.14483751356601715,0.13764886558055878,0.1377718299627304,0.18310070037841797
by,0.2455483376979828,0.3254803419113159,0.32094135880470276,0.1654418706893921,0.17438781261444092,0.33887791633605957,0.4408751428127289,0.23958808183670044,0.23827408254146576,0.2610379159450531,0.1388312578201294,0.2627272307872772,0.2015816867351532,0.13884904980659485,0.17966607213020325
other,0.341873437166214,0.3162766396999359,0.2806335389614105,0.3566109836101532,0.23121368885040283,0.3410046398639679,0.44152235984802246,0.2444620579481125,0.28788650035858154,0.20509733259677887,0.19991272687911987,0.49628373980522156,0.5105555653572083,0.2614614963531494,0.24682199954986572
experts,0.3351825177669525,0.24613134562969208,0.24483947455883026,0.21516090631484985,0.18894720077514648,0.2377667874097824,0.29114848375320435,0.24531202018260956,0.2805435359477997,0.15024960041046143,0.20091469585895538,0.2949356138706207,0.2958070933818817,0.11350779980421066,0.19090798497200012
.,0.3567904531955719,0.4105546176433563,0.50484299659729,0.32102319598197937,0.2026742696762085,0.49257001280784607,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4806240200996399,0.2477293759584427,0.4070230722427368,0.3594527542591095,0.20157761871814728,0.4130953550338745
