,what,did,lepidodinium,viride,lose,?
lepidodinium,0.18634876608848572,0.1261562705039978,1.0,0.4817405343055725,0.20416519045829773,0.18498578667640686
viride,0.19064870476722717,0.06127503514289856,0.4817405343055725,1.0000001192092896,0.15588319301605225,0.24772310256958008
and,0.31309178471565247,0.34479495882987976,0.2625358998775482,0.19998688995838165,0.3096105754375458,0.20544172823429108
its,0.30393704771995544,0.19922670722007751,0.296268492937088,0.20845767855644226,0.26758426427841187,0.15103481709957123
close,0.23424343764781952,0.1545615941286087,0.18998555839061737,0.15598678588867188,0.2570289373397827,0.1908312737941742
relatives,0.1565784066915512,0.238240048289299,0.315277636051178,0.18948176503181458,0.1515268087387085,0.1256532222032547
are,0.29724663496017456,0.2159031480550766,0.2730783522129059,0.2183668464422226,0.2250048816204071,0.24591213464736938
dinophytes,0.24863049387931824,0.1380242109298706,0.5910277366638184,0.4249729812145233,0.17546255886554718,0.23279373347759247
that,0.6297725439071655,0.47518548369407654,0.25108563899993896,0.17160682380199432,0.34182941913604736,0.32716336846351624
lost,0.198215052485466,0.30779293179512024,0.15189455449581146,0.06470202654600143,0.5714375972747803,0.15261413156986237
their,0.35142919421195984,0.38078752160072327,0.21906015276908875,0.12694071233272552,0.4191821217536926,0.1898253709077835
original,0.24651947617530823,0.2664784789085388,0.16989003121852875,0.14511771500110626,0.1954018771648407,0.17256900668144226
peridinin,0.22104650735855103,0.15038806200027466,0.5018190741539001,0.4288717806339264,0.12566843628883362,0.16034066677093506
chloroplast,0.23505516350269318,0.1815837174654007,0.5146566033363342,0.44529175758361816,0.18283195793628693,0.12532055377960205
and,0.31309178471565247,0.34479495882987976,0.2625358998775482,0.19998688995838165,0.3096105754375458,0.20544172823429108
replaced,0.12975038588047028,0.19568689167499542,0.22050350904464722,0.08872593939304352,0.17931564152240753,0.14945141971111298
it,0.45803478360176086,0.2993364930152893,0.2979842722415924,0.250107079744339,0.25456157326698303,0.25732165575027466
with,0.2464839518070221,0.25472134351730347,0.21050810813903809,0.1586763560771942,0.2895451486110687,0.2433311939239502
a,0.3320399522781372,0.2552328109741211,0.2375578135251999,0.3003922402858734,0.29435214400291443,0.23916715383529663
green,0.16762696206569672,0.10622840374708176,0.2682045102119446,0.40958184003829956,0.13641159236431122,0.11409882456064224
algal,0.19235531985759735,0.12526299059391022,0.4545764923095703,0.4002942442893982,0.21028371155261993,0.18147486448287964
derived,0.20143714547157288,0.13302093744277954,0.2518645226955414,0.22925108671188354,0.06262186169624329,0.1241099163889885
chloroplast,0.23505516350269318,0.1815837174654007,0.5146566033363342,0.44529175758361816,0.18283195793628693,0.12532055377960205
(,0.2411840260028839,0.18979617953300476,0.2394050508737564,0.3196376860141754,0.2181227058172226,0.40561532974243164
more,0.3484537899494171,0.2803135812282562,0.25809091329574585,0.1735347956418991,0.3094367980957031,0.27894994616508484
specifically,0.37581726908683777,0.1629284918308258,0.20606917142868042,0.1180947870016098,0.1535414606332779,0.2063003033399582
",",0.3087472915649414,0.3015086054801941,0.3018377721309662,0.26108846068382263,0.28248098492622375,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.2375578135251999,0.3003922402858734,0.29435214400291443,0.23916715383529663
prasinophyte,0.21488139033317566,0.12234295159578323,0.561745822429657,0.43310120701789856,0.13825730979442596,0.22744351625442505
),0.26259949803352356,0.18584993481636047,0.23920650780200958,0.3258826434612274,0.21974943578243256,0.42300865054130554
.,0.3567904531955719,0.35288307070732117,0.33042752742767334,0.23648479580879211,0.28971824049949646,0.4130953550338745
,what,did,lepidodinium,viride,lose,?
the,0.42745697498321533,0.34736719727516174,0.3021300137042999,0.18238520622253418,0.29030492901802063,0.22068053483963013
chloroplast,0.23505516350269318,0.1815837174654007,0.5146566033363342,0.44529175758361816,0.18283195793628693,0.12532055377960205
is,0.28837618231773376,0.19247472286224365,0.2544657588005066,0.2854582965373993,0.18853163719177246,0.22961433231830597
surrounded,0.1255793571472168,0.10869170725345612,0.2255386859178543,0.1689562052488327,0.1975805163383484,-0.022393958643078804
by,0.2455483376979828,0.18574509024620056,0.22478048503398895,0.14326529204845428,0.17851653695106506,0.17966607213020325
two,0.23363454639911652,0.2755576968193054,0.27026620507240295,0.08580542355775833,0.2183200716972351,0.19645625352859497
membranes,0.18834297358989716,0.1478920876979828,0.4014792740345001,0.3417277932167053,0.22578291594982147,0.20524227619171143
and,0.31309178471565247,0.34479495882987976,0.2625358998775482,0.19998688995838165,0.3096105754375458,0.20544172823429108
has,0.20338068902492523,0.2124989777803421,0.21924948692321777,0.19664952158927917,0.23068922758102417,0.15994466841220856
no,0.339326947927475,0.23735837638378143,0.19500330090522766,0.14615498483181,0.262178897857666,0.32165053486824036
nucleomorph—all,0.265546977519989,0.1641211211681366,0.5086049437522888,0.3421671986579895,0.22613422572612762,0.1889512538909912
