,who,lectured,at,the,newcastle,library,on,the,20th,of,october,in,1880,?
operating,0.18843333423137665,0.10617770999670029,0.20436453819274902,0.28778329491615295,0.22439521551132202,0.19954244792461395,0.3017979860305786,0.28778329491615295,0.1577642410993576,0.27346423268318176,0.23252418637275696,0.2706070840358734,0.12261281162500381,0.15840965509414673
since,0.27765995264053345,0.14059825241565704,0.3096075654029846,0.4054957628250122,0.21187444031238556,0.154753178358078,0.32446393370628357,0.4054957628250122,0.19042280316352844,0.35513219237327576,0.292022168636322,0.4325680434703827,0.00684892013669014,0.2876587212085724
1793,0.05126924440264702,0.12197735905647278,0.12048240751028061,0.10651886463165283,0.08652915060520172,0.07201788574457169,0.06886141747236252,0.10651886463165283,0.03148207068443298,0.12247440218925476,0.1130293533205986,0.10566750168800354,-0.02629082463681698,0.17686468362808228
and,0.41279885172843933,0.20407913625240326,0.3571503460407257,0.5171257257461548,0.20204751193523407,0.18451033532619476,0.4077630043029785,0.5171257257461548,0.29001447558403015,0.5116966962814331,0.2883152663707733,0.4954058527946472,0.03563316538929939,0.20544172823429108
founded,0.2723641097545624,0.2010590136051178,0.20260940492153168,0.2840350568294525,0.23992013931274414,0.20474135875701904,0.16524973511695862,0.2840350568294525,0.11322223395109177,0.24571022391319275,0.16576260328292847,0.24877111613750458,-0.04979391023516655,0.09119737893342972
as,0.3923053741455078,0.1927303969860077,0.28092536330223083,0.48381632566452026,0.21526619791984558,0.19044850766658783,0.36047765612602234,0.48381632566452026,0.19359804689884186,0.3886612355709076,0.25472286343574524,0.3887844979763031,-0.009431961923837662,0.27043893933296204
a,0.36608949303627014,0.17772875726222992,0.3095070421695709,0.5829201340675354,0.21405641734600067,0.13480092585086823,0.3848365545272827,0.5829201340675354,0.24495378136634827,0.5052502155303955,0.2402924746274948,0.539380669593811,0.05524251237511635,0.23916715383529663
‘,0.17040061950683594,0.2947348952293396,0.27944278717041016,0.2720426023006439,0.08531785756349564,0.21835745871067047,0.2207709550857544,0.2720426023006439,0.1474267989397049,0.1904146820306778,0.21493969857692719,0.29093801975250244,-0.05406758189201355,0.1448942869901657
conversation,0.3231883943080902,0.2904176115989685,0.20317956805229187,0.2044977843761444,0.17270717024803162,0.14343202114105225,0.2303396314382553,0.2044977843761444,0.21589994430541992,0.10228217393159866,0.2021588385105133,0.13432638347148895,0.10054069012403488,0.3075454533100128
club,0.18853667378425598,0.08066945523023605,0.17265090346336365,0.23249365389347076,0.29002583026885986,0.12430286407470703,0.20194022357463837,0.23249365389347076,0.12768447399139404,0.19264739751815796,0.1444830745458603,0.2541219890117645,0.1340644657611847,0.1374303698539734
",",0.3365725874900818,0.2027265727519989,0.38314947485923767,0.4933079481124878,0.251589834690094,0.16805633902549744,0.49057599902153015,0.4933079481124878,0.22451449930667877,0.4946078956127167,0.4369233250617981,0.5201468467712402,0.028594277799129486,0.31091248989105225
’,0.07404322177171707,0.0626920685172081,0.11757199466228485,-0.04090067744255066,0.0005957413814030588,-0.03717045858502388,0.052648309618234634,-0.04090067744255066,0.0996362641453743,-0.062016043812036514,0.11509769409894943,-0.04677301645278931,0.05221664160490036,0.045561522245407104
its,0.1326070874929428,0.07189253717660904,0.2685394287109375,0.559237003326416,0.19941815733909607,0.15339885652065277,0.34331920742988586,0.559237003326416,0.2017490714788437,0.48690423369407654,0.16945186257362366,0.3793783485889435,0.04296795651316643,0.15103481709957123
lecture,0.1302843540906906,0.8472378253936768,0.24757210910320282,0.19409587979316711,0.1312229335308075,0.2531631588935852,0.19990578293800354,0.19409587979316711,0.14683228731155396,0.1829679012298584,0.14691850543022156,0.24648422002792358,0.02303970605134964,0.10821584612131119
theatre,0.19486235082149506,0.260080486536026,0.29836171865463257,0.25594043731689453,0.17483371496200562,0.24167078733444214,0.20269522070884705,0.25594043731689453,0.1162990927696228,0.19807180762290955,0.16947804391384125,0.26776230335235596,0.001125105656683445,0.1159285232424736
was,0.3318818509578705,0.2729935646057129,0.36707764863967896,0.48711544275283813,0.25710436701774597,0.1691625416278839,0.3909217119216919,0.48711544275283813,0.258506178855896,0.4069072902202606,0.4627581834793091,0.45514053106307983,-0.05979476869106293,0.18412111699581146
the,0.3733934462070465,0.1810406893491745,0.457212895154953,1.0,0.2253497689962387,0.19920319318771362,0.5107308030128479,1.0,0.3097512125968933,0.733189046382904,0.2621108889579773,0.6662389636039734,0.0793314129114151,0.22068053483963013
first,0.39065709710121155,0.26507410407066345,0.3138778805732727,0.49448907375335693,0.2823651134967804,0.1616559624671936,0.3120559751987457,0.49448907375335693,0.35831061005592346,0.3536086082458496,0.2989882230758667,0.4127444326877594,0.02397211827337742,0.18701928853988647
public,0.18950407207012177,0.2656189501285553,0.2642328441143036,0.22857438027858734,0.12273108959197998,0.333901047706604,0.25951382517814636,0.22857438027858734,0.21630960702896118,0.2391265481710434,0.1963523030281067,0.29074716567993164,-0.01014904584735632,0.19872993230819702
building,0.19264253973960876,0.15621621906757355,0.2514413893222809,0.3159640431404114,0.1980883926153183,0.2920280396938324,0.24277396500110626,0.3159640431404114,0.07504455000162125,0.26200541853904724,0.14982472360134125,0.3256937265396118,0.10902057588100433,0.13549931347370148
to,0.42656609416007996,0.13895657658576965,0.36524343490600586,0.535392165184021,0.23559264838695526,0.19252733886241913,0.41031414270401,0.535392165184021,0.20756898820400238,0.41548454761505127,0.23106063902378082,0.45010748505592346,0.14115941524505615,0.29463258385658264
be,0.3371641933917999,0.15246497094631195,0.30379733443260193,0.4248143136501312,0.15002311766147614,0.13982897996902466,0.37900757789611816,0.4248143136501312,0.20788215100765228,0.33904364705085754,0.21323566138744354,0.3481820821762085,0.12038692831993103,0.3324260413646698
lit,0.07150610536336899,0.19682219624519348,0.17336438596248627,0.20298683643341064,0.04311608150601387,0.1268130987882614,0.11785917729139328,0.20298683643341064,0.1634499430656433,0.145862877368927,0.10955217480659485,0.17304253578186035,0.12508630752563477,0.14552001655101776
by,0.39727845788002014,0.17639131844043732,0.2368064820766449,0.4408751428127289,0.1767825335264206,0.17569513618946075,0.33887791633605957,0.4408751428127289,0.2537462115287781,0.3646814823150635,0.17728064954280853,0.370934396982193,-0.09491942077875137,0.17966607213020325
electric,0.19416284561157227,0.17408114671707153,0.17301374673843384,0.21345196664333344,0.15911492705345154,0.07819800078868866,0.2127806544303894,0.21345196664333344,0.156341090798378,0.17329032719135284,0.0758189857006073,0.19779469072818756,0.07102450728416443,0.15674720704555511
light,0.16200783848762512,0.11815650016069412,0.19909699261188507,0.2649136185646057,0.10103492438793182,0.12882542610168457,0.2049267292022705,0.2649136185646057,0.2797829210758209,0.18257063627243042,0.10308618098497391,0.1819845736026764,0.10000760853290558,0.17429810762405396
",",0.3365725874900818,0.2027265727519989,0.38314947485923767,0.4933079481124878,0.251589834690094,0.16805633902549744,0.49057599902153015,0.4933079481124878,0.22451449930667877,0.4946078956127167,0.4369233250617981,0.5201468467712402,0.028594277799129486,0.31091248989105225
during,0.30551859736442566,0.250337690114975,0.372769296169281,0.4838213622570038,0.13816462457180023,0.10576779395341873,0.3347817361354828,0.4838213622570038,0.19423027336597443,0.3869180977344513,0.21098926663398743,0.4627237319946289,0.10827670991420746,0.1325719803571701
a,0.36608949303627014,0.17772875726222992,0.3095070421695709,0.5829201340675354,0.21405641734600067,0.13480092585086823,0.3848365545272827,0.5829201340675354,0.24495378136634827,0.5052502155303955,0.2402924746274948,0.539380669593811,0.05524251237511635,0.23916715383529663
lecture,0.1302843540906906,0.8472378253936768,0.24757210910320282,0.19409587979316711,0.1312229335308075,0.2531631588935852,0.19990578293800354,0.19409587979316711,0.14683228731155396,0.1829679012298584,0.14691850543022156,0.24648422002792358,0.02303970605134964,0.10821584612131119
by,0.39727845788002014,0.17639131844043732,0.2368064820766449,0.4408751428127289,0.1767825335264206,0.17569513618946075,0.33887791633605957,0.4408751428127289,0.2537462115287781,0.3646814823150635,0.17728064954280853,0.370934396982193,-0.09491942077875137,0.17966607213020325
joseph,0.24207964539527893,0.1975690871477127,0.14801445603370667,0.2251148819923401,0.15573625266551971,0.05814647302031517,0.17754994332790375,0.2251148819923401,0.1616579294204712,0.20551647245883942,0.20540361106395721,0.12985283136367798,-0.02725575491786003,0.08421234786510468
swan,0.1289450228214264,0.1274481862783432,0.21484936773777008,0.2781778872013092,0.2995033264160156,0.09953606873750687,0.14148114621639252,0.2781778872013092,0.13149936497211456,0.22410689294338226,0.11282423883676529,0.21920935809612274,0.09305383265018463,0.08656178414821625
on,0.2340552806854248,0.23969633877277374,0.4806317389011383,0.5107308030128479,0.1698579639196396,0.1803589016199112,0.9999999403953552,0.5107308030128479,0.21332970261573792,0.3966929316520691,0.3742676079273224,0.46853652596473694,0.052530437707901,0.2714994251728058
20,0.01726163923740387,-0.021511580795049667,-0.0331362746655941,-0.06418957561254501,0.012081687338650227,-0.026136310771107674,-0.025147348642349243,-0.06418957561254501,-0.09211212396621704,-0.0318976491689682,-0.07107823342084885,-0.022708838805556297,-0.006290449760854244,0.11360422521829605
october,0.2386598140001297,0.1715797781944275,0.30687233805656433,0.2621108889579773,0.2442861795425415,0.2295141965150833,0.3742676079273224,0.2621108889579773,0.18356484174728394,0.20846129953861237,1.0,0.27560389041900635,0.027558641508221626,0.29706719517707825
1880,0.021894710138440132,-0.04632178694009781,0.11909561604261398,0.0793314129114151,0.2834128439426422,0.01596990041434765,0.052530437707901,0.0793314129114151,0.07389375567436218,0.02491694688796997,0.027558641508221626,0.04348104074597359,1.0,0.07120001316070557
