,where,did,tesla,begin,working,in,1884,?
in,0.5344807505607605,0.2593238651752472,0.17097744345664978,0.2903634011745453,0.3062970042228699,1.0,0.06194859743118286,0.20430970191955566
june,0.18621568381786346,0.26244688034057617,0.10874199122190475,0.13521459698677063,0.22617129981517792,0.29047903418540955,-0.04141070321202278,0.31416764855384827
1884,0.03221607208251953,-0.019103914499282837,0.029632732272148132,-0.021599745377898216,-0.03743738681077957,0.06194859743118286,1.0,-0.08445221930742264
",",0.3149496018886566,0.3015086054801941,0.20599327981472015,0.27304404973983765,0.29007792472839355,0.5201468467712402,0.04851863533258438,0.31091248989105225
he,0.3705328106880188,0.3292143940925598,0.12373391538858414,0.19861583411693573,0.3181121051311493,0.41690486669540405,0.06471044570207596,0.2089974731206894
relocated,0.29932594299316406,0.2389494925737381,0.1250636875629425,0.2357933670282364,0.24529573321342468,0.28603625297546387,0.11763136088848114,0.0634486973285675
to,0.47735077142715454,0.4452643394470215,0.17548894882202148,0.33302420377731323,0.28215980529785156,0.45010748505592346,0.0789077877998352,0.29463258385658264
new,0.26026442646980286,0.227974995970726,0.15999311208724976,0.23350173234939575,0.26655107736587524,0.3758552670478821,-0.011487593874335289,0.14782847464084625
york,0.21910661458969116,0.16606222093105316,0.15629629790782928,0.16402345895767212,0.18971365690231323,0.2961827218532562,-0.012002089060842991,0.15262620151042938
city:57–60,0.21228088438510895,0.07122548669576645,0.16204328835010529,0.11146702617406845,0.0892321914434433,0.3424244523048401,0.0036407620646059513,0.20498128235340118
where,0.9999999403953552,0.24159270524978638,0.12761090695858002,0.2661099433898926,0.2553141415119171,0.5344807505607605,0.03221607208251953,0.24793872237205505
he,0.3705328106880188,0.3292143940925598,0.12373391538858414,0.19861583411693573,0.3181121051311493,0.41690486669540405,0.06471044570207596,0.2089974731206894
was,0.20731619000434875,0.41399896144866943,0.16455206274986267,0.17294162511825562,0.25099408626556396,0.45514053106307983,-0.0050269500352442265,0.18412111699581146
hired,0.17812278866767883,0.368927001953125,0.15152283012866974,0.2757919430732727,0.4254992604255676,0.18746300041675568,-0.06323860585689545,0.1434362679719925
by,0.2641284465789795,0.18574509024620056,0.16513796150684357,0.16351081430912018,0.20218691229820251,0.370934396982193,-0.02613055892288685,0.17966607213020325
thomas,0.12281821668148041,0.20728807151317596,0.21892967820167542,0.09841465950012207,0.12351745367050171,0.21133768558502197,-0.03579910099506378,0.16133050620555878
edison,0.1765860617160797,0.1372239738702774,0.35526686906814575,0.13333988189697266,0.1765560656785965,0.22187061607837677,-0.1515403389930725,0.10244420915842056
to,0.47735077142715454,0.4452643394470215,0.17548894882202148,0.33302420377731323,0.28215980529785156,0.45010748505592346,0.0789077877998352,0.29463258385658264
work,0.2737104296684265,0.336654931306839,0.2545209228992462,0.2340802550315857,0.6558395028114319,0.2753349542617798,-0.019513612613081932,0.2621155381202698
at,0.4402937591075897,0.28390252590179443,0.16552478075027466,0.2332090437412262,0.26494351029396057,0.4374977946281433,-0.046927038580179214,0.21978627145290375
his,0.29880598187446594,0.3546801507472992,0.1580733060836792,0.22923272848129272,0.30046597123146057,0.3598145842552185,0.07536033540964127,0.18075084686279297
edison,0.1765860617160797,0.1372239738702774,0.35526686906814575,0.13333988189697266,0.1765560656785965,0.22187061607837677,-0.1515403389930725,0.10244420915842056
machine,0.22835810482501984,0.14258401095867157,0.2521411180496216,0.10661913454532623,0.218942329287529,0.16716814041137695,-0.1788230687379837,0.17587624490261078
works,0.24487273395061493,0.17949827015399933,0.20543460547924042,0.13165079057216644,0.4551033675670624,0.2656683027744293,-0.006386303808540106,0.19597402215003967
on,0.37630224227905273,0.2670976221561432,0.16159376502037048,0.2630721628665924,0.2811677157878876,0.46853652596473694,0.017774738371372223,0.2714994251728058
manhattan,0.19199755787849426,0.1959509253501892,0.19268673658370972,0.1566915512084961,0.1920951008796692,0.24702738225460052,-0.029069989919662476,0.08787932246923447
's,0.0007701900321990252,0.05069678649306297,0.06449045985937119,-0.07216574251651764,-0.0629357099533081,-0.037580832839012146,0.007656722329556942,-0.023395681753754616
lower,0.23795399069786072,0.1054062619805336,0.16620974242687225,0.12868283689022064,0.14421601593494415,0.27455443143844604,0.00560577679425478,0.08471795171499252
east,0.28155818581581116,0.17160435020923615,0.07547537237405777,0.13955052196979523,0.11448489129543304,0.32659441232681274,0.06311267614364624,0.10070597380399704
side,0.28958743810653687,0.19660846889019012,0.10926658660173416,0.17555105686187744,0.12245318293571472,0.2626299262046814,0.08306016027927399,0.07831130921840668
.,0.41390106081962585,0.35288307070732117,0.17949827015399933,0.24827922880649567,0.28468647599220276,0.5591574311256409,0.019394991919398308,0.4130953550338745
