,which,year,was,the,case,commission,v,italy,that,dealt,with,cocoa,products,?
in,0.4840516746044159,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.2190418541431427,0.21326816082000732,0.15216681361198425,0.3334544897079468,0.435920387506485,0.21263344585895538,0.4080928862094879,0.20959694683551788,0.21192872524261475,0.20430970191955566
a,0.56894451379776,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.3104211390018463,0.18981990218162537,0.21861357986927032,0.1983879655599594,0.47537946701049805,0.1830262690782547,0.3783375024795532,0.1877724677324295,0.20830485224723816,0.23916715383529663
2003,-0.14610882103443146,-0.09320147335529327,-0.14445069432258606,-0.14761915802955627,-0.16444875299930573,-0.15311287343502045,-0.12846292555332184,-0.28715038299560547,-0.20147614181041718,-0.11482845991849899,-0.2023288756608963,-0.07925928384065628,-0.06980959326028824,-0.17560148239135742
case,0.33281663060188293,0.195717453956604,0.18986068665981293,0.31022098660469055,1.0000001192092896,0.1518445461988449,0.2666381299495697,0.1242690235376358,0.4129708409309387,0.2644995450973511,0.2825133502483368,0.1513054370880127,0.19242224097251892,0.33232852816581726
",",0.3658004403114319,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.2977246046066284,0.19528092443943024,0.22053663432598114,0.2497674822807312,0.4137537479400635,0.2322544902563095,0.4120737314224243,0.2499648630619049,0.2251427173614502,0.31091248989105225
commission,0.25648555159568787,0.1448410153388977,0.28741392493247986,0.24418850243091583,0.1518445461988449,0.9999998807907104,0.17029616236686707,0.2420009970664978,0.22035260498523712,0.15591509640216827,0.10247842222452164,0.07009489089250565,0.20468540489673615,0.16231559216976166
v,0.1653934270143509,0.12632298469543457,0.16128918528556824,0.18580520153045654,0.2666381299495697,0.17029616236686707,1.0,0.16059377789497375,0.14623945951461792,0.0981924831867218,0.14314915239810944,0.13227902352809906,0.1349642276763916,0.28677162528038025
italy,0.23020818829536438,0.1791803240776062,0.26177310943603516,0.2633645832538605,0.1242690235376358,0.2420009970664978,0.16059377789497375,1.0,0.17940302193164825,0.1217978298664093,0.18881605565547943,0.2135448008775711,0.15046532452106476,0.11567100137472153
italian,0.19053605198860168,0.1137554869055748,0.27526864409446716,0.19855095446109772,0.12196917831897736,0.19379840791225433,0.09236983954906464,0.6474564671516418,0.18464817106723785,0.08956853300333023,0.1372891515493393,0.13824893534183502,0.09033505618572235,0.1156633123755455
law,0.20205146074295044,0.20950402319431305,0.21553055942058563,0.24548950791358948,0.3231390416622162,0.3065055310726166,0.17908430099487305,0.09191471338272095,0.23277728259563446,0.173522487282753,0.12950056791305542,0.09374656528234482,0.15422601997852325,0.1528988480567932
required,0.33025646209716797,0.2235627919435501,0.14378079771995544,0.27848219871520996,0.3251653015613556,0.22123469412326813,0.1638973355293274,0.10516376793384552,0.37379229068756104,0.19992482662200928,0.27981439232826233,0.245158851146698,0.22831682860851288,0.24962718784809113
that,0.6894589066505432,0.2826407253742218,0.33670201897621155,0.5473989248275757,0.4129708409309387,0.22035260498523712,0.14623945951461792,0.17940302193164825,1.0,0.299767404794693,0.4154358208179474,0.21653692424297333,0.30359014868736267,0.32716336846351624
cocoa,0.22918719053268433,0.16167360544204712,0.17987045645713806,0.20310598611831665,0.1513054370880127,0.07009489089250565,0.13227902352809906,0.2135448008775711,0.21653692424297333,0.0974089726805687,0.20084425806999207,0.9999999403953552,0.3893316686153412,0.16501155495643616
products,0.3425632417201996,0.10915503650903702,0.1745183914899826,0.2547704577445984,0.19242224097251892,0.20468540489673615,0.1349642276763916,0.15046532452106476,0.30359014868736267,0.12569092214107513,0.19052161276340485,0.3893316686153412,0.9999998807907104,0.20429900288581848
